GeographyCode,QS115NI0001,QS115NI0002,QS115NI0003,QS115NI0004,QS115NI0005,QS115NI0006,QS115NI0007,QS115NI0008,QS115NI0009,QS115NI0010,QS115NI0011,QS115NI0012
95AA01,1215,572,111,44,91,112,101,44,82,52,6,1218
95AA02,480,302,34,19,36,23,28,11,12,14,1,304
95AA03,511,266,46,21,51,39,33,14,24,15,2,427
95AA04,835,446,44,22,79,50,66,36,42,38,12,755
95AA05,724,371,46,27,64,50,47,28,53,33,5,696
95AA06,1215,464,87,49,120,110,113,73,98,94,7,1507
95AA07,619,357,35,21,44,37,49,24,28,23,1,484
95AA08,472,249,45,26,37,36,25,12,21,18,3,393
95AA09,624,327,70,28,53,38,35,17,27,25,4,510
95AA10,589,332,44,20,45,38,43,23,19,22,3,467
95AA11,1468,703,144,81,102,129,137,57,68,38,9,1340
95AA12,790,394,38,27,85,47,69,44,29,45,12,736
95AA13,898,424,69,46,80,68,63,44,61,39,4,892
95AA14,654,374,25,23,54,37,29,30,36,39,7,576
95AA15,1184,538,144,66,91,119,74,38,73,36,5,1140
95AA16,493,263,49,25,36,37,33,16,20,12,2,394
95AA17,612,311,46,33,62,47,39,22,30,17,5,537
95AA18,736,493,23,23,38,44,35,32,20,20,8,464
95AA19,669,286,49,25,72,45,48,32,70,36,6,797
95BB01,1048,549,69,39,104,62,81,49,36,50,9,905
95BB02,670,425,38,31,69,25,34,15,22,11,0,393
95BB03,1278,751,82,61,91,85,77,49,44,30,8,920
95BB04,940,634,46,22,77,45,40,35,16,23,2,516
95BB05,1028,627,39,41,78,60,71,41,32,35,4,733
95BB06,786,492,70,34,73,34,24,24,20,13,2,454
95BB07,869,512,68,34,89,44,57,20,22,20,3,587
95BB08,775,440,63,28,57,55,47,33,26,24,2,588
95BB09,904,584,46,36,77,57,40,35,12,15,2,519
95BB10,977,631,49,41,80,45,42,35,26,21,7,594
95BB11,849,509,51,44,77,41,41,37,31,12,6,569
95BB12,826,446,78,41,70,33,43,34,47,29,5,687
95BB13,1342,689,85,55,139,93,96,68,55,48,14,1175
95BB14,912,547,34,29,67,54,54,56,30,33,8,687
95BB15,971,501,57,42,98,66,56,31,56,57,7,907
95BB16,945,571,33,30,76,55,65,52,24,34,5,680
95BB17,1061,532,82,62,82,77,99,48,46,29,4,933
95BB18,1248,666,89,53,82,118,100,35,63,40,2,1076
95BB19,1425,724,93,60,136,113,128,74,53,40,4,1236
95BB20,908,483,51,36,82,62,51,44,41,44,14,809
95BB21,1368,722,79,59,137,104,89,48,69,51,10,1190
95BB22,861,378,76,63,69,77,83,23,56,32,4,884
95BB23,924,589,34,25,83,57,48,41,23,21,3,589
95CC01,649,305,46,47,84,53,32,25,33,21,3,593
95CC02,699,358,43,12,67,45,29,44,49,43,9,715
95CC03,741,311,81,57,64,70,46,33,53,21,5,763
95CC04,604,297,40,12,51,36,31,32,47,44,14,663
95CC05,715,352,48,21,54,56,28,34,58,51,13,782
95CC06,791,422,68,27,60,47,55,35,37,33,7,681
95CC07,868,364,55,31,82,62,66,46,87,64,11,1068
95CC08,688,307,78,52,73,43,35,16,45,34,5,667
95CC09,937,508,57,26,62,67,63,56,51,40,7,836
95CC10,703,415,34,22,54,29,42,30,41,26,10,566
95CC11,480,278,37,22,46,28,14,13,21,18,3,365
95CC12,713,341,40,14,62,54,42,42,58,48,12,788
95CC13,647,345,23,16,55,42,44,29,52,32,9,649
95CC14,878,470,47,28,71,90,43,38,53,35,3,780
95CC15,788,385,46,25,80,57,47,45,46,48,9,801
95CC16,752,358,50,33,85,48,46,24,49,51,8,765
95CC17,712,344,55,25,63,47,32,40,54,43,9,732
95CC18,639,352,43,36,56,35,27,25,30,27,8,522
