GeographyCode,QS106NI0001,QS106NI0002,QS106NI0003
95AA01,59,26,33
95AA02,7,3,4
95AA03,7,2,5
95AA04,32,11,21
95AA05,36,17,19
95AA06,24,9,15
95AA07,22,8,14
95AA08,9,2,7
95AA09,23,11,12
95AA10,15,4,11
95AA11,28,16,12
95AA12,52,19,33
95AA13,41,26,15
95AA14,25,8,17
95AA15,28,12,16
95AA16,8,4,4
95AA17,9,6,3
95AA18,33,17,16
95AA19,46,21,25
95BB01,36,20,16
95BB02,21,13,8
95BB03,26,10,16
95BB04,41,19,22
95BB05,27,14,13
95BB06,7,3,4
95BB07,24,10,14
95BB08,10,3,7
95BB09,50,24,26
95BB10,44,17,27
95BB11,26,15,11
95BB12,19,8,11
95BB13,38,11,27
95BB14,41,18,23
95BB15,48,30,18
95BB16,47,23,24
95BB17,36,16,20
95BB18,29,15,14
95BB19,43,21,22
95BB20,40,16,24
95BB21,34,12,22
95BB22,16,5,11
95BB23,47,25,22
95CC01,34,20,14
95CC02,54,24,30
95CC03,29,14,15
95CC04,56,22,34
95CC05,44,21,23
95CC06,62,29,33
95CC07,60,23,37
95CC08,45,23,22
95CC09,63,25,38
95CC10,38,24,14
95CC11,19,7,12
95CC12,37,14,23
95CC13,46,21,25
95CC14,33,21,12
95CC15,56,26,30
95CC16,22,7,15
95CC17,59,22,37
95CC18,51,22,29
95CC19,44,23,21
95CC20,50,18,32
95CC21,21,11,10
95CC22,26,9,17
95DD01,50,28,22
95DD02,24,10,14
95DD03,49,20,29
95DD04,1,0,1
95DD05,4,2,2
95DD06,45,22,23
95DD07,42,18,24
95DD08,14,7,7
95DD09,47,21,26
95DD10,17,5,12
95DD11,13,6,7
95DD12,31,13,18
95DD13,17,9,8
95DD14,61,33,28
95DD15,44,20,24
95DD16,48,22,26
95DD17,50,21,29
95DD18,7,4,3
95DD19,28,13,15
95DD20,7,3,4
95DD21,20,13,7
95DD22,26,11,15
95DD23,37,20,17
95DD24,38,20,18
95EE01,21,9,12
95EE02,18,4,14
95EE03,19,9,10
95EE04,12,5,7
95EE05,24,11,13
95EE06,25,12,13
95EE07,14,7,7
95EE08,31,11,20
95EE09,27,10,17
95EE10,11,4,7
95EE11,36,11,25
95EE12,13,4,9
95EE13,21,8,13
95EE14,37,15,22
95EE15,18,5,13
95EE16,47,27,20
95FF01,81,44,37
95FF02,34,9,25
95FF03,28,12,16
95FF04,50,23,27
95FF05,27,9,18
95FF06,52,30,22
95FF07,16,9,7
95FF08,29,18,11
95FF09,30,14,16
95FF10,47,19,28
95FF11,21,6,15
95FF12,35,11,24
95FF13,45,26,19
95FF14,46,18,28
95FF15,17,8,9
95FF16,40,18,22
95FF17,14,7,7
95GG01,27,15,12
95GG02,7,5,2
95GG03,80,30,50
95GG04,5,1,4
95GG05,14,10,4
95GG06,21,11,10
95GG07,21,11,10
95GG08,34,15,19
95GG09,77,39,38
95GG10,13,4,9
95GG11,32,13,19
95GG12,77,35,42
95GG13,49,23,26
95GG14,74,36,38
95GG15,88,50,38
95GG16,42,18,24
95GG17,28,14,14
95GG18,14,9,5
95GG19,5,2,3
95GG20,4,1,3
95GG21,2,0,2
95GG22,36,19,17
95GG23,69,34,35
95GG24,39,17,22
95GG25,20,7,13
95GG26,8,4,4
95GG27,30,18,12
95GG28,25,8,17
95GG29,13,9,4
95GG30,46,24,22
95GG31,52,21,31
95GG32,23,11,12
95GG33,186,94,92
95GG34,43,27,16
95GG35,7,3,4
95GG36,31,17,14
95GG37,68,32,36
95GG38,88,43,45
95GG39,23,15,8
95GG40,5,2,3
95GG41,110,60,50
95GG42,172,82,90
95GG43,10,4,6
95GG44,4,1,3
95GG45,72,37,35
95GG46,11,6,5
95GG47,22,15,7
95GG48,17,10,7
95GG49,76,41,35
95GG50,11,5,6
95GG51,10,6,4
95HH01,23,9,14
95HH02,27,11,16
95HH03,17,6,11
95HH04,53,21,32
95HH05,1,0,1
95HH06,41,21,20
95HH07,11,5,6
95HH08,26,8,18
95HH09,11,6,5
95HH10,37,15,22
95HH11,7,5,2
95HH12,1,1,0
95HH13,3,1,2
95HH14,3,1,2
95HH15,30,11,19
95HH16,35,17,18
95HH17,14,7,7
95II01,38,17,21
95II02,73,28,45
95II03,46,20,26
95II04,22,12,10
95II05,59,30,29
95II06,51,28,23
95II07,14,6,8
95II08,7,5,2
95II09,25,13,12
95II10,11,5,6
95II11,50,18,32
95II12,44,22,22
95II13,12,8,4
95II14,25,15,10
95II15,49,25,24
95II16,7,5,2
95II17,23,12,11
95II18,3,1,2
95II19,68,31,37
95II20,34,17,17
95II21,1,0,1
95II22,13,6,7
95II23,27,13,14
95JJ01,42,20,22
95JJ02,55,22,33
95JJ03,9,5,4
95JJ04,31,12,19
95JJ05,11,4,7
95JJ06,11,3,8
95JJ07,8,6,2
95JJ08,45,22,23
95JJ09,38,20,18
95JJ10,27,7,20
95JJ11,69,28,41
95JJ12,33,22,11
95JJ13,73,43,30
95JJ14,39,21,18
95JJ15,30,6,24
95JJ16,27,13,14
95JJ17,42,19,23
95JJ18,28,14,14
95JJ19,70,38,32
95JJ20,53,21,32
95JJ21,43,11,32
95JJ22,74,39,35
95KK01,19,9,10
95KK02,30,10,20
95KK03,31,12,19
95KK04,27,8,19
95KK05,47,23,24
95KK06,18,11,7
95KK07,35,16,19
95KK08,21,9,12
95KK09,25,15,10
95KK10,38,18,20
95KK11,27,13,14
95KK12,42,22,20
95KK13,35,18,17
95KK14,37,19,18
95KK15,28,13,15
95KK16,36,20,16
95LL01,68,33,35
95LL02,20,12,8
95LL03,15,5,10
95LL04,32,17,15
95LL05,75,41,34
95LL06,39,16,23
95LL07,7,6,1
95LL08,22,10,12
95LL09,32,19,13
95LL10,64,37,27
95LL11,60,32,28
95LL12,31,17,14
95LL13,18,11,7
95LL14,12,7,5
95LL15,42,24,18
95LL16,75,48,27
95LL17,24,15,9
95LL18,37,22,15
95LL19,71,34,37
95LL20,20,11,9
95LL21,35,16,19
95LL22,30,12,18
95LL23,13,4,9
95LL24,52,23,29
95LL25,75,31,44
95LL26,50,20,30
95MM01,53,28,25
95MM02,143,73,70
95MM03,63,35,28
95MM04,25,11,14
95MM05,20,8,12
95MM06,31,13,18
95MM07,23,13,10
95MM08,43,22,21
95MM09,40,24,16
95MM10,19,5,14
95MM11,19,7,12
95MM12,89,42,47
95MM13,155,77,78
95MM14,17,7,10
95MM15,104,51,53
95MM16,98,51,47
95MM17,87,34,53
95MM18,65,25,40
95MM19,44,22,22
95MM20,36,15,21
95MM21,66,33,33
95MM22,41,17,24
95MM23,25,9,16
95MM24,24,10,14
95MM25,86,38,48
95MM26,65,30,35
95MM27,29,13,16
95MM28,22,14,8
95MM29,13,3,10
95MM30,15,7,8
95NN01,44,20,24
95NN02,40,18,22
95NN03,24,10,14
95NN04,9,3,6
95NN05,24,12,12
95NN06,45,25,20
95NN07,27,15,12
95NN08,56,23,33
95NN09,54,24,30
95NN10,63,33,30
95NN11,48,19,29
95NN12,34,14,20
95NN13,59,18,41
95NN14,54,26,28
95NN15,22,11,11
