GeographyCode,QS110NI0001,QS110NI0002,QS110NI0003,QS110NI0004,QS110NI0005,QS110NI0006,QS110NI0007,QS110NI0008,QS110NI0009,QS110NI0010,QS110NI0011,QS110NI0012,QS110NI0013,QS110NI0014,QS110NI0015,QS110NI0016,QS110NI0017,QS110NI0018,QS110NI0019,QS110NI0020,QS110NI0021,QS110NI0022,QS110NI0023,QS110NI0024,QS110NI0025,QS110NI0026,QS110NI0027
95DD01,2031,196,111,85,1675,258,1154,282,158,449,265,0,109,26,30,44,9,154,34,53,67,160,40,24,0,7,89
95DD02,3872,345,147,198,3287,180,2404,410,481,1054,459,2,249,90,80,63,16,452,134,151,167,240,57,88,0,7,88
95DD03,3474,305,142,163,2860,290,1927,400,396,815,316,0,221,106,53,53,9,422,153,153,116,309,58,58,3,11,179
95DD04,1926,303,127,176,1456,84,638,152,124,232,130,0,200,60,57,76,7,534,143,229,162,167,39,53,0,2,73
95DD05,1739,174,51,123,1439,54,739,150,134,256,199,0,163,38,43,70,12,483,132,231,120,126,32,39,0,2,53
95DD06,2427,187,109,78,2053,258,1487,318,255,516,398,0,114,42,26,32,14,194,50,51,93,187,51,50,0,22,64
95DD07,3363,397,208,189,2741,310,1792,344,346,732,370,0,250,76,52,98,24,389,105,149,135,225,65,47,0,30,83
95DD08,2083,485,218,267,1210,92,528,116,91,176,145,0,226,100,60,48,18,364,89,119,156,388,63,51,8,16,250
95DD09,2572,164,78,86,2207,174,1767,300,264,804,399,4,55,22,9,18,6,207,37,74,96,201,32,49,0,25,95
95DD10,2805,361,195,166,2249,174,1504,278,266,526,434,0,186,54,37,83,12,385,147,91,147,195,44,52,0,5,94
95DD11,2363,301,102,199,1762,70,801,142,147,390,122,0,279,64,71,125,19,612,144,327,141,300,59,117,0,5,119
95DD12,2582,163,82,81,2208,166,1807,262,340,811,394,0,56,16,18,19,3,179,37,60,82,211,79,43,0,10,79
95DD13,1743,272,114,158,1184,86,699,102,111,294,192,0,100,36,21,43,0,299,88,114,97,287,78,88,0,16,105
95DD14,3268,259,116,143,2782,240,2099,376,402,909,412,0,119,46,28,38,7,324,82,128,114,227,50,72,0,14,91
95DD15,3451,239,93,146,2947,132,2272,244,345,1133,550,0,196,46,24,117,9,347,87,108,152,265,70,77,0,18,100
95DD16,2943,197,93,104,2477,130,2040,298,328,847,567,2,105,30,23,36,16,200,29,76,95,269,67,100,0,19,83
95DD17,3461,192,93,99,2975,167,2438,318,368,1215,537,0,140,38,50,34,18,230,47,78,105,294,65,111,0,34,84
95DD18,1813,311,118,193,1350,170,784,218,130,213,223,0,123,66,24,27,6,273,79,70,124,152,35,26,3,7,81
95DD19,3315,297,123,174,2795,204,2007,362,421,802,422,0,178,64,24,77,13,406,90,201,115,223,55,58,0,7,103
95DD20,1742,330,101,229,1230,130,555,110,81,204,160,4,133,58,39,30,6,408,124,126,158,182,54,43,0,9,76
95DD21,2130,242,108,134,1635,152,951,228,186,320,217,0,165,54,45,53,13,367,132,131,104,253,46,66,0,7,134
95DD22,3118,309,146,163,2485,152,1938,276,384,811,467,0,89,42,26,18,3,306,71,111,124,324,62,137,0,18,107
95DD23,2490,154,81,73,2121,170,1646,220,304,719,403,0,107,40,6,55,6,198,31,56,111,215,42,72,0,20,81
95DD24,2692,198,93,105,2231,150,1554,228,269,694,363,0,139,52,42,31,14,388,111,132,145,263,63,70,0,5,125
95EE01,1895,93,35,58,1578,74,1256,118,174,694,270,4,89,24,36,23,6,155,23,69,63,224,74,68,0,14,68
95EE02,2095,186,71,115,1756,70,1285,232,189,571,293,2,166,48,51,58,9,233,30,81,122,153,32,57,0,4,60
95EE03,1983,231,85,146,1591,124,1038,174,229,415,220,0,155,44,37,62,12,274,62,109,103,161,45,37,2,8,69
95EE04,1990,168,75,93,1600,110,1158,178,175,517,288,0,121,56,28,28,9,211,58,68,85,222,58,59,0,11,94
95EE05,1497,135,64,71,1217,98,873,162,155,368,188,0,104,58,24,16,6,142,16,31,95,145,38,45,0,5,57
95EE06,2278,123,72,51,1896,70,1541,84,277,854,326,0,111,28,24,48,11,174,63,64,47,259,69,93,0,22,75
95EE07,1798,207,107,100,1430,158,891,142,155,422,172,0,120,46,40,31,3,261,73,111,77,161,47,57,0,10,47
95EE08,1633,224,94,130,1283,138,864,190,111,327,236,0,80,42,21,14,3,201,59,62,80,126,28,34,0,4,60
95EE09,1859,95,40,55,1547,80,1158,130,203,523,302,0,144,24,18,94,8,165,26,47,92,217,54,75,4,8,76
95EE10,1797,116,48,68,1373,68,1055,118,175,514,248,0,113,46,21,29,17,137,23,49,65,308,101,95,0,26,86
95EE11,1677,82,46,36,1406,92,1077,132,167,483,295,2,80,22,16,30,12,155,17,41,97,189,45,61,0,18,65
95EE12,2500,310,88,222,1972,88,1156,220,234,489,213,0,252,122,64,63,3,476,162,180,134,218,38,74,0,6,100
95EE13,1529,297,155,142,1118,142,693,112,104,295,182,0,94,36,12,43,3,189,31,69,89,114,23,6,0,12,73
95EE14,2684,213,99,114,2290,162,1591,266,336,743,246,0,223,70,43,98,12,314,83,100,131,181,42,35,0,10,94
95EE15,1728,129,61,68,1411,74,1119,168,160,522,269,0,98,18,27,47,6,120,23,31,66,188,64,58,0,18,48
95EE16,2111,132,52,80,1746,90,1405,180,226,696,303,0,105,32,27,42,4,146,24,53,69,233,48,110,0,12,63
95FF01,4753,335,119,216,4166,245,3054,448,604,1463,539,2,317,150,73,88,6,548,185,245,118,252,32,91,0,7,122
95FF02,2817,190,90,100,2385,98,1970,212,283,1084,391,0,108,38,25,45,0,209,32,61,116,242,57,60,0,10,115
95FF03,3006,268,88,180,2549,116,1705,266,381,727,331,0,217,118,46,44,9,511,210,197,104,189,34,51,0,2,102
95FF04,2629,136,77,59,2232,124,1841,222,304,915,400,4,91,28,18,36,9,172,25,48,99,261,61,52,0,20,128
95FF05,2563,367,145,222,2021,186,1249,242,246,512,249,2,187,64,48,57,18,397,117,161,119,175,55,27,0,22,71
95FF06,4054,354,123,231,3422,198,2562,448,458,1370,286,2,258,112,63,83,0,402,155,122,125,278,42,103,0,24,109
95FF07,2763,363,111,252,2187,108,1220,186,189,608,237,0,197,66,54,71,6,662,195,284,183,213,74,45,0,7,87
95FF08,2328,351,184,167,1871,168,1260,192,273,499,296,0,176,46,55,68,7,267,69,116,82,106,23,29,0,13,41
95FF09,2521,300,111,189,2028,114,1403,216,253,687,247,0,206,60,65,68,13,305,90,133,82,193,27,52,0,19,95
95FF10,3473,228,69,159,3040,150,2318,312,419,1169,418,4,244,100,83,55,6,324,101,82,141,205,38,67,0,10,90
95FF11,2582,157,85,72,2224,107,1847,246,339,896,366,2,77,30,16,15,16,191,21,46,124,201,46,44,0,17,94
95FF12,2721,229,86,143,2280,118,1680,258,274,722,426,0,157,72,30,46,9,325,94,90,141,212,35,88,0,13,76
95FF13,2708,218,89,129,2297,136,1736,240,262,819,415,0,144,66,27,51,0,281,45,129,107,193,24,71,0,5,93
95FF14,2413,149,68,81,2111,152,1755,272,244,865,374,2,75,40,6,23,6,127,18,29,80,153,14,23,0,19,97
95FF15,2680,335,170,165,2106,116,1369,196,230,642,301,0,178,52,32,86,8,443,124,165,154,239,65,51,0,16,107
95FF16,2317,255,104,151,1929,172,1398,224,249,590,335,0,104,32,21,45,6,255,75,99,81,133,35,25,0,10,63
95FF17,1717,378,143,235,1244,116,666,160,109,242,155,4,176,64,40,72,0,282,81,96,105,95,9,17,0,8,61
95GG01,4845,649,340,309,3509,326,1929,202,373,599,755,0,199,64,21,90,24,1055,243,371,441,687,198,185,4,56,244
95GG02,5987,885,307,578,4137,148,1162,158,222,395,387,2,303,78,79,130,16,2522,752,1292,478,965,245,304,5,35,376
95GG03,5857,979,358,621,4310,342,2882,574,562,1245,501,14,469,246,97,113,13,603,182,205,216,568,90,90,5,42,341
95GG04,4908,960,323,637,3285,142,1172,194,254,389,335,2,318,124,84,94,16,1651,530,721,400,663,160,190,2,23,288
95GG05,5892,1078,225,853,3260,104,1634,328,368,669,269,9,714,394,106,174,40,799,279,279,241,1554,122,113,54,19,1246
95GG06,5567,723,289,434,4360,288,2364,428,605,821,510,8,470,136,151,149,34,1230,438,429,363,484,116,127,4,21,216
95GG07,5467,742,217,525,3729,154,1572,160,358,511,543,2,304,104,79,112,9,1697,566,730,401,996,268,331,20,20,357
95GG08,4910,735,253,482,3668,264,1938,296,423,777,442,10,418,190,95,123,10,1038,348,446,244,507,96,151,19,31,210
95GG09,6055,802,321,481,4713,458,2992,580,576,1218,618,6,428,184,87,125,32,829,233,336,260,540,125,136,4,22,253
95GG10,3997,883,227,656,2273,132,886,230,233,205,218,4,447,222,103,101,21,804,248,344,212,841,66,96,118,12,549
95GG11,5389,1162,315,847,3526,220,1843,474,353,704,312,8,609,324,131,132,22,846,341,274,231,701,135,106,5,34,421
95GG12,8726,1140,142,998,2641,56,1036,196,203,472,165,6,654,390,60,189,15,889,226,402,261,4945,156,235,2646,10,1898
95GG13,4697,819,339,480,3533,262,2147,346,367,930,504,4,294,114,61,88,31,826,235,312,279,345,98,57,0,28,162
95GG14,4820,440,227,213,4018,358,2940,434,538,1315,653,0,205,76,41,76,12,515,96,222,197,362,107,75,0,30,150
95GG15,5690,889,455,434,4461,502,3110,596,610,1401,503,4,361,192,71,78,20,484,146,153,185,340,50,62,0,22,206
95GG16,5366,776,248,528,3853,176,2135,286,422,878,549,13,388,144,121,85,38,1141,342,491,308,737,174,198,17,17,331
95GG17,5330,636,255,381,4122,228,2132,300,428,886,518,2,294,82,74,120,18,1466,387,737,342,572,141,180,0,26,225
95GG18,4975,746,221,525,3290,116,1041,144,214,398,285,4,359,104,88,155,12,1770,569,741,460,939,180,261,2,26,470
95GG19,4524,1004,424,580,3094,226,1095,258,187,346,304,2,301,76,83,126,16,1470,433,724,313,426,112,103,0,12,199
95GG20,4792,1008,324,684,2867,158,1116,286,231,365,234,4,424,186,112,110,16,1165,417,519,229,917,150,208,19,38,502
95GG21,5079,854,268,586,3235,88,1010,162,184,267,397,0,273,114,33,95,31,1864,565,755,544,990,206,317,32,29,406
95GG22,5290,783,388,395,3772,266,2253,284,439,826,704,2,222,62,49,102,9,1029,321,356,352,735,181,225,8,66,255
95GG23,4499,490,243,247,3710,406,2641,460,456,1026,699,4,232,80,52,79,21,427,119,152,156,299,80,48,2,18,151
95GG24,4364,714,306,408,3266,294,2032,350,374,812,496,4,338,148,64,98,28,598,190,223,185,384,103,76,10,30,165
95GG25,5527,668,290,378,4046,203,2160,214,488,896,562,2,210,78,53,67,12,1471,409,544,518,813,197,263,0,42,311
95GG26,3675,563,211,352,2730,249,1146,226,215,341,364,2,226,78,46,88,14,1107,311,502,294,382,104,130,0,19,129
95GG27,6406,686,172,514,4655,216,2285,252,446,968,619,2,274,76,69,110,19,1878,519,829,530,1065,234,459,6,26,340
95GG28,5635,636,232,404,4479,308,2488,444,548,916,580,4,401,132,105,136,28,1278,381,593,304,520,128,153,18,35,186
95GG29,5004,1001,298,703,3361,170,1516,350,417,541,208,7,520,304,112,80,24,1148,360,546,242,642,106,123,5,15,393
95GG30,4827,632,294,338,3864,492,2536,514,454,1086,482,0,292,118,46,102,26,544,164,186,194,331,73,93,6,20,139
95GG31,6519,567,204,363,5187,430,2712,360,466,1081,805,0,337,104,75,131,27,1708,546,778,384,765,270,248,6,16,225
95GG32,6391,838,333,505,4817,292,2613,434,528,1059,592,5,445,162,98,163,22,1462,421,753,288,736,183,236,3,29,285
95GG33,5452,641,259,382,4312,352,3308,534,473,1656,645,2,256,178,19,52,7,394,85,136,173,499,49,40,21,24,365
95GG34,4866,595,253,342,3802,270,2594,402,550,998,644,4,313,126,93,87,7,621,146,241,234,469,101,90,0,20,258
95GG35,4869,897,247,650,3062,122,950,150,215,246,339,2,231,82,51,85,13,1757,520,713,524,910,235,259,7,56,353
95GG36,5619,840,390,450,4305,360,2951,544,588,1189,630,12,430,210,132,63,25,552,173,181,198,474,91,110,0,26,247
95GG37,5891,931,247,684,3992,252,2563,560,507,1073,423,6,636,420,106,104,6,535,148,194,193,968,103,51,12,9,793
95GG38,6379,1099,381,718,4157,288,2781,510,541,1273,457,0,468,304,94,67,3,620,206,199,215,1123,123,76,25,52,847
95GG39,7172,1667,452,1215,3651,138,1454,344,347,466,297,2,594,392,69,104,29,1463,426,636,401,1854,230,226,248,76,1074
95GG40,3705,856,304,552,2416,144,834,186,159,279,210,2,269,80,69,91,29,1167,399,539,229,433,114,121,0,36,162
95GG41,5272,605,323,282,4375,546,3231,600,560,1433,638,11,243,104,55,78,6,344,73,124,147,292,32,63,11,16,170
95GG42,6592,741,257,484,4027,402,2851,488,486,1429,448,6,401,248,57,87,9,367,73,145,149,1824,88,89,718,34,895
95GG43,4783,889,305,584,3492,268,1911,496,364,659,392,6,476,276,103,64,33,831,272,288,271,402,103,59,10,8,222
95GG44,5591,1151,260,891,3462,174,1185,294,249,424,218,6,738,318,156,232,32,1359,464,570,325,978,175,186,37,25,555
95GG45,4817,712,306,406,3615,464,1992,374,415,765,438,0,320,126,72,104,18,839,219,387,233,490,120,95,19,28,228
95GG46,5204,485,155,330,3703,166,1447,146,311,478,512,0,255,30,57,144,24,1835,431,825,579,1016,290,361,7,17,341
95GG47,5764,1159,316,843,3507,122,1390,228,249,571,342,0,381,142,100,124,15,1614,478,757,379,1098,249,293,14,28,514
95GG48,5601,478,114,364,4040,68,1267,132,233,501,401,0,289,60,69,134,26,2416,588,1258,570,1083,239,483,0,15,346
95GG49,8036,1134,278,856,2613,142,1384,292,269,662,161,11,645,474,78,79,14,431,142,116,173,4289,108,87,1832,28,2234
95GG50,5445,1090,316,774,3396,146,1363,312,292,457,302,6,679,322,159,179,19,1202,458,452,292,959,126,142,8,51,632
95GG51,4073,943,343,600,2702,256,1047,266,227,299,255,4,347,112,105,115,15,1048,401,432,215,428,101,106,0,32,189
95HH01,1981,292,129,163,1592,186,972,194,231,354,193,0,175,90,33,42,10,259,74,109,76,97,25,21,0,4,47
95HH02,2962,172,71,101,2647,162,2074,318,466,921,369,0,142,56,35,40,11,269,102,115,52,143,35,38,0,5,65
95HH03,1663,207,123,84,1354,214,942,252,132,301,257,0,46,24,9,13,0,152,37,75,40,102,20,31,0,3,48
95HH04,3067,214,102,112,2697,210,2033,390,463,692,488,4,147,40,39,52,16,303,90,130,83,156,44,21,0,5,86
95HH05,2171,254,88,166,1789,98,893,152,179,391,171,0,186,64,53,51,18,612,223,265,124,128,17,30,0,0,81
95HH06,4788,302,97,205,4212,188,3197,462,673,1567,495,0,280,88,74,101,17,547,140,276,131,274,73,89,2,7,103
95HH07,1493,313,104,209,1061,84,535,110,104,169,152,0,107,48,15,38,6,335,113,119,103,119,31,28,0,6,54
95HH08,2553,310,103,207,2049,218,1389,256,288,543,302,4,186,90,42,38,16,252,90,85,77,194,37,32,18,15,92
95HH09,2543,731,292,439,1582,164,801,272,173,217,139,6,247,126,59,56,6,364,180,77,107,230,49,22,0,7,152
95HH10,2488,188,80,108,2180,202,1581,262,297,749,273,2,121,42,42,22,15,274,91,107,76,120,31,43,0,4,42
95HH11,1366,252,113,139,989,82,467,120,90,137,120,0,100,36,21,37,6,340,133,123,84,125,32,37,0,2,54
95HH12,1552,130,58,72,1285,126,806,216,121,245,224,2,68,26,24,12,6,283,91,121,71,137,27,52,0,2,56
95HH13,1407,188,48,140,1121,62,482,108,87,187,100,0,138,48,42,37,11,439,164,201,74,98,27,18,0,0,53
95HH14,1530,319,138,181,1086,134,487,120,80,128,159,0,121,52,24,36,9,344,121,119,104,125,27,44,0,4,50
95HH15,2585,334,180,154,2080,130,1346,254,277,508,307,2,187,62,56,52,17,415,135,141,139,171,30,63,0,7,71
95HH16,2159,286,146,140,1688,194,1129,214,239,448,228,4,113,56,30,27,0,248,74,99,75,185,52,67,0,4,62
95HH17,2477,182,78,104,2125,120,1604,300,361,668,275,0,123,56,35,25,7,278,107,114,57,170,54,48,0,6,62
95II01,3066,307,145,162,2558,318,1872,398,366,705,403,0,114,76,10,16,12,254,72,60,122,201,65,37,0,9,90
95II02,4600,641,226,415,3696,218,2706,402,468,1445,391,2,304,142,94,47,21,466,146,131,189,263,34,73,0,18,138
95II03,3523,285,81,204,3055,196,2382,326,497,1124,435,2,201,90,66,36,9,274,86,117,71,183,26,57,0,5,95
95II04,4245,401,120,281,3599,220,2436,450,530,1059,397,8,314,148,66,83,17,621,161,265,195,245,76,75,0,4,90
95II05,3412,355,199,156,2844,220,2094,258,406,990,440,2,138,58,26,51,3,390,126,93,171,213,38,78,2,15,80
95II06,3398,284,116,168,2895,188,2129,342,417,1025,345,0,266,122,78,49,17,312,81,106,125,219,51,76,0,4,88
95II07,2077,436,202,234,1454,92,765,162,103,333,167,0,187,60,35,86,6,410,134,158,118,187,57,40,0,4,86
95II08,2417,393,179,214,1843,168,1212,194,227,527,264,0,177,86,38,41,12,286,74,84,128,181,32,28,10,13,98
95II09,3347,435,209,226,2691,226,1911,370,419,810,312,0,226,94,72,54,6,328,84,97,147,221,56,68,0,25,72
95II10,2592,395,169,226,1991,172,1104,182,258,386,278,3,186,56,53,55,22,526,166,184,176,206,46,57,5,20,78
95II11,2555,259,118,141,2130,244,1471,278,220,662,311,2,164,88,65,8,3,249,69,86,94,166,36,14,0,13,103
95II12,2481,267,153,114,2077,258,1508,240,249,717,302,2,109,54,18,34,3,200,27,91,82,137,25,44,0,21,47
95II13,2701,445,204,241,2078,212,1209,274,239,469,227,2,229,96,64,56,13,426,168,137,121,178,29,48,0,8,93
95II14,2521,251,135,116,2145,308,1506,246,303,625,332,3,136,68,15,43,10,192,43,55,94,125,20,24,0,16,65
95II15,3357,316,154,162,2779,282,2041,366,441,967,267,2,246,118,61,44,23,208,46,82,80,262,49,76,3,12,122
95II16,2126,257,151,106,1709,204,1052,200,232,340,280,0,146,38,24,54,30,307,79,137,91,160,37,57,0,2,64
95II17,2493,450,197,253,1877,245,1109,220,267,402,220,0,150,66,21,57,6,373,114,122,137,166,26,38,0,8,94
95II18,2226,453,206,247,1616,182,833,194,160,276,203,0,182,80,50,52,0,419,128,147,144,157,40,47,4,11,55
95II19,3765,269,138,131,3301,308,2576,406,447,1134,589,0,122,38,40,35,9,295,60,92,143,195,60,60,0,4,71
95II20,2743,392,156,236,2107,216,1313,246,288,545,234,0,274,154,48,59,13,304,86,119,99,244,39,68,3,6,128
95II21,2419,331,111,220,1910,130,924,200,231,280,213,0,229,58,46,107,18,627,170,284,173,178,55,48,0,7,68
95II22,2248,315,152,163,1772,208,1170,230,251,436,253,0,114,72,29,13,0,280,74,110,96,161,31,48,0,10,72
95II23,2190,273,137,136,1724,170,1156,180,209,508,259,6,112,52,29,21,10,280,97,64,119,193,32,32,9,16,104
95JJ01,2495,167,77,90,2043,148,1622,254,283,702,383,3,80,44,9,14,13,190,50,36,104,285,61,102,0,12,110
95JJ02,2367,369,139,230,1799,204,1056,278,168,370,240,0,181,68,31,71,11,358,108,140,110,199,39,43,17,13,87
95JJ03,2470,299,62,237,1976,44,1032,204,126,483,219,3,244,50,70,107,17,653,229,313,111,195,47,45,10,16,77
95JJ04,3111,340,151,189,2510,262,1668,340,309,636,383,0,190,60,44,74,12,390,114,174,102,261,73,48,6,8,126
95JJ05,1775,397,199,198,1107,112,554,140,110,174,130,0,151,72,45,21,13,290,101,81,108,271,36,74,6,10,145
