GeographyCode,QS405NI0001,QS405NI0002,QS405NI0003,QS405NI0004,QS405NI0005,QS405NI0006,QS405NI0007,QS405NI0008,QS405NI0009,QS405NI0010,QS405NI0011,QS405NI0012,QS405NI0013,QS405NI0014
95AA01,1522,1035,450,584,1,25,16,9,427,154,194,15,64,35
95AA02,839,503,253,245,5,148,141,7,162,148,0,12,2,26
95AA03,845,476,206,263,7,233,226,7,121,112,3,6,0,15
95AA04,1014,924,480,439,5,5,5,0,61,53,0,8,0,24
95AA05,920,730,357,370,3,68,68,0,98,83,1,10,4,24
95AA06,1570,1231,337,875,19,159,96,63,149,115,5,22,7,31
95AA07,820,618,344,273,1,70,69,1,110,95,2,11,2,22
95AA08,699,416,171,233,12,161,160,1,101,96,0,5,0,21
95AA09,943,516,248,267,1,276,274,2,129,124,0,5,0,22
95AA10,792,489,234,249,6,222,216,6,62,54,0,7,1,19
95AA11,1993,1545,478,1053,14,100,63,37,308,283,2,17,6,40
95AA12,971,838,420,417,1,33,22,11,64,56,0,8,0,36
95AA13,1239,850,342,503,5,116,57,59,244,222,0,16,6,29
95AA14,779,707,425,281,1,4,3,1,49,42,0,5,2,19
95AA15,1595,997,230,743,24,280,279,1,286,262,5,18,1,32
95AA16,832,453,183,264,6,207,204,3,148,139,2,6,1,24
95AA17,855,598,195,388,15,158,141,17,78,70,1,5,2,21
95AA18,1004,842,519,321,2,10,8,2,128,109,3,15,1,24
95AA19,832,604,339,264,1,110,99,11,92,71,4,14,3,26
95BB01,1307,1148,488,657,3,70,68,2,64,59,0,4,1,25
95BB02,1126,600,330,258,12,345,267,78,127,99,1,17,10,54
95BB03,1776,1282,657,603,22,221,183,38,227,200,2,21,4,46
95BB04,1307,1027,598,421,8,117,90,27,129,114,0,11,4,34
95BB05,1318,1052,521,524,7,108,96,12,118,108,0,9,1,40
95BB06,1518,698,338,337,23,420,288,132,352,324,1,25,2,48
95BB07,1315,803,408,387,8,276,126,150,186,170,3,9,4,50
95BB08,1068,727,291,425,11,211,209,2,85,76,1,8,0,45
95BB09,1253,1015,529,480,6,35,19,16,181,159,7,15,0,22
95BB10,1509,1087,599,480,8,174,123,51,214,195,2,16,1,34
95BB11,1338,930,453,466,11,280,250,30,94,80,1,12,1,34
95BB12,1130,715,367,336,12,264,250,14,127,114,3,9,1,24
95BB13,1687,1257,511,729,17,284,256,28,105,95,2,6,2,41
95BB14,1172,1026,561,463,2,30,29,1,89,81,1,7,0,27
95BB15,1287,949,456,490,3,122,121,1,183,159,0,22,2,33
95BB16,1176,1058,636,418,4,30,29,1,78,69,1,8,0,10
95BB17,1399,1070,403,640,27,180,176,4,129,120,0,9,0,20
95BB18,1638,1284,528,749,7,144,120,24,182,167,0,11,4,28
95BB19,1724,1527,508,1006,13,50,49,1,134,114,0,20,0,13
95BB20,1290,864,418,440,6,190,162,28,189,166,0,20,3,47
95BB21,1821,1462,618,829,15,114,108,6,212,177,1,31,3,33
95BB22,1194,655,167,481,7,421,410,11,96,91,0,5,0,22
95BB23,1161,1067,572,488,7,8,7,1,75,69,0,5,1,11
95CC01,904,580,263,315,2,96,96,0,211,198,0,8,5,17
95CC02,875,741,418,323,0,26,15,11,83,61,1,18,3,25
95CC03,1127,458,194,256,8,325,267,58,314,286,1,13,14,30
95CC04,790,646,378,268,0,44,44,0,74,59,1,14,0,26
95CC05,954,773,425,345,3,38,29,9,115,96,2,15,2,28
95CC06,1096,872,419,450,3,52,48,4,153,138,2,13,0,19
95CC07,1108,858,449,409,0,85,32,53,138,121,0,15,2,27
95CC08,990,573,262,306,5,185,141,44,201,178,2,17,4,31
95CC09,1190,993,504,487,2,31,31,0,136,117,4,13,2,30
95CC10,901,761,448,312,1,24,23,1,93,83,1,8,1,23
