GeographyCode,QS610NI0001,QS610NI0002,QS610NI0003,QS610NI0004,QS610NI0005,QS610NI0006,QS610NI0007,QS610NI0008,QS610NI0009,QS610NI0010,QS610NI0011,QS610NI0012
95AA01,3177,2343,834,44,108,55,53,37,38,128,193,178
95AA02,1319,826,493,11,38,46,28,26,28,67,178,71
95AA03,1317,775,542,18,47,36,33,20,25,115,167,81
95AA04,2227,1570,657,28,85,55,33,31,23,81,168,153
95AA05,1924,1276,648,21,73,57,34,33,28,86,178,138
95AA06,3133,2093,1040,37,104,78,49,44,37,131,267,293
95AA07,1592,1046,546,21,69,38,28,25,8,88,157,112
95AA08,1262,700,562,28,46,33,35,21,24,83,181,111
95AA09,1595,915,680,21,75,42,42,32,22,116,195,135
95AA10,1461,807,654,19,68,46,52,22,29,104,175,139
95AA11,3834,2800,1034,49,122,73,67,48,45,143,281,206
95AA12,2037,1459,578,18,53,31,27,24,26,81,165,153
95AA13,2339,1573,766,39,75,43,38,38,20,121,235,157
95AA14,1678,1151,527,19,49,30,24,24,19,90,142,130
95AA15,3028,2115,913,42,104,56,56,44,40,131,224,216
95AA16,1351,828,523,25,49,49,39,18,21,87,149,86
95AA17,1614,1009,605,24,75,44,34,28,24,76,178,122
95AA18,1821,1123,698,18,67,49,45,43,26,107,221,122
95AA19,1888,1186,702,13,63,43,32,22,18,65,191,255
95BB01,2650,1878,772,37,81,64,41,36,25,130,190,168
95BB02,1711,929,782,16,65,64,49,20,30,135,288,115
95BB03,3080,1710,1370,30,119,109,79,67,62,235,455,214
95BB04,2287,1326,961,28,109,69,62,39,34,194,294,132
95BB05,2559,1696,863,21,88,52,52,39,32,164,272,143
95BB06,2163,1194,969,32,96,82,54,39,30,152,325,159
95BB07,2136,1302,834,20,97,67,54,38,32,143,262,121
95BB08,1938,1232,706,26,71,46,43,38,26,91,240,125
95BB09,2293,1534,759,29,69,58,51,38,32,151,225,106
95BB10,2465,1493,972,28,93,74,57,44,47,175,318,136
95BB11,2152,1218,934,22,90,61,48,51,36,165,309,152
95BB12,2025,1138,887,24,85,77,51,44,35,143,273,155
95BB13,3277,2103,1174,19,116,90,60,56,51,201,345,236
95BB14,2283,1546,737,32,80,56,44,35,27,114,196,153
95BB15,2527,1546,981,32,93,75,61,35,41,152,301,191
95BB16,2328,1558,770,22,84,50,44,41,37,139,216,137
95BB17,2532,1703,829,41,96,66,41,27,33,136,243,146
95BB18,3015,1938,1077,33,88,80,65,49,58,206,328,170
95BB19,3491,2497,994,42,119,70,60,46,41,161,236,219
95BB20,2495,1355,1140,36,128,82,49,39,44,137,389,236
95BB21,3420,2057,1363,46,117,99,67,50,41,246,449,248
