ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"QS406NI0001","Count","HOUSEHOLDS","All households"
"QS406NI0002","Count","HOUSEHOLDS","1 room "
"QS406NI0003","Count","HOUSEHOLDS","2 rooms "
"QS406NI0004","Count","HOUSEHOLDS","3 rooms "
"QS406NI0005","Count","HOUSEHOLDS","4 rooms "
"QS406NI0006","Count","HOUSEHOLDS","5 rooms "
"QS406NI0007","Count","HOUSEHOLDS","6 rooms "
"QS406NI0008","Count","HOUSEHOLDS","7 rooms "
"QS406NI0009","Count","HOUSEHOLDS","8 rooms "
"QS406NI0010","Count","HOUSEHOLDS","9+ rooms"
