ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"QS414NI0001","Count","PERSONS","All usual residents in communal establishments"
"QS414NI0002","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Total"
"QS414NI0003","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: HSCT: Total"
"QS414NI0004","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: HSCT: General hospital"
"QS414NI0005","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: HSCT: Mental health hospital/ unit (including secure units)"
"QS414NI0006","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: HSCT: Other establishment"
"QS414NI0007","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Housing Association: Total"
"QS414NI0008","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Housing Association: Home or Hostel"
"QS414NI0009","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Housing Association: Sheltered housing only"
"QS414NI0010","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Other management type: Total"
"QS414NI0011","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Other management type: Care home with nursing"
"QS414NI0012","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Other management type: Care home without nursing"
"QS414NI0013","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Other management type: Children's home (including secure units)"
"QS414NI0014","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Other management type: Mental health hospital/ unit (including secure units)"
"QS414NI0015","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Other management type: Other hospital"
"QS414NI0016","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Other management type: Other establishment"
"QS414NI0017","Count","PERSONS","Communal establishment usual residents living in: Other establishments: Total"
"QS414NI0018","Count","PERSONS","Communal establishment usual residents living in: Other establishments: Defence establishments (including ships)"
"QS414NI0019","Count","PERSONS","Communal establishment usual residents living in: Other establishments: Prison Service establishments"
"QS414NI0020","Count","PERSONS","Communal establishment usual residents living in: Other establishments: Approved premises (probation/bail hostel)"
"QS414NI0021","Count","PERSONS","Communal establishment usual residents living in: Other establishments: Detention centres and other detention establishments"
"QS414NI0022","Count","PERSONS","Communal establishment usual residents living in: Other establishments: Education establishments"
"QS414NI0023","Count","PERSONS","Communal establishment usual residents living in: Other establishments: Hotel; guest house; B&B; youth hostel"
"QS414NI0024","Count","PERSONS","Communal establishment usual residents living in: Other establishments: Hostel or temporary shelter for the homeless"
"QS414NI0025","Count","PERSONS","Communal establishment usual residents living in: Other establishments: Holiday accommodation (for example holiday parks)"
"QS414NI0026","Count","PERSONS","Communal establishment usual residents living in: Other establishments: Other travel or temporary accommodation"
"QS414NI0027","Count","PERSONS","Communal establishment usual residents living in: Other establishments: Religious establishment"
"QS414NI0028","Count","PERSONS","Communal establishment usual residents living in: Other establishments: Staff/worker accommodation only"
"QS414NI0029","Count","PERSONS","Communal establishment usual residents living in: Other establishments: Other"
