GeographyCode,QS601NI0001,QS601NI0002,QS601NI0003,QS601NI0004,QS601NI0005,QS601NI0006,QS601NI0007,QS601NI0008,QS601NI0009,QS601NI0010,QS601NI0011,QS601NI0012,QS601NI0013,QS601NI0014,QS601NI0015,QS601NI0016
95GG13,3383,2259,464,1246,8,68,50,99,205,119,1124,469,163,132,244,116
95GG14,3494,2499,501,1424,17,96,75,117,112,157,995,477,260,82,111,65
95GG15,4071,2900,512,1786,21,99,96,155,129,102,1171,651,206,113,137,64
95GG16,3991,2692,569,1509,2,47,49,119,255,142,1299,391,255,169,365,119
95GG17,3757,2270,536,1153,8,46,42,87,265,133,1487,489,250,223,383,142
95GG18,3574,1932,477,968,3,8,25,40,294,117,1642,325,216,271,621,209
95GG19,3167,1454,395,673,9,13,12,35,229,88,1713,504,148,267,619,175
95GG20,3666,2136,472,1122,5,21,33,83,271,129,1530,408,177,209,548,188
95GG21,3821,1844,470,836,3,17,17,31,347,123,1977,415,247,309,790,216
95GG22,3857,2362,582,1189,4,44,50,102,216,175,1495,577,224,173,406,115
95GG23,3338,2312,467,1333,15,91,35,116,96,159,1026,617,180,72,115,42
95GG24,3255,2167,480,1236,5,63,51,92,124,116,1088,500,149,123,234,82
95GG25,4008,2483,654,1224,8,31,32,89,228,217,1525,439,284,211,467,124
95GG26,2645,1496,377,781,2,7,20,47,185,77,1149,438,127,154,311,119
95GG27,4734,2840,704,1325,13,33,52,114,371,228,1894,535,327,233,620,179
95GG28,4039,2610,643,1458,7,40,34,93,220,115,1429,502,197,193,401,136
95GG29,3704,2489,435,1615,2,19,34,84,213,87,1215,392,137,193,369,124
95GG30,3467,2408,513,1418,7,70,67,115,97,121,1059,548,178,111,170,52
95GG31,4820,2918,675,1481,14,47,73,113,285,230,1902,686,344,251,468,153
95GG32,4513,2774,624,1531,10,27,48,113,274,147,1739,566,272,275,461,165
95GG33,4066,2868,397,1563,17,268,126,224,122,151,1198,574,359,114,76,75
95GG34,3644,2578,479,1543,4,60,73,109,146,164,1066,484,217,95,197,73
95GG35,3613,1771,469,795,5,18,30,25,301,128,1842,459,168,264,702,249
95GG36,4080,3041,611,1866,20,88,78,146,115,117,1039,514,167,128,174,56
95GG37,4686,3664,475,2491,8,80,97,189,183,141,1022,451,207,104,173,87
95GG38,4917,3779,527,2426,5,137,104,235,177,168,1138,500,272,99,183,84
95GG39,5725,3474,509,2058,7,35,49,126,338,352,2251,543,387,314,754,253
95GG40,2672,1307,352,589,4,12,7,41,227,75,1365,404,129,234,467,131
95GG41,3833,2567,485,1468,16,156,84,168,82,108,1266,685,288,129,111,53
95GG42,6677,4476,474,1979,28,189,105,192,103,1406,2201,489,1453,133,71,55
95GG43,3689,2570,504,1603,6,32,58,86,182,99,1119,510,134,107,277,91
95GG44,4236,2627,524,1544,0,17,31,72,293,146,1609,433,170,270,543,193
95GG45,3392,2150,411,1251,4,104,32,113,122,113,1242,502,221,162,262,95
95GG46,3793,1926,539,772,8,13,46,36,335,177,1867,403,271,295,689,209
95GG47,4310,2408,471,1185,5,12,51,92,426,166,1902,428,276,297,662,239
95GG48,3863,1842,586,724,6,7,19,32,323,145,2021,311,324,339,791,256
95GG49,7133,4734,475,2366,9,94,77,115,245,1353,2399,284,1687,114,198,116
95GG50,4167,2769,471,1682,5,33,46,83,328,121,1398,398,163,253,430,154
95GG51,2919,1537,438,731,3,9,12,34,237,73,1382,429,118,206,488,141
95HH01,1461,921,191,544,1,11,26,49,68,31,540,310,79,50,73,28
95HH02,2190,1601,346,951,8,34,32,70,56,104,589,295,136,71,67,20
95HH03,1194,728,142,417,1,24,26,45,43,30,466,328,46,34,40,18
95HH04,2381,1690,341,1029,7,24,34,72,75,108,691,365,135,62,103,26
95HH05,1544,1009,231,558,0,14,9,37,114,46,535,197,79,76,140,43
95HH06,3471,2644,544,1571,8,64,65,134,116,142,827,330,208,105,136,48
95HH07,1095,721,157,409,3,9,12,27,79,25,374,146,52,43,99,34
95HH08,1947,1379,225,836,17,47,36,78,55,85,568,302,102,58,79,27
95HH09,1973,1216,227,735,2,19,28,46,121,38,757,333,67,65,226,66
95HH10,1769,1285,247,773,5,45,39,56,54,66,484,255,94,48,63,24
95HH11,998,637,149,343,2,5,9,20,87,22,361,150,26,51,96,38
95HH12,1183,769,158,471,0,8,23,32,58,19,414,226,39,57,67,25
95HH13,991,620,164,323,2,2,11,21,76,21,371,100,36,78,116,41
95HH14,1128,654,146,359,0,7,10,15,86,31,474,216,40,56,128,34
95HH15,1917,1358,283,796,3,12,32,58,69,105,559,241,108,67,115,28
95HH16,1556,1026,186,598,2,33,35,72,59,41,530,279,96,51,64,40
95HH17,1859,1338,248,761,12,34,44,97,59,83,521,260,110,58,60,33
95II01,2327,1572,331,899,14,73,50,80,50,75,755,464,131,64,61,35
95II02,3542,2360,448,1429,11,74,58,108,110,122,1182,450,206,103,264,159
95II03,2626,1993,351,1279,3,57,35,109,48,111,633,331,172,52,47,31
95II04,3176,2304,481,1385,9,48,48,92,116,125,872,397,125,108,178,64
95II05,2476,1756,345,1036,9,44,37,90,68,127,720,334,166,59,111,50
95II06,2490,1832,334,1139,7,55,41,98,72,86,658,323,162,62,79,32
95II07,1477,914,208,514,5,19,13,32,79,44,563,225,66,70,150,52
95II08,1721,1243,253,753,4,23,30,62,60,58,478,238,78,45,83,34
95II09,2408,1796,359,1159,2,22,38,82,59,75,612,321,108,57,92,34
95II10,1927,1233,283,688,3,19,18,44,101,77,694,312,93,86,151,52
95II11,1889,1362,253,882,7,22,34,69,42,53,527,292,106,45,54,30
95II12,1691,1200,234,726,3,26,52,58,44,57,491,274,109,44,43,21
95II13,1928,1313,294,739,4,23,39,56,98,60,615,298,71,73,140,33
95II14,1821,1267,228,798,3,40,45,59,35,59,554,360,95,39,37,23
95II15,2407,1766,295,1121,8,56,39,94,70,83,641,360,128,67,59,27
95II16,1495,1001,223,603,1,12,14,36,61,51,494,242,66,61,94,31
95II17,1768,1217,269,703,7,26,31,58,73,50,551,283,78,47,115,28
95II18,1603,1030,213,632,1,8,20,35,72,49,573,276,62,62,130,43
95II19,2801,1999,392,1094,10,117,48,146,61,131,802,415,169,88,95,35
95II20,2016,1485,226,999,2,20,35,62,74,67,531,270,95,50,61,55
95II21,1748,1122,279,614,3,19,17,42,99,49,626,236,74,93,174,49
95II22,1652,1108,250,628,2,28,27,72,50,51,544,308,63,59,76,38
95II23,1562,1109,203,673,2,37,29,51,43,71,453,195,96,46,71,45
95JJ01,1827,1282,222,644,4,79,54,174,64,41,545,240,107,65,83,50
95JJ02,1787,1075,227,516,8,66,49,52,107,50,712,339,111,83,110,69
95JJ03,1760,1074,290,495,5,18,29,33,137,67,686,160,87,143,214,82
95JJ04,2277,1443,274,757,5,66,47,122,118,54,834,428,113,100,112,81
95JJ05,1346,774,175,413,3,15,20,27,83,38,572,225,63,65,147,72
95JJ06,1723,1034,252,553,1,9,25,40,110,44,689,181,88,123,215,82
95JJ07,1869,1161,337,563,3,15,22,35,132,54,708,231,106,124,181,66
95JJ08,2477,1636,268,699,15,81,67,137,86,283,841,333,258,80,117,53
95JJ09,1488,937,181,420,6,79,41,121,51,38,551,327,66,64,56,38
95JJ10,1919,1266,249,583,6,60,42,173,107,46,653,235,92,113,137,76
95JJ11,2683,1704,383,903,9,76,51,103,100,79,979,477,189,123,128,62
95JJ12,1905,1267,238,622,14,62,31,143,123,34,638,219,112,124,115,68
95JJ13,2871,2042,461,1159,4,69,57,102,106,84,829,354,188,131,102,54
95JJ14,1700,1147,245,536,8,67,38,134,65,54,553,259,72,83,94,45
95JJ15,1332,851,174,472,11,33,26,44,72,19,481,262,62,57,54,46
95JJ16,1345,798,175,373,5,30,33,49,73,60,547,279,69,53,100,46
95JJ17,1747,1175,205,540,6,52,48,203,77,44,572,244,108,79,94,47
95JJ18,1522,928,192,458,8,54,29,64,91,32,594,277,82,53,115,67
95JJ19,2300,1442,205,580,6,63,34,64,55,435,858,357,367,50,47,37
95JJ20,3037,2091,450,1186,10,55,49,95,137,109,946,425,183,118,140,80
95JJ21,2300,1352,225,479,3,20,27,59,111,428,948,240,389,82,182,55
95JJ22,2062,1316,301,711,12,47,44,63,70,68,746,438,151,63,66,28
95KK01,1869,1108,233,488,8,47,53,129,109,41,761,212,149,109,210,81
95KK02,1450,963,191,490,9,58,40,92,43,40,487,184,78,70,127,28
95KK03,1635,1092,210,489,12,59,40,142,80,60,543,134,114,95,134,66
95KK04,2061,1320,288,703,6,38,44,59,116,66,741,190,162,108,178,103
95KK05,1884,1205,208,573,5,74,37,146,91,71,679,178,164,122,161,54
95KK06,1431,876,184,497,3,28,16,38,68,42,555,187,92,68,159,49
95KK07,1472,995,188,506,7,44,35,141,40,34,477,186,90,71,82,48
95KK08,1807,1231,236,697,2,59,31,103,69,34,576,193,104,90,134,55
95KK09,1602,1053,187,616,5,37,23,62,83,40,549,197,69,70,152,61
95KK10,1536,1082,215,505,12,87,28,128,40,67,454,157,106,73,77,41
95KK11,1725,1115,254,594,2,35,24,48,113,45,610,240,85,71,158,56
95KK12,1669,1091,211,513,7,40,40,126,105,49,578,132,136,105,141,64
95KK13,1347,863,166,357,11,63,32,113,50,71,484,204,109,43,81,47
95KK14,1504,933,182,446,8,40,24,114,71,48,571,191,142,70,105,63
95KK15,2047,1440,258,739,8,71,43,171,89,61,607,178,152,103,125,49
95KK16,1606,1051,223,546,7,41,22,68,86,58,555,208,93,78,135,41
95LL01,3451,2519,483,1346,12,101,76,206,146,149,932,333,218,124,201,56
95LL02,2250,1542,284,935,4,33,25,86,130,45,708,270,84,83,172,99
95LL03,1703,1089,200,646,3,19,23,53,106,39,614,217,88,86,164,59
95LL04,2136,1370,309,732,5,31,26,73,129,65,766,272,137,106,184,67
95LL05,2976,2131,409,1156,17,93,67,182,80,127,845,368,172,111,132,62
95LL06,2474,1607,284,974,9,33,31,93,111,72,867,402,117,101,182,65
95LL07,1499,889,187,504,2,14,11,18,123,30,610,244,65,83,145,73
95LL08,2401,1543,312,874,9,22,19,43,187,77,858,186,137,136,269,130
95LL09,2221,1236,279,633,4,16,16,38,175,75,985,331,116,120,321,97
95LL10,3941,2835,549,1555,11,111,59,186,164,200,1106,373,277,119,252,85
95LL11,2852,2092,343,1219,7,87,68,185,84,99,760,304,160,129,116,51
95LL12,2919,1743,398,940,6,22,22,62,196,97,1176,264,182,221,397,112
95LL13,2001,1216,234,703,3,28,20,43,121,64,785,259,110,109,234,73
95LL14,2008,1110,257,536,7,21,15,37,150,87,898,273,126,132,281,86
95LL15,2226,1373,291,833,3,26,32,68,62,58,853,411,119,70,176,77
95LL16,4445,3222,555,2100,15,101,49,145,132,125,1223,521,241,146,223,92
95LL17,1846,1180,223,713,4,22,30,58,78,52,666,333,85,67,135,46
95LL18,2411,1601,327,969,2,50,33,83,76,61,810,438,128,73,127,44
95LL19,3717,2687,504,1570,14,88,74,184,136,117,1030,486,219,103,163,59
95LL20,1777,1122,252,609,2,12,17,51,107,72,655,255,83,77,170,70
95LL21,2736,1864,362,1123,7,42,34,82,143,71,872,364,115,110,187,96
95LL22,2702,1815,421,963,1,25,22,80,185,118,887,266,139,142,264,76
95LL23,1559,922,197,560,5,20,14,23,76,27,637,257,65,85,175,55
95LL24,2680,1965,351,1072,19,102,61,224,84,52,715,248,160,99,139,69
95LL25,3295,2444,457,1464,15,96,66,152,90,104,851,406,173,85,135,52
95LL26,2835,1892,324,1084,6,44,33,92,183,126,943,298,190,94,258,103
95MM01,3574,2320,501,1281,11,49,59,99,241,79,1254,449,201,182,288,134
95MM02,2516,1570,276,823,9,110,48,96,112,96,946,481,193,80,140,52
95MM03,2439,1658,293,775,5,76,57,240,155,57,781,224,169,130,151,107
95MM04,1646,873,196,409,2,8,20,34,149,55,773,257,109,89,252,66
95MM05,1812,859,214,303,1,9,17,39,198,78,953,237,146,117,361,92
95MM06,1906,1016,287,426,2,16,34,44,143,64,890,309,130,120,261,70
95MM07,1863,1108,261,573,7,34,28,40,108,57,755,300,89,80,227,59
95MM08,2175,1290,272,669,11,38,38,69,128,65,885,339,154,109,215,68
95MM09,2496,1583,295,762,13,85,39,175,136,78,913,312,167,149,217,68
95MM10,1971,968,256,341,2,7,22,32,222,86,1003,177,203,189,322,112
95MM11,1594,796,203,286,1,8,17,21,179,81,798,144,131,147,284,92
95MM12,4081,2395,575,1021,10,69,78,112,315,215,1686,274,408,321,522,161
95MM13,6032,3759,850,1859,14,92,103,175,399,267,2273,564,488,422,610,189
95MM14,1770,1016,211,521,5,18,17,51,150,43,754,269,112,83,193,97
95MM15,3130,2065,395,1128,10,76,56,143,150,107,1065,393,238,133,214,87
95MM16,4041,2744,491,1555,12,122,62,143,219,140,1297,414,260,206,301,116
95MM17,2885,1881,386,950,5,44,58,84,202,152,1004,324,224,143,244,69
95MM18,3702,2525,495,1334,14,101,80,160,191,150,1177,321,233,165,346,112
95MM19,2363,1604,332,961,4,27,31,58,122,69,759,303,117,102,162,75
95MM20,2425,1445,330,788,4,15,28,56,162,62,980,448,119,111,231,71
95MM21,2519,1685,347,916,11,53,42,96,131,89,834,327,163,106,168,70
95MM22,1888,1078,219,581,2,41,32,41,95,67,810,428,138,73,123,48
95MM23,2002,1179,205,538,6,20,26,41,262,81,823,215,157,95,261,95
95MM24,1802,852,213,306,4,10,20,32,189,78,950,278,156,149,254,113
95MM25,4314,2483,620,1083,5,38,66,93,386,192,1831,334,379,382,570,166
95MM26,2422,1483,304,730,5,31,35,65,181,132,939,258,198,141,271,71
95MM27,3207,1833,270,637,10,31,29,61,334,461,1374,300,479,77,388,130
95MM28,1805,976,229,423,2,5,18,32,210,57,829,211,120,106,302,90
95MM29,2504,1610,321,794,7,33,39,73,263,80,894,243,147,127,251,126
95MM30,1525,793,161,310,4,23,34,49,172,40,732,190,119,96,240,87
95NN01,2287,1433,320,658,14,55,48,144,146,48,854,300,141,110,215,88
95NN02,1644,1104,195,664,4,31,23,58,76,53,540,275,92,52,87,34
95NN03,2079,1417,280,789,8,35,29,102,112,62,662,306,83,68,158,47
95NN04,2027,1227,252,638,1,19,21,72,158,66,800,176,114,135,306,69
95NN05,1796,1199,253,647,4,34,29,91,89,52,597,230,88,74,148,57
95NN06,2420,1609,314,808,7,63,36,158,142,81,811,253,173,128,178,79
95NN07,2353,1515,356,761,3,36,34,100,133,92,838,246,151,93,248,100
95NN08,2417,1693,338,867,15,91,65,151,83,83,724,314,156,99,107,48
95NN09,2202,1576,281,797,17,92,51,208,70,60,626,277,148,81,74,46
95NN10,2269,1430,306,715,9,78,44,103,95,80,839,404,146,70,154,65
95NN11,2792,1967,347,1014,9,84,61,213,128,111,825,292,191,99,163,80
95NN12,2041,1402,262,694,6,59,41,146,127,67,639,250,94,85,151,59
95NN13,2192,1532,277,776,13,78,60,185,57,86,660,322,114,78,92,54
95NN14,2556,1752,306,956,9,67,40,150,133,91,804,284,137,133,160,90
95NN15,2130,1412,260,806,4,41,40,81,126,54,718,293,122,92,142,69
95NN16,2336,1659,316,810,16,89,78,212,59,79,677,336,156,68,68,49
95NN17,1616,988,222,452,9,37,23,89,111,45,628,218,90,83,180,57
95NN18,1967,1258,222,658,7,64,33,78,127,69,709,293,127,63,168,58
95NN19,2505,1761,331,1045,9,67,55,107,73,74,744,381,169,56,96,42
95NN20,2193,1527,260,719,9,88,69,216,79,87,666,275,120,81,132,58
95NN21,1888,1193,244,547,15,80,37,82,112,76,695,325,103,61,146,60
95NN22,1968,1349,260,638,8,54,51,184,78,76,619,300,112,63,96,48
95NN23,2460,1645,359,698,5,101,58,199,137,88,815,282,172,103,191,67
95OO01,1785,1138,227,534,6,66,42,142,73,48,647,178,135,114,159,61
95OO02,1617,1170,226,584,4,49,49,145,67,46,447,135,134,69,73,36
95OO03,1850,1280,246,671,8,66,43,134,68,44,570,185,113,89,131,52
95OO04,1763,1145,217,561,9,60,42,144,66,46,618,210,117,95,136,60
95OO05,1977,1291,238,770,4,25,22,49,139,44,686,162,102,99,208,115
95OO06,2074,1497,264,762,14,80,57,176,85,59,577,205,118,76,118,60
95OO07,1803,1305,258,605,7,69,52,180,71,63,498,187,111,65,100,35
95OO08,1942,1337,259,637,7,81,50,151,82,70,605,202,135,91,110,67
95OO09,1585,1104,193,551,11,50,30,146,69,54,481,158,101,82,92,48
95OO10,2453,1493,259,788,12,57,51,108,151,67,960,218,178,171,287,106
95OO11,1799,1031,192,521,3,15,29,58,150,63,768,191,122,149,212,94
95OO12,1946,1260,237,688,3,46,34,98,102,52,686,230,137,108,138,73
95OO13,2032,1491,292,944,3,21,27,50,91,63,541,209,110,80,87,55
95OO14,1837,1247,254,581,2,86,53,136,79,56,590,200,145,95,104,46
95OO15,1639,1023,199,563,3,18,18,49,112,61,616,163,100,101,163,89
95OO16,1544,1047,185,566,2,48,27,109,72,38,497,216,61,66,107,47
95OO17,1966,1381,278,741,8,73,40,119,66,56,585,256,97,71,102,59
95OO18,2135,1490,270,904,9,50,37,65,111,44,645,239,132,70,130,74
95OO19,2067,1510,278,802,12,96,40,138,84,60,557,166,145,81,114,51
95OO20,1525,1056,197,588,8,54,30,57,73,49,469,216,66,56,85,46
