GeographyCode,QS607NI0001,QS607NI0002,QS607NI0003,QS607NI0004,QS607NI0005,QS607NI0006,QS607NI0007,QS607NI0008,QS607NI0009,QS607NI0010,QS607NI0011,QS607NI0012,QS607NI0013,QS607NI0014
95AA01,3899,541,131,410,1209,529,698,295,267,285,54,30,24,21
95AA02,1367,65,10,55,279,180,97,205,217,264,54,22,32,6
95AA03,1511,58,15,43,211,199,81,195,344,331,85,51,34,7
95AA04,2609,339,101,238,659,223,705,251,169,209,33,13,20,21
95AA05,2321,265,64,201,567,239,454,229,231,272,45,25,20,19
95AA06,4180,331,118,213,1069,619,523,351,589,493,155,74,81,50
95AA07,1788,181,39,142,339,170,400,134,213,299,46,21,25,6
95AA08,1436,37,13,24,216,216,74,171,262,336,110,58,52,14
95AA09,1844,121,19,102,297,222,117,186,459,348,74,49,25,20
95AA10,1656,136,40,96,310,181,120,181,274,322,120,90,30,12
95AA11,4572,454,103,351,1225,632,495,477,580,584,100,62,38,25
95AA12,2417,420,126,294,696,299,535,188,108,148,23,8,15,0
95AA13,2867,394,105,289,670,350,378,227,334,387,95,52,43,32
95AA14,1956,303,71,232,463,208,482,142,142,153,56,39,17,7
95AA15,3823,271,45,226,917,540,277,412,578,658,144,84,60,26
95AA16,1525,49,6,43,211,168,91,201,338,366,82,42,40,19
95AA17,1914,143,45,98,379,202,175,182,333,398,92,50,42,10
95AA18,1836,403,64,339,536,207,361,100,131,76,17,12,5,5
95AA19,2362,155,42,113,407,191,640,214,257,347,143,118,25,8
95BB01,3166,428,126,302,726,448,581,289,315,316,44,12,32,19
95BB02,1766,102,35,67,288,194,221,168,355,310,119,49,70,9
95BB03,3374,276,70,206,675,417,569,345,518,427,121,48,73,26
95BB04,2292,370,68,302,615,310,322,187,241,186,52,23,29,9
95BB05,2821,280,73,207,637,347,708,233,281,288,44,22,22,3
95BB06,2256,94,25,69,396,304,174,192,525,426,125,76,49,20
95BB07,2334,178,38,140,492,345,291,265,385,293,65,37,28,20
95BB08,2229,150,27,123,429,299,275,253,357,386,60,31,29,20
95BB09,2402,337,76,261,708,385,262,172,252,239,40,10,30,7
95BB10,2493,364,77,287,643,326,418,146,312,210,61,32,29,13
95BB11,2237,158,41,117,481,296,262,211,361,352,96,44,52,20
95BB12,2306,221,51,170,494,224,194,237,424,351,140,65,75,21
95BB13,3884,389,90,299,937,512,437,346,650,441,135,65,70,37
95BB14,2549,514,82,432,753,242,541,149,168,147,23,14,9,12
