GeographyCode,QS403NI0001,QS403NI0002,QS403NI0003,QS403NI0004,QS403NI0005,QS403NI0006,QS403NI0007,QS403NI0008,QS403NI0009,QS403NI0010,QS403NI0011,QS403NI0012,QS403NI0013,QS403NI0014
95AA01,4290,2948,1070,1877,1,56,28,28,1216,351,629,35,201,70
95AA02,1734,1156,481,667,8,231,223,8,311,290,0,19,2,36
95AA03,1822,1132,396,719,17,419,408,11,252,225,11,16,0,19
95AA04,3002,2791,1233,1550,8,13,13,0,148,126,0,22,0,50
95AA05,2654,2229,912,1308,9,132,132,0,251,200,8,29,14,42
95AA06,4604,3825,680,3105,40,329,192,137,407,307,17,62,21,43
95AA07,2119,1680,802,876,2,146,145,1,256,214,10,25,7,37
95AA08,1676,1021,339,655,27,389,386,3,236,228,0,8,0,30
95AA09,2143,1248,503,741,4,557,553,4,294,285,0,9,0,44
95AA10,1953,1304,515,778,11,456,446,10,156,144,0,11,1,37
95AA11,5129,4138,1022,3091,25,181,128,53,740,693,7,31,9,70
95AA12,2775,2492,1090,1401,1,71,37,34,144,128,0,16,0,68
95AA13,3268,2453,787,1656,10,184,82,102,574,514,0,48,12,57
95AA14,2302,2110,1096,1010,4,8,7,1,133,111,0,12,10,51
95AA15,4102,2673,497,2123,53,590,588,2,794,744,11,38,1,45
95AA16,1807,1028,327,676,25,378,370,8,365,342,5,14,4,36
95AA17,2142,1567,404,1128,35,326,308,18,222,207,2,10,3,27
95AA18,2373,2044,1100,940,4,31,28,3,262,232,5,23,2,36
95AA19,2645,2041,1007,1033,1,274,241,33,284,224,12,41,7,46
95BB01,3609,3264,1133,2124,7,143,140,3,154,139,0,9,6,48
95BB02,2334,1375,648,693,34,590,474,116,288,219,9,43,17,81
95BB03,4217,3153,1326,1770,57,449,379,70,523,459,7,49,8,92
95BB04,3009,2460,1222,1220,18,204,159,45,281,250,0,18,13,64
95BB05,3401,2773,1167,1589,17,225,195,30,323,299,0,23,1,80
95BB06,2870,1467,625,800,42,676,498,178,654,612,2,38,2,73
95BB07,2896,1886,842,1025,19,536,278,258,391,361,7,17,6,83
95BB08,2625,1885,619,1236,30,416,411,5,242,220,2,20,0,82
95BB09,2909,2440,1069,1365,6,62,41,21,371,337,15,19,0,36
95BB10,3278,2500,1177,1308,15,292,225,67,433,397,4,29,3,53
95BB11,2903,2147,795,1328,24,504,450,54,206,184,2,18,2,46
95BB12,2776,1765,760,978,27,666,622,44,297,263,8,25,1,48
95BB13,4438,3395,1115,2234,46,680,609,71,293,262,7,17,7,70
95BB14,3088,2743,1232,1505,6,83,80,3,215,198,4,13,0,47
95BB15,3489,2719,1103,1607,9,263,261,2,451,402,0,46,3,56
95BB16,3133,2852,1478,1358,16,60,57,3,199,175,4,20,0,22
95BB17,3535,2724,852,1810,62,452,440,12,326,308,0,18,0,33
95BB18,4212,3441,1129,2298,14,287,245,42,436,409,0,22,5,48
95BB19,4725,4253,1111,3110,32,112,109,3,335,290,0,45,0,25
95BB20,3368,2481,975,1497,9,390,331,59,419,378,0,38,3,78
95BB21,4699,3932,1339,2557,36,223,203,20,478,411,5,57,5,66
95BB22,2993,1785,356,1406,23,923,887,36,234,221,0,13,0,51
95BB23,2976,2703,1195,1491,17,29,24,5,226,215,0,10,1,18
95CC01,2376,1643,586,1051,6,172,172,0,537,508,0,17,12,24
95CC02,2693,2364,1169,1195,0,75,37,38,209,156,3,47,3,45
95CC03,2791,1246,402,825,19,654,580,74,827,762,3,22,40,64
95CC04,2384,2051,986,1065,0,96,96,0,199,168,3,28,0,38
95CC05,2749,2306,1026,1272,8,80,52,28,304,245,9,43,7,59
95CC06,2750,2216,854,1355,7,108,97,11,391,356,5,30,0,35
95CC07,3475,2837,1290,1547,0,221,74,147,358,320,0,32,6,59
95CC08,2511,1577,544,1019,14,360,288,72,522,467,6,38,11,52
95CC09,3323,2858,1243,1612,3,65,65,0,348,284,17,41,6,52
95CC10,2495,2180,1127,1046,7,54,51,3,219,197,2,18,2,42
95CC11,1787,1141,541,590,10,201,197,4,383,335,11,36,1,62
95CC12,2751,2480,1308,1168,4,71,71,0,138,118,0,16,4,62
95CC13,2474,2164,1084,1078,2,90,69,21,164,149,0,14,1,56
95CC14,3017,2541,967,1564,10,92,92,0,350,318,5,25,2,34
95CC15,2893,2406,1062,1333,11,142,117,25,293,250,14,22,7,52
95CC16,2801,2041,960,1076,5,226,213,13,466,444,0,17,5,68
95CC17,2724,2421,1052,1365,4,24,21,3,241,222,0,15,4,38
95CC18,2309,1627,739,880,8,264,213,51,344,317,0,25,2,74
95CC19,2720,2248,1063,1183,2,175,137,38,239,213,0,15,11,58
95CC20,2966,2382,961,1410,11,163,122,41,376,340,3,28,5,45
95CC21,2925,2214,925,1277,12,265,259,6,394,370,0,24,0,52
95CC22,1724,961,499,462,0,407,338,69,315,274,1,33,7,41
95DD01,2031,1687,956,721,10,53,36,17,247,225,4,13,5,44
95DD02,3872,3175,1160,1990,25,231,204,27,408,382,0,25,1,58
95DD03,3474,2754,1109,1621,24,39,38,1,634,575,12,40,7,47
95DD04,1926,845,309,522,14,863,819,44,163,157,0,4,2,55
95DD05,1739,917,318,583,16,648,647,1,126,114,3,6,3,48
95DD06,2427,2111,1120,990,1,16,16,0,264,246,0,18,0,36
95DD07,3363,2543,1210,1312,21,271,211,60,460,433,3,16,8,89
95DD08,2083,895,478,404,13,285,198,87,844,775,0,53,16,59
95DD09,2572,2274,1229,1042,3,40,40,0,218,185,1,32,0,40
95DD10,2805,1983,944,1028,11,450,354,96,323,301,0,19,3,49
95DD11,2363,1033,320,704,9,676,603,73,615,570,5,19,21,39
95DD12,2582,2322,1289,1033,0,51,44,7,142,128,2,9,3,67
95DD13,1743,1106,496,594,16,239,211,28,366,343,2,20,1,32
95DD14,3268,2835,1137,1684,14,86,77,9,301,280,0,14,7,46
95DD15,3451,2927,1272,1651,4,106,96,10,370,316,0,52,2,48
95DD16,2943,2636,1291,1334,11,44,44,0,202,160,6,36,0,61
95DD17,3461,3104,1350,1741,13,65,60,5,212,182,0,30,0,80
95DD18,1813,1206,628,556,22,160,157,3,398,382,0,7,9,49
95DD19,3315,2664,1019,1627,18,240,240,0,343,318,3,22,0,68
95DD20,1742,862,394,463,5,565,532,33,272,251,0,21,0,43
95DD21,2130,1407,639,755,13,45,38,7,640,605,5,21,9,38
95DD22,3118,2542,1323,1215,4,208,147,61,286,256,2,25,3,82
95DD23,2490,2159,1295,860,4,19,18,1,243,225,3,15,0,69
95DD24,2692,2088,768,1289,31,157,122,35,435,406,2,24,3,12
95EE01,1895,1579,641,932,6,158,158,0,133,108,0,23,2,25
95EE02,2095,1521,682,826,13,291,289,2,240,210,0,27,3,43
95EE03,1983,1277,481,775,21,446,437,9,231,218,0,13,0,29
95EE04,1990,1592,580,1007,5,126,126,0,227,205,0,19,3,45
95EE05,1497,1215,689,524,2,76,76,0,164,143,0,21,0,42
95EE06,2278,1827,736,1088,3,172,163,9,255,230,0,25,0,24
95EE07,1798,1264,461,797,6,168,168,0,341,308,0,33,0,25
95EE08,1633,1263,637,616,10,31,31,0,298,278,0,19,1,41
95EE09,1859,1482,693,789,0,154,149,5,183,164,0,17,2,40
95EE10,1797,1360,668,674,18,128,125,3,233,218,0,15,0,76
95EE11,1677,1464,795,667,2,68,68,0,137,104,0,28,5,8
95EE12,2500,1437,390,1011,36,459,426,33,546,508,0,32,6,58
95EE13,1529,887,467,416,4,305,216,89,299,267,0,21,11,38
95EE14,2684,1996,730,1228,38,210,210,0,452,433,0,17,2,26
95EE15,1728,1446,698,741,7,135,135,0,112,94,0,17,1,35
95EE16,2111,1783,789,987,7,103,103,0,201,193,1,7,0,24
95FF01,4753,3957,1288,2657,12,35,9,26,700,664,0,32,4,61
95FF02,2817,2494,1173,1316,5,54,54,0,214,165,29,20,0,55
95FF03,3006,2100,621,1468,11,273,185,88,589,552,3,31,3,44
95FF04,2629,2355,1135,1214,6,78,49,29,135,107,2,22,4,61
95FF05,2563,1745,616,1112,17,399,340,59,349,330,1,17,1,70
95FF06,4054,3384,977,2374,33,164,143,21,452,422,2,28,0,54
95FF07,2763,1594,416,1157,21,655,534,121,444,417,0,25,2,70
95FF08,2328,1731,652,1075,4,314,264,50,221,196,0,21,4,62
95FF09,2521,1879,627,1232,20,259,242,17,329,290,6,29,4,54
95FF10,3473,3053,1217,1818,18,116,74,42,245,227,0,18,0,59
95FF11,2582,2330,1082,1248,0,58,54,4,146,113,0,33,0,48
