DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"QS108NI","ADULT LIFESTAGE (ALTERNATIVE ADULT DEFINITION)","All usual residents aged 16 and over in households","1. Adult: In most outputs, an adult in a household is defined as any person who is not a dependent child. A small number of outputs use the alternative classification of an adult, which defines adults as any person aged 16 and over. Any use of this alternative definition will be indicated in a footnote to the table."
