ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"QS115NI0001","Count","FAMILIES","All families in households"
"QS115NI0002","Count","FAMILIES","Families in households: No dependent children"
"QS115NI0003","Count","FAMILIES","Families in households: One dependent child: Aged 0-4 years"
"QS115NI0004","Count","FAMILIES","Families in households: One dependent child: Aged 5-11 years"
"QS115NI0005","Count","FAMILIES","Families in households: One dependent child: Aged 12-18 years"
"QS115NI0006","Count","FAMILIES","Families in households: Two dependent children; youngest aged 0-4 years"
"QS115NI0007","Count","FAMILIES","Families in households: Two dependent children; youngest aged 5-11 years"
"QS115NI0008","Count","FAMILIES","Families in households: Two dependent children; youngest aged 12-18 years"
"QS115NI0009","Count","FAMILIES","Families in households: Three or more dependent children; youngest aged 0-4 years"
"QS115NI0010","Count","FAMILIES","Families in households: Three or more dependent children; youngest aged 5-11 years"
"QS115NI0011","Count","FAMILIES","Families in households: Three or more dependent children; youngest aged 12-18 years"
"QS115NI0012","Count","PERSONS","All dependent children in families"
