GeographyCode,QS611NI0001,QS611NI0002,QS611NI0003,QS611NI0004,QS611NI0005
95AA01,1270,274,499,305,192
95AA02,566,40,162,149,215
95AA03,614,44,130,168,272
95AA04,785,160,247,250,128
95AA05,704,147,174,229,154
95AA06,1266,181,439,287,359
95AA07,611,94,161,191,165
95AA08,537,25,138,127,247
95AA09,736,79,168,139,350
95AA10,599,54,152,121,272
95AA11,1619,285,555,363,416
95AA12,741,222,259,179,81
95AA13,963,205,266,236,256
95AA14,560,125,189,166,80
95AA15,1403,186,441,317,459
95AA16,633,48,144,157,284
95AA17,694,76,192,159,267
95AA18,660,241,229,115,75
95AA19,639,75,122,259,183
95BB01,1027,201,368,303,155
95BB02,716,70,178,164,304
95BB03,1202,147,403,308,344
95BB04,835,205,297,173,160
95BB05,947,160,310,269,208
95BB06,1030,86,298,240,406
95BB07,902,117,313,225,247
95BB08,786,70,257,206,253
95BB09,907,206,376,161,164
95BB10,972,233,325,200,214
95BB11,861,102,266,228,265
95BB12,812,127,233,154,298
95BB13,1328,198,493,292,345
95BB14,818,249,277,197,95
95BB15,963,113,280,332,238
95BB16,821,253,291,173,104
95BB17,1126,121,393,294,318
95BB18,1231,205,441,312,273
95BB19,1436,225,569,349,293
95BB20,934,112,283,298,241
95BB21,1352,155,377,464,356
95BB22,1013,92,259,237,425
95BB23,835,164,340,183,148
95CC01,704,70,174,163,297
95CC02,639,101,151,249,138
95CC03,866,52,179,193,442
95CC04,571,60,116,239,156
95CC05,681,91,162,225,203
95CC06,816,163,273,177,203
95CC07,878,112,210,302,254
95CC08,754,89,193,163,309
95CC09,913,153,262,318,180
95CC10,635,139,176,186,134
95CC11,554,49,105,168,232
95CC12,655,72,152,258,173
95CC13,623,63,154,237,169
95CC14,854,124,264,246,220
95CC15,741,111,188,243,199
95CC16,770,99,178,253,240
95CC17,680,122,161,231,166
95CC18,649,155,185,137,172
95CC19,713,113,188,238,174
95CC20,887,139,293,224,231
95CC21,871,112,265,217,277
