GeographyCode,QS111NI0001,QS111NI0002,QS111NI0003,QS111NI0004,QS111NI0005,QS111NI0006,QS111NI0007,QS111NI0008,QS111NI0009,QS111NI0010,QS111NI0011,QS111NI0012,QS111NI0013,QS111NI0014,QS111NI0015,QS111NI0016,QS111NI0017,QS111NI0018,QS111NI0019,QS111NI0020,QS111NI0021,QS111NI0022,QS111NI0023,QS111NI0024,QS111NI0025,QS111NI0026,QS111NI0027
95JJ15,779,227,102,125,491,105,254,105,36,60,53,0,42,26,8,7,1,90,27,24,39,61,10,13,0,2,36
95JJ16,916,436,197,239,410,59,204,87,33,45,39,1,48,31,10,6,1,98,34,22,42,70,9,3,14,8,36
95JJ17,824,161,88,73,585,54,442,106,59,177,100,0,17,11,3,2,1,72,12,15,45,78,17,23,0,8,30
95JJ18,975,464,182,282,445,76,228,83,30,66,49,1,58,38,11,8,1,82,34,20,28,66,11,11,3,1,40
95JJ19,1128,300,157,143,595,136,340,119,53,99,69,1,46,30,8,7,1,72,21,20,31,233,11,7,162,1,52
95JJ20,1618,388,141,247,1169,133,720,215,136,238,131,0,108,62,22,16,8,208,71,56,81,61,12,13,0,4,32
95JJ21,962,289,126,163,556,54,299,108,58,70,63,1,57,26,8,20,3,145,50,38,57,117,8,9,24,8,68
95JJ22,1088,244,132,112,785,118,521,190,77,167,87,0,50,25,10,12,3,96,34,26,36,59,17,11,1,8,22
95KK01,836,172,72,100,603,41,439,82,72,185,100,0,25,10,6,7,2,98,28,27,43,61,16,12,0,4,29
95KK02,722,164,85,79,509,45,356,84,67,123,82,0,33,22,6,4,1,75,16,22,37,49,9,9,0,9,22
95KK03,704,130,67,63,515,25,396,58,57,185,96,0,27,15,4,6,2,67,18,12,37,59,12,12,0,5,30
95KK04,974,188,61,127,705,38,407,88,80,155,84,1,67,23,23,18,3,192,66,67,59,81,20,12,0,2,47
95KK05,803,153,77,76,593,30,437,61,82,174,120,0,19,8,3,4,4,107,28,31,48,57,15,15,0,1,26
95KK06,737,199,74,125,499,60,281,78,51,73,79,0,50,20,13,13,4,108,39,26,43,39,14,10,0,0,15
95KK07,682,139,68,71,505,50,381,80,49,142,110,0,15,6,2,6,1,59,9,11,39,38,7,9,0,4,18
95KK08,967,215,77,138,693,74,429,125,63,169,72,0,63,32,22,8,1,127,47,31,49,59,14,17,0,1,27
95KK09,947,330,146,184,535,63,272,83,44,79,66,0,60,39,11,10,0,140,56,34,50,82,16,19,0,1,46
95KK10,699,147,83,64,510,48,383,67,68,168,80,0,21,10,0,10,1,58,14,17,27,42,13,10,0,0,19
95KK11,982,303,127,176,614,52,347,102,68,103,74,0,54,18,16,17,3,161,61,48,52,65,14,10,1,3,37
95KK12,776,189,72,117,523,31,370,64,79,147,80,0,28,15,2,9,2,94,22,27,45,64,12,15,0,12,25
95KK13,642,143,66,77,457,67,299,68,56,96,79,0,23,8,6,8,1,68,17,15,36,42,10,8,0,5,19
95KK14,703,161,69,92,505,47,324,67,46,113,98,0,24,10,4,8,2,110,38,28,44,37,9,9,0,3,16
95KK15,921,166,64,102,680,40,506,88,90,218,110,0,27,14,4,9,0,107,30,21,56,75,18,28,0,4,25
95KK16,809,224,104,120,513,51,303,58,52,99,94,0,34,20,4,7,3,125,39,28,58,72,9,11,2,4,46
95LL01,1579,253,105,148,1241,98,895,141,160,384,210,0,92,43,17,26,6,156,44,42,70,85,20,20,0,10,35
95LL02,1367,516,180,336,734,64,403,117,90,126,70,2,104,58,33,11,2,161,76,31,54,117,14,19,0,3,81
95LL03,1092,403,167,236,633,67,302,91,64,99,48,0,80,44,16,18,2,184,84,53,47,56,14,7,0,2,33
95LL04,1090,243,121,122,752,58,407,96,73,138,100,0,80,38,23,17,2,207,63,56,88,95,31,19,0,8,37
95LL05,1454,297,118,179,1093,98,814,213,140,297,164,1,49,25,13,7,4,131,39,44,48,64,18,19,0,3,24
95LL06,1408,401,173,228,931,121,519,171,97,130,121,0,89,40,24,20,5,202,84,61,57,76,15,17,2,8,34
95LL07,1001,400,184,216,520,84,187,47,39,60,41,0,60,22,18,16,4,189,79,46,64,81,9,10,0,9,53
95LL08,1326,430,124,306,756,32,305,54,68,107,76,0,116,56,32,24,4,303,115,95,93,140,34,28,0,6,72
95LL09,1395,605,253,352,687,58,312,75,58,88,91,0,59,23,16,17,3,258,108,69,81,103,20,17,0,13,53
95LL10,1741,264,101,163,1340,96,965,163,166,396,240,0,80,45,12,19,4,199,56,69,74,137,31,32,0,15,59
95LL11,1424,253,90,163,1120,93,801,226,143,284,148,0,80,39,21,18,2,146,50,44,52,51,15,13,0,8,15
95LL12,1492,302,75,227,1068,43,511,100,109,204,98,0,133,59,29,41,4,381,147,135,99,122,26,34,0,6,56
95LL13,1097,309,84,225,708,51,373,107,73,117,76,4,89,32,21,30,6,191,83,57,51,80,19,20,0,5,36
95LL14,970,229,108,121,662,69,341,86,59,83,113,0,41,13,7,13,8,211,64,67,80,79,25,20,0,3,31
95LL15,1330,457,216,241,815,119,463,163,77,135,88,0,77,50,14,9,4,156,49,38,69,58,10,9,0,0,39
95LL16,2282,493,158,335,1648,151,1048,304,242,357,145,0,198,99,56,38,5,251,87,78,86,141,38,22,0,2,79
95LL17,1106,338,169,169,710,121,390,136,67,100,87,0,59,26,18,10,5,140,44,36,60,58,21,11,0,2,24
95LL18,1331,290,146,144,988,168,597,192,95,177,133,0,69,36,18,12,3,154,50,41,63,53,7,10,0,7,29
95LL19,1904,391,160,231,1428,144,969,265,183,364,157,4,111,61,28,20,2,200,64,56,80,85,13,18,1,5,48
95LL20,942,256,97,159,621,62,352,101,62,107,82,0,69,24,24,18,3,138,46,45,47,65,20,10,0,3,32
95LL21,1662,550,264,286,990,105,541,145,108,205,83,2,106,58,28,18,2,236,88,69,79,122,18,19,0,14,71
95LL22,1424,373,100,273,956,62,498,114,83,181,120,0,128,63,34,25,6,268,103,102,63,95,23,21,0,5,46
95LL23,973,355,159,196,559,69,270,76,49,70,75,1,67,23,18,23,3,152,65,30,57,59,13,12,0,2,32
95LL24,1312,251,101,150,957,80,657,150,119,237,151,0,71,39,15,13,4,149,44,45,60,104,24,13,0,12,55
95LL25,1739,385,148,237,1288,146,855,249,155,300,151,1,128,68,31,25,4,158,56,44,58,66,15,10,0,1,40
95LL26,1490,484,122,362,914,77,541,123,95,183,140,1,95,48,25,13,9,200,83,49,68,92,18,15,0,3,56
95MM01,1897,476,124,352,1276,106,722,222,135,219,146,6,105,62,20,20,3,337,142,108,87,145,32,24,1,0,88
95MM02,1144,245,126,119,780,89,538,115,92,150,181,0,28,13,6,6,3,125,27,21,77,119,34,22,1,9,53
95MM03,1155,238,96,142,848,58,601,89,117,241,154,0,59,26,12,20,1,130,27,35,68,69,11,19,0,6,33
95MM04,890,302,126,176,498,48,242,56,36,55,95,2,32,16,6,5,5,174,43,42,89,90,29,19,0,8,34
95MM05,1062,426,146,280,528,28,191,45,43,52,51,0,27,14,4,8,1,282,87,108,87,108,23,28,1,3,53
95MM06,949,246,80,166,592,39,254,48,44,71,91,0,30,8,11,9,2,269,108,79,82,111,38,38,0,3,32
95MM07,1201,460,194,266,678,77,318,104,57,83,74,0,43,24,8,9,2,240,97,74,69,63,12,5,0,12,34
95MM08,1238,429,196,233,729,92,399,94,72,111,122,0,46,26,11,8,1,192,81,56,55,80,20,17,0,4,39
95MM09,1220,267,99,168,836,57,562,118,87,237,120,0,39,17,9,9,4,178,53,58,67,117,22,27,0,7,61
95MM10,987,240,55,185,640,16,246,52,38,83,73,0,37,17,8,10,2,341,122,144,75,107,21,29,0,6,51
95MM11,855,217,61,156,517,37,170,27,34,41,68,0,21,9,4,7,1,289,104,95,90,121,28,45,1,2,45
95MM12,1976,381,64,317,1387,41,642,101,131,263,147,0,77,27,22,24,4,627,231,259,137,208,57,67,1,7,76
95MM13,2990,567,156,411,2171,113,1210,220,226,550,214,0,117,47,28,38,4,731,298,296,137,252,64,85,0,10,93
95MM14,1176,517,203,314,560,67,225,62,32,87,44,1,60,26,16,16,2,207,85,48,74,99,12,15,0,12,60
95MM15,1570,353,140,213,1130,96,751,172,132,304,143,0,68,28,14,24,2,215,73,64,78,87,26,15,0,7,39
95MM16,2079,468,114,354,1458,90,866,210,181,350,125,1,155,85,31,37,2,346,152,112,82,153,37,46,0,7,63
95MM17,1347,314,89,225,913,61,547,108,117,161,161,2,52,26,14,7,5,251,98,64,89,120,34,28,1,2,55
95MM18,1766,359,93,266,1275,69,845,163,152,357,173,1,86,46,12,25,3,274,95,94,85,132,33,30,1,2,66
95MM19,1269,389,96,293,790,66,464,130,72,136,126,2,97,61,20,14,2,161,66,39,56,90,17,13,0,2,58
95MM20,1469,480,240,240,914,139,482,140,84,132,126,0,81,42,21,8,10,212,76,60,76,75,14,11,0,13,37
95MM21,1254,267,101,166,917,89,586,159,105,177,145,1,47,21,13,11,2,194,66,59,69,70,14,16,0,2,38
95MM22,973,275,153,122,618,113,342,73,64,74,131,0,35,20,4,8,3,128,38,30,60,80,24,20,0,6,30
95MM23,1074,379,98,281,492,36,206,55,34,49,68,2,68,49,10,8,1,180,60,46,74,203,30,21,11,9,132
95MM24,892,187,73,114,590,52,230,38,34,67,91,1,25,10,8,6,1,282,92,98,92,115,26,42,0,2,45
95MM25,2188,454,91,363,1513,36,624,101,117,247,159,0,88,30,21,34,3,765,299,329,137,221,59,78,1,5,78
95MM26,1056,196,56,140,742,41,448,99,95,118,136,2,33,16,8,7,2,218,80,71,67,118,33,28,1,4,52
95MM27,1614,808,168,640,544,58,233,61,36,66,70,1,64,51,9,3,1,188,73,41,74,262,25,16,31,10,180
95MM28,1095,525,132,393,442,27,185,35,42,55,53,1,41,19,13,7,2,188,75,49,64,128,16,18,2,5,87
95MM29,1490,550,121,429,766,47,329,78,55,145,51,2,96,43,26,23,4,292,114,83,95,174,30,16,0,6,122
95MM30,903,351,148,203,424,39,181,40,32,49,60,1,26,11,6,8,1,177,67,49,61,128,26,21,2,11,68
95NN01,1201,339,117,222,786,83,446,105,76,146,119,1,67,29,13,22,3,189,63,54,72,76,13,18,0,7,38
95NN02,836,194,88,106,602,77,350,81,56,105,108,0,39,21,11,5,2,136,39,38,59,40,10,10,0,4,16
95NN03,1133,325,148,177,740,85,461,129,75,159,98,0,64,31,18,12,3,130,40,39,51,68,20,9,0,2,37
95NN04,1175,363,115,248,705,39,275,57,61,99,58,1,79,41,20,15,3,311,116,107,88,107,19,23,1,11,53
95NN05,1075,371,126,245,645,70,332,98,58,110,66,0,81,38,24,16,3,162,69,48,45,59,16,12,0,5,26
95NN06,1237,325,123,202,825,57,523,95,87,222,119,0,44,23,12,7,2,201,56,84,61,87,19,21,0,9,38
95NN07,1246,354,141,213,807,41,441,104,80,149,108,1,76,26,26,21,3,248,96,85,67,85,15,24,0,3,43
95NN08,1196,253,116,137,860,89,564,140,110,186,128,2,68,35,18,13,2,137,38,37,62,83,11,15,0,7,50
95NN09,1092,222,108,114,805,84,560,148,95,191,126,1,51,24,10,14,3,109,25,28,56,65,11,15,1,11,27
95NN10,1290,406,208,198,812,119,489,154,68,171,96,0,50,28,8,13,1,154,51,46,57,72,11,11,0,6,44
95NN11,1297,227,111,116,985,62,669,146,112,260,151,0,87,42,24,17,4,167,59,41,67,85,16,23,0,10,36
95NN12,1128,330,114,216,732,78,432,126,64,157,85,0,65,36,9,19,1,157,57,47,53,66,18,6,0,4,38
95NN13,1064,197,117,80,804,84,585,158,84,220,123,0,43,21,10,7,5,92,18,18,56,63,15,19,0,5,24
95NN14,1205,291,116,175,834,72,512,131,87,201,93,0,72,24,22,21,5,178,47,66,65,80,19,16,0,4,41
95NN15,1230,393,169,224,768,83,392,122,82,112,76,3,116,50,25,32,9,174,59,55,60,69,18,18,0,4,29
95NN16,1128,201,112,89,855,105,592,153,106,214,119,1,43,27,6,8,2,114,21,33,60,72,15,26,0,7,24
95NN17,928,299,119,180,564,67,286,81,37,83,85,0,52,23,8,17,4,159,64,56,39,65,17,10,0,5,33
95NN18,1023,295,110,185,658,80,388,97,67,127,97,0,39,20,8,11,0,151,36,48,67,70,17,10,0,5,38
95NN19,1336,331,158,173,953,117,603,173,131,193,106,0,84,50,16,13,5,149,45,34,70,52,7,12,0,6,27
95NN20,1073,248,127,121,744,71,525,132,84,194,115,0,35,18,8,6,3,113,37,23,53,81,17,13,0,6,45
95NN21,1151,404,202,202,667,106,372,110,63,125,74,1,51,24,11,11,5,137,45,36,56,80,24,13,0,9,34
95NN22,1003,249,120,129,681,83,439,96,72,161,110,1,49,29,12,8,0,109,26,28,55,73,16,15,0,8,34
95NN23,1159,271,92,179,815,72,573,118,97,215,143,1,33,17,10,4,2,136,51,32,53,73,21,19,0,6,27
95OO01,809,167,84,83,584,45,437,86,64,195,92,0,23,10,4,8,1,79,19,20,40,58,14,12,0,3,29
95OO02,703,149,75,74,502,35,380,81,63,141,95,0,20,15,3,2,0,67,18,6,43,52,10,11,1,1,29
95OO03,914,206,105,101,648,56,437,85,76,178,98,0,44,23,13,7,1,111,34,28,49,60,16,15,0,3,26
95OO04,877,216,111,105,601,52,413,75,88,168,82,0,28,13,5,7,3,108,30,36,42,60,4,14,0,3,39
95OO05,1021,285,71,214,586,35,273,70,60,90,53,0,76,32,23,18,3,202,67,68,67,150,40,26,0,4,80
95OO06,941,178,71,107,687,56,496,96,99,181,120,0,34,15,11,7,1,101,29,28,44,76,12,14,0,7,43
95OO07,854,202,97,105,598,48,438,85,79,153,121,0,30,14,8,6,2,82,26,17,39,54,7,16,0,9,22
95OO08,887,179,94,85,646,56,486,84,75,196,131,0,28,14,5,5,4,76,24,19,33,62,13,15,0,7,27
95OO09,744,181,89,92,501,38,351,64,59,142,86,0,23,9,6,6,2,89,23,20,46,62,8,17,1,8,28
95OO10,1163,238,85,153,834,49,524,94,100,201,129,0,49,20,12,17,0,212,74,71,67,91,25,21,0,7,38
95OO11,956,288,81,207,569,27,309,74,55,113,67,0,38,17,11,7,3,195,82,58,55,99,28,26,0,4,41
95OO12,999,216,79,137,700,41,441,100,76,162,103,0,44,23,11,9,1,174,58,71,45,83,17,12,0,12,42
95OO13,976,231,100,131,594,55,365,101,70,123,71,0,59,20,26,11,2,115,47,35,33,151,35,24,0,6,86
95OO14,866,182,90,92,613,60,437,95,66,189,87,0,33,17,5,10,1,83,23,21,39,71,7,25,0,4,35
95OO15,870,231,90,141,523,43,269,49,53,107,60,0,42,17,10,11,4,169,60,54,55,116,28,34,1,6,47
95OO16,853,249,126,123,559,56,343,89,55,116,83,0,56,34,8,10,4,104,34,16,54,45,4,6,0,1,34
95OO17,978,204,83,121,719,71,507,137,90,178,102,0,41,20,10,10,1,100,28,26,46,55,7,18,0,6,24
95OO18,1099,306,115,191,643,68,375,82,74,139,80,0,67,32,22,13,0,133,47,33,53,150,47,18,1,7,77
95OO19,1046,246,99,147,717,50,495,87,94,234,80,0,53,32,12,6,3,119,40,29,50,83,20,18,0,4,41
95OO20,854,254,115,139,547,72,338,93,56,125,64,0,48,25,10,12,1,89,28,22,39,53,20,8,0,4,21
95OO21,904,279,112,167,513,60,286,69,58,105,54,0,52,21,15,13,3,115,35,36,44,112,19,25,0,3,65
95OO22,956,169,56,113,718,36,509,79,87,219,124,0,29,14,4,9,2,144,31,39,74,69,14,19,0,9,27
95PP01,950,243,102,141,646,63,451,113,80,178,80,0,39,18,6,13,2,93,18,24,51,61,16,13,1,5,26
95PP02,933,274,139,135,581,69,418,99,58,152,109,0,27,15,7,5,0,67,17,16,34,78,12,18,0,13,35
95PP03,971,303,130,173,600,54,402,89,84,131,98,0,35,19,10,6,0,109,36,22,51,68,13,12,0,3,40
95PP04,1081,230,110,120,767,59,541,115,81,222,123,0,62,25,14,21,2,105,27,19,59,84,15,15,0,4,50
95PP05,822,192,100,92,567,55,402,89,60,153,100,0,26,14,3,7,2,84,17,15,52,63,8,10,0,7,38
95PP06,1554,463,152,311,982,67,572,161,102,195,114,0,111,59,28,20,4,232,90,72,70,109,27,14,1,7,60
95PP07,987,250,111,139,675,48,494,120,74,187,113,0,41,25,7,9,0,92,25,23,44,62,13,8,0,7,34
95PP08,960,244,123,121,619,39,447,94,74,163,116,0,46,27,11,7,1,87,18,18,51,97,9,22,0,9,57
95PP09,757,303,118,185,383,36,149,42,27,36,44,0,47,22,12,12,1,151,47,34,70,71,12,10,1,1,47
95PP10,798,150,74,76,576,64,408,88,77,147,96,0,30,12,7,10,1,74,11,14,49,72,7,17,0,6,42
95PP11,1040,305,115,190,643,73,314,107,41,98,68,0,70,31,12,22,5,186,65,61,60,92,16,19,3,4,50
95PP12,891,199,93,106,619,46,468,113,67,176,112,0,31,10,13,7,1,74,14,16,44,73,12,16,0,14,31
95PP13,1060,364,163,201,644,58,368,83,59,141,85,0,74,39,15,18,2,144,56,36,52,52,10,10,0,7,25
95PP14,1347,373,168,205,889,85,605,164,99,223,119,0,65,38,15,9,3,134,37,36,61,85,21,18,0,11,35
95PP15,1089,236,97,139,772,66,540,127,84,237,92,0,54,24,9,18,3,112,36,32,44,81,14,18,1,6,42
95PP16,705,167,80,87,489,71,338,109,53,104,72,0,28,19,3,6,0,52,12,13,27,49,7,16,3,3,20
95PP17,1028,338,142,196,620,59,340,97,72,98,73,0,66,35,21,7,3,155,41,51,63,70,14,13,0,3,40
95PP18,1093,232,108,124,777,61,528,126,94,192,116,1,69,39,13,11,6,118,25,27,66,84,17,26,0,11,30
95PP19,933,256,86,170,610,53,383,73,67,154,89,0,42,18,15,7,2,132,41,32,59,67,17,10,0,4,36
95PP20,1379,526,188,338,755,54,411,123,70,125,93,0,107,73,15,16,3,183,75,48,60,98,15,10,1,7,65
95PP21,783,200,95,105,518,36,357,69,59,130,99,0,29,19,3,6,1,96,25,24,47,65,5,8,0,8,44
95PP22,1010,309,132,177,639,77,378,117,56,120,85,0,56,31,10,10,5,128,36,37,55,62,10,6,1,8,37
95PP23,898,199,90,109,627,49,444,108,75,161,100,0,30,16,6,6,2,104,22,27,55,72,15,9,1,7,40
95QQ01,707,263,106,157,401,60,165,67,33,28,37,0,47,24,12,9,2,129,38,36,55,43,7,7,0,3,26
95QQ02,996,223,77,146,715,76,461,166,78,138,79,3,78,43,18,17,0,97,29,32,36,58,10,19,1,1,27
95QQ03,507,168,65,103,316,41,111,45,14,27,25,0,39,16,15,5,3,125,51,35,39,23,8,2,0,3,10
95QQ04,692,190,68,122,457,53,221,89,38,49,45,1,39,17,7,9,6,143,55,44,44,45,14,9,0,1,21
95QQ05,1127,250,121,129,838,133,578,181,106,169,122,1,44,20,8,13,3,82,25,23,34,39,9,8,0,2,20
95QQ06,754,195,86,109,506,48,288,71,50,100,67,0,32,15,7,8,2,138,43,40,55,53,12,14,0,3,24
95QQ07,919,433,188,245,435,67,215,86,33,41,55,1,44,28,10,5,1,108,46,22,40,51,8,7,0,6,30
95QQ08,698,280,123,157,391,61,165,49,25,39,52,0,43,25,7,9,2,122,37,29,56,27,4,4,0,1,18
95QQ09,838,285,170,115,508,103,286,93,50,60,83,0,27,16,6,4,1,92,29,22,41,45,9,6,0,8,22
95QQ10,688,171,80,91,466,43,330,100,59,112,59,0,23,11,5,6,1,70,26,13,31,51,5,14,0,6,26
95QQ11,776,186,92,94,548,59,375,107,52,129,87,0,33,18,7,8,0,81,26,14,41,42,10,11,0,5,16
95QQ12,758,258,97,161,467,63,245,83,55,53,54,0,50,25,10,9,6,109,42,24,43,33,7,8,0,3,15
95QQ13,1031,234,110,124,736,90,464,170,84,112,98,0,64,38,14,11,1,118,41,39,38,61,13,15,0,2,31
95QQ14,2045,412,92,320,1551,103,961,265,210,321,165,0,188,103,42,35,8,299,123,95,81,82,16,22,0,6,38
95QQ15,761,294,128,166,434,55,221,74,29,54,64,0,41,23,11,5,2,117,58,15,44,33,4,2,0,3,24
95RR01,1502,242,83,159,1181,87,776,177,143,322,134,2,97,38,25,29,5,219,91,75,53,79,21,18,0,3,37
95RR02,647,141,54,87,454,50,273,66,60,76,71,0,41,14,13,10,4,90,29,27,34,52,12,10,0,1,29
95RR03,617,227,62,165,340,25,145,40,29,32,44,0,35,12,8,13,2,135,45,35,55,50,14,11,0,1,24
95RR04,752,192,78,114,519,36,305,54,59,99,93,0,35,17,6,11,1,143,61,31,51,41,4,10,0,2,25
95RR05,966,225,91,134,694,51,376,109,75,105,87,2,78,32,15,26,5,187,71,58,58,47,13,3,0,1,30
95RR06,708,138,66,72,510,40,361,60,57,151,93,0,18,7,5,5,1,91,18,24,49,60,15,15,0,2,28
95RR07,859,150,54,96,652,60,446,114,75,149,108,0,48,23,13,10,2,98,35,25,38,57,15,16,0,4,22
95RR08,713,119,48,71,537,49,382,77,69,141,95,0,28,16,3,8,1,78,18,18,42,57,10,6,0,4,37
95RR09,1381,344,79,265,925,34,519,113,110,182,114,0,145,99,26,18,2,227,95,70,62,112,27,28,0,3,54
95RR10,582,188,71,117,359,36,155,47,24,43,41,0,35,17,7,10,1,133,54,38,41,35,8,4,0,4,19
95RR11,652,141,62,79,457,36,329,68,57,107,97,0,22,8,4,7,3,70,17,16,37,54,9,8,0,8,29
95RR12,606,153,76,77,416,68,259,110,36,42,71,0,26,15,6,4,1,63,19,16,28,37,9,9,0,2,17
95RR13,657,281,137,144,337,62,177,58,21,50,48,0,28,12,5,9,2,70,20,9,41,39,7,2,0,5,25
95RR14,654,119,53,66,468,31,331,77,56,119,79,0,30,11,8,10,1,76,21,24,31,67,16,17,0,7,27
95RR15,802,151,72,79,594,28,402,67,71,174,90,0,37,17,8,10,2,127,41,40,46,57,13,11,0,3,30
95SS01,1681,293,120,173,1294,121,932,250,196,305,181,1,99,59,23,14,3,141,41,36,64,94,23,26,0,4,41
95SS02,1530,276,150,126,1198,155,797,215,140,274,168,0,77,32,20,19,6,169,70,56,43,56,16,18,0,5,17
95SS03,1189,182,91,91,937,166,681,186,108,228,159,0,33,21,5,6,1,57,14,10,33,70,15,19,0,6,30
95SS04,2935,751,197,554,2012,110,1245,337,269,444,195,3,274,156,63,45,10,380,139,134,107,172,33,37,7,2,93
95SS05,1441,394,164,230,972,149,573,213,104,137,119,4,94,60,15,16,3,152,49,35,68,75,16,11,0,7,41
95SS06,1935,299,58,241,1432,20,433,80,90,136,127,0,119,32,30,48,9,860,321,397,142,204,63,74,0,5,62
95SS07,3406,812,239,573,2328,117,1209,260,271,523,155,1,291,153,62,67,9,710,231,344,135,266,63,75,1,8,119
95SS08,1670,282,133,149,1319,161,904,252,150,325,177,1,93,44,26,14,9,160,44,48,68,69,10,17,0,8,34
95SS09,1334,336,133,203,923,145,625,211,89,200,125,0,63,41,13,8,1,90,26,19,45,75,14,14,0,7,40
95SS10,1607,424,141,283,1092,84,710,145,155,249,161,2,92,62,18,10,2,204,73,64,67,91,20,20,2,4,45
95SS11,1863,315,133,182,1403,103,984,216,161,420,187,1,97,49,19,26,3,218,68,81,69,145,36,41,0,6,62
95SS12,1251,352,191,161,837,155,513,147,91,154,121,2,60,38,11,9,2,107,37,35,35,62,10,10,0,5,37
95SS13,1336,520,196,324,734,79,367,112,84,90,81,1,113,68,18,19,8,174,56,59,59,82,13,12,0,4,53
95SS14,1246,405,178,227,777,109,412,141,71,122,78,1,98,45,19,30,4,157,67,36,54,64,12,19,1,3,29
95SS15,1516,400,208,192,1059,182,728,225,141,209,153,0,59,42,9,4,4,90,21,23,46,57,11,9,0,10,27
95SS16,1152,300,83,217,757,36,420,86,68,120,146,0,52,25,16,9,2,249,86,77,86,95,28,28,0,2,37
95SS17,1749,495,161,334,1152,97,673,215,151,187,120,1,137,87,19,28,3,244,89,65,90,102,26,16,0,6,54
95SS18,1342,517,247,270,750,97,352,105,68,107,72,0,82,41,16,20,5,219,93,56,70,75,13,14,0,9,39
95SS19,1236,436,153,283,733,84,374,128,71,104,71,0,81,45,13,18,5,194,67,55,72,67,13,12,2,1,39
95SS20,1096,284,176,108,768,169,454,159,63,107,125,0,37,22,0,9,6,108,21,23,64,44,6,9,0,10,19
95SS21,1656,253,89,164,1315,132,943,258,181,360,144,1,113,73,24,12,4,126,26,30,70,88,20,12,1,5,50
95SS22,1254,255,147,108,951,139,637,205,138,193,101,1,59,29,13,17,0,115,38,28,49,48,12,11,1,3,21
95SS23,1532,394,141,253,1066,139,703,231,116,230,126,1,98,59,19,15,5,125,43,33,49,72,20,11,0,2,39
95SS24,1914,431,151,280,1405,151,962,252,188,355,167,2,123,68,25,25,5,167,57,37,73,78,9,19,0,6,44
95SS25,1117,374,143,231,679,50,239,67,40,80,52,1,74,24,22,25,3,315,137,106,72,64,11,14,0,1,38
95SS26,1314,224,61,163,972,40,413,108,78,101,126,1,71,26,21,16,8,447,161,191,95,118,34,40,1,0,43
95SS27,1194,509,218,291,613,88,335,118,62,86,69,0,55,29,12,13,1,135,44,41,50,72,15,6,0,9,42
95SS28,1071,341,149,192,647,60,321,83,67,94,77,1,69,27,22,14,6,196,72,49,75,83,17,15,0,7,44
95SS29,1031,277,84,193,625,50,197,53,26,61,57,0,49,13,15,19,2,329,131,114,84,129,20,39,0,5,65
95SS30,1125,253,145,108,830,166,546,171,95,186,94,0,38,23,9,4,2,80,25,16,39,42,12,9,0,8,13
95TT01,838,157,84,73,605,48,450,59,71,208,112,1,29,15,9,4,1,77,13,15,49,76,16,22,0,8,30
95TT02,857,153,73,80,624,46,445,70,79,193,103,0,25,9,15,1,0,108,36,27,45,80,22,10,0,8,40
95TT03,1175,265,110,155,828,60,536,127,92,210,107,1,82,49,14,15,4,149,46,41,62,82,14,16,0,4,48
95TT04,1018,256,101,155,705,39,493,100,70,219,104,0,52,27,15,9,1,121,32,29,60,57,13,11,0,10,23
95TT05,1129,302,114,188,739,55,427,97,82,171,77,0,88,41,20,23,4,169,71,34,64,88,18,16,0,8,46
95TT06,886,185,98,87,641,48,481,85,71,196,129,1,17,10,2,5,0,94,26,18,50,60,10,17,0,3,30
95TT07,874,152,82,70,665,56,500,99,82,188,131,0,33,10,10,9,4,76,14,12,50,57,12,12,0,5,28
95TT08,851,138,71,67,658,48,505,81,100,191,133,1,29,13,8,5,3,75,11,18,46,55,14,11,0,8,22
95TT09,874,141,80,61,661,52,508,70,88,207,143,0,18,8,6,3,1,83,13,8,62,72,15,18,0,5,34
95TT10,1056,235,103,132,715,50,413,100,84,125,104,0,73,37,15,17,4,179,75,49,55,106,26,15,0,3,62
95TT11,945,144,78,66,718,55,564,95,90,245,134,0,24,10,8,4,2,75,16,21,38,83,17,15,0,9,42
95TT12,898,198,91,107,650,69,468,91,76,202,99,0,26,6,10,6,4,87,23,16,48,50,14,10,0,6,20
95TT13,1107,291,110,181,713,45,411,101,70,150,90,0,66,32,19,15,0,191,72,48,71,103,14,28,0,6,55
95TT14,830,210,85,125,550,65,331,85,59,108,79,0,35,15,9,8,3,119,24,39,56,70,15,14,0,2,39
95TT15,833,178,87,91,585,60,425,77,71,190,87,1,19,10,3,3,3,80,22,19,39,70,15,14,1,8,32
95TT16,866,169,78,91,637,59,449,73,95,177,104,0,32,17,6,8,1,97,29,19,49,60,13,15,0,5,27
95UU01,384,83,35,48,267,18,183,36,33,61,53,0,19,9,7,3,0,47,19,14,14,34,4,7,0,4,19
95UU02,439,124,61,63,304,56,154,57,14,51,32,0,22,8,3,8,3,72,22,25,25,11,1,2,0,3,5
95UU03,381,162,83,79,191,40,112,41,16,28,27,0,15,10,2,2,1,24,7,4,13,28,5,2,0,5,16
95UU04,350,145,57,88,188,30,82,29,13,17,23,0,13,5,1,7,0,63,24,20,19,17,4,3,0,0,10
95UU05,373,91,51,40,259,26,171,40,28,68,35,0,19,14,2,3,0,43,9,11,23,23,5,7,0,4,7
95UU06,569,159,66,93,379,60,221,57,33,80,51,0,20,9,5,4,2,78,25,24,29,31,5,4,0,6,16
