GeographyCode,QS303NI0001,QS303NI0002,QS303NI0003,QS303NI0004
95II22,2248,260,249,1739
95II23,2190,225,197,1768
95JJ01,2499,239,216,2044
95JJ02,2374,231,236,1907
95JJ03,2470,309,244,1917
95JJ04,3111,289,294,2528
95JJ05,1835,369,205,1261
95JJ06,2472,353,237,1882
95JJ07,2665,400,240,2025
95JJ08,3276,273,248,2755
95JJ09,1990,200,201,1589
95JJ10,2795,297,240,2258
95JJ11,3770,317,373,3080
95JJ12,2724,302,233,2189
95JJ13,3895,241,290,3364
95JJ14,2325,228,186,1911
95JJ15,1879,261,196,1422
95JJ16,1799,263,233,1303
95JJ17,2455,220,214,2021
95JJ18,2032,271,248,1513
95JJ19,2942,209,244,2489
95JJ20,4092,323,334,3435
95JJ21,2873,343,247,2283
95JJ22,2794,221,264,2309
95KK01,2578,380,215,1983
95KK02,2029,285,213,1531
95KK03,2357,277,181,1899
95KK04,2787,309,219,2259
95KK05,2616,330,183,2103
95KK06,1885,260,187,1438
95KK07,2045,193,188,1664
95KK08,2646,317,226,2103
95KK09,2187,312,214,1661
95KK10,2181,198,174,1809
95KK11,2373,342,235,1796
95KK12,2309,265,176,1868
95KK13,1817,208,160,1449
95KK14,2041,281,178,1582
95KK15,2946,277,227,2442
95KK16,2216,308,265,1643
95LL01,4931,461,367,4103
95LL02,3042,340,312,2390
95LL03,2436,376,224,1836
95LL04,2985,464,231,2290
95LL05,4119,383,268,3468
95LL06,3372,429,319,2624
95LL07,2131,343,276,1512
95LL08,3320,461,307,2552
95LL09,3150,700,360,2090
95LL10,5475,503,411,4561
95LL11,3989,326,300,3363
95LL12,4212,593,358,3261
95LL13,2745,418,240,2087
95LL14,2651,520,273,1858
95LL15,3048,475,344,2229
95LL16,6107,517,449,5141
95LL17,2539,331,277,1931
95LL18,3351,393,280,2678
95LL19,5148,454,353,4341
95LL20,2401,327,212,1862
95LL21,3983,448,386,3149
95LL22,3728,456,270,3002
95LL23,2157,346,217,1594
95LL24,3769,358,299,3112
95LL25,4536,329,356,3851
95LL26,3698,473,311,2914
95MM01,4862,542,387,3933
95MM02,3244,361,261,2622
95MM03,3508,354,260,2894
95MM04,2151,465,228,1458
95MM05,2495,582,253,1660
95MM06,2603,440,264,1899
95MM07,2601,405,302,1894
95MM08,2947,463,298,2186
95MM09,3562,410,280,2872
95MM10,2750,494,200,2056
95MM11,2277,455,201,1621
95MM12,5858,767,445,4646
95MM13,8872,1010,637,7225
95MM14,2569,453,290,1826
95MM15,4401,472,357,3572
95MM16,5745,588,376,4781
95MM17,3749,437,325,2987
95MM18,5180,520,400,4260
95MM19,3044,297,290,2457
95MM20,3366,520,406,2440
95MM21,3406,369,279,2758
95MM22,2492,334,246,1912
95MM23,2521,448,211,1862
95MM24,2503,454,263,1786
95MM25,6363,822,470,5071
95MM26,3131,445,282,2404
95MM27,3833,579,380,2874
95MM28,2351,484,263,1604
95MM29,3410,406,265,2739
95MM30,2083,426,234,1423
95NN01,3178,462,313,2403
95NN02,2211,228,239,1744
95NN03,2896,349,289,2258
95NN04,2934,518,271,2145
95NN05,2497,313,228,1956
95NN06,3542,439,294,2809
95NN07,3258,449,289,2520
95NN08,3269,295,314,2660
95NN09,3021,279,261,2481
95NN10,3193,385,319,2489
95NN11,3876,372,337,3167
95NN12,2851,307,258,2286
95NN13,3058,294,281,2483
95NN14,3559,333,278,2948
95NN15,2994,370,268,2356
95NN16,3294,270,260,2764
95NN17,2256,350,241,1665
95NN18,2702,373,255,2074
95NN19,3381,259,295,2827
95NN20,3001,327,267,2407
95NN21,2687,349,306,2032
95NN22,2686,293,241,2152
95NN23,3387,392,266,2729
95OO01,2592,344,182,2066
95OO02,2166,186,164,1816
95OO03,2651,294,237,2120
95OO04,2515,304,194,2017
95OO05,2730,353,222,2155
95OO06,2860,221,233,2406
95OO07,2510,249,201,2060
95OO08,2713,295,221,2197
95OO09,2252,237,187,1828
95OO10,3530,498,310,2722
95OO11,2485,375,234,1876
95OO12,2803,301,216,2286
95OO13,2716,197,185,2334
95OO14,2588,233,203,2152
95OO15,2357,324,192,1841
95OO16,2114,241,197,1676
95OO17,2724,274,226,2224
95OO18,2891,247,218,2426
95OO19,3009,278,218,2513
95OO20,2189,276,206,1707
95OO21,2351,298,184,1869
95OO22,3106,342,229,2535
95PP01,2586,251,222,2113
95PP02,2541,289,226,2026
95PP03,2540,282,262,1996
95PP04,3185,286,246,2653
95PP05,2367,255,213,1899
95PP06,3876,449,295,3132
95PP07,2812,297,258,2257
95PP08,2678,244,181,2253
95PP09,1707,347,196,1164
95PP10,2387,224,211,1952
95PP11,2627,376,232,2019
95PP12,2630,274,209,2147
95PP13,2588,319,243,2026
95PP14,3652,405,351,2896
95PP15,3190,237,256,2697
95PP16,1908,202,205,1501
95PP17,2580,366,236,1978
95PP18,3131,300,248,2583
95PP19,2502,286,245,1971
95PP20,3117,346,320,2451
95PP21,2167,207,191,1769
95PP22,2444,267,252,1925
95PP23,2590,271,229,2090
95QQ01,1483,237,203,1043
95QQ02,2582,210,206,2166
95QQ03,1096,164,113,819
95QQ04,1635,217,173,1245
95QQ05,2875,235,259,2381
95QQ06,2041,269,200,1572
95QQ07,1817,293,236,1288
95QQ08,1455,277,192,986
95QQ09,1916,302,240,1374
95QQ10,1851,150,166,1535
95QQ11,2027,181,204,1642
95QQ12,1811,269,170,1372
95QQ13,2568,229,229,2110
95QQ14,5430,362,359,4709
95QQ15,1593,198,182,1213
95RR01,4367,342,310,3715
95RR02,1753,221,171,1361
95RR03,1422,248,151,1023
95RR04,2022,277,206,1539
95RR05,2487,341,221,1925
95RR06,2206,235,180,1791
95RR07,2449,245,220,1984
95RR08,2106,208,163,1735
95RR09,3671,361,247,3063
95RR10,1338,214,135,989
95RR11,2407,403,252,1752
95RR12,1452,196,171,1085
95RR13,1429,249,202,978
95RR14,1969,206,141,1622
95RR15,2458,228,210,2020
95SS01,5128,474,399,4255
95SS02,4287,329,294,3664
95SS03,3372,248,313,2811
95SS04,7572,689,546,6337
95SS05,3375,334,318,2723
95SS06,5899,1010,486,4403
95SS07,9464,973,605,7886
95SS08,4698,397,394,3907
95SS09,3364,206,254,2904
95SS10,4379,394,312,3673
95SS11,5697,481,433,4783
95SS12,3054,269,286,2499
95SS13,2904,389,288,2227
95SS14,2905,371,291,2243
95SS15,3758,339,290,3129
95SS16,3164,566,266,2332
95SS17,4298,483,359,3456
95SS18,3053,515,354,2184
95SS19,2737,290,264,2183
95SS20,2605,268,299,2038
95SS21,4716,329,353,4034
95SS22,3290,290,282,2718
95SS23,3816,292,312,3212
95SS24,5139,407,367,4365
95SS25,2589,381,282,1926
95SS26,3781,547,313,2921
95SS27,2502,366,279,1857
95SS28,2594,412,261,1921
95SS29,2647,574,216,1857
95SS30,3378,277,248,2853
95TT01,2748,221,217,2310
95TT02,2685,281,216,2188
95TT03,3329,309,283,2737
95TT04,2984,316,255,2413
95TT05,3079,341,286,2452
95TT06,2723,264,232,2227
95TT07,2747,252,233,2262
95TT08,2724,234,244,2246
95TT09,2917,260,203,2454
95TT10,2852,307,247,2298
95TT11,3291,320,238,2733
95TT12,2641,268,244,2129
95TT13,2918,339,252,2327
95TT14,2211,242,219,1750
95TT15,2498,287,240,1971
95TT16,2691,253,208,2230
95UU01,1097,120,86,891
95UU02,1043,108,105,830
95UU03,879,157,97,625
95UU04,738,94,94,550
95UU05,993,127,77,789
95UU06,1452,151,124,1177
95UU07,813,84,76,653
95UU08,1205,141,118,946
95UU09,1690,157,125,1408
95UU10,1216,164,95,957
95UU11,993,89,97,807
95UU12,1354,186,135,1033
95UU13,897,113,92,692
95UU14,1732,237,141,1354
95UU15,948,128,95,725
95VV01,3211,382,279,2550
95VV02,2192,438,212,1542
95VV03,2579,439,229,1911
95VV04,3138,296,239,2603
95VV05,4506,330,247,3929
95VV06,3482,393,228,2861
95VV07,4393,462,351,3580
95VV08,3088,344,277,2467
95VV09,2665,407,224,2034
95VV10,3155,488,279,2388
95VV11,4458,370,284,3804
95VV12,3195,404,258,2533
95VV13,3473,325,234,2914
95VV14,3352,384,286,2682
95VV15,3098,452,236,2410
95VV16,3110,343,233,2534
95VV17,4356,426,307,3623
95VV18,3687,472,310,2905
95VV19,2983,404,263,2316
95VV20,2990,318,211,2461
95VV21,4037,334,271,3432
95VV22,2836,319,218,2299
95VV23,2893,332,251,2310
95VV24,3067,429,294,2344
95VV25,3770,411,238,3121
95VV26,3583,348,271,2964
95VV27,2284,400,214,1670
95VV28,3530,459,309,2762
95VV29,3366,277,257,2832
95VV30,3003,387,222,2394
95WW01,2814,428,310,2076
95WW02,3851,423,339,3089
95WW03,3638,371,349,2918
95WW04,2866,298,250,2318
95WW05,2772,342,278,2152
95WW06,3147,256,208,2683
95WW07,4255,365,363,3527
95WW08,2559,258,227,2074
95WW09,2534,338,274,1922
95WW10,2946,383,264,2299
95WW11,3078,268,252,2558
95WW12,2409,456,235,1718
95WW13,3674,249,305,3120
95WW14,2262,431,223,1608
95WW15,3316,345,282,2689
95WW16,2965,395,272,2298
95WW17,2266,328,240,1698
95WW18,2237,285,280,1672
95WW19,6225,409,414,5402
95WW20,8338,423,487,7428
95WW21,3543,466,328,2749
95WW22,2985,418,253,2314
95WW23,4894,363,355,4176
95WW24,3494,553,355,2586
95WW25,2071,421,276,1374
95XX01,5294,319,370,4605
95XX02,2652,212,254,2186
95XX03,2721,219,239,2263
95XX04,3682,332,288,3062
95XX05,2627,333,326,1968
95XX06,3778,366,318,3094
95XX07,2845,316,315,2214
95XX08,2590,261,282,2047
95XX09,2817,416,330,2071
95XX10,4894,401,333,4160
95XX11,6263,544,472,5247
95XX12,2540,204,235,2101
95XX13,2770,241,271,2258
95XX14,2477,165,209,2103
95XX15,2449,403,239,1807
95XX16,3005,347,341,2317
95XX17,3022,258,255,2509
95XX18,3012,306,255,2451
95XX19,2675,198,261,2216
95XX20,3434,380,255,2799
95XX21,2846,305,303,2238
95XX22,2215,233,235,1747
95XX23,3155,383,302,2470
95XX24,2705,294,287,2124
95XX25,2469,330,252,1887
95YY01,2508,275,233,2000
95YY02,2283,442,230,1611
95YY03,3177,299,254,2624
95YY04,3489,441,296,2752
95YY05,1675,266,192,1217
95YY06,2394,319,209,1866
95YY07,2916,351,262,2303
95YY08,2231,249,209,1773
95YY09,2315,369,272,1674
95YY10,2142,210,176,1756
95YY11,2046,328,189,1529
95YY12,2836,322,225,2289
95YY13,2833,413,256,2164
95YY14,3096,356,248,2492
95YY15,2033,338,196,1499
95YY16,2392,242,214,1936
95YY17,2350,255,200,1895
95YY18,2374,254,210,1910
95YY19,1496,260,194,1042
95YY20,2330,289,207,1834
95YY21,2440,246,179,2015
95ZZ01,2760,321,272,2167
95ZZ02,1827,367,181,1279
95ZZ03,2109,456,232,1421
95ZZ04,2670,359,274,2037
95ZZ05,2187,290,223,1674
95ZZ06,1714,369,175,1170
95ZZ07,2807,361,251,2195
95ZZ08,2593,411,238,1944
95ZZ09,2269,356,255,1658
95ZZ10,3179,386,257,2536
95ZZ11,2223,293,206,1724
95ZZ12,2190,401,239,1550
95ZZ13,2533,287,241,2005
95ZZ14,3232,475,264,2493
95ZZ15,2288,321,230,1737
95ZZ16,3262,455,302,2505
