GeographyCode,QS114NI0001,QS114NI0002,QS114NI0003
95AA01,2692,252,2440
95AA02,1066,243,823
95AA03,1093,291,802
95AA04,1865,123,1742
95AA05,1631,154,1477
95AA06,2706,361,2345
95AA07,1308,180,1128
95AA08,1039,236,803
95AA09,1340,336,1004
95AA10,1195,218,977
95AA11,3243,454,2789
95AA12,1707,116,1591
95AA13,1991,305,1686
95AA14,1398,73,1325
95AA15,2689,494,2195
95AA16,1136,294,842
95AA17,1383,264,1119
95AA18,1394,175,1219
95AA19,1582,158,1424
95BB01,2284,237,2047
95BB02,1386,315,1071
95BB03,2463,335,2128
95BB04,1802,224,1578
95BB05,2107,205,1902
95BB06,1803,517,1286
95BB07,1757,331,1426
95BB08,1658,210,1448
95BB09,1897,246,1651
95BB10,1925,348,1577
95BB11,1677,343,1334
95BB12,1626,285,1341
95BB13,2742,376,2366
95BB14,1886,173,1713
95BB15,2123,259,1864
95BB16,1898,143,1755
95BB17,2205,370,1835
95BB18,2525,325,2200
95BB19,3072,288,2784
95BB20,2072,286,1786
95BB21,2833,365,2468
95BB22,1836,424,1412
95BB23,1902,174,1728
95CC01,1523,244,1279
95CC02,1648,124,1524
95CC03,1699,397,1302
95CC04,1434,127,1307
95CC05,1597,159,1438
95CC06,1693,261,1432
95CC07,2103,211,1892
95CC08,1530,289,1241
95CC09,2082,189,1893
95CC10,1529,132,1397
95CC11,1105,256,849
95CC12,1633,137,1496
95CC13,1538,136,1402
95CC14,1838,204,1634
95CC15,1729,170,1559
95CC16,1615,228,1387
95CC17,1695,138,1557
95CC18,1393,206,1187
95CC19,1604,174,1430
95CC20,1864,222,1642
95CC21,1809,267,1542
95CC22,1067,265,802
95DD01,1142,109,1033
95DD02,2437,286,2151
95DD03,2095,261,1834
95DD04,1158,297,861
95DD05,1119,229,890
95DD06,1476,100,1376
95DD07,1926,276,1650
95DD08,1337,334,1003
95DD09,1541,116,1425
95DD10,1716,247,1469
95DD11,1426,342,1084
95DD12,1534,108,1426
95DD13,1048,220,828
95DD14,1982,217,1765
95DD15,2103,209,1894
95DD16,1849,137,1712
95DD17,2077,146,1931
95DD18,1144,251,893
95DD19,2059,263,1796
95DD20,1082,306,776
95DD21,1318,218,1100
95DD22,1920,216,1704
95DD23,1516,102,1414
95DD24,1701,178,1523
95EE01,1133,88,1045
95EE02,1352,152,1200
95EE03,1241,199,1042
95EE04,1230,129,1101
95EE05,948,87,861
95EE06,1353,84,1269
95EE07,1012,160,852
95EE08,1022,163,859
95EE09,1150,69,1081
95EE10,1114,86,1028
95EE11,1017,46,971
95EE12,1627,339,1288
95EE13,868,174,694
95EE14,1644,172,1472
95EE15,1059,81,978
95EE16,1273,107,1166
95FF01,2986,353,2633
95FF02,1683,131,1552
95FF03,1933,316,1617
95FF04,1605,80,1525
95FF05,1523,314,1209
95FF06,2485,329,2156
95FF07,1702,418,1284
95FF08,1388,225,1163
95FF09,1524,261,1263
95FF10,2162,214,1948
95FF11,1590,93,1497
95FF12,1719,203,1516
95FF13,1640,174,1466
95FF14,1461,96,1365
95FF15,1582,258,1324
95FF16,1417,206,1211
95FF17,1066,300,766
95GG01,2877,465,2412
95GG02,3487,1203,2284
95GG03,3753,747,3006
95GG04,3040,1010,2030
95GG05,4431,1046,3385
95GG06,3502,731,2771
95GG07,3414,934,2480
95GG08,3006,746,2260
95GG09,3759,672,3087
95GG10,2822,853,1969
95GG11,3654,1071,2583
95GG12,7431,1189,6242
95GG13,2861,668,2193
95GG14,2910,308,2602
95GG15,3352,537,2815
95GG16,3469,762,2707
95GG17,3197,718,2479
95GG18,3132,909,2223
95GG19,2568,966,1602
95GG20,3082,996,2086
95GG21,3230,975,2255
95GG22,3215,582,2633
95GG23,2728,323,2405
95GG24,2657,550,2107
95GG25,3428,645,2783
95GG26,2135,615,1520
95GG27,4001,886,3115
95GG28,3448,710,2738
95GG29,3276,1005,2271
95GG30,2853,453,2400
95GG31,3987,721,3266
95GG32,3816,898,2918
95GG33,3408,445,2963
95GG34,3112,476,2636
95GG35,3025,1035,1990
95GG36,3556,563,2993
95GG37,4191,793,3398
95GG38,4312,858,3454
95GG39,5070,1515,3555
95GG40,2193,866,1327
95GG41,3094,342,2752
95GG42,4576,546,4030
95GG43,3177,772,2405
95GG44,3752,1218,2534
95GG45,2834,587,2247
95GG46,3219,652,2567
95GG47,3728,1214,2514
95GG48,3377,878,2499
95GG49,6752,954,5798
95GG50,3710,1076,2634
95GG51,2409,886,1523
95HH01,1166,224,942
95HH02,1872,177,1695
95HH03,919,116,803
95HH04,2011,183,1828
95HH05,1317,322,995
95HH06,3042,321,2721
95HH07,923,288,635
95HH08,1627,273,1354
95HH09,1633,525,1108
95HH10,1474,176,1298
95HH11,826,223,603
95HH12,951,141,810
95HH13,862,252,610
95HH14,912,260,652
95HH15,1628,235,1393
95HH16,1250,195,1055
95HH17,1561,179,1382
95II01,1874,203,1671
95II02,2875,509,2366
95II03,2261,263,1998
95II04,2737,399,2338
95II05,2057,217,1840
95II06,2132,235,1897
95II07,1241,324,917
95II08,1477,264,1213
95II09,2061,284,1777
95II10,1583,341,1242
95II11,1556,192,1364
95II12,1399,152,1247
95II13,1593,351,1242
95II14,1448,143,1305
95II15,2036,202,1834
95II16,1262,163,1099
95II17,1478,335,1143
95II18,1286,331,955
95II19,2321,182,2139
95II20,1710,302,1408
95II21,1464,360,1104
95II22,1340,222,1118
95II23,1344,182,1162
95JJ01,1531,119,1412
95JJ02,1460,312,1148
95JJ03,1559,428,1131
95JJ04,1863,289,1574
95JJ05,1101,260,841
95JJ06,1525,397,1128
95JJ07,1594,395,1199
95JJ08,1932,225,1707
95JJ09,1141,122,1019
95JJ10,1589,198,1391
95JJ11,2171,373,1798
95JJ12,1625,213,1412
95JJ13,2472,314,2158
95JJ14,1414,139,1275
95JJ15,1048,172,876
95JJ16,1077,293,784
95JJ17,1449,97,1352
95JJ18,1197,330,867
95JJ19,1951,180,1771
95JJ20,2570,359,2211
95JJ21,1439,246,1193
95JJ22,1631,170,1461
95KK01,1601,146,1455
95KK02,1225,114,1111
95KK03,1421,90,1331
95KK04,1789,247,1542
95KK05,1650,124,1526
95KK06,1231,191,1040
95KK07,1218,88,1130
95KK08,1560,211,1349
95KK09,1357,269,1088
95KK10,1283,88,1195
95KK11,1485,273,1212
95KK12,1441,155,1286
95KK13,1058,104,954
95KK14,1279,150,1129
95KK15,1807,149,1658
95KK16,1364,181,1183
95LL01,3014,223,2791
95LL02,1952,426,1526
95LL03,1459,369,1090
95LL04,1809,233,1576
95LL05,2560,253,2307
95LL06,2004,360,1644
95LL07,1196,324,872
95LL08,2148,493,1655
95LL09,1832,514,1318
95LL10,3431,265,3166
95LL11,2459,251,2208
95LL12,2576,475,2101
95LL13,1717,350,1367
95LL14,1658,220,1438
95LL15,1818,321,1497
95LL16,3847,491,3356
95LL17,1507,240,1267
95LL18,1955,224,1731
95LL19,3158,343,2815
95LL20,1491,244,1247
95LL21,2348,429,1919
95LL22,2351,453,1898
95LL23,1287,284,1003
95LL24,2318,235,2083
95LL25,2832,332,2500
95LL26,2455,470,1985
95MM01,3101,581,2520
95MM02,2037,163,1874
95MM03,2112,193,1919
95MM04,1368,257,1111
95MM05,1511,452,1059
95MM06,1560,321,1239
95MM07,1552,427,1125
95MM08,1789,357,1432
95MM09,2131,268,1863
95MM10,1704,423,1281
95MM11,1378,341,1037
95MM12,3578,772,2806
95MM13,5234,949,4285
95MM14,1457,441,1016
95MM15,2623,335,2288
95MM16,3515,602,2913
95MM17,2505,371,2134
95MM18,3210,431,2779
95MM19,2052,398,1654
95MM20,1973,364,1609
95MM21,2148,269,1879
95MM22,1454,190,1264
95MM23,1707,375,1332
95MM24,1467,290,1177
95MM25,3839,952,2887
95MM26,2113,268,1845
95MM27,2325,745,1580
95MM28,1542,502,1040
95MM29,2205,610,1595
95MM30,1298,314,984
95NN01,1926,320,1606
95NN02,1354,173,1181
95NN03,1685,255,1430
95NN04,1710,453,1257
95NN05,1507,353,1154
95NN06,2073,333,1740
95NN07,2016,383,1633
95NN08,2028,203,1825
95NN09,1827,163,1664
95NN10,1822,289,1533
95NN11,2379,202,2177
95NN12,1736,317,1419
95NN13,1806,106,1700
95NN14,2018,275,1743
95NN15,1778,338,1440
95NN16,1921,134,1787
95NN17,1369,300,1069
95NN18,1612,263,1349
95NN19,2083,242,1841
95NN20,1840,176,1664
95NN21,1546,273,1273
95NN22,1636,177,1459
95NN23,2088,258,1830
95OO01,1502,114,1388
95OO02,1392,90,1302
95OO03,1581,153,1428
95OO04,1496,169,1327
95OO05,1771,341,1430
95OO06,1796,158,1638
95OO07,1531,143,1388
95OO08,1637,116,1521
95OO09,1340,128,1212
95OO10,2148,283,1865
95OO11,1560,347,1213
95OO12,1673,259,1414
95OO13,1779,198,1581
95OO14,1569,132,1437
95OO15,1440,239,1201
95OO16,1287,168,1119
95OO17,1656,168,1488
95OO18,1840,264,1576
95OO19,1819,209,1610
95OO20,1287,186,1101
95OO21,1468,234,1234
95OO22,1952,170,1782
95PP01,1565,176,1389
95PP02,1510,160,1350
95PP03,1546,227,1319
95PP04,1929,163,1766
95PP05,1409,119,1290
95PP06,2455,454,2001
95PP07,1666,184,1482
95PP08,1685,152,1533
95PP09,998,254,744
95PP10,1424,97,1327
