ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"QS601NI0001","Count","PERSONS","All usual residents: Aged 16-74 years"
"QS601NI0002","Count","PERSONS","Economically active: Total: Aged 16-74 years"
"QS601NI0003","Count","PERSONS","Economically active: Employee: Part-time:  Aged 16-74 years"
"QS601NI0004","Count","PERSONS","Economically active: Employee: Full-time:  Aged 16-74 years"
"QS601NI0005","Count","PERSONS","Economically active: Self-employed with employees: Part-time: Aged 16-74 years"
"QS601NI0006","Count","PERSONS","Economically active: Self-employed with employees: Full-time: Aged 16-74 years"
"QS601NI0007","Count","PERSONS","Economically active: Self-employed without employees: Part-time: Aged 16-74 years"
"QS601NI0008","Count","PERSONS","Economically active: Self-employed without employees: Full-time: Aged 16-74 years"
"QS601NI0009","Count","PERSONS","Economically active: Unemployed: Aged 16-74 years"
"QS601NI0010","Count","PERSONS","Economically active: Full-time student: Aged 16-74 years"
"QS601NI0011","Count","PERSONS","Economically inactive: Total: Aged 16-74 years"
"QS601NI0012","Count","PERSONS","Economically inactive: Retired: Aged 16-74 years"
"QS601NI0013","Count","PERSONS","Economically inactive: Student (including full-time students): Aged 16-74 years"
"QS601NI0014","Count","PERSONS","Economically inactive: Looking after home or family: Aged 16-74 years"
"QS601NI0015","Count","PERSONS","Economically inactive: Long-term sick or disabled: Aged 16-74 years"
"QS601NI0016","Count","PERSONS","Economically inactive: Other: Aged 16-74 years"
