GeographyCode,QS302NI0001,QS302NI0002,QS302NI0003,QS302NI0004,QS302NI0005,QS302NI0006
95AA01,4444,2565,1368,429,67,15
95AA02,1734,662,579,352,111,30
95AA03,1822,677,669,352,98,26
95AA04,3013,1550,1037,346,65,15
95AA05,2701,1365,880,325,104,27
95AA06,4647,2514,1359,568,166,40
95AA07,2140,1018,736,301,72,13
95AA08,1698,715,571,296,78,38
95AA09,2220,872,774,422,134,18
95AA10,1953,807,698,320,99,29
95AA11,5364,2795,1715,656,160,38
95AA12,2775,1530,909,268,57,11
95AA13,3307,1671,1056,446,102,32
95AA14,2349,1174,765,345,50,15
95AA15,4186,2115,1396,479,142,54
95AA16,1807,716,652,308,95,36
95AA17,2142,1029,688,291,105,29
95AA18,2439,1212,827,316,70,14
95AA19,2687,1459,786,345,84,13
95BB01,3609,1787,1261,453,90,18
95BB02,2347,815,827,490,165,50
95BB03,4219,1720,1485,752,211,51
95BB04,3048,1299,1115,497,118,19
95BB05,3401,1579,1151,510,125,36
95BB06,2870,1006,991,621,186,66
95BB07,2953,1237,1018,536,120,42
95BB08,2625,1146,862,453,129,35
95BB09,2943,1353,1079,425,74,12
95BB10,3327,1505,1171,503,112,36
95BB11,2955,1110,1007,627,159,52
95BB12,2776,1278,950,408,114,26
95BB13,4444,2092,1511,617,173,51
95BB14,3116,1580,1076,367,77,16
95BB15,3489,1694,1107,506,144,38
95BB16,3136,1578,1061,414,74,9
95BB17,3556,1599,1263,533,130,31
95BB18,4279,1980,1408,627,215,49
95BB19,4788,2346,1712,563,148,19
95BB20,3413,1589,997,556,221,50
95BB21,4719,2104,1577,756,216,66
95BB22,3040,1324,1017,502,152,45
95BB23,3025,1415,1086,427,86,11
95CC01,2558,1166,788,423,149,32
95CC02,2725,1514,769,326,98,18
95CC03,2817,1256,906,456,158,41
95CC04,2440,1323,664,345,86,22
95CC05,2774,1415,790,422,119,28
95CC06,2776,1427,885,355,82,27
95CC07,3475,1943,1000,415,92,25
95CC08,2565,1274,727,377,151,36
95CC09,3354,1715,1177,384,61,17
95CC10,2577,1308,785,361,100,23
95CC11,1795,768,545,357,96,29
95CC12,2785,1484,822,384,77,18
95CC13,2474,1348,709,324,77,16
95CC14,3035,1506,975,425,109,20
95CC15,2903,1501,859,392,119,32
95CC16,2820,1309,926,460,100,25
95CC17,2730,1516,784,336,77,17
95CC18,2342,1115,771,357,80,19
95CC19,2720,1422,817,363,94,24
95CC20,3010,1528,998,376,89,19
95CC21,2925,1393,931,441,135,25
95CC22,1740,696,620,338,71,15
95DD01,2099,972,722,317,72,16
95DD02,3888,1995,1285,476,117,15
95DD03,3503,1737,1288,396,69,13
95DD04,1926,719,657,376,138,36
95DD05,1739,682,645,310,83,19
95DD06,2588,1137,921,410,95,25
95DD07,3363,1563,1128,542,103,27
95DD08,2126,728,812,435,117,34
95DD09,2590,1379,804,325,69,13
95DD10,2805,1272,953,458,107,15
95DD11,2363,1049,846,364,82,22
95DD12,2610,1289,864,367,71,19
95DD13,1784,739,648,313,68,16
95DD14,3277,1713,1123,363,64,14
95DD15,3451,1958,1033,356,86,18
95DD16,2981,1517,957,395,90,22
95DD17,3461,1884,1076,397,83,21
95DD18,1885,726,612,409,105,33
95DD19,3364,1551,1150,489,145,29
95DD20,1746,640,606,377,101,22
