GeographyCode,QS410NI0001,QS410NI0002,QS410NI0003
95AA01,1653,1522,131
95AA02,929,839,90
95AA03,880,845,35
95AA04,1061,1014,47
95AA05,960,920,40
95AA06,1629,1570,59
95AA07,854,820,34
95AA08,734,699,35
95AA09,975,943,32
95AA10,812,792,20
95AA11,2044,1993,51
95AA12,1014,971,43
95AA13,1312,1239,73
95AA14,820,779,41
95AA15,1641,1595,46
95AA16,865,832,33
95AA17,884,855,29
95AA18,1076,1004,72
95AA19,848,832,16
95BB01,1356,1307,49
95BB02,1167,1126,41
95BB03,1970,1776,194
95BB04,1358,1307,51
95BB05,1405,1318,87
95BB06,1670,1518,152
95BB07,1383,1315,68
95BB08,1083,1068,15
95BB09,1332,1253,79
95BB10,1685,1509,176
95BB11,1432,1338,94
95BB12,1191,1130,61
95BB13,1728,1687,41
95BB14,1251,1172,79
95BB15,1408,1287,121
95BB16,1231,1176,55
95BB17,1447,1399,48
95BB18,1759,1638,121
95BB19,1771,1724,47
95BB20,1441,1290,151
95BB21,2077,1821,256
95BB22,1239,1194,45
95BB23,1185,1161,24
95CC01,956,904,52
95CC02,931,875,56
95CC03,1200,1127,73
95CC04,891,790,101
95CC05,1021,954,67
95CC06,1150,1096,54
95CC07,1234,1108,126
95CC08,1056,990,66
95CC09,1290,1190,100
95CC10,974,901,73
95CC11,896,786,110
95CC12,959,890,69
95CC13,869,817,52
95CC14,1192,1132,60
95CC15,1092,1007,85
95CC16,1126,1076,50
95CC17,971,897,74
95CC18,1017,937,80
95CC19,1053,981,72
95CC20,1165,1127,38
95CC21,1237,1167,70
95CC22,911,842,69
95DD01,881,836,45
95DD02,1533,1490,43
95DD03,1431,1389,42
95DD04,886,859,27
95DD05,705,685,20
95DD06,967,944,23
95DD07,1467,1412,55
95DD08,1098,1041,57
95DD09,981,929,52
95DD10,1224,1180,44
95DD11,974,955,19
95DD12,934,890,44
95DD13,768,741,27
95DD14,1288,1233,55
95DD15,1228,1174,54
95DD16,1092,1019,73
95DD17,1207,1148,59
95DD18,933,873,60
95DD19,1319,1275,44
95DD20,866,826,40
95DD21,927,891,36
95DD22,1209,1156,53
95DD23,950,881,69
95DD24,1005,990,15
95EE01,600,592,8
95EE02,823,790,33
95EE03,838,808,30
95EE04,758,736,22
95EE05,600,577,23
95EE06,712,692,20
95EE07,767,740,27
95EE08,777,711,66
95EE09,632,605,27
95EE10,619,598,21
95EE11,567,551,16
95EE12,1095,1059,36
95EE13,785,718,67
95EE14,1060,1016,44
95EE15,628,606,22
95EE16,757,709,48
95FF01,1795,1740,55
95FF02,1007,923,84
95FF03,1216,1169,47
95FF04,920,862,58
95FF05,1195,1119,76
95FF06,1608,1540,68
95FF07,1222,1154,68
95FF08,1040,993,47
95FF09,1066,1000,66
95FF10,1309,1216,93
95FF11,938,873,65
95FF12,1059,1018,41
95FF13,1019,977,42
95FF14,953,862,91
95FF15,1136,1073,63
95FF16,976,927,49
95FF17,919,857,62
95GG01,2055,2004,51
95GG02,2697,2568,129
95GG03,2819,2667,152
95GG04,2450,2297,153
95GG05,3056,2800,256
95GG06,2485,2381,104
95GG07,2409,2269,140
95GG08,2312,2151,161
95GG09,2738,2604,134
95GG10,2220,2017,203
95GG11,2866,2686,180
95GG12,4508,3429,1079
95GG13,2237,2116,121
95GG14,1860,1817,43
95GG15,2670,2544,126
95GG16,2397,2230,167
95GG17,2237,2137,100
95GG18,2283,2143,140
95GG19,2366,2239,127
95GG20,2879,2359,520
95GG21,2417,2262,155
95GG22,2282,2208,74
95GG23,1878,1821,57
95GG24,2092,1945,147
95GG25,2236,2194,42
95GG26,1753,1654,99
95GG27,2559,2467,92
95GG28,2411,2325,86
95GG29,2924,2430,494
95GG30,2172,2083,89
95GG31,2516,2463,53
95GG32,2804,2649,155
95GG33,2371,2195,176
95GG34,2102,1999,103
95GG35,2449,2244,205
95GG36,2586,2481,105
95GG37,2813,2687,126
95GG38,3046,2915,131
95GG39,4029,3616,413
95GG40,1996,1861,135
95GG41,2289,2173,116
95GG42,2773,2606,167
95GG43,2444,2316,128
95GG44,2881,2705,176
95GG45,2200,2129,71
95GG46,1957,1932,25
95GG47,3176,2641,535
95GG48,2081,2051,30
95GG49,3847,3351,496
95GG50,2844,2653,191
95GG51,2289,2081,208
95HH01,925,890,35
95HH02,1076,1063,13
95HH03,750,726,24
95HH04,1169,1160,9
95HH05,939,908,31
95HH06,1711,1682,29
95HH07,775,733,42
95HH08,1158,1083,75
95HH09,1590,1423,167
95HH10,983,945,38
95HH11,670,655,15
95HH12,637,626,11
95HH13,637,614,23
95HH14,789,764,25
95HH15,1111,1083,28
95HH16,963,917,46
95HH17,959,928,31
95II01,1305,1260,45
95II02,1977,1911,66
95II03,1339,1304,35
95II04,1732,1672,60
95II05,1332,1301,31
