GeographyCode,QS604NI0001,QS604NI0002,QS604NI0003,QS604NI0004,QS604NI0005,QS604NI0006,QS604NI0007,QS604NI0008,QS604NI0009,QS604NI0010,QS604NI0011,QS604NI0012,QS604NI0013,QS604NI0014,QS604NI0015,QS604NI0016,QS604NI0017,QS604NI0018,QS604NI0019,QS604NI0020,QS604NI0021,QS604NI0022,QS604NI0023,QS604NI0024,QS604NI0025,QS604NI0026,QS604NI0027,QS604NI0028
95JJ08,1498,58,3,112,45,4,8,9,13,17,16,2,6,84,318,46,126,23,32,15,79,39,103,194,177,80,1,0
95JJ09,886,68,1,77,27,3,3,15,13,2,14,0,4,58,141,22,91,16,19,5,50,29,49,105,109,41,0,1
95JJ10,1147,59,7,136,26,4,2,9,44,32,19,6,3,175,204,43,55,13,30,10,43,24,56,101,128,53,1,0
95JJ11,1576,11,3,96,28,2,5,8,19,17,17,7,10,64,286,39,142,29,27,30,83,61,135,236,195,119,3,0
95JJ12,1142,33,3,155,51,6,6,8,33,21,30,4,16,186,187,31,61,15,29,9,41,27,54,102,127,58,3,1
95JJ13,1917,18,8,160,42,6,9,11,31,34,27,5,6,112,372,56,107,36,50,30,86,90,184,252,253,88,2,2
95JJ14,1073,91,3,80,33,1,1,6,12,15,12,5,7,84,202,29,74,16,25,2,55,44,84,113,116,42,0,1
95JJ15,778,7,1,60,31,1,1,3,6,11,7,1,1,35,137,19,59,12,23,5,40,28,63,113,123,51,0,0
95JJ16,712,10,0,34,11,1,1,2,7,8,4,4,1,32,159,17,100,10,15,8,34,28,46,83,97,34,0,0
95JJ17,1091,109,11,93,33,3,1,4,22,13,17,5,4,152,165,31,48,8,28,7,46,36,57,111,149,31,0,0
95JJ18,833,9,1,67,25,0,2,4,18,12,6,5,4,40,134,24,120,14,15,9,40,32,65,102,95,56,1,0
95JJ19,1346,21,3,54,21,0,12,0,4,9,8,1,5,51,359,27,150,15,27,18,68,34,75,222,145,70,0,1
95JJ20,1915,12,3,126,38,1,3,11,25,27,21,10,9,93,406,84,131,35,45,23,75,99,208,235,249,71,0,1
95JJ21,1127,10,2,84,38,2,3,2,14,18,7,4,6,42,321,44,126,13,20,12,41,36,63,126,121,56,0,0
95JJ22,1223,8,1,88,33,0,4,12,16,15,8,3,3,57,223,28,72,23,40,18,77,51,125,187,159,59,0,1
95KK01,987,51,3,123,24,2,3,5,34,20,35,2,16,174,140,29,44,12,16,9,36,16,56,78,143,39,0,0
95KK02,913,45,2,125,44,5,2,3,17,19,35,2,9,116,155,38,44,15,19,5,53,22,53,61,122,27,0,0
95KK03,991,78,13,128,21,3,7,4,36,30,27,5,5,194,174,35,33,3,12,4,22,22,45,96,94,28,0,0
95KK04,1183,13,6,249,96,3,6,7,46,37,54,1,7,113,236,29,84,16,14,6,49,40,50,88,131,49,2,0
95KK05,1104,79,7,156,27,5,7,10,45,30,32,3,7,182,185,29,35,4,20,7,39,25,47,111,123,44,0,1
95KK06,794,12,3,181,70,5,6,3,30,25,42,3,3,66,172,22,47,8,16,5,27,19,24,57,82,47,0,0
95KK07,950,78,9,121,25,2,5,6,30,16,37,3,7,130,183,35,25,13,19,3,40,28,51,77,95,33,0,0
95KK08,1161,38,3,168,50,3,2,6,38,30,39,3,9,150,204,57,43,18,20,4,44,36,55,112,136,60,1,0
95KK09,958,15,2,235,122,4,4,11,39,21,34,2,10,69,199,28,58,10,23,5,39,27,38,73,77,47,1,0
95KK10,1033,94,9,143,37,3,1,4,46,15,37,4,9,129,210,39,49,12,16,4,49,29,30,70,105,32,0,0
95KK11,994,10,1,186,88,4,3,6,39,22,24,1,3,84,241,28,45,12,33,6,43,37,47,66,110,40,0,1
95KK12,976,65,3,159,48,5,4,1,42,29,30,0,3,153,158,27,42,15,13,1,19,29,51,76,134,27,1,0
95KK13,806,74,1,105,27,4,4,2,22,17,29,3,2,83,168,33,34,10,14,2,31,29,30,71,72,43,0,1
95KK14,854,72,1,140,30,10,3,10,36,25,26,3,2,96,148,28,29,10,11,3,36,18,32,88,102,33,2,0
95KK15,1344,85,3,178,30,8,8,15,45,23,49,1,9,195,205,34,38,20,35,9,55,43,71,145,172,46,0,0
95KK16,948,10,4,178,76,6,4,9,23,25,35,4,5,81,202,22,57,16,21,2,43,18,33,96,101,55,0,0
95LL01,2345,64,6,276,64,19,22,27,39,45,60,9,21,253,416,93,101,37,50,24,120,67,194,224,305,84,1,0
95LL02,1402,11,3,317,134,20,3,38,16,34,72,2,10,87,247,62,83,34,27,15,49,64,68,100,155,68,0,0
95LL03,969,20,1,182,68,22,4,35,10,21,22,5,3,80,202,51,44,21,7,9,49,43,45,51,124,32,0,0
95LL04,1228,21,1,193,78,9,2,27,17,22,38,3,6,85,231,61,82,19,32,11,43,53,62,116,161,47,1,0
95LL05,2030,33,2,282,69,40,9,39,38,53,34,15,9,188,398,57,70,52,49,17,86,67,139,202,286,76,2,0
95LL06,1477,22,1,265,80,32,5,55,18,38,37,4,14,96,304,61,75,19,15,14,53,78,86,91,217,62,0,0
95LL07,756,4,0,189,65,11,8,19,24,28,34,1,12,45,145,33,45,11,11,5,32,46,34,27,91,25,0,0
95LL08,1339,16,1,329,123,11,2,63,11,32,87,1,12,69,221,55,120,14,16,12,32,78,59,92,169,37,3,3
95LL09,1041,8,0,207,85,7,16,26,27,21,25,2,11,76,213,38,73,16,17,7,27,36,52,69,145,42,1,1
95LL10,2640,41,3,385,112,27,27,45,42,64,68,15,31,226,480,88,124,63,72,28,105,77,187,254,354,106,1,0
95LL11,1990,57,3,221,52,13,6,43,36,43,28,6,14,172,384,78,63,55,48,11,91,114,146,172,270,82,1,2
95LL12,1521,15,2,247,92,16,15,32,15,40,37,1,20,96,336,76,118,21,33,7,48,62,77,117,184,60,0,1
95LL13,1076,9,3,235,69,12,12,47,18,26,51,4,14,55,232,34,65,10,17,3,26,54,50,78,155,32,0,0
95LL14,939,6,2,175,69,14,14,26,13,20,19,2,9,69,196,29,67,16,22,5,26,44,60,59,109,43,0,0
95LL15,1302,10,1,216,56,24,8,43,20,34,31,6,7,70,253,53,50,27,35,18,69,48,81,108,205,44,1,0
95LL16,3068,35,3,547,182,36,14,98,31,79,107,9,10,154,533,115,162,78,75,25,129,116,192,301,492,86,2,4
95LL17,1097,9,0,189,47,25,8,40,15,25,29,1,6,66,187,35,52,24,17,10,39,49,67,95,201,49,0,1
95LL18,1518,7,3,202,37,12,5,39,29,32,48,4,15,107,336,47,45,38,30,14,72,63,129,137,205,61,2,1
95LL19,2535,40,1,309,63,13,7,65,40,56,65,12,15,196,443,98,104,75,79,29,119,94,205,230,378,108,0,0
95LL20,998,4,1,209,58,17,13,35,25,23,38,1,6,97,238,35,49,10,19,4,26,41,52,44,123,39,0,0
95LL21,1703,16,1,278,84,22,13,43,25,29,62,6,12,121,339,61,95,32,42,16,63,54,103,145,246,73,0,0
95LL22,1605,4,1,273,79,19,22,42,29,34,48,0,16,122,337,64,94,22,34,11,60,43,89,132,227,75,0,1
95LL23,843,2,1,192,61,18,3,30,11,27,42,1,10,57,190,38,61,12,10,3,19,34,49,43,78,43,0,0
95LL24,1878,101,7,228,58,14,3,49,29,30,45,5,19,201,329,84,62,30,35,16,81,65,113,197,233,70,1,1
95LL25,2329,26,3,311,68,21,14,61,34,54,59,10,7,159,458,60,64,58,60,12,119,102,216,247,322,94,1,0
95LL26,1691,12,2,282,78,25,29,37,28,35,50,10,10,135,298,71,96,30,55,22,90,39,123,140,190,86,0,0
95MM01,2059,16,3,184,27,24,2,14,27,65,25,11,21,99,390,71,119,73,62,19,67,101,125,204,395,95,2,2
95MM02,1436,5,3,90,8,8,7,17,9,27,14,5,4,62,229,43,70,45,62,28,105,40,85,271,229,55,2,3
95MM03,1493,68,3,132,21,11,3,19,28,20,30,6,7,271,228,44,48,36,43,10,51,50,93,138,218,46,0,1
95MM04,711,4,0,55,2,4,1,6,8,30,4,2,7,25,145,26,40,29,21,12,22,51,29,101,112,30,0,0
95MM05,642,4,2,59,11,7,0,3,7,24,7,2,3,43,118,29,51,18,21,13,18,43,37,53,87,40,0,1
95MM06,856,8,0,64,6,7,0,9,5,30,7,5,4,58,157,45,66,35,23,12,23,53,40,97,105,60,0,1
95MM07,985,5,0,85,22,13,0,9,6,22,13,3,15,45,158,38,70,20,33,11,39,64,76,102,169,50,1,1
95MM08,1144,6,2,85,13,10,0,17,6,21,18,8,18,47,232,49,63,27,31,10,39,54,66,138,219,49,0,1
95MM09,1434,41,4,151,17,27,8,12,28,35,24,6,6,187,253,47,67,34,43,20,41,56,85,130,209,49,2,3
95MM10,717,2,0,62,9,10,0,11,10,17,5,0,7,42,149,34,60,23,17,6,20,59,50,60,88,38,0,0
95MM11,585,0,1,35,5,4,1,1,2,13,9,0,6,35,117,24,54,15,17,3,15,57,32,55,88,30,1,0
95MM12,2014,28,2,159,22,18,4,15,14,59,27,5,12,113,431,78,146,63,72,17,63,110,89,236,281,106,1,2
95MM13,3276,15,0,298,39,25,7,35,33,113,46,6,23,193,581,133,169,114,100,40,133,160,205,453,505,143,1,4
95MM14,859,2,1,83,20,11,0,10,5,27,10,2,16,34,148,31,65,34,23,5,25,56,60,63,182,29,0,0
95MM15,1876,36,3,184,26,25,4,25,15,50,39,13,15,116,300,59,90,43,60,21,75,103,168,234,301,53,0,2
95MM16,2487,27,3,283,76,33,2,24,19,99,30,15,32,114,395,88,179,73,66,29,106,105,179,266,431,93,0,3
95MM17,1639,5,1,130,13,16,4,11,19,45,22,5,15,95,291,65,82,53,60,17,86,70,117,226,234,86,1,0
95MM18,2289,56,1,217,28,17,4,24,42,68,34,13,26,204,400,98,101,78,61,24,77,90,141,230,375,96,0,1
95MM19,1467,3,3,138,21,14,5,14,11,54,19,5,13,80,265,54,71,47,34,16,41,96,111,127,322,41,0,0
95MM20,1257,5,2,106,17,19,2,11,5,34,18,7,9,74,254,39,78,39,27,16,30,69,96,97,261,45,2,1
95MM21,1535,9,1,152,25,15,2,14,21,58,17,1,18,112,280,51,76,40,50,19,62,79,100,166,253,64,2,0
95MM22,964,0,1,71,11,8,3,5,6,26,12,4,6,44,154,29,60,47,34,15,43,53,64,151,139,48,1,0
95MM23,901,4,0,85,10,6,3,4,18,37,7,0,1,47,162,34,75,53,23,10,36,44,49,115,127,36,0,0
95MM24,640,5,2,45,10,4,3,7,6,12,3,3,7,44,147,26,36,27,20,2,15,41,28,66,93,32,1,0
95MM25,2033,8,5,169,28,14,5,18,12,72,20,9,7,121,397,80,148,91,84,26,59,133,102,197,280,115,1,1
95MM26,1264,3,1,129,13,15,5,7,11,56,22,7,8,66,240,42,78,47,50,13,41,68,88,167,160,54,0,2
95MM27,1372,12,3,113,20,6,2,7,15,53,10,2,11,57,299,29,177,47,32,24,43,87,76,146,134,74,5,1
95MM28,749,4,0,59,9,8,1,9,9,19,4,8,9,35,138,32,56,38,25,11,20,47,26,70,140,31,0,0
95MM29,1321,11,2,105,31,15,3,14,13,23,6,3,15,72,235,31,102,41,48,16,30,77,74,131,249,77,0,2
95MM30,607,5,0,39,7,2,0,4,9,12,5,0,6,35,98,37,44,30,14,12,20,39,35,56,73,61,0,3
95NN01,1284,65,2,91,44,3,1,5,15,10,13,2,12,120,216,41,73,25,29,10,40,41,103,111,232,70,0,1
95NN02,1021,7,0,39,6,1,1,3,7,10,11,2,9,83,148,15,54,13,46,10,38,34,109,126,244,44,0,0
95NN03,1287,7,4,108,15,4,1,10,25,32,21,4,5,134,235,54,67,29,43,12,35,68,100,85,223,70,2,2
95NN04,1054,4,2,52,12,2,0,3,6,13,16,1,11,107,168,43,64,21,31,8,37,45,96,85,231,47,1,0
95NN05,1102,8,1,77,5,3,2,4,22,22,19,1,13,145,184,35,61,23,31,7,46,50,110,81,171,57,0,1
95NN06,1462,13,1,102,19,5,2,5,32,20,19,3,9,244,204,51,113,25,38,8,50,35,128,147,225,66,0,0
95NN07,1361,12,1,58,14,4,0,12,6,9,13,4,13,137,217,43,83,19,28,11,44,53,140,119,308,70,1,0
95NN08,1597,38,2,99,24,3,5,9,16,22,20,5,6,198,265,35,80,38,51,13,74,85,143,160,239,65,0,1
95NN09,1497,70,2,125,14,10,8,27,17,22,27,5,7,175,200,30,57,48,43,12,83,55,145,144,216,79,0,1
95NN10,1319,7,4,64,9,2,1,8,12,19,13,4,4,116,180,37,125,26,42,18,71,29,101,164,238,89,0,0
95NN11,1826,41,4,88,7,8,1,12,21,22,17,10,22,275,311,39,90,31,60,11,80,57,162,162,307,72,2,2
95NN12,1259,31,0,69,6,4,0,10,22,13,14,5,10,157,182,31,88,28,34,12,59,50,93,142,195,72,1,0
95NN13,1461,44,4,103,5,8,3,17,30,16,24,7,10,224,218,23,75,39,37,9,72,56,123,147,203,67,0,0
95NN14,1617,75,1,55,5,3,2,4,12,9,20,4,18,146,209,44,76,26,21,8,50,167,251,116,275,73,2,0
95NN15,1275,14,3,139,39,7,6,36,12,19,20,8,11,120,183,35,60,25,37,20,56,62,167,100,185,49,1,0
95NN16,1587,71,6,95,17,1,2,5,29,23,18,10,6,151,246,40,74,41,58,22,106,71,129,171,217,72,1,0
95NN17,863,23,1,58,12,0,0,5,4,21,16,1,6,86,151,27,128,13,14,11,25,23,57,69,117,53,0,0
95NN18,1116,14,0,42,13,2,1,0,3,14,9,3,6,102,192,26,62,25,37,22,60,30,106,129,204,55,0,1
95NN19,1668,31,9,112,16,4,2,6,19,38,27,7,9,116,269,39,65,52,81,20,107,69,183,175,254,68,2,0
95NN20,1434,63,4,84,6,3,9,8,17,17,24,7,10,204,216,37,73,29,38,10,85,50,92,131,231,68,2,0
95NN21,1068,13,1,60,7,6,0,7,8,21,11,3,4,112,149,23,141,22,36,7,47,33,102,97,137,80,1,0
95NN22,1258,72,2,56,9,6,0,4,9,12,16,7,13,166,164,34,57,28,39,9,66,38,100,148,190,69,0,0
95NN23,1494,56,2,79,12,3,6,11,17,18,12,3,5,260,215,42,110,28,36,13,85,33,88,170,186,82,1,0
95OO01,1058,82,7,148,39,0,6,5,45,32,21,3,4,180,148,46,27,15,16,9,42,17,50,110,123,31,0,0
95OO02,1094,93,2,171,41,4,3,5,57,35,26,3,5,109,127,37,50,14,20,7,46,26,52,129,164,38,1,0
95OO03,1205,101,6,193,62,5,1,21,43,32,29,5,8,116,230,44,45,13,11,4,55,35,56,109,132,38,2,2
95OO04,1070,78,7,156,34,2,2,3,57,30,28,2,5,119,140,52,42,14,24,2,49,22,38,129,153,38,0,0
95OO05,1140,28,4,387,268,6,1,15,28,22,47,2,3,61,179,41,53,8,14,4,35,34,43,89,105,49,1,0
95OO06,1400,97,2,237,93,4,4,16,54,18,48,6,9,188,229,45,39,17,27,2,69,36,68,134,146,49,0,0
95OO07,1226,132,4,187,50,3,1,21,48,20,44,7,5,150,184,44,32,18,8,5,44,27,46,115,173,43,2,0
95OO08,1245,66,6,192,59,5,8,21,43,21,35,10,3,130,207,50,44,14,24,2,60,34,62,135,144,57,4,1
95OO09,1021,93,14,156,57,7,9,7,26,21,29,3,3,119,143,38,26,16,16,5,28,19,47,96,166,33,0,0
95OO10,1328,37,7,228,47,2,8,15,59,65,32,3,11,162,209,43,45,22,19,1,67,29,66,138,181,59,1,0
95OO11,868,21,2,164,43,2,7,6,37,46,23,2,7,98,136,29,48,8,15,7,36,23,30,85,120,37,0,0
95OO12,1152,25,2,204,61,5,8,15,39,43,33,2,8,132,183,50,50,13,26,5,52,41,49,122,123,65,0,0
95OO13,1393,31,2,477,305,4,1,33,37,38,59,2,7,75,190,53,53,15,27,6,33,66,60,92,148,54,1,1
95OO14,1157,58,1,151,49,2,3,12,35,25,25,4,5,155,185,35,36,22,23,7,67,32,56,113,152,54,1,0
95OO15,901,14,3,256,143,3,0,10,25,39,36,3,4,65,143,27,47,7,21,4,26,38,46,74,94,29,0,0
95OO16,972,74,14,200,88,19,23,11,25,13,21,5,4,73,144,39,40,9,23,7,39,30,43,88,108,30,1,1
95OO17,1305,73,7,208,82,6,4,28,30,32,26,6,12,101,238,72,43,24,24,9,64,46,53,108,165,49,1,2
95OO18,1375,25,3,392,237,9,3,16,38,31,58,5,8,71,208,38,62,19,20,13,65,73,58,124,134,57,0,0
95OO19,1409,67,3,242,70,9,5,20,38,36,64,5,12,108,235,80,53,26,28,13,71,39,62,155,155,50,5,0
95OO20,973,31,4,202,113,6,1,15,19,20,28,1,12,55,198,48,46,9,24,5,42,37,37,91,107,23,0,1
95OO21,1002,17,0,231,154,6,0,5,24,21,21,2,5,77,170,30,57,23,17,5,46,36,53,105,97,31,0,0
95OO22,1352,43,10,222,40,5,11,10,64,52,40,4,11,234,193,50,47,17,18,3,56,25,61,135,172,50,0,1
95PP01,1239,59,4,145,21,7,15,12,53,15,22,4,10,93,243,38,53,14,50,6,51,46,100,129,156,38,0,0
95PP02,1094,81,15,103,10,5,2,8,48,12,18,7,4,164,138,38,51,21,46,2,41,11,60,111,159,36,4,2
95PP03,1063,73,7,97,8,3,3,1,54,6,22,4,3,126,187,30,67,7,45,12,40,23,56,93,133,59,1,0
95PP04,1502,94,11,120,15,5,8,5,52,15,20,5,11,182,246,39,73,52,69,7,53,44,70,130,221,73,1,1
95PP05,1108,119,22,107,28,13,7,7,26,5,21,1,6,139,179,24,38,17,46,13,25,25,56,109,136,45,1,0
95PP06,1832,19,7,192,44,6,17,11,40,34,40,11,7,104,350,56,148,57,87,9,64,60,88,212,284,76,1,0
95PP07,1291,86,11,76,10,9,9,6,19,5,18,2,3,159,202,35,82,17,39,16,49,42,72,139,192,68,1,0
95PP08,1295,95,59,212,18,4,9,11,103,5,62,6,9,142,182,33,52,21,50,3,34,33,34,110,170,48,2,0
95PP09,602,6,2,74,15,4,8,3,20,8,16,2,5,34,133,23,55,17,19,3,11,30,15,46,90,36,0,1
95PP10,1035,92,27,118,32,2,3,10,47,0,24,2,3,141,173,33,42,5,36,1,28,25,32,89,129,57,2,0
95PP11,1058,10,6,93,13,4,4,5,35,11,21,2,9,64,220,38,78,25,53,12,44,47,41,113,158,44,1,0
95PP12,1191,99,14,149,22,3,11,6,71,5,31,2,10,144,182,35,47,21,50,8,46,26,50,108,154,45,0,1
95PP13,1031,20,9,97,21,2,19,3,27,6,19,1,5,99,223,42,93,28,37,11,38,18,39,106,120,45,0,0
95PP14,1610,91,3,132,27,2,31,5,31,18,18,2,16,168,295,71,100,27,36,15,58,29,111,127,250,78,0,1
95PP15,1539,77,8,152,30,4,27,7,46,12,26,4,6,143,279,55,84,37,65,11,48,59,106,153,212,40,0,0
95PP16,880,54,4,89,14,5,18,4,18,15,15,1,1,84,163,25,49,24,19,8,33,42,63,74,108,38,1,0
95PP17,1000,20,9,165,57,6,4,11,57,9,21,4,2,91,196,43,64,16,38,3,30,37,41,57,137,47,0,0
95PP18,1514,107,18,181,42,8,8,3,63,22,35,5,4,155,271,62,82,14,65,10,46,52,79,135,170,55,2,1
95PP19,982,81,18,128,45,8,5,10,33,6,21,0,5,105,169,57,46,18,44,1,22,24,30,75,119,39,0,1
95PP20,1445,19,6,133,29,9,7,4,30,24,30,4,5,120,277,54,134,35,64,13,53,35,77,137,203,74,0,2
95PP21,971,81,5,100,39,3,5,6,20,4,23,1,5,173,142,40,37,13,29,6,34,27,40,87,105,44,0,2
95PP22,1105,18,3,90,18,1,13,9,23,4,22,3,6,67,267,32,62,43,42,6,35,55,70,109,166,31,0,0
95PP23,1187,73,17,113,27,6,12,4,28,13,23,2,8,160,220,42,59,16,53,5,41,30,56,86,165,39,2,0
95QQ01,551,3,2,75,8,1,0,12,16,26,12,6,3,42,98,47,34,9,12,6,24,33,31,27,64,34,1,0
95QQ02,1343,27,6,127,19,3,5,9,19,53,19,22,14,126,227,80,54,32,54,14,47,57,100,102,176,78,0,0
95QQ03,411,1,1,65,4,2,1,14,8,30,6,3,4,28,78,30,33,4,9,2,8,22,34,15,54,19,0,1
95QQ04,700,4,2,112,7,0,1,23,12,51,18,8,4,53,115,53,48,6,16,2,22,39,46,42,98,28,1,1
95QQ05,1389,12,9,182,13,3,1,39,23,81,22,22,7,90,191,94,44,42,45,13,61,49,116,154,193,64,1,0
95QQ06,851,38,7,91,7,3,0,24,10,27,20,6,2,156,90,48,51,12,16,2,31,34,44,64,120,39,0,0
95QQ07,742,3,2,78,3,3,0,9,6,40,17,8,4,63,150,69,51,13,28,6,19,36,50,36,79,47,0,0
95QQ08,551,4,5,81,6,2,1,15,10,32,15,9,7,41,99,45,39,12,9,4,13,27,36,33,67,20,0,0
95QQ09,758,4,5,101,6,1,0,18,8,51,17,17,3,51,107,82,43,19,11,5,31,25,56,67,89,42,0,0
95QQ10,894,77,16,95,12,1,2,15,14,37,14,5,5,103,119,54,50,7,21,7,36,26,67,72,99,34,1,0
95QQ11,1005,59,10,85,11,0,4,9,9,37,15,14,9,76,158,86,44,18,31,8,37,42,90,72,123,43,0,0
95QQ12,793,8,0,94,7,2,2,18,10,43,12,12,6,59,114,83,47,19,24,8,22,34,53,62,107,40,1,0
95QQ13,1268,46,2,139,13,8,4,9,21,63,21,29,8,102,194,73,40,33,56,7,37,56,116,113,151,65,1,0
95QQ14,2902,68,9,388,43,3,2,63,56,168,53,44,31,226,496,217,117,65,100,22,114,110,211,212,351,119,0,2
95QQ15,703,2,4,107,5,1,2,13,12,56,18,13,10,69,107,58,41,9,18,2,19,20,64,50,78,31,1,0
95RR01,1949,61,5,177,37,16,16,17,15,29,47,13,12,168,290,48,110,30,54,23,83,117,243,185,258,69,1,2
95RR02,703,24,5,56,5,5,7,4,9,8,18,3,7,105,110,19,50,4,18,10,18,32,58,56,104,22,0,2
95RR03,413,1,3,35,8,3,4,3,4,8,5,1,4,42,73,19,41,5,5,3,10,16,36,43,58,17,0,1
95RR04,703,10,2,58,8,5,7,6,14,7,11,1,8,164,95,19,34,14,33,8,33,15,46,66,75,22,0,0
95RR05,931,11,1,64,8,9,6,11,5,13,12,9,7,57,167,32,64,8,24,16,21,74,99,91,148,38,0,0
95RR06,867,38,1,69,9,5,2,6,23,8,16,4,2,241,117,20,29,15,17,4,28,24,42,66,123,26,0,1
95RR07,1065,38,8,102,16,8,13,11,11,19,24,11,10,143,149,33,48,12,32,9,35,60,91,101,143,40,0,0
95RR08,921,51,2,71,7,6,8,10,11,14,15,8,6,166,114,27,37,4,25,7,35,28,79,94,132,35,0,0
95RR09,1648,24,5,122,14,9,10,12,19,31,27,11,11,182,251,75,99,44,43,14,58,82,140,129,272,85,0,1
95RR10,353,2,4,34,6,4,1,4,5,6,8,1,1,42,60,13,32,3,1,2,10,18,25,31,50,24,0,0
95RR11,833,61,8,88,25,3,5,1,10,13,31,5,5,97,126,24,40,5,18,6,32,39,89,73,81,32,2,2
95RR12,576,2,1,50,2,3,5,5,8,13,14,1,4,50,81,26,32,3,17,3,17,36,80,65,82,26,0,0
95RR13,461,3,1,39,7,3,3,5,5,9,7,3,3,40,68,18,37,3,16,6,16,19,52,58,60,19,0,0
95RR14,797,71,9,61,9,4,4,4,9,13,18,3,9,132,105,13,39,11,24,3,31,26,64,70,98,24,4,0
95RR15,997,47,2,93,5,5,8,7,29,15,24,3,6,248,95,26,33,9,25,8,41,26,52,114,140,29,0,0
95SS01,2525,77,2,279,45,21,3,38,45,72,55,7,17,185,502,112,73,60,63,18,126,83,252,211,341,113,1,3
95SS02,2040,5,0,168,28,8,2,17,21,53,39,18,5,111,390,61,80,55,121,24,106,68,230,236,276,82,1,3
95SS03,1687,74,5,140,27,4,1,13,26,33,36,9,10,134,316,41,56,46,53,18,122,56,140,139,239,87,1,1
95SS04,3949,21,7,400,80,19,5,54,53,103,86,16,19,235,790,155,180,94,185,28,196,155,426,311,560,166,3,2
95SS05,1690,15,0,152,21,8,1,21,28,27,46,10,12,99,363,42,67,54,48,12,92,64,181,150,236,91,2,0
95SS06,1543,5,1,79,12,3,0,5,15,29,15,4,13,77,381,95,127,26,48,16,43,92,100,121,245,70,0,0
95SS07,4222,8,5,314,35,11,5,40,40,121,62,22,27,234,789,208,195,127,207,47,178,153,359,382,759,201,5,2
95SS08,2273,60,7,173,21,14,3,14,28,42,51,14,10,203,401,59,83,62,92,21,141,80,233,228,317,87,1,1
95SS09,1675,41,5,107,15,5,2,7,20,31,27,6,9,109,227,28,68,54,76,33,157,59,118,198,293,85,1,1
95SS10,2259,6,0,107,12,4,1,15,15,37,23,8,7,91,368,99,96,85,120,30,142,68,241,349,350,92,0,0
95SS11,2853,83,10,248,43,10,6,36,37,64,52,10,35,257,554,143,115,64,95,20,109,86,232,295,393,103,0,1
95SS12,1389,3,0,128,22,5,0,19,16,37,29,3,4,61,275,50,57,42,42,17,72,45,169,154,212,52,2,1
95SS13,1311,3,0,144,25,16,0,11,21,50,21,5,17,67,290,63,91,17,33,5,45,78,100,68,203,82,0,0
95SS14,1230,4,3,121,22,14,2,12,19,29,23,2,13,70,252,55,62,21,37,9,57,59,99,111,177,77,1,0
95SS15,1774,37,1,134,20,6,0,18,27,37,26,4,11,115,302,48,68,50,86,12,178,65,178,167,244,72,1,1
95SS16,1230,3,0,83,14,8,0,9,9,29,14,3,10,61,226,63,88,32,50,10,31,47,123,137,192,71,0,0
95SS17,2069,5,1,239,33,28,6,38,34,52,48,9,13,112,459,99,118,33,64,15,67,81,243,122,290,99,0,0
95SS18,1201,1,1,137,18,9,1,17,32,28,32,4,11,78,269,50,64,21,26,6,43,59,100,66,208,54,3,0
95SS19,1329,3,0,136,18,5,2,14,21,39,37,4,3,80,295,56,61,32,28,11,65,62,109,96,218,69,1,0
95SS20,1191,6,3,100,23,6,3,11,12,21,24,4,8,77,259,37,55,27,40,8,63,48,134,92,171,57,1,1
95SS21,2521,57,3,225,39,8,11,26,40,66,35,10,12,214,472,104,96,60,84,13,143,82,284,202,335,122,2,1
95SS22,1505,7,0,109,20,7,0,14,11,36,21,7,3,79,254,44,58,34,53,10,65,63,319,143,204,53,0,0
95SS23,1904,22,2,170,27,8,6,24,28,43,34,15,3,154,352,66,75,59,67,19,107,58,213,161,282,78,1,0
95SS24,2590,42,2,243,53,6,4,50,26,59,45,10,9,113,399,81,120,85,120,28,155,108,318,267,388,99,0,3
95SS25,896,1,1,127,22,13,0,20,27,16,29,2,8,53,192,49,79,7,17,2,13,69,62,40,132,41,1,0
95SS26,1424,1,5,91,8,4,0,7,12,41,19,4,7,98,265,72,93,29,49,14,48,61,135,160,220,71,1,0
95SS27,1093,1,0,125,19,1,1,13,19,35,37,7,7,59,212,50,44,25,42,9,40,49,101,78,178,65,1,0
95SS28,1101,6,3,123,22,14,0,20,24,18,25,7,5,74,261,39,76,10,26,7,26,47,84,75,186,45,1,0
95SS29,767,2,1,47,8,4,0,6,6,18,5,2,4,48,140,52,62,15,37,9,29,40,52,54,116,57,0,0
95SS30,1721,3,1,88,12,5,0,9,9,28,25,6,2,53,217,31,43,36,53,16,78,89,577,158,193,76,1,0
95TT01,1281,44,12,160,18,3,13,13,60,23,30,3,4,225,182,41,48,27,32,15,46,28,68,135,170,41,0,0
95TT02,1161,39,14,144,19,6,7,10,37,43,22,0,8,229,157,43,41,24,13,9,33,35,56,118,167,30,1,0
95TT03,1497,34,12,208,28,7,17,22,60,28,46,2,21,220,218,49,51,20,34,10,50,38,82,140,245,61,2,0
95TT04,1266,52,7,154,21,5,6,7,47,28,40,6,9,295,162,40,66,9,29,6,32,20,55,127,149,47,1,0
95TT05,1317,16,6,156,35,8,4,12,43,20,34,2,17,184,233,39,92,13,25,13,44,37,65,132,185,57,0,1
95TT06,1222,37,7,148,21,8,8,10,42,32,27,3,11,242,160,37,51,14,20,15,43,22,78,131,166,34,1,2
95TT07,1325,57,5,178,29,15,9,6,55,35,29,4,12,184,207,55,44,18,27,10,62,24,75,142,192,28,1,0
