GeographyCode,QS401NI0001,QS401NI0002,QS401NI0003,QS401NI0004,QS401NI0005,QS401NI0006,QS401NI0007,QS401NI0008,QS401NI0009,QS401NI0010,QS401NI0011,QS401NI0012
95AA01,4290,4290,4155,2567,1112,476,125,116,9,0,10,0
95AA02,1734,1734,1474,209,211,1054,260,256,4,0,0,0
95AA03,1822,1822,1776,205,356,1215,46,40,6,0,0,0
95AA04,3002,3002,2948,2583,233,132,16,16,0,0,38,0
95AA05,2654,2654,2620,1622,863,135,29,19,6,4,5,0
95AA06,4604,4604,4456,2117,1600,739,148,129,4,15,0,0
95AA07,2119,2119,2085,1291,292,502,29,29,0,0,5,0
95AA08,1676,1676,1636,180,268,1188,40,40,0,0,0,0
95AA09,2143,2143,1971,621,177,1173,171,163,8,0,1,0
95AA10,1953,1953,1846,585,649,612,107,102,5,0,0,0
95AA11,5129,5129,4943,2219,1674,1050,186,161,17,8,0,0
95AA12,2775,2775,2767,2344,310,113,5,1,3,1,3,0
95AA13,3268,3266,3118,1460,1256,402,148,93,25,30,0,2
95AA14,2302,2302,2288,2139,105,44,2,1,1,0,12,0
95AA15,4102,4102,3850,772,1696,1382,252,236,16,0,0,0
95AA16,1807,1807,1594,138,327,1129,213,204,9,0,0,0
95AA17,2142,2142,2068,402,856,810,74,68,6,0,0,0
95AA18,2373,2373,2240,1576,368,296,133,119,8,6,0,0
95AA19,2645,2645,2610,1769,556,285,23,22,0,1,12,0
95BB01,3609,3609,3554,1792,1259,503,55,43,2,10,0,0
95BB02,2334,2334,1859,513,792,554,475,453,22,0,0,0
95BB03,4217,4217,4078,2012,1048,1018,65,47,8,10,74,0
95BB04,3009,3009,2915,1502,846,567,94,79,9,6,0,0
95BB05,3401,3401,3372,2150,641,581,29,16,12,1,0,0
95BB06,2870,2870,2244,167,515,1562,626,574,24,28,0,0
95BB07,2896,2896,2640,803,961,876,254,218,20,16,2,0
95BB08,2625,2625,2589,464,1552,573,36,33,3,0,0,0
95BB09,2909,2909,2780,1371,868,541,127,103,24,0,2,0
95BB10,3278,3278,2916,1533,469,914,361,324,17,20,1,0
95BB11,2903,2903,2738,775,956,1007,165,164,1,0,0,0
95BB12,2776,2776,2687,1116,285,1286,89,75,13,1,0,0
95BB13,4438,4438,4374,1629,1863,882,64,53,9,2,0,0
95BB14,3088,3088,3078,2422,339,317,8,6,2,0,2,0
95BB15,3489,3489,3460,2025,728,707,19,8,4,7,10,0
