GeographyCode,QS202NI0001,QS202NI0002,QS202NI0003,QS202NI0004,QS202NI0005,QS202NI0006,QS202NI0007
95AA01,1522,1486,2,7,19,4,4
95AA02,839,833,1,3,0,1,1
95AA03,845,835,0,3,2,4,1
95AA04,1014,1006,1,3,1,3,0
95AA05,920,913,0,2,4,1,0
95AA06,1570,1555,0,5,3,6,1
95AA07,820,818,0,1,0,0,1
95AA08,699,691,3,4,0,1,0
95AA09,943,911,12,15,1,4,0
95AA10,792,779,8,3,2,0,0
95AA11,1993,1941,8,37,4,2,1
95AA12,971,969,1,0,0,1,0
95AA13,1239,1233,3,2,0,1,0
95AA14,779,776,0,2,1,0,0
95AA15,1595,1514,4,64,6,6,1
95AA16,832,816,4,6,4,1,1
95AA17,855,842,2,9,1,1,0
95AA18,1004,986,1,14,0,2,1
95AA19,832,825,0,6,0,0,1
95BB01,1307,1297,4,2,3,0,1
95BB02,1126,1121,1,3,1,0,0
95BB03,1776,1764,1,4,2,3,2
95BB04,1307,1299,2,3,1,2,0
95BB05,1318,1309,3,3,1,1,1
95BB06,1518,1496,5,15,0,0,2
95BB07,1315,1304,0,8,0,2,1
95BB08,1068,1060,2,3,0,2,1
95BB09,1253,1246,2,3,0,2,0
95BB10,1509,1488,0,14,2,2,3
95BB11,1338,1329,0,5,1,2,1
95BB12,1130,1118,4,6,0,0,2
95BB13,1687,1675,4,7,1,0,0
95BB14,1172,1169,1,1,0,0,1
95BB15,1287,1280,0,3,2,1,1
95BB16,1176,1175,0,0,0,1,0
95BB17,1399,1394,3,0,0,1,1
95BB18,1638,1631,3,2,1,0,1
95BB19,1724,1710,7,6,1,0,0
95BB20,1290,1284,3,0,0,2,1
95BB21,1821,1818,1,0,0,1,1
95BB22,1194,1186,5,0,1,1,1
95BB23,1161,1148,3,7,2,1,0
95CC01,904,892,5,5,0,0,2
95CC02,875,868,1,2,0,3,1
95CC03,1127,1109,11,6,0,1,0
95CC04,790,787,1,0,0,0,2
95CC05,954,948,0,5,0,0,1
95CC06,1096,1088,3,3,1,1,0
95CC07,1108,1106,0,1,0,0,1
95CC08,990,981,0,8,1,0,0
95CC09,1190,1188,1,0,1,0,0
95CC10,901,896,0,1,2,2,0
95CC11,786,784,0,0,0,1,1
95CC12,890,886,0,3,0,0,1
95CC13,817,814,1,0,0,0,2
95CC14,1132,1129,0,2,0,1,0
95CC15,1007,1000,1,2,1,3,0
95CC16,1076,1072,0,1,1,1,1
95CC17,897,896,0,1,0,0,0
95CC18,937,927,3,6,1,0,0
95CC19,981,981,0,0,0,0,0
95CC20,1127,1124,0,2,0,0,1
95CC21,1167,1162,4,0,0,1,0
95CC22,842,833,3,3,1,2,0
95DD01,836,821,2,11,1,0,1
95DD02,1490,1478,3,4,0,2,3
95DD03,1389,1365,4,17,0,3,0
95DD04,859,854,0,2,0,0,3
95DD05,685,675,0,5,4,1,0
95DD06,944,938,5,0,0,0,1
95DD07,1412,1410,2,0,0,0,0
95DD08,1041,1021,7,9,0,0,4
95DD09,929,925,1,0,2,1,0
95DD10,1180,1176,1,3,0,0,0
95DD11,955,948,2,4,1,0,0
95DD12,890,889,0,0,0,0,1
95DD13,741,729,2,6,2,1,1
95DD14,1233,1216,9,5,2,1,0
95DD15,1174,1173,0,1,0,0,0
95DD16,1019,1015,0,3,0,0,1
95DD17,1148,1144,1,1,1,0,1
95DD18,873,857,1,6,2,4,3
95DD19,1275,1267,2,2,3,1,0
95DD20,826,824,2,0,0,0,0
95DD21,891,879,0,7,1,2,2
95DD22,1156,1147,2,3,0,0,4
95DD23,881,879,0,0,0,0,2
95DD24,990,984,4,2,0,0,0
95EE01,592,592,0,0,0,0,0
95EE02,790,789,0,0,0,1,0
95EE03,808,805,0,2,0,1,0
95EE04,736,731,1,0,1,1,2
95EE05,577,575,0,0,1,1,0
95EE06,692,688,0,0,2,1,1
95EE07,740,737,2,1,0,0,0
95EE08,711,703,3,5,0,0,0
95EE09,605,605,0,0,0,0,0
95EE10,598,595,0,0,1,2,0
95EE11,551,551,0,0,0,0,0
95EE12,1059,1054,2,2,0,1,0
95EE13,718,712,3,2,1,0,0
95EE14,1016,1013,2,1,0,0,0
95EE15,606,604,0,0,0,2,0
95EE16,709,709,0,0,0,0,0
95FF01,1740,1727,1,8,0,1,3
95FF02,923,920,0,1,0,1,1
95FF03,1169,1163,1,1,0,1,3
95FF04,862,857,1,2,1,0,1
95FF05,1119,1111,0,6,0,2,0
95FF06,1540,1531,0,6,1,1,1
95FF07,1154,1150,1,0,1,1,1
95FF08,993,986,2,4,1,0,0
95FF09,1000,996,1,2,1,0,0
95FF10,1216,1204,2,1,2,2,5
95FF11,873,871,1,1,0,0,0
95FF12,1018,1013,1,0,1,3,0
95FF13,977,972,1,2,0,2,0
95FF14,862,862,0,0,0,0,0
95FF15,1073,1064,5,1,0,0,3
95FF16,927,923,2,0,1,0,1
95FF17,857,850,3,3,0,1,0
95GG01,2004,1994,1,8,1,0,0
95GG02,2568,2554,2,3,4,4,1
95GG03,2667,2584,21,41,9,5,7
95GG04,2297,2248,7,21,8,6,7
95GG05,2800,2649,54,59,21,5,12
95GG06,2381,2347,7,16,4,3,4
95GG07,2269,2157,14,83,9,6,0
95GG08,2151,2125,0,14,6,1,5
95GG09,2604,2560,15,10,5,6,8
95GG10,2017,1969,9,11,12,6,10
95GG11,2686,2638,16,11,13,6,2
95GG12,3429,3162,76,86,52,27,26
95GG13,2116,2090,4,17,2,2,1
95GG14,1817,1804,0,4,4,0,5
95GG15,2544,2505,5,23,0,7,4
95GG16,2230,2187,0,28,9,6,0
95GG17,2137,2118,2,7,8,2,0
95GG18,2143,2097,5,33,3,4,1
95GG19,2239,2223,6,2,3,4,1
95GG20,2359,2288,12,32,19,4,4
95GG21,2262,2187,8,55,3,4,5
95GG22,2208,2178,5,8,10,5,2
95GG23,1821,1739,25,51,2,2,2
95GG24,1945,1889,6,39,5,2,4
95GG25,2194,2176,0,16,0,1,1
95GG26,1654,1639,2,4,6,0,3
95GG27,2467,2456,0,6,4,1,0
95GG28,2325,2292,4,16,6,2,5
95GG29,2430,2304,10,95,15,6,0
95GG30,2083,2059,8,6,4,2,4
95GG31,2463,2443,0,10,6,4,0
95GG32,2649,2576,4,46,15,6,2
95GG33,2195,2124,18,32,7,6,8
95GG34,1999,1930,5,47,9,1,7
95GG35,2244,2215,2,15,5,0,7
95GG36,2481,2462,10,4,2,1,2
95GG37,2687,2638,5,17,8,11,8
