GeographyCode,QS214NI0001,QS214NI0002,QS214NI0003,QS214NI0004,QS214NI0005,QS214NI0006,QS214NI0007,QS214NI0008,QS214NI0009,QS214NI0010
95GG23,4413,221,73,16,0,29,3,242,13,3816
95GG24,4383,177,65,20,1,19,6,182,18,3895
95GG25,5366,470,200,37,4,59,14,696,80,3806
95GG26,3587,80,32,3,1,3,5,74,16,3373
95GG27,6230,513,251,26,2,55,13,629,74,4667
95GG28,5395,69,29,6,1,5,2,73,7,5203
95GG29,4739,84,25,5,2,7,1,69,7,4539
95GG30,4654,54,20,5,3,8,5,49,4,4506
95GG31,6297,501,248,21,4,53,21,542,67,4840
95GG32,6072,239,112,13,7,28,8,311,29,5325
95GG33,5417,320,105,47,4,33,18,273,44,4573
95GG34,4741,279,120,36,4,38,12,355,38,3859
95GG35,4729,314,154,28,5,26,9,297,35,3861
95GG36,5370,90,25,10,1,11,3,69,12,5149
95GG37,5824,274,70,32,3,43,13,263,39,5087
95GG38,6301,403,109,48,3,48,19,439,36,5196
95GG39,6952,295,90,21,5,29,20,272,22,6198
95GG40,3654,36,10,1,3,3,2,46,3,3550
95GG41,5382,64,27,12,3,6,6,56,5,5203
95GG42,7931,447,123,65,8,50,15,558,52,6613
95GG43,4659,52,20,6,2,5,4,61,2,4507
95GG44,5338,106,33,7,2,9,2,71,4,5104
95GG45,4658,139,36,21,2,17,6,138,9,4290
95GG46,5049,387,186,21,8,32,18,449,82,3866
95GG47,5588,372,165,24,9,48,21,435,65,4449
95GG48,5432,362,196,16,3,32,9,478,74,4262
95GG49,7974,433,101,61,6,43,14,475,30,6811
95GG50,5219,142,27,14,2,11,3,108,10,4902
95GG51,3898,23,14,5,1,5,2,34,3,3811
95HH01,1983,27,7,8,1,2,2,16,0,1920
95HH02,2861,13,7,3,0,1,2,4,0,2831
95HH03,1625,19,7,3,0,3,1,20,1,1571
95HH04,2989,19,5,2,0,3,1,21,2,2936
95HH05,2051,17,7,4,2,1,0,18,1,2001
95HH06,4602,40,6,0,0,1,0,23,2,4530
95HH07,1438,12,3,1,0,4,1,6,1,1410
95HH08,2530,44,5,10,0,2,1,31,6,2431
95HH09,2541,30,12,2,1,2,3,26,2,2463
95HH10,2407,24,7,1,0,4,1,15,0,2355
95HH11,1358,13,5,0,0,1,0,4,1,1334
95HH12,1503,14,1,0,0,1,0,10,0,1477
95HH13,1340,26,2,0,0,0,1,4,0,1307
95HH14,1481,14,2,1,0,1,1,10,0,1452
95HH15,2551,16,1,4,0,2,0,19,0,2509
95HH16,2093,39,9,4,1,1,1,18,0,2020
95HH17,2386,11,8,3,0,3,0,8,2,2351
95II01,3007,29,2,1,0,3,0,13,1,2958
95II02,4800,134,41,21,0,16,1,136,18,4433
95II03,3380,136,30,14,4,22,8,99,9,3058
95II04,4143,29,6,1,3,2,0,29,3,4070
95II05,3429,121,55,10,5,14,7,133,25,3059
95II06,3225,126,52,9,0,12,4,91,8,2923
95II07,1999,30,5,2,0,2,0,21,6,1933
95II08,2322,30,8,7,0,2,1,16,1,2257
95II09,3238,21,10,1,2,2,0,18,4,3180
95II10,2501,36,7,1,0,2,0,15,4,2436
95II11,2470,82,32,13,2,2,4,115,10,2210
95II12,2435,14,6,3,2,6,0,22,2,2380
95II13,2578,30,2,6,0,1,0,31,2,2506
95II14,2473,77,9,10,1,3,3,46,5,2319
95II15,3199,126,45,20,5,16,11,124,14,2838
95II16,2060,14,10,0,0,1,2,16,1,2016
95II17,2424,24,5,3,0,1,0,15,6,2370
95II18,2155,24,6,4,0,2,2,16,1,2100
95II19,3683,63,13,4,0,1,1,57,6,3538
95II20,2654,100,32,22,0,12,1,89,7,2391
95II21,2301,13,5,3,0,2,1,11,1,2265
95II22,2164,25,5,3,0,0,1,15,2,2113
95II23,2116,97,23,8,3,5,2,57,10,1911
95JJ01,2416,60,23,1,2,6,2,38,7,2277
95JJ02,2315,67,18,12,2,6,4,56,5,2145
95JJ03,2338,27,12,1,0,0,3,26,1,2268
95JJ04,2997,43,16,3,2,4,1,17,5,2906
95JJ05,1771,44,18,4,3,4,3,27,4,1664
95JJ06,2357,58,16,3,1,8,3,31,6,2231
95JJ07,2517,41,24,1,2,5,1,28,5,2410
95JJ08,3175,80,37,3,2,19,1,80,7,2946
95JJ09,1948,20,4,2,0,0,0,24,1,1897
95JJ10,2679,149,60,9,2,12,0,123,13,2311
95JJ11,3639,64,15,4,0,4,2,51,10,3489
95JJ12,2595,142,54,8,5,18,6,118,20,2224
95JJ13,3725,59,7,7,0,4,0,50,5,3593
95JJ14,2242,26,4,4,1,2,1,20,5,2179
95JJ15,1813,55,14,6,3,5,6,19,7,1698
95JJ16,1750,44,16,3,0,3,1,49,6,1628
95JJ17,2360,124,54,5,4,14,3,73,10,2073
95JJ18,1983,49,20,2,2,5,3,29,4,1869
95JJ19,2874,99,32,18,2,15,4,175,13,2516
95JJ20,3968,60,20,6,0,3,1,40,4,3834
95JJ21,2801,72,20,13,1,16,1,89,11,2578
95JJ22,2727,67,17,4,0,0,1,34,7,2597
95KK01,2435,221,83,14,2,20,6,158,23,1908
95KK02,1927,50,28,3,2,6,1,36,10,1791
95KK03,2228,216,81,17,6,22,17,182,26,1661
95KK04,2634,165,104,16,1,17,14,142,24,2151
95KK05,2505,230,70,15,4,17,16,166,13,1974
95KK06,1812,76,33,11,1,10,9,58,4,1610
95KK07,1989,72,20,4,2,4,0,46,12,1829
95KK08,2494,87,25,2,1,11,2,66,9,2291
95KK09,2088,57,31,2,1,4,3,80,5,1905
95KK10,2086,79,33,11,3,6,5,71,9,1869
95KK11,2272,51,26,5,0,6,1,71,4,2108
95KK12,2199,218,72,8,1,18,6,184,22,1670
95KK13,1756,61,9,2,0,1,2,26,3,1652
95KK14,1977,109,39,3,2,10,6,101,9,1698
95KK15,2767,199,60,9,1,25,0,160,20,2293
95KK16,2151,145,52,9,0,16,6,130,15,1778
95LL01,4688,313,101,21,2,34,13,325,32,3847
95LL02,2878,52,19,9,2,11,4,42,4,2735
95LL03,2285,31,8,7,0,3,0,43,4,2189
95LL04,2837,187,68,11,1,30,3,182,19,2336
95LL05,3970,71,26,4,2,4,3,81,5,3774
95LL06,3214,47,14,4,3,4,0,36,3,3103
95LL07,2034,15,9,0,0,0,0,32,1,1977
95LL08,3176,210,76,11,0,24,10,208,25,2612
95LL09,3031,175,61,7,2,20,7,157,16,2586
95LL10,5242,421,134,28,5,56,18,443,51,4086
95LL11,3775,43,9,5,0,2,1,44,2,3669
95LL12,3920,185,96,14,1,32,5,199,19,3369
95LL13,2601,113,52,14,2,15,8,74,12,2311
95LL14,2566,246,73,9,1,12,6,181,21,2017
95LL15,2949,29,8,3,0,1,0,37,3,2868
95LL16,5755,111,37,13,2,12,12,102,11,5455
95LL17,2450,10,4,2,0,1,0,26,2,2405
95LL18,3198,27,6,0,0,2,2,19,2,3140
95LL19,4920,79,23,7,1,21,1,97,8,4683
95LL20,2289,91,20,2,2,11,6,68,5,2084
95LL21,3753,186,57,13,0,21,3,144,21,3308
95LL22,3502,230,90,19,5,29,7,240,34,2848
95LL23,2058,43,8,1,1,3,1,34,1,1966
95LL24,3574,130,49,13,0,22,6,114,18,3222
95LL25,4341,28,10,11,0,6,1,35,5,4245
95LL26,3559,305,98,36,9,34,16,305,42,2714
95MM01,4620,144,47,11,1,27,5,119,10,4256
95MM02,3167,238,76,29,2,19,14,328,25,2436
95MM03,3338,194,73,22,1,21,12,173,18,2824
95MM04,2091,127,59,7,1,20,9,145,13,1710
95MM05,2399,165,58,5,4,17,5,141,30,1974
95MM06,2500,161,45,12,1,11,7,100,9,2154
95MM07,2491,48,12,5,2,3,4,44,5,2368
95MM08,2855,133,47,13,0,11,5,127,13,2506
95MM09,3412,151,37,18,1,13,7,141,16,3028
95MM10,2633,126,66,9,2,9,4,165,29,2223
95MM11,2188,118,51,3,2,15,2,133,12,1852
95MM12,5563,277,107,36,1,44,16,335,36,4711
95MM13,8451,476,185,38,4,63,21,581,84,6999
95MM14,2459,80,31,21,0,12,6,66,6,2237
95MM15,4234,141,37,12,1,8,7,112,21,3895
95MM16,5397,236,77,20,1,26,18,187,29,4803
95MM17,3622,228,86,18,1,23,10,266,33,2957
95MM18,4932,246,57,27,3,16,3,206,19,4355
95MM19,2904,81,20,6,0,6,9,63,13,2706
95MM20,3259,61,13,5,2,2,3,38,4,3131
95MM21,3277,86,42,8,0,13,7,108,7,3006
95MM22,2424,171,50,17,2,20,10,188,20,1946
95MM23,2442,141,63,18,3,19,6,158,11,2023
95MM24,2406,131,47,14,1,19,3,173,12,2006
95MM25,6022,325,177,20,3,46,9,413,51,4978
95MM26,3021,187,75,24,2,27,14,229,17,2446
95MM27,3724,265,103,31,4,26,16,326,31,2922
95MM28,2276,120,54,6,1,14,3,130,20,1928
95MM29,3214,174,72,9,1,22,4,193,23,2716
95MM30,2020,121,46,11,8,10,2,159,23,1640
95NN01,3047,192,52,11,2,11,5,106,14,2654
95NN02,2143,109,42,15,3,14,6,95,18,1841
95NN03,2763,35,12,2,1,3,0,25,4,2681
95NN04,2755,160,52,9,4,11,3,106,11,2399
95NN05,2381,59,19,4,1,6,4,47,14,2227
95NN06,3337,238,107,10,4,30,4,279,33,2632
95NN07,3096,174,45,9,2,14,5,119,16,2712
95NN08,3166,119,25,14,2,17,5,82,6,2896
95NN09,2921,61,22,6,0,12,3,36,7,2774
95NN10,3090,173,47,21,2,26,3,159,17,2642
95NN11,3711,167,59,15,1,21,5,124,22,3297
95NN12,2718,136,50,11,1,14,4,95,19,2388
95NN13,2942,95,22,10,1,8,1,66,6,2733
95NN14,3388,148,69,12,0,15,4,121,22,2997
95NN15,2867,45,22,7,0,6,1,51,3,2732
95NN16,3181,65,12,3,0,9,2,53,4,3033
95NN17,2163,101,34,6,2,8,9,76,16,1911
95NN18,2613,150,53,8,0,16,5,103,11,2267
95NN19,3278,66,25,3,0,6,5,51,10,3112
95NN20,2885,122,35,9,0,10,3,97,6,2603
95NN21,2593,131,44,15,3,21,5,114,17,2243
95NN22,2584,136,44,8,5,15,8,91,11,2266
95NN23,3260,239,88,14,3,30,17,211,23,2635
95OO01,2458,211,68,16,5,16,12,182,15,1933
95OO02,2088,130,51,13,3,25,4,142,19,1701
95OO03,2514,115,25,4,2,13,3,108,9,2235
95OO04,2401,189,69,8,3,16,10,179,32,1895
95OO05,2564,173,64,11,1,15,17,166,16,2101
95OO06,2731,190,56,13,0,18,7,158,20,2269
95OO07,2401,118,56,5,4,17,9,179,19,1994
95OO08,2601,158,57,8,1,30,9,156,19,2163
95OO09,2162,169,52,6,2,22,9,184,28,1690
95OO10,3329,368,129,26,4,44,15,346,48,2349
95OO11,2363,239,87,19,3,32,8,179,32,1764
95OO12,2665,223,72,16,0,24,4,222,34,2070
95OO13,2584,93,21,4,2,9,4,67,12,2372
95OO14,2466,193,67,13,2,36,14,189,24,1928
95OO15,2239,165,49,14,5,18,4,167,21,1796
95OO16,2025,34,14,0,0,2,2,33,2,1938
95OO17,2577,54,20,5,0,5,4,50,6,2433
95OO18,2737,129,54,7,3,20,4,159,10,2351
95OO19,2843,154,77,17,5,24,8,180,16,2362
95OO20,2094,63,29,3,0,6,2,77,9,1905
95OO21,2260,161,64,11,2,27,5,222,25,1743
95OO22,2973,300,149,24,2,53,13,351,48,2033
95PP01,2478,49,24,3,1,3,3,35,11,2349
95PP02,2465,193,66,18,5,17,15,169,21,1961
95PP03,2452,153,59,10,1,22,12,125,23,2047
95PP04,3048,164,35,17,3,14,8,106,15,2686
95PP05,2282,83,17,9,6,6,2,69,6,2084
95PP06,3714,184,32,22,2,24,8,143,17,3282
95PP07,2684,146,45,14,3,10,5,85,31,2345
95PP08,2543,170,57,11,2,15,11,152,24,2101
95PP09,1646,87,26,4,1,14,7,53,5,1449
95PP10,2293,143,59,16,2,17,5,152,22,1877
95PP11,2529,126,35,12,4,19,10,119,23,2181
95PP12,2536,163,58,14,2,16,8,148,27,2100
95PP13,2455,117,41,9,6,13,4,93,18,2154
95PP14,3503,111,20,15,1,11,6,94,18,3227
95PP15,3041,80,24,8,3,4,4,68,12,2838
95PP16,1848,30,25,2,1,7,3,50,6,1724
95PP17,2461,122,75,16,0,14,10,132,26,2066
95PP18,3012,128,32,17,1,20,4,97,7,2706
95PP19,2385,164,71,13,1,21,6,167,24,1918
95PP20,2981,170,41,10,5,17,10,122,18,2588
95PP21,2075,191,75,17,2,20,8,143,19,1600
95PP22,2359,150,51,7,0,9,2,109,19,2012
95PP23,2492,125,43,7,1,9,6,67,13,2221
95QQ01,1428,43,8,1,1,1,3,12,2,1357
95QQ02,2473,19,8,5,0,0,0,12,4,2425
95QQ03,1047,20,0,3,0,1,0,11,0,1012
95QQ04,1583,26,8,2,0,1,0,19,1,1526
95QQ05,2796,67,23,7,1,6,3,34,2,2653
95QQ06,1966,111,31,12,1,10,2,82,12,1705
95QQ07,1768,49,7,2,0,4,1,25,2,1678
95QQ08,1416,17,9,2,1,2,1,14,0,1370
95QQ09,1875,44,16,3,1,1,0,33,4,1773
95QQ10,1793,64,22,4,0,6,0,38,4,1655
95QQ11,1968,24,4,4,0,0,1,6,2,1927
95QQ12,1765,29,5,1,1,2,1,28,0,1698
95QQ13,2507,18,8,2,0,1,3,8,2,2465
95QQ14,5142,84,11,5,0,2,4,42,11,4983
95QQ15,1538,37,7,2,0,6,0,10,3,1473
95RR01,4166,120,36,11,1,14,3,70,11,3900
95RR02,1690,49,21,5,1,2,4,38,4,1566
95RR03,1370,35,15,4,0,5,4,34,4,1269
95RR04,1952,189,44,20,1,22,10,139,24,1503
95RR05,2398,52,17,5,1,5,6,39,10,2263
95RR06,2124,133,27,15,0,18,5,98,12,1816
95RR07,2343,77,31,5,2,6,2,61,2,2157
95RR08,2035,79,32,9,1,7,0,54,10,1843
95RR09,3452,139,50,16,0,9,4,80,30,3124
95RR10,1266,38,17,1,0,6,1,24,3,1176
95RR11,2340,107,27,7,1,13,5,63,13,2104
95RR12,1420,37,9,5,0,5,1,33,4,1326
95RR13,1401,34,7,4,1,4,0,35,4,1312
95RR14,1884,75,25,3,0,11,3,67,5,1695
95RR15,2309,188,83,9,3,23,5,161,11,1826
95SS01,4931,105,30,10,2,6,3,79,21,4675
95SS02,4121,77,25,5,1,9,2,50,3,3949
95SS03,3276,34,6,7,0,0,0,26,8,3195
95SS04,7171,107,49,10,0,10,2,66,3,6924
95SS05,3231,43,6,4,1,1,3,49,6,3118
95SS06,5573,387,192,20,3,34,14,391,66,4466
95SS07,8852,540,301,31,7,57,12,653,78,7173
95SS08,4535,64,19,8,0,2,5,54,7,4376
95SS09,3261,55,22,14,0,6,3,71,10,3080
95SS10,4231,386,140,20,2,33,15,346,46,3243
95SS11,5432,250,125,11,4,16,4,275,17,4730
95SS12,2966,74,14,7,0,3,2,43,5,2818
95SS13,2764,33,7,6,2,6,0,22,3,2685
95SS14,2763,26,9,0,2,2,3,22,2,2697
95SS15,3622,39,9,4,0,3,1,36,2,3528
95SS16,3057,248,103,16,2,24,5,283,35,2341
95SS17,4087,57,13,4,1,2,3,36,1,3970
95SS18,2929,40,18,1,0,4,3,44,2,2817
95SS19,2613,21,11,4,0,3,2,34,1,2537
95SS20,2537,27,6,3,0,2,1,15,0,2483
95SS21,4507,46,11,2,0,8,3,34,7,4396
95SS22,3126,104,27,6,1,6,2,62,6,2912
95SS23,3649,30,9,14,2,3,4,29,3,3555
95SS24,4890,79,18,11,1,15,5,61,2,4698
95SS25,2429,44,5,1,0,0,0,28,1,2350
95SS26,3597,304,104,17,2,33,7,276,25,2829
95SS27,2396,40,11,3,1,6,1,23,5,2306
95SS28,2468,55,19,1,1,2,3,28,3,2356
95SS29,2516,160,75,4,0,8,6,205,19,2039
95SS30,3295,63,10,6,0,3,4,39,2,3168
95TT01,2623,226,73,14,4,12,4,161,25,2104
95TT02,2543,212,82,12,0,21,6,170,26,2014
95TT03,3135,202,73,12,3,9,9,131,22,2674
95TT04,2828,297,100,19,3,26,10,240,31,2102
95TT05,2958,190,75,19,2,12,6,201,25,2428
95TT06,2595,194,61,9,2,28,6,192,31,2072
95TT07,2629,127,53,6,2,14,0,111,10,2306
95TT08,2634,132,48,8,1,17,7,105,7,2309
95TT09,2795,274,123,9,3,42,20,315,33,1976
95TT10,2679,221,74,14,4,29,6,207,27,2097
95TT11,3134,341,140,24,8,42,12,371,32,2164
95TT12,2500,125,46,9,0,11,3,118,7,2181
95TT13,2792,152,56,7,2,11,7,146,20,2391
95TT14,2095,123,29,6,0,9,3,74,16,1835
95TT15,2362,100,30,3,1,11,3,71,11,2132
95TT16,2581,171,64,9,0,14,5,126,18,2174
95UU01,1045,47,16,2,0,3,0,39,4,934
95UU02,999,13,3,0,1,1,0,9,0,972
95UU03,856,55,23,2,0,6,2,70,9,689
95UU04,714,21,0,2,1,0,0,11,1,678
95UU05,950,14,6,2,0,0,0,12,0,916
95UU06,1413,110,28,5,2,9,2,132,20,1105
95UU07,780,11,6,1,3,0,2,11,0,746
95UU08,1158,104,53,10,2,13,3,84,14,875
95UU09,1626,139,60,7,0,11,9,150,17,1233
95UU10,1186,128,27,17,2,8,6,87,6,905
95UU11,967,96,40,3,2,11,3,100,7,705
95UU12,1279,90,43,13,1,6,5,83,10,1028
95UU13,876,37,15,6,0,3,0,32,10,773
95UU14,1667,130,43,3,1,9,4,120,15,1342
95UU15,907,19,10,3,1,3,0,18,4,849
95VV01,3067,135,59,16,2,15,4,125,8,2703
95VV02,2116,126,40,10,3,11,11,117,18,1780
95VV03,2453,127,60,10,3,10,5,109,14,2115
95VV04,2979,137,66,17,2,12,8,104,13,2620
95VV05,4271,378,123,27,8,38,18,398,44,3237
95VV06,3310,306,137,28,0,32,12,346,39,2410
95VV07,4220,336,100,36,1,43,12,327,53,3312
95VV08,2932,347,99,27,5,31,16,298,31,2078
95VV09,2552,233,81,21,3,20,11,197,31,1955
95VV10,3016,209,78,7,1,30,8,223,39,2421
95VV11,4252,369,106,30,1,41,20,359,47,3279
95VV12,3025,230,76,17,1,26,14,172,37,2452
95VV13,3320,207,62,20,1,16,9,224,30,2751
95VV14,3196,253,91,23,9,33,18,320,36,2413
95VV15,2955,207,76,24,2,35,3,208,26,2374
95VV16,3000,233,75,28,3,32,13,253,40,2323
95VV17,4128,461,137,32,11,35,25,386,29,3012
95VV18,3522,62,41,5,0,17,1,51,7,3338
95VV19,2831,132,78,9,2,17,5,95,12,2481
95VV20,2863,227,74,12,4,32,10,170,22,2312
95VV21,3819,264,95,21,4,25,11,253,31,3115
95VV22,2695,160,44,8,1,20,7,148,16,2291
95VV23,2762,264,72,27,4,36,20,218,19,2102
95VV24,2968,259,57,19,6,28,10,228,27,2334
95VV25,3588,373,149,25,4,42,16,403,34,2542
95VV26,3369,313,99,22,2,32,8,215,34,2644
95VV27,2205,153,58,11,1,15,3,124,17,1823
95VV28,3370,236,59,14,1,30,11,234,20,2765
95VV29,3187,161,51,21,7,36,6,225,20,2660
95VV30,2868,184,53,19,2,28,11,170,20,2381
95WW01,2692,46,20,5,1,3,3,35,5,2574
95WW02,3701,23,16,4,0,4,0,23,2,3629
95WW03,3451,36,7,6,0,1,0,18,1,3382
95WW04,2735,28,13,1,0,2,0,29,4,2658
95WW05,2651,70,20,3,0,9,4,55,11,2479
95WW06,3029,12,5,2,0,1,1,18,1,2989
95WW07,4094,41,7,3,0,3,0,24,0,4016
95WW08,2455,34,9,2,0,6,0,22,8,2374
95WW09,2458,26,11,5,1,7,3,27,2,2376
95WW10,2806,15,4,1,0,1,1,33,1,2750
95WW11,2970,202,65,15,3,26,3,175,20,2461
95WW12,2316,15,6,0,0,1,0,16,2,2276
95WW13,3522,25,5,2,0,2,0,20,1,3467
95WW14,2160,22,2,2,0,3,2,7,0,2122
95WW15,3171,186,59,17,2,28,9,123,27,2720
95WW16,2837,95,29,8,0,11,1,74,11,2608
95WW17,2181,27,3,3,1,2,3,13,0,2129
