GeographyCode,QS212NI0001,QS212NI0002,QS212NI0003,QS212NI0004,QS212NI0005,QS212NI0006
95AA01,4202,294,205,162,146,329
95AA02,1683,90,57,44,40,99
95AA03,1736,53,30,25,22,60
95AA04,2922,170,112,96,84,187
95AA05,2586,362,247,203,180,423
95AA06,4421,738,517,399,349,835
95AA07,2070,51,23,22,14,59
95AA08,1616,92,46,39,31,104
95AA09,2105,69,34,22,22,76
95AA10,1884,82,50,41,37,93
95AA11,5109,266,146,123,107,301
95AA12,2690,38,17,15,10,41
95AA13,3147,390,243,204,187,438
95AA14,2275,186,107,84,71,209
95AA15,3906,204,121,97,71,234
95AA16,1722,49,21,17,11,54
95AA17,2044,100,52,47,39,117
95AA18,2369,67,38,34,28,78
95AA19,2555,459,277,231,197,546
95BB01,3485,100,52,41,29,112
95BB02,2280,80,24,17,14,83
95BB03,4058,84,42,42,32,90
95BB04,2959,53,20,14,11,59
95BB05,3301,61,26,19,15,65
95BB06,2778,88,41,35,24,95
95BB07,2850,54,17,12,9,59
95BB08,2508,60,31,30,27,69
95BB09,2850,31,14,17,12,35
95BB10,3242,90,54,45,38,102
95BB11,2868,48,25,27,23,55
95BB12,2651,59,25,22,18,64
95BB13,4271,58,25,21,20,70
95BB14,3036,53,35,29,29,63
95BB15,3358,269,154,134,120,307
95BB16,3052,49,25,25,16,57
95BB17,3406,74,39,34,33,79
95BB18,4094,60,36,33,27,70
95BB19,4603,60,26,21,16,68
95BB20,3297,358,217,188,169,427
95BB21,4514,140,85,79,74,164
95BB22,2911,62,42,45,42,69
95BB23,2941,57,35,28,26,66
95CC01,2462,478,323,284,254,549
95CC02,2613,501,354,302,266,581
95CC03,2649,500,327,293,254,577
95CC04,2348,444,269,241,201,500
95CC05,2655,420,275,230,202,476
95CC06,2648,403,239,226,187,449
95CC07,3309,606,388,323,284,698
95CC08,2446,522,363,301,266,623
95CC09,3220,84,45,41,34,89
95CC10,2505,148,100,84,75,170
95CC11,1732,296,163,126,111,344
95CC12,2650,325,207,181,161,368
95CC13,2365,341,194,175,150,379
95CC14,2892,100,69,58,49,125
95CC15,2781,266,186,150,120,305
95CC16,2715,93,39,35,33,102
95CC17,2609,464,294,261,228,527
95CC18,2270,286,176,164,136,330
95CC19,2599,212,144,131,111,240
95CC20,2857,54,37,37,35,63
95CC21,2791,91,58,55,48,111
95CC22,1676,95,66,63,57,110
95DD01,2053,57,27,19,20,64
95DD02,3720,66,31,27,22,73
95DD03,3354,120,63,57,44,142
95DD04,1836,34,14,13,11,36
95DD05,1665,51,15,17,18,61
95DD06,2537,91,47,41,29,101
95DD07,3214,62,25,24,12,71
95DD08,2051,163,90,70,54,178
95DD09,2506,42,27,21,16,50
95DD10,2710,45,26,23,20,49
95DD11,2215,160,82,65,56,183
95DD12,2506,103,63,49,43,111
95DD13,1709,133,91,77,55,157
95DD14,3177,63,35,30,26,70
95DD15,3295,390,238,192,159,446
95DD16,2892,93,38,29,26,99
95DD17,3317,281,162,124,107,330
95DD18,1822,38,18,15,11,43
95DD19,3213,60,33,27,22,68
95DD20,1688,47,23,15,15,51
95DD21,2055,123,82,59,48,148
95DD22,3012,242,134,109,90,274
95DD23,2438,61,27,33,25,70
95DD24,2616,342,196,161,142,386
95EE01,1821,283,188,132,122,337
95EE02,2004,58,37,27,23,60
95EE03,1924,55,21,17,12,61
95EE04,1923,127,89,71,63,158
95EE05,1454,36,20,22,13,40
95EE06,2178,359,241,186,178,427
95EE07,1723,59,39,34,31,68
95EE08,1678,44,28,22,22,51
95EE09,1818,177,125,103,87,205
95EE10,1706,243,191,134,123,287
95EE11,1615,131,85,67,62,157
95EE12,2376,89,39,23,15,104
95EE13,1472,68,43,35,30,78
95EE14,2565,89,35,28,25,96
95EE15,1651,42,18,16,15,50
95EE16,2029,131,91,75,69,147
95FF01,4566,306,194,167,140,337
95FF02,2659,269,157,115,104,307
95FF03,2850,158,90,78,69,178
95FF04,2512,205,122,112,87,239
95FF05,2442,83,45,42,30,93
95FF06,3918,99,47,40,31,109
95FF07,2616,213,133,120,107,246
95FF08,2277,103,73,69,57,120
95FF09,2421,130,81,72,65,155
95FF10,3297,89,67,58,56,97
95FF11,2466,120,82,76,65,139
95FF12,2614,258,145,125,118,301
95FF13,2583,166,106,94,80,191
95FF14,2362,64,32,28,21,66
95FF15,2593,215,133,105,92,229
95FF16,2279,107,59,58,46,125
95FF17,1657,81,52,39,34,95
95GG01,4771,1102,847,607,557,1298
95GG02,5669,1055,824,606,572,1273
95GG03,5714,234,135,128,106,264
95GG04,4662,583,406,312,278,665
95GG05,5692,923,590,534,465,1022
95GG06,5391,148,87,63,61,165
95GG07,5223,1086,846,652,595,1286
95GG08,4655,595,429,323,277,694
95GG09,5904,127,71,68,59,146
95GG10,3857,121,71,62,48,137
95GG11,5224,199,122,117,89,224
95GG12,8735,1759,1232,1115,1002,1999
95GG13,4527,450,290,238,212,510
95GG14,4653,684,466,393,360,779
95GG15,5715,164,93,85,66,195
95GG16,5210,1017,719,586,524,1189
95GG17,5085,880,614,499,457,997
95GG18,4720,960,684,540,488,1089
95GG19,4386,161,85,78,72,177
95GG20,4659,328,200,174,150,358
95GG21,4953,743,523,395,354,868
95GG22,5147,1349,940,701,653,1511
95GG23,4413,546,357,302,258,597
95GG24,4383,437,284,242,207,488
95GG25,5366,1381,1035,880,794,1560
95GG26,3587,182,125,99,96,214
95GG27,6230,1372,1009,790,718,1563
95GG28,5395,164,114,92,83,192
95GG29,4739,179,108,88,79,200
95GG30,4654,126,81,71,61,148
95GG31,6297,1276,910,700,634,1457
95GG32,6072,647,480,386,355,747
95GG33,5417,710,455,412,339,844
95GG34,4741,767,551,473,409,882
95GG35,4729,749,512,391,346,868
95GG36,5370,194,117,102,85,221
95GG37,5824,644,415,385,318,737
95GG38,6301,989,632,588,497,1105
95GG39,6952,663,413,359,319,754
95GG40,3654,91,62,54,54,104
95GG41,5382,151,94,85,70,179
95GG42,7931,1183,783,731,633,1318
95GG43,4659,137,88,78,69,152
95GG44,5338,213,117,93,79,234
95GG45,4658,322,200,191,155,368
95GG46,5049,994,749,598,557,1183
95GG47,5588,967,713,577,530,1139
95GG48,5432,1006,780,602,564,1170
95GG49,7974,1061,649,621,525,1163
95GG50,5219,290,156,144,123,317
95GG51,3898,73,56,49,40,87
95HH01,1983,50,25,28,19,63
95HH02,2861,22,12,10,6,30
95HH03,1625,51,31,28,22,54
95HH04,2989,48,31,28,24,53
95HH05,2051,41,27,24,21,50
95HH06,4602,67,32,26,25,72
95HH07,1438,27,14,13,8,28
95HH08,2530,85,44,50,38,99
95HH09,2541,71,42,35,32,78
95HH10,2407,46,26,21,16,52
95HH11,1358,22,11,5,5,24
95HH12,1503,26,12,11,10,26
95HH13,1340,33,6,5,5,33
95HH14,1481,26,13,13,11,29
95HH15,2551,38,22,25,19,42
95HH16,2093,65,28,24,20,73
95HH17,2386,26,21,16,10,35
95II01,3007,45,19,17,14,49
95II02,4800,323,211,190,155,367
95II03,3380,287,160,151,120,322
95II04,4143,68,40,34,35,73
