GeographyCode,QS211NI0001,QS211NI0002,QS211NI0003,QS211NI0004,QS211NI0005,QS211NI0006
95AA01,4202,4106,41,36,16,3
95AA02,1683,1619,24,25,14,1
95AA03,1736,1699,8,20,7,2
95AA04,2922,2906,12,1,3,0
95AA05,2586,2537,18,17,11,3
95AA06,4421,4332,61,19,8,1
95AA07,2070,2027,12,16,14,1
95AA08,1616,1539,17,34,23,3
95AA09,2105,2017,20,41,26,1
95AA10,1884,1816,20,18,27,3
95AA11,5109,4793,101,117,82,16
95AA12,2690,2689,1,0,0,0
95AA13,3147,2982,42,48,61,14
95AA14,2275,2267,3,3,2,0
95AA15,3906,3497,131,184,79,15
95AA16,1722,1585,19,56,51,11
95AA17,2044,1969,32,20,20,3
95AA18,2369,2336,15,12,6,0
95AA19,2555,2522,13,14,4,2
95BB01,3485,3460,16,6,1,2
95BB02,2280,2229,14,22,12,3
95BB03,4058,4024,20,9,5,0
95BB04,2959,2925,7,16,8,3
95BB05,3301,3282,9,5,4,1
95BB06,2778,2682,31,39,22,4
95BB07,2850,2797,18,19,13,3
95BB08,2508,2470,6,19,12,1
95BB09,2850,2813,11,15,9,2
95BB10,3242,3180,34,22,4,2
95BB11,2868,2845,16,7,0,0
95BB12,2651,2604,18,16,9,4
95BB13,4271,4208,27,17,17,2
95BB14,3036,2997,10,14,13,2
95BB15,3358,3315,20,14,8,1
95BB16,3052,3037,6,2,5,2
95BB17,3406,3368,21,11,6,0
95BB18,4094,4070,14,3,5,2
95BB19,4603,4536,32,16,14,5
95BB20,3297,3268,8,10,8,3
95BB21,4514,4459,15,21,14,5
95BB22,2911,2872,14,13,10,2
95BB23,2941,2882,18,20,18,3
95CC01,2462,2281,42,75,52,12
95CC02,2613,2564,37,8,3,1
95CC03,2649,2278,97,146,110,18
95CC04,2348,2306,19,12,9,2
95CC05,2655,2548,28,42,35,2
95CC06,2648,2541,39,36,30,2
95CC07,3309,3267,10,17,11,4
95CC08,2446,2319,37,54,30,6
95CC09,3220,3158,9,21,22,10
95CC10,2505,2459,17,17,10,2
95CC11,1732,1634,26,32,32,8
95CC12,2650,2627,11,6,5,1
95CC13,2365,2334,9,10,11,1
95CC14,2892,2862,11,12,5,2
95CC15,2781,2706,19,26,24,6
95CC16,2715,2648,17,24,21,5
95CC17,2609,2559,22,18,8,2
95CC18,2270,2087,51,67,58,7
95CC19,2599,2557,19,14,9,0
95CC20,2857,2726,22,47,43,19
95CC21,2791,2745,10,18,13,5
95CC22,1676,1510,40,54,59,13
95DD01,2053,1955,37,35,19,7
95DD02,3720,3689,12,13,6,0
95DD03,3354,3159,49,69,62,15
95DD04,1836,1824,3,7,1,1
95DD05,1665,1648,8,6,3,0
95DD06,2537,2418,18,54,33,14
95DD07,3214,3198,5,11,0,0
95DD08,2051,1661,74,173,119,24
95DD09,2506,2487,10,5,4,0
95DD10,2710,2652,15,25,16,2
95DD11,2215,1961,44,97,84,29
95DD12,2506,2499,1,3,2,1
95DD13,1709,1522,45,76,51,15
95DD14,3177,3135,16,17,9,0
95DD15,3295,3275,5,7,5,3
95DD16,2892,2865,10,13,4,0
95DD17,3317,3303,7,4,1,2
95DD18,1822,1742,16,31,27,6
95DD19,3213,3173,18,16,5,1
95DD20,1688,1657,10,13,8,0
95DD21,2055,1833,45,94,64,19
95DD22,3012,2983,9,11,3,6
95DD23,2438,2420,13,2,2,1
95DD24,2616,2450,46,62,45,13
95EE01,1821,1813,2,2,2,2
95EE02,2004,2000,4,0,0,0
95EE03,1924,1863,21,18,17,5
95EE04,1923,1913,3,2,3,2
95EE05,1454,1439,2,7,6,0
95EE06,2178,2114,17,26,18,3
95EE07,1723,1714,6,0,2,1
95EE08,1678,1645,7,7,15,4
95EE09,1818,1798,2,14,4,0
95EE10,1706,1623,16,32,28,7
95EE11,1615,1610,1,1,1,2
95EE12,2376,2311,18,19,19,9
95EE13,1472,1446,7,2,17,0
95EE14,2565,2541,14,7,3,0
95EE15,1651,1646,3,2,0,0
95EE16,2029,2019,3,5,1,1
95FF01,4566,4476,29,32,23,6
95FF02,2659,2612,10,14,22,1
95FF03,2850,2786,24,30,6,4
95FF04,2512,2499,5,5,0,3
95FF05,2442,2367,21,29,21,4
95FF06,3918,3827,40,30,18,3
95FF07,2616,2578,18,13,6,1
95FF08,2277,2251,17,5,2,2
95FF09,2421,2377,18,14,11,1
95FF10,3297,3279,12,3,3,0
95FF11,2466,2457,4,2,3,0
