GeographyCode,QS204NI0001,QS204NI0002,QS204NI0003,QS204NI0004,QS204NI0005,QS204NI0006
95AA01,1522,296,1199,11,14,2
95AA02,839,346,482,0,9,2
95AA03,845,323,513,1,6,2
95AA04,1014,171,834,1,5,3
95AA05,920,192,724,1,2,1
95AA06,1570,356,1199,6,9,0
95AA07,820,201,613,2,4,0
95AA08,699,215,478,3,2,1
95AA09,943,307,620,7,8,1
95AA10,792,199,587,2,3,1
95AA11,1993,487,1478,6,19,3
95AA12,971,180,784,3,3,1
95AA13,1239,326,899,7,7,0
95AA14,779,130,648,0,1,0
95AA15,1595,395,1176,7,15,2
95AA16,832,318,507,3,3,1
95AA17,855,237,610,3,2,3
95AA18,1004,257,735,4,6,2
95AA19,832,157,671,1,2,1
95BB01,1307,270,1021,2,11,3
95BB02,1126,438,686,1,1,0
95BB03,1776,477,1288,1,8,2
95BB04,1307,349,948,1,6,3
95BB05,1318,282,1017,11,8,0
95BB06,1518,680,819,7,6,6
95BB07,1315,431,875,2,6,1
95BB08,1068,279,776,2,9,2
95BB09,1253,340,902,4,6,1
95BB10,1509,515,979,4,8,3
95BB11,1338,477,857,1,3,0
95BB12,1130,291,827,6,5,1
95BB13,1687,323,1351,5,8,0
95BB14,1172,259,897,4,10,2
95BB15,1287,301,978,1,6,1
95BB16,1176,225,945,1,2,3
95BB17,1399,335,1054,4,6,0
95BB18,1638,372,1256,2,7,1
95BB19,1724,301,1406,8,8,1
95BB20,1290,369,911,3,6,1
95BB21,1821,440,1371,3,7,0
95BB22,1194,320,864,5,5,0
95BB23,1161,236,908,5,9,3
95CC01,904,234,666,1,1,2
95CC02,875,171,696,5,3,0
95CC03,1127,367,748,5,6,1
95CC04,790,177,609,0,3,1
95CC05,954,227,723,3,1,0
95CC06,1096,301,784,6,5,0
95CC07,1108,227,876,1,3,1
95CC08,990,286,696,5,2,1
95CC09,1190,235,946,0,8,1
95CC10,901,186,704,3,8,0
95CC11,786,290,495,1,0,0
95CC12,890,175,711,3,1,0
95CC13,817,168,645,1,2,1
95CC14,1132,249,876,3,4,0
95CC15,1007,213,787,4,2,1
95CC16,1076,302,770,2,2,0
95CC17,897,178,714,2,3,0
95CC18,937,284,641,3,5,4
95CC19,981,242,734,0,5,0
95CC20,1127,275,845,2,5,0
95CC21,1167,307,853,2,3,2
95CC22,842,370,466,1,5,0
95DD01,836,196,630,5,4,1
95DD02,1490,345,1132,3,6,4
95DD03,1389,305,1065,3,9,7
95DD04,859,303,552,2,2,0
95DD05,685,174,509,0,2,0
95DD06,944,187,753,1,3,0
95DD07,1412,397,1003,6,6,0
95DD08,1041,485,548,2,2,4
95DD09,929,164,763,1,0,1
95DD10,1180,361,818,1,0,0
95DD11,955,301,643,9,2,0
95DD12,890,163,724,2,0,1
95DD13,741,272,458,3,4,4
95DD14,1233,259,956,7,7,4
95DD15,1174,239,930,3,1,1
95DD16,1019,197,813,2,6,1
95DD17,1148,192,949,1,2,4
95DD18,873,311,545,5,9,3
95DD19,1275,297,971,3,4,0
95DD20,826,330,494,0,2,0
95DD21,891,242,642,5,1,1
95DD22,1156,309,837,2,8,0
95DD23,881,154,722,4,1,0
95DD24,990,198,789,1,2,0
95EE01,592,93,498,0,0,1
95EE02,790,186,599,1,4,0
95EE03,808,231,573,1,2,1
95EE04,736,168,562,2,4,0
95EE05,577,135,436,0,4,2
95EE06,692,123,562,3,2,2
95EE07,740,207,530,0,1,2
95EE08,711,224,476,5,4,2
95EE09,605,95,509,0,0,1
95EE10,598,116,478,1,1,2
95EE11,551,82,465,1,3,0
95EE12,1059,310,744,1,3,1
95EE13,718,297,418,1,2,0
95EE14,1016,213,796,1,5,1
95EE15,606,129,474,2,1,0
95EE16,709,132,574,1,2,0
95FF01,1740,335,1374,6,19,6
95FF02,923,190,729,1,3,0
95FF03,1169,268,887,3,10,1
95FF04,862,136,720,2,3,1
95FF05,1119,367,741,3,7,1
95FF06,1540,354,1171,1,13,1
95FF07,1154,363,783,5,3,0
95FF08,993,351,635,5,2,0
95FF09,1000,300,693,2,2,3
95FF10,1216,228,972,10,6,0
95FF11,873,157,712,1,2,1
95FF12,1018,229,781,2,5,1
95FF13,977,218,754,1,3,1
95FF14,862,149,711,2,0,0
95FF15,1073,335,732,5,0,1
95FF16,927,255,668,1,3,0
95FF17,857,378,472,1,3,3
95GG01,2004,649,1348,4,0,3
95GG02,2568,885,1661,12,5,5
95GG03,2667,979,1634,12,28,14
95GG04,2297,960,1301,12,20,4
95GG05,2800,1078,1620,23,38,41
95GG06,2381,723,1626,14,12,6
95GG07,2269,742,1492,15,9,11
95GG08,2151,735,1385,11,13,7
95GG09,2604,802,1761,9,24,8
95GG10,2017,883,1088,6,23,17
95GG11,2686,1162,1473,10,26,15
95GG12,3429,1140,2095,25,31,138
95GG13,2116,819,1274,10,10,3
95GG14,1817,440,1355,9,9,4
95GG15,2544,889,1616,7,27,5
95GG16,2230,776,1407,23,18,6
95GG17,2137,636,1480,15,6,0
95GG18,2143,746,1364,13,6,14
95GG19,2239,1004,1217,5,10,3
95GG20,2359,1008,1288,18,23,22
95GG21,2262,854,1379,12,7,10
95GG22,2208,783,1395,13,11,6
95GG23,1821,490,1297,9,16,9
95GG24,1945,714,1197,12,19,3
95GG25,2194,668,1509,9,4,4
95GG26,1654,563,1071,3,9,8
95GG27,2467,686,1759,10,8,4
95GG28,2325,636,1649,16,18,6
95GG29,2430,1001,1377,21,15,16
95GG30,2083,632,1421,11,15,4
95GG31,2463,567,1868,14,10,4
95GG32,2649,838,1772,13,16,10
95GG33,2195,641,1483,16,36,19
95GG34,1999,595,1366,12,19,7
95GG35,2244,897,1319,12,10,6
95GG36,2481,840,1610,6,21,4
95GG37,2687,931,1700,14,25,17
95GG38,2915,1099,1771,11,19,15
95GG39,3616,1667,1834,16,48,51
95GG40,1861,856,978,11,5,11
95GG41,2173,605,1548,4,15,1
95GG42,2606,741,1766,18,45,36
95GG43,2316,889,1384,15,20,8
95GG44,2705,1151,1496,17,26,15
95GG45,2129,712,1367,16,25,9
95GG46,1932,485,1431,6,8,2
95GG47,2641,1159,1435,10,20,17
95GG48,2051,478,1547,11,6,9
95GG49,3351,1134,2016,28,39,134
95GG50,2653,1090,1480,22,39,22
95GG51,2081,943,1118,11,8,1
95HH01,890,292,592,2,4,0
95HH02,1063,172,883,1,7,0
95HH03,726,207,514,1,3,1
95HH04,1160,214,937,2,6,1
95HH05,908,254,645,4,2,3
95HH06,1682,302,1361,2,14,3
95HH07,733,313,415,0,5,0
95HH08,1083,310,765,1,6,1
95HH09,1423,731,671,6,10,5
95HH10,945,188,748,4,4,1
95HH11,655,252,399,0,4,0
95HH12,626,130,490,1,4,1
95HH13,614,188,423,2,1,0
95HH14,764,319,439,3,3,0
95HH15,1083,334,735,6,7,1
95HH16,917,286,619,3,6,3
95HH17,928,182,739,2,5,0
95II01,1260,307,935,5,8,5
95II02,1911,641,1232,9,26,3
95II03,1304,285,998,4,15,2
95II04,1672,401,1259,4,8,0
95II05,1301,355,928,8,9,1
95II06,1285,284,987,4,10,0
95II07,991,436,542,3,8,2
95II08,1073,393,664,6,4,6
95II09,1417,435,957,5,17,3
95II10,1144,395,732,5,8,4
95II11,1055,259,777,4,12,3
95II12,1007,267,732,1,5,2
95II13,1253,445,788,4,15,1
95II14,1026,251,755,4,14,2
95II15,1319,316,977,10,11,5
95II16,890,257,629,0,3,1
95II17,1190,450,732,3,3,2
95II18,1090,453,625,4,6,2
95II19,1389,269,1109,1,8,2
95II20,1211,392,790,9,16,4
95II21,1045,331,705,2,7,0
95II22,990,315,666,2,5,2
95II23,910,273,623,3,9,2
95JJ01,892,167,719,0,1,5
95JJ02,1074,369,698,1,1,5
95JJ03,1023,299,719,1,3,1
95JJ04,1279,340,925,3,9,2
95JJ05,892,397,482,0,12,1
95JJ06,1063,386,672,3,1,1
95JJ07,1092,316,764,3,9,0
95JJ08,1187,285,896,0,5,1
95JJ09,839,240,589,0,8,2
95JJ10,1027,284,732,1,10,0
95JJ11,1542,418,1104,6,7,7
95JJ12,1002,237,759,2,2,2
95JJ13,1457,297,1140,4,12,4
95JJ14,849,171,672,3,3,0
95JJ15,779,227,536,4,7,5
95JJ16,916,436,472,0,7,1
95JJ17,824,161,658,0,2,3
95JJ18,975,464,501,2,4,4
95JJ19,1128,300,805,2,10,11
95JJ20,1618,388,1220,5,5,0
95JJ21,962,289,661,3,8,1
95JJ22,1088,244,825,3,14,2
95KK01,836,172,661,0,2,1
95KK02,722,164,556,1,1,0
95KK03,704,130,570,0,2,2
95KK04,974,188,774,4,4,4
95KK05,803,153,645,0,1,4
95KK06,737,199,533,2,3,0
95KK07,682,139,542,0,1,0
95KK08,967,215,749,0,2,1
95KK09,947,330,600,8,6,3
95KK10,699,147,552,0,0,0
95KK11,982,303,672,3,4,0
95KK12,776,189,582,2,2,1
95KK13,642,143,497,0,2,0
95KK14,703,161,537,2,3,0
95KK15,921,166,745,3,4,3
95KK16,809,224,578,4,2,1
95LL01,1579,253,1314,6,5,1
95LL02,1367,516,820,10,13,8
95LL03,1092,403,682,3,4,0
95LL04,1090,243,839,6,1,1
95LL05,1454,297,1135,8,9,5
95LL06,1408,401,993,4,7,3
95LL07,1001,400,593,4,3,1
95LL08,1326,430,857,20,9,10
95LL09,1395,605,778,6,4,2
95LL10,1741,264,1463,4,7,3
95LL11,1424,253,1159,1,6,5
95LL12,1492,302,1160,12,11,7
95LL13,1097,309,763,15,8,2
95LL14,970,229,731,6,1,3
95LL15,1330,457,848,7,14,4
95LL16,2282,493,1739,18,29,3
95LL17,1106,338,753,8,7,0
95LL18,1331,290,1031,4,4,2
95LL19,1904,391,1490,9,12,2
95LL20,942,256,684,1,1,0
95LL21,1662,550,1081,15,14,2
95LL22,1424,373,1032,13,6,0
95LL23,973,355,607,1,9,1
95LL24,1312,251,1049,5,6,1
95LL25,1739,385,1337,5,12,0
95LL26,1490,484,993,4,7,2
95MM01,1897,476,1384,8,16,13
95MM02,1144,245,886,6,3,4
95MM03,1155,238,909,3,5,0
95MM04,890,302,585,1,2,0
95MM05,1062,426,629,3,1,3
95MM06,949,246,689,6,5,3
95MM07,1201,460,731,3,3,4
95MM08,1238,429,799,4,6,0
95MM09,1220,267,942,5,5,1
95MM10,987,240,740,2,3,2
95MM11,855,217,632,1,2,3
95MM12,1976,381,1566,12,11,6
95MM13,2990,567,2392,14,13,4
95MM14,1176,517,641,4,9,5
95MM15,1570,353,1200,7,8,2
95MM16,2079,468,1573,12,20,6
95MM17,1347,314,1022,7,4,0
95MM18,1766,359,1389,9,5,4
95MM19,1269,389,865,4,8,3
95MM20,1469,480,974,7,5,3
95MM21,1254,267,976,5,6,0
95MM22,973,275,681,6,9,2
95MM23,1074,379,669,7,10,9
95MM24,892,187,698,5,1,1
95MM25,2188,454,1700,18,10,6
95MM26,1056,196,848,2,5,5
95MM27,1614,808,772,5,6,23
95MM28,1095,525,552,3,7,8
95MM29,1490,550,917,7,8,8
95MM30,903,351,548,1,1,2
95NN01,1201,339,852,2,5,3
95NN02,836,194,635,2,4,1
95NN03,1133,325,794,5,7,2
95NN04,1175,363,795,8,8,1
95NN05,1075,371,698,2,4,0
95NN06,1237,325,890,6,13,3
95NN07,1246,354,874,7,10,1
95NN08,1196,253,936,0,6,1
95NN09,1092,222,864,1,5,0
95NN10,1290,406,866,9,8,1
95NN11,1297,227,1064,1,4,1
95NN12,1128,330,791,3,4,0
95NN13,1064,197,858,4,3,2
95NN14,1205,291,895,3,16,0
95NN15,1230,393,823,6,7,1
95NN16,1128,201,921,1,5,0
95NN17,928,299,620,6,2,1
95NN18,1023,295,716,2,6,4
95NN19,1336,331,991,6,8,0
95NN20,1073,248,821,3,1,0
95NN21,1151,404,730,4,11,2
95NN22,1003,249,750,1,3,0
95NN23,1159,271,878,5,4,1
95OO01,809,167,631,2,6,3
95OO02,703,149,551,0,3,0
95OO03,914,206,696,4,6,2
95OO04,877,216,657,2,0,2
95OO05,1021,285,700,18,6,12
95OO06,941,178,754,6,2,1
95OO07,854,202,646,3,2,1
95OO08,887,179,703,0,4,1
95OO09,744,181,560,1,1,1
95OO10,1163,238,906,8,5,6
95OO11,956,288,657,5,5,1
95OO12,999,216,760,13,7,3
95OO13,976,231,712,9,4,20
95OO14,866,182,671,5,4,4
95OO15,870,231,606,18,7,8
95OO16,853,249,601,0,2,1
95OO17,978,204,771,1,2,0
95OO18,1099,306,758,5,17,13
95OO19,1046,246,789,4,3,4
95OO20,854,254,586,6,5,3
95OO21,904,279,590,7,11,17
95OO22,956,169,782,1,2,2
95PP01,950,243,700,1,5,1
95PP02,933,274,653,5,0,1
95PP03,971,303,658,3,6,1
95PP04,1081,230,842,0,4,5
95PP05,822,192,624,1,3,2
95PP06,1554,463,1080,3,6,2
95PP07,987,250,732,1,4,0
95PP08,960,244,706,5,2,3
95PP09,757,303,443,5,5,1
95PP10,798,150,641,2,4,1
95PP11,1040,305,722,5,5,3
95PP12,891,199,686,2,4,0
95PP13,1060,364,686,4,4,2
95PP14,1347,373,960,6,8,0
95PP15,1089,236,847,3,1,2
95PP16,705,167,536,0,1,1
95PP17,1028,338,679,4,5,2
95PP18,1093,232,858,0,1,2
95PP19,933,256,672,2,1,2
95PP20,1379,526,835,6,10,2
95PP21,783,200,578,1,2,2
95PP22,1010,309,693,4,3,1
95PP23,898,199,695,2,2,0
95QQ01,707,263,444,0,0,0
95QQ02,996,223,757,6,8,2
95QQ03,507,168,333,0,5,1
95QQ04,692,190,496,2,4,0
95QQ05,1127,250,866,1,9,1
95QQ06,754,195,557,0,2,0
95QQ07,919,433,481,1,4,0
95QQ08,698,280,417,0,1,0
95QQ09,838,285,549,0,4,0
95QQ10,688,171,513,1,1,2
95QQ11,776,186,589,0,1,0
95QQ12,758,258,495,2,3,0
95QQ13,1031,234,790,0,6,1
95QQ14,2045,412,1624,6,2,1
95QQ15,761,294,464,0,2,1
95RR01,1502,242,1250,3,7,0
95RR02,647,141,501,2,2,1
95RR03,617,227,388,0,0,2
