GeographyCode,QS414NI0001,QS414NI0002,QS414NI0003,QS414NI0004,QS414NI0005,QS414NI0006,QS414NI0007,QS414NI0008,QS414NI0009,QS414NI0010,QS414NI0011,QS414NI0012,QS414NI0013,QS414NI0014,QS414NI0015,QS414NI0016,QS414NI0017,QS414NI0018,QS414NI0019,QS414NI0020,QS414NI0021,QS414NI0022,QS414NI0023,QS414NI0024,QS414NI0025,QS414NI0026,QS414NI0027,QS414NI0028,QS414NI0029
95AA01,154,15,0,0,0,0,0,0,0,15,0,15,0,0,0,0,139,131,0,0,0,0,8,0,0,0,0,0,0
95AA02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA04,11,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0
95AA05,47,45,9,0,0,9,0,0,0,36,0,36,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
95AA06,43,43,12,0,0,12,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA07,21,21,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA08,22,22,0,0,0,0,0,0,0,22,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA09,77,77,24,0,0,24,0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA11,235,139,32,0,25,7,30,30,0,77,36,41,0,0,0,0,96,96,0,0,0,0,0,0,0,0,0,0,0
95AA12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA13,39,39,1,0,0,1,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA14,47,47,0,0,0,0,0,0,0,47,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA15,84,84,84,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95AA18,66,65,0,0,0,0,0,0,0,65,65,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
95AA19,42,42,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB02,13,13,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
95BB04,39,33,6,0,0,6,0,0,0,27,27,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0
95BB05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB07,57,57,0,0,0,0,0,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB09,34,34,0,0,0,0,0,0,0,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB10,49,49,10,0,0,10,8,0,8,31,22,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB11,52,52,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB13,6,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB14,28,28,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
95BB17,21,21,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB18,67,67,0,0,0,0,0,0,0,67,54,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB19,63,63,0,0,0,0,0,0,0,63,47,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB20,45,45,0,0,0,0,0,0,0,45,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB21,20,20,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB22,47,47,15,0,0,15,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95BB23,49,49,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95CC01,182,182,92,92,0,0,0,0,0,90,64,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95CC02,32,32,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95CC03,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1,25,0,0,0,0,0
95CC04,56,51,0,0,0,0,0,0,0,51,48,0,0,0,0,3,5,0,0,0,0,0,5,0,0,0,0,0,0
95CC05,25,25,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95CC06,26,16,3,0,0,3,0,0,0,13,0,13,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0
95CC07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95CC08,54,54,0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
