DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"QS608NI","NS-SEC OF HOUSEHOLD REFERENCE PERSON (HRP) - USUAL RESIDENTS","All usual residents in households","1. Long-term unemployed - For long-term unemployed, year last worked is 2009 or earlier.; 2. Full-time students - In the classification, all full-time students are recorded in the 'full-time students' category whether they are economically active or inactive."
