DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"QS404NI","TENURE WHERE HOUSEHOLD REFERENCE PERSON (HRP) AGED 65 AND OVER","All households where the HRP is aged 65 and over","1. The terms used to describe tenure are defined as:; Owner occupied: either owns outright or owns with a mortgage or loan;; Shared ownership: pays part rent and part mortgage;; Private rented: rented from a private landlord or letting agency, employer or a household member, or relative or friend of a household member or other person."
