GeographyCode,QS220NI0001,QS220NI0002,QS220NI0003,QS220NI0004,QS220NI0005
95AA01,1522,476,883,18,145
95AA02,839,259,546,4,30
95AA03,845,87,699,8,51
95AA04,1014,274,697,8,35
95AA05,920,532,357,5,26
95AA06,1570,1181,351,3,35
95AA07,820,121,673,6,20
95AA08,699,305,336,5,53
95AA09,943,200,657,9,77
95AA10,792,335,406,9,42
95AA11,1993,777,1062,23,131
95AA12,971,62,873,8,28
95AA13,1239,808,387,5,39
95AA14,779,254,503,5,17
95AA15,1595,694,763,32,106
95AA16,832,158,610,6,58
95AA17,855,319,466,12,58
95AA18,1004,124,821,18,41
95AA19,832,736,86,2,8
95BB01,1307,148,1084,15,60
95BB02,1126,95,951,12,68
95BB03,1776,102,1547,22,105
95BB04,1307,93,1134,11,69
95BB05,1318,51,1186,16,65
95BB06,1518,175,1204,32,107
95BB07,1315,55,1168,16,76
95BB08,1068,68,930,15,55
95BB09,1253,56,1097,5,95
95BB10,1509,100,1290,19,100
95BB11,1338,69,1186,14,69
95BB12,1130,116,920,18,76
95BB13,1687,119,1424,23,121
95BB14,1172,64,1015,17,76
95BB15,1287,715,517,7,48
95BB16,1176,65,1051,8,52
95BB17,1399,89,1184,8,118
95BB18,1638,81,1441,15,101
95BB19,1724,136,1473,14,101
95BB20,1290,990,250,5,45
95BB21,1821,203,1505,18,95
95BB22,1194,80,1006,4,104
95BB23,1161,104,978,15,64
95CC01,904,819,68,4,13
95CC02,875,606,258,2,9
95CC03,1127,953,125,11,38
95CC04,790,534,243,2,11
95CC05,954,617,317,5,15
95CC06,1096,579,480,8,29
95CC07,1108,902,194,3,9
95CC08,990,903,65,4,18
95CC09,1190,100,1048,8,34
95CC10,901,165,708,7,21
95CC11,786,716,59,0,11
95CC12,890,395,477,5,13
95CC13,817,411,395,6,5
95CC14,1132,109,982,12,29
95CC15,1007,373,605,6,23
95CC16,1076,175,871,7,23
95CC17,897,598,280,7,12
95CC18,937,483,425,9,20
95CC19,981,334,620,3,24
95CC20,1127,61,1014,8,44
95CC21,1167,153,961,5,48
95CC22,842,179,626,11,26
95DD01,836,123,685,7,21
95DD02,1490,82,1357,12,39
95DD03,1389,207,1091,21,70
95DD04,859,62,749,12,36
95DD05,685,35,612,11,27
95DD06,944,175,736,7,26
95DD07,1412,74,1279,8,51
95DD08,1041,382,594,9,56
95DD09,929,59,843,3,24
95DD10,1180,44,1084,15,37
95DD11,955,527,381,4,43
95DD12,890,116,739,6,29
95DD13,741,399,305,5,32
95DD14,1233,81,1103,12,37
95DD15,1174,662,484,10,18
95DD16,1019,120,857,9,33
95DD17,1148,409,703,7,29
95DD18,873,70,749,13,41
95DD19,1275,68,1158,7,42
95DD20,826,61,719,6,40
95DD21,891,281,564,9,37
95DD22,1156,380,746,10,20
95DD23,881,110,740,8,23
95DD24,990,625,326,2,37
95EE01,592,528,58,0,6
95EE02,790,48,713,3,26
95EE03,808,119,646,6,37
95EE04,736,257,459,3,17
95EE05,577,45,511,3,18
95EE06,692,555,131,2,4
95EE07,740,124,586,9,21
95EE08,711,102,576,8,25
95EE09,605,210,376,4,15
95EE10,598,338,250,5,5
95EE11,551,158,375,5,13
95EE12,1059,138,879,6,36
95EE13,718,167,516,12,23
95EE14,1016,136,838,7,35
95EE15,606,114,468,3,21
95EE16,709,173,514,8,14
95FF01,1740,530,1126,13,71
95FF02,923,497,397,2,27
95FF03,1169,468,654,7,40
95FF04,862,315,520,8,19
95FF05,1119,209,853,14,43
95FF06,1540,226,1227,14,73
95FF07,1154,511,586,7,50
95FF08,993,267,687,6,33
95FF09,1000,391,567,9,33
95FF10,1216,161,998,8,49
95FF11,873,249,596,7,21
95FF12,1018,524,461,13,20
95FF13,977,324,617,6,30
95FF14,862,122,706,9,25
95FF15,1073,391,647,11,24
95FF16,927,189,700,8,30
95FF17,857,299,505,10,43
95GG01,2004,1906,81,5,12
95GG02,2568,2394,127,6,41
95GG03,2667,433,1971,44,219
95GG04,2297,1027,1139,27,104
95GG05,2800,1590,870,63,277
95GG06,2381,182,2046,26,127
95GG07,2269,2051,160,14,44
95GG08,2151,1300,741,22,88
95GG09,2604,210,2205,21,168
95GG10,2017,243,1522,42,210
95GG11,2686,389,2022,35,240
95GG12,3429,2064,831,130,404
95GG13,2116,674,1305,38,99
95GG14,1817,970,775,23,49
95GG15,2544,343,2032,25,144
95GG16,2230,1643,437,33,117
95GG17,2137,1446,604,16,71
95GG18,2143,1943,150,13,37
95GG19,2239,197,1932,13,97
95GG20,2359,476,1652,49,182
95GG21,2262,1991,163,54,54
95GG22,2208,2094,80,15,19
95GG23,1821,789,910,41,81
95GG24,1945,765,1056,25,99
95GG25,2194,2094,69,13,18
95GG26,1654,257,1313,15,69
95GG27,2467,2316,123,8,20
95GG28,2325,196,1994,17,118
95GG29,2430,310,1807,95,218
95GG30,2083,162,1768,27,126
95GG31,2463,2042,343,20,58
95GG32,2649,1153,1372,20,104
95GG33,2195,1234,784,61,116
95GG34,1999,1110,800,26,63
95GG35,2244,2019,171,14,40
95GG36,2481,258,2044,28,151
95GG37,2687,993,1422,50,222
95GG38,2915,1618,1073,53,171
95GG39,3616,1240,1834,209,333
95GG40,1861,97,1660,13,91
95GG41,2173,257,1778,20,118
95GG42,2606,1174,1139,79,214
95GG43,2316,193,1892,35,196
95GG44,2705,369,1996,42,298
95GG45,2129,578,1393,41,117
95GG46,1932,1820,80,4,28
95GG47,2641,2332,194,26,89
95GG48,2051,1913,93,9,36
95GG49,3351,1470,1352,160,369
95GG50,2653,469,1827,68,289
95GG51,2081,105,1875,11,90
95HH01,890,138,681,10,61
95HH02,1063,73,915,11,64
95HH03,726,69,620,4,33
95HH04,1160,73,1011,14,62
95HH05,908,55,779,3,71
95HH06,1682,121,1446,13,102
95HH07,733,57,609,8,59
95HH08,1083,150,851,13,69
95HH09,1423,202,1072,25,124
95HH10,945,98,777,9,61
95HH11,655,34,571,4,46
95HH12,626,40,534,3,49
95HH13,614,35,524,4,51
95HH14,764,76,640,4,44
95HH15,1083,113,895,16,59
95HH16,917,151,683,16,67
