ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"QS109NI0001","Count","HOUSEHOLDS","All households"
"QS109NI0002","Count","HOUSEHOLDS","Household Reference Person (HRP) aged <35 years: Total"
"QS109NI0003","Count","HOUSEHOLDS","One person household: Household Reference Person (HRP) aged <35 years"
"QS109NI0004","Count","HOUSEHOLDS","Two or more person household: No dependent children: Household Reference Person (HRP) aged <35 years"
"QS109NI0005","Count","HOUSEHOLDS","Two or more person household: With dependent children: Household Reference Person (HRP) aged <35 years"
"QS109NI0006","Count","HOUSEHOLDS","Household Reference Person (HRP) aged 35-54 years: Total"
"QS109NI0007","Count","HOUSEHOLDS","One person household: Household Reference Person (HRP) aged 35-54 years"
"QS109NI0008","Count","HOUSEHOLDS","Two or more person household: No dependent children: Household Reference Person (HRP) aged 35-54 years"
"QS109NI0009","Count","HOUSEHOLDS","Two or more person household: With dependent children: Household Reference Person (HRP) aged 35-54 years"
"QS109NI0010","Count","HOUSEHOLDS","Household Reference Person (HRP) aged 55-64 years: Total"
"QS109NI0011","Count","HOUSEHOLDS","One person household: Household Reference Person (HRP) aged 55-64 years"
"QS109NI0012","Count","HOUSEHOLDS","Two or more person household: No dependent children: Household Reference Person (HRP) aged 55-64 years"
"QS109NI0013","Count","HOUSEHOLDS","Two or more person household: With dependent children: Household Reference Person (HRP) aged 55-64 years"
"QS109NI0014","Count","HOUSEHOLDS","Household Reference Person (HRP) aged 65+ years: Total"
"QS109NI0015","Count","HOUSEHOLDS","One person household: Household Reference Person (HRP) aged 65+ years"
"QS109NI0016","Count","HOUSEHOLDS","Two or more person household: No dependent children: Household Reference Person (HRP) aged 65+ years"
"QS109NI0017","Count","HOUSEHOLDS","Two or more person household: With dependent children: Household Reference Person (HRP) aged 65+ years"
