GeographyCode,QS105NI0001,QS105NI0002,QS105NI0003
95AA01,4444,2272,2172
95AA02,1734,860,874
95AA03,1822,856,966
95AA04,3013,1557,1456
95AA05,2701,1352,1349
95AA06,4647,2224,2423
95AA07,2140,1070,1070
95AA08,1698,830,868
95AA09,2220,1036,1184
95AA10,1953,948,1005
95AA11,5364,2678,2686
95AA12,2775,1401,1374
95AA13,3307,1618,1689
95AA14,2349,1150,1199
95AA15,4186,2047,2139
95AA16,1807,876,931
95AA17,2142,1051,1091
95AA18,2439,1175,1264
95AA19,2687,1309,1378
95BB01,3609,1783,1826
95BB02,2347,1141,1206
95BB03,4219,2065,2154
95BB04,3048,1505,1543
95BB05,3401,1682,1719
95BB06,2870,1369,1501
95BB07,2953,1396,1557
95BB08,2625,1222,1403
95BB09,2943,1448,1495
95BB10,3327,1606,1721
95BB11,2955,1433,1522
95BB12,2776,1330,1446
95BB13,4444,2157,2287
95BB14,3116,1542,1574
95BB15,3489,1736,1753
95BB16,3136,1584,1552
95BB17,3556,1697,1859
95BB18,4279,2045,2234
95BB19,4788,2378,2410
95BB20,3413,1742,1671
95BB21,4719,2316,2403
95BB22,3040,1429,1611
95BB23,3025,1480,1545
95CC01,2558,1244,1314
95CC02,2725,1423,1302
95CC03,2817,1325,1492
95CC04,2440,1254,1186
95CC05,2774,1398,1376
95CC06,2776,1309,1467
95CC07,3475,1761,1714
95CC08,2565,1214,1351
95CC09,3354,1657,1697
95CC10,2577,1324,1253
95CC11,1795,879,916
95CC12,2785,1426,1359
95CC13,2474,1286,1188
95CC14,3035,1529,1506
95CC15,2903,1457,1446
95CC16,2820,1355,1465
95CC17,2730,1414,1316
95CC18,2342,1108,1234
95CC19,2720,1365,1355
95CC20,3010,1489,1521
95CC21,2925,1456,1469
95CC22,1740,836,904
95DD01,2099,1019,1080
95DD02,3888,1907,1981
95DD03,3503,1666,1837
95DD04,1926,903,1023
95DD05,1739,813,926
95DD06,2588,1202,1386
95DD07,3363,1622,1741
95DD08,2126,1044,1082
95DD09,2590,1337,1253
95DD10,2805,1343,1462
95DD11,2363,1098,1265
95DD12,2610,1355,1255
95DD13,1784,883,901
95DD14,3277,1590,1687
95DD15,3451,1728,1723
95DD16,2981,1526,1455
95DD17,3461,1715,1746
95DD18,1885,928,957
95DD19,3364,1654,1710
95DD20,1746,852,894
95DD21,2139,1031,1108
95DD22,3136,1574,1562
