GeographyCode,QS301NI0001,QS301NI0002,QS301NI0003,QS301NI0004,QS301NI0005
95AA01,4444,4033,269,61,81
95AA02,1734,1521,117,35,61
95AA03,1822,1600,100,46,76
95AA04,3013,2601,274,65,73
95AA05,2701,2390,211,38,62
95AA06,4647,4087,310,92,158
95AA07,2140,1866,181,41,52
95AA08,1698,1488,82,46,82
95AA09,2220,2019,116,26,59
95AA10,1953,1700,124,45,84
95AA11,5364,4848,305,83,128
95AA12,2775,2395,270,51,59
95AA13,3307,2966,204,45,92
95AA14,2349,2046,193,52,58
95AA15,4186,3806,209,68,103
95AA16,1807,1614,104,32,57
95AA17,2142,1943,113,32,54
95AA18,2439,2105,243,34,57
95AA19,2687,2411,151,45,80
95BB01,3609,3094,326,82,107
95BB02,2347,2009,166,59,113
95BB03,4219,3638,286,106,189
95BB04,3048,2571,310,50,117
95BB05,3401,2905,304,77,115
95BB06,2870,2532,187,44,107
95BB07,2953,2578,221,53,101
95BB08,2625,2274,195,56,100
95BB09,2943,2499,319,58,67
95BB10,3327,2844,319,71,93
95BB11,2955,2537,226,69,123
95BB12,2776,2421,234,49,72
95BB13,4444,3870,346,93,135
95BB14,3116,2695,297,43,81
95BB15,3489,3073,223,69,124
95BB16,3136,2669,325,47,95
95BB17,3556,3056,286,72,142
95BB18,4279,3715,313,92,159
95BB19,4788,4197,384,90,117
95BB20,3413,2997,240,68,108
95BB21,4719,4069,325,111,214
95BB22,3040,2686,192,61,101
95BB23,3025,2567,296,70,92
95CC01,2558,2286,143,51,78
95CC02,2725,2413,177,58,77
95CC03,2817,2569,121,42,85
95CC04,2440,2183,163,35,59
95CC05,2774,2451,185,58,80
95CC06,2776,2424,223,61,68
95CC07,3475,3102,207,70,96
95CC08,2565,2285,145,46,89
95CC09,3354,2961,271,61,61
95CC10,2577,2244,207,52,74
95CC11,1795,1643,73,31,48
95CC12,2785,2506,177,49,53
95CC13,2474,2231,148,31,64
95CC14,3035,2667,240,57,71
95CC15,2903,2579,194,34,96
95CC16,2820,2495,173,58,94
95CC17,2730,2449,170,48,63
95CC18,2342,2062,182,38,60
95CC19,2720,2398,195,54,73
95CC20,3010,2650,235,57,68
95CC21,2925,2580,198,65,82
95CC22,1740,1558,93,44,45
95DD01,2099,1849,165,32,53
95DD02,3888,3474,263,54,97
95DD03,3503,3128,243,58,74
95DD04,1926,1713,82,46,85
95DD05,1739,1550,97,47,45
95DD06,2588,2253,211,46,78
95DD07,3363,2992,221,58,92
95DD08,2126,1908,115,40,63
95DD09,2590,2291,176,40,83
95DD10,2805,2505,179,43,78
95DD11,2363,2173,107,36,47
95DD12,2610,2312,166,52,80
95DD13,1784,1636,63,30,55
95DD14,3277,2902,260,38,77
95DD15,3451,3078,223,55,95
95DD16,2981,2604,259,52,66
95DD17,3461,3099,237,43,82
95DD18,1885,1655,117,41,72
95DD19,3364,2946,250,51,117
95DD20,1746,1548,85,40,73
95DD21,2139,1893,157,30,59
95DD22,3136,2826,172,58,80
95DD23,2509,2166,215,48,80
95DD24,2711,2403,186,51,71
95EE01,1895,1682,110,41,62
95EE02,2095,1850,138,32,75
95EE03,1999,1770,124,34,71
95EE04,1993,1782,114,35,62
95EE05,1509,1330,112,29,38
95EE06,2278,2039,146,37,56
95EE07,1798,1622,86,38,52
95EE08,1719,1495,140,31,53
95EE09,1890,1702,117,19,52
95EE10,1797,1633,91,31,42
95EE11,1677,1490,113,32,42
95EE12,2507,2240,130,53,84
95EE13,1529,1376,73,16,64
95EE14,2684,2365,185,42,92
95EE15,1728,1529,117,24,58
95EE16,2126,1894,122,50,60
95FF01,4796,4245,345,87,119
95FF02,2817,2480,203,50,84
95FF03,3006,2666,181,64,95
95FF04,2629,2304,219,38,68
95FF05,2563,2262,176,51,74
95FF06,4116,3655,295,68,98
95FF07,2769,2460,152,60,97
95FF08,2364,2064,167,39,94
95FF09,2522,2199,171,63,89
95FF10,3473,3077,236,55,105
95FF11,2582,2281,196,46,59
95FF12,2724,2342,223,67,92
95FF13,2708,2343,197,59,109
95FF14,2432,2141,178,45,68
95FF15,2740,2412,189,48,91
95FF16,2374,2086,177,49,62
95FF17,1724,1556,94,27,47
95GG01,4907,4178,284,152,293
95GG02,5987,5268,261,189,269
95GG03,5939,5189,518,83,149
95GG04,4908,4369,237,112,190
95GG05,5928,5394,339,101,94
95GG06,5626,4901,376,124,225
95GG07,5485,4802,299,174,210
95GG08,4910,4308,331,108,163
95GG09,6165,5343,496,122,204
95GG10,3998,3603,201,83,111
95GG11,5453,4842,351,98,162
95GG12,8945,8329,397,104,115
95GG13,4722,4108,327,121,166
95GG14,4820,4140,444,96,140
95GG15,5920,5178,522,68,152
95GG16,5452,4812,363,119,158
95GG17,5330,4656,319,147,208
95GG18,4975,4353,249,156,217
95GG19,4582,4038,186,132,226
95GG20,4901,4401,197,120,183
95GG21,5184,4577,225,160,222
95GG22,5343,4565,399,140,239
95GG23,4555,3882,454,71,148
95GG24,4561,3956,353,98,154
95GG25,5573,4781,367,168,257
95GG26,3749,3305,191,104,149
95GG27,6498,5592,387,219,300
95GG28,5651,4884,377,142,248
95GG29,5014,4512,220,108,174
95GG30,4827,4182,393,84,168
95GG31,6519,5555,454,193,317
95GG32,6409,5582,377,174,276
95GG33,5555,4783,589,77,106
95GG34,4927,4219,446,93,169
95GG35,4950,4356,186,136,272
95GG36,5619,4859,499,89,172
95GG37,6041,5318,498,82,143
95GG38,6564,5807,544,88,125
95GG39,7214,6492,326,180,216
95GG40,3816,3419,153,71,173
95GG41,5548,4762,561,84,141
95GG42,8139,7353,598,80,108
95GG43,4874,4343,295,71,165
95GG44,5591,5040,241,118,192
95GG45,4841,4168,400,99,174
95GG46,5250,4514,279,167,290
95GG47,5829,5146,308,141,234
95GG48,5694,4954,255,180,305
95GG49,8141,7528,423,80,110
95GG50,5445,4888,284,104,169
95GG51,4088,3563,204,129,192
95HH01,2059,1789,166,43,61
95HH02,2962,2576,245,43,98
95HH03,1663,1383,168,39,73
95HH04,3067,2636,256,67,108
95HH05,2171,1942,98,43,88
95HH06,4797,4254,346,68,129
95HH07,1493,1319,94,24,56
95HH08,2619,2252,255,38,74
95HH09,2620,2341,159,43,77
95HH10,2489,2138,244,48,59
95HH11,1417,1253,93,19,52
95HH12,1552,1325,111,36,80
95HH13,1407,1250,75,26,56
95HH14,1530,1347,84,27,72
95HH15,2630,2309,179,54,88
95HH16,2159,1877,182,39,61
95HH17,2479,2157,224,42,56
95II01,3084,2608,324,70,82
95II02,4961,4338,417,90,116
95II03,3523,3118,286,38,81
95II04,4317,3752,353,71,141
95II05,3546,3090,298,54,104
95II06,3398,2988,273,54,83
95II07,2090,1810,145,51,84
95II08,2417,2108,181,42,86
95II09,3363,2925,270,61,107
95II10,2592,2247,182,61,102
95II11,2567,2233,234,34,66
95II12,2512,2165,243,37,67
95II13,2702,2346,188,61,107
95II14,2561,2169,262,56,74
95II15,3357,2918,298,48,93
95II16,2126,1836,148,50,92
95II17,2493,2119,225,56,93
