DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC6403NI","NS-SEC OF HRP BY TENURE","All Household Reference Persons (HRPs) aged 16 to 74","1. NS-SeC stands for National Statistics Socio-economic Classification.; 2. In the NS-SeC classification, all full-time students are recorded in the 'full-time students' category regardless of whether they are economically active or not.; 3. For 'Long-term unemployed', year last worked is 2009 or earlier.; 4. The terms used to describe tenure are defined as:;   Owner occupied: either owns outright or owns with a mortgage or loan and includes Shared ownership: pays part rent and part mortgage for this table.;   Social rented: rented from Northern Ireland Housing Executive, Housing Association or Charitiable Trust.;   Private rented: rented from a private landlord or letting agency, employer of a household member, or relative or friend of a household member or other person and includes lives rent free for this table.; "
