GeographyCode,LC6403NI0001,LC6403NI0002,LC6403NI0003,LC6403NI0004,LC6403NI0005,LC6403NI0006,LC6403NI0007,LC6403NI0008,LC6403NI0009,LC6403NI0010,LC6403NI0011,LC6403NI0012,LC6403NI0013,LC6403NI0014,LC6403NI0015,LC6403NI0016,LC6403NI0017,LC6403NI0018,LC6403NI0019,LC6403NI0020
N00000001,307,24,9,274,173,8,3,162,84,8,2,74,47,7,4,36,3,1,0,2
N00000002,125,101,7,17,51,47,0,4,26,23,1,2,39,26,4,9,9,5,2,2
N00000003,67,62,0,5,35,34,0,1,17,15,0,2,12,11,0,1,3,2,0,1
N00000004,181,158,3,20,52,48,0,4,69,66,0,3,59,44,2,13,1,0,1,0
N00000005,118,107,0,11,47,44,0,3,46,43,0,3,25,20,0,5,0,0,0,0
N00000006,71,61,0,10,26,24,0,2,24,21,0,3,19,14,0,5,2,2,0,0
N00000007,77,60,1,16,27,22,0,5,25,21,0,4,24,17,1,6,1,0,0,1
N00000008,128,90,2,36,42,33,0,9,45,39,0,6,36,17,0,19,5,1,2,2
N00000009,257,214,1,42,130,111,0,19,70,63,0,7,52,37,1,14,5,3,0,2
N00000010,69,60,0,9,18,15,0,3,27,27,0,0,23,18,0,5,1,0,0,1
N00000011,106,67,21,18,21,16,3,2,19,15,3,1,60,36,12,12,6,0,3,3
N00000012,108,80,14,14,23,19,2,2,20,17,0,3,61,44,10,7,4,0,2,2
N00000013,109,62,8,39,23,18,1,4,23,16,0,7,53,27,5,21,10,1,2,7
N00000014,187,115,23,49,47,33,2,12,34,20,4,10,95,59,11,25,11,3,6,2
N00000015,96,48,32,16,19,14,1,4,16,9,3,4,54,25,22,7,7,0,6,1
N00000016,105,50,26,29,19,13,3,3,25,14,5,6,56,23,15,18,5,0,3,2
N00000017,137,79,43,15,23,18,4,1,28,20,4,4,77,40,29,8,9,1,6,2
N00000018,82,63,1,18,21,18,0,3,18,18,0,0,40,26,1,13,3,1,0,2
