GeographyCode,LC6502NI0001,LC6502NI0002,LC6502NI0003,LC6502NI0004,LC6502NI0005,LC6502NI0006,LC6502NI0007,LC6502NI0008,LC6502NI0009,LC6502NI0010,LC6502NI0011,LC6502NI0012,LC6502NI0013,LC6502NI0014,LC6502NI0015,LC6502NI0016,LC6502NI0017,LC6502NI0018,LC6502NI0019,LC6502NI0020,LC6502NI0021,LC6502NI0022,LC6502NI0023,LC6502NI0024,LC6502NI0025,LC6502NI0026,LC6502NI0027,LC6502NI0028,LC6502NI0029,LC6502NI0030,LC6502NI0031,LC6502NI0032,LC6502NI0033,LC6502NI0034,LC6502NI0035
N00000506,228,78,33,39,23,32,23,37,7,4,5,5,14,2,34,7,6,10,4,2,5,128,54,21,19,10,11,13,29,10,2,5,4,5,3
N00000507,188,108,24,24,14,7,11,13,5,0,2,3,2,1,19,9,3,4,2,1,0,114,71,12,12,7,2,10,42,23,9,6,2,2,0
N00000508,245,90,35,47,34,23,16,42,7,5,7,9,13,1,47,15,6,11,3,7,5,122,57,20,21,12,3,9,34,11,4,8,10,0,1
N00000509,256,114,42,42,25,18,15,24,3,2,5,4,8,2,36,8,3,11,4,5,5,130,68,25,14,12,4,7,66,35,12,12,5,1,1
N00000510,200,90,28,40,13,16,13,16,1,1,1,2,7,4,20,7,5,5,2,1,0,117,56,14,24,8,6,9,47,26,8,10,1,2,0
N00000511,339,77,26,57,31,97,51,126,9,8,10,9,75,15,69,17,4,23,10,10,5,100,34,8,11,7,11,29,44,17,6,13,5,1,2
N00000512,326,65,25,58,48,100,30,104,8,7,11,5,67,6,80,18,3,22,10,19,8,102,30,12,13,22,9,16,40,9,3,12,11,5,0
N00000513,236,51,27,40,30,61,27,73,3,8,7,5,46,4,66,11,11,11,14,8,11,78,34,6,13,7,6,12,19,3,2,9,4,1,0
N00000514,258,46,28,47,31,72,34,91,6,5,13,9,53,5,55,6,9,16,5,12,7,96,32,11,13,13,7,20,16,2,3,5,4,0,2
N00000515,260,50,34,42,43,69,22,82,3,6,9,6,53,5,54,11,9,16,10,3,5,94,28,15,13,19,8,11,30,8,4,4,8,5,1
N00000516,171,39,13,31,22,48,18,58,5,4,6,5,35,3,43,6,6,9,7,9,6,49,22,1,9,7,2,8,21,6,2,7,3,2,1
N00000517,280,50,29,46,37,96,22,103,2,8,8,10,71,4,52,9,7,16,8,9,3,92,31,11,16,11,9,14,33,8,3,6,8,7,1
N00000518,222,50,31,28,27,67,19,84,5,13,4,7,51,4,50,8,5,13,10,6,8,68,32,9,5,8,8,6,20,5,4,6,2,2,1
N00000519,199,48,22,32,22,55,20,68,4,3,6,4,48,3,40,10,5,10,5,5,5,70,30,11,8,9,2,10,21,4,3,8,4,0,2
N00000520,418,160,34,61,45,90,28,100,7,5,5,12,64,7,68,22,8,18,6,11,3,212,115,20,26,21,14,16,38,16,1,12,6,1,2
N00000521,302,84,35,59,39,57,28,76,3,9,12,8,42,2,64,13,6,17,14,9,5,126,55,17,19,13,2,20,36,13,3,11,4,4,1
N00000522,317,105,35,48,38,59,32,83,14,4,5,9,46,5,61,14,11,16,7,6,7,138,65,17,17,15,7,17,35,12,3,10,7,0,3
N00000523,290,60,37,54,41,74,24,98,4,9,10,12,58,5,66,8,11,19,14,8,6,97,46,13,13,9,5,11,29,2,4,12,6,3,2
N00000524,340,55,44,56,43,106,36,115,3,6,13,9,78,6,92,15,16,18,18,14,11,103,32,19,13,10,11,18,30,5,3,12,6,3,1
N00000525,291,93,34,38,37,65,24,80,4,4,9,12,47,4,59,15,6,12,8,10,8,109,55,17,9,11,6,11,43,19,7,8,6,2,1
N00000526,214,67,34,24,11,38,40,39,3,7,1,1,22,5,32,8,6,8,2,5,3,114,40,18,12,6,10,28,29,16,3,3,2,1,4
N00000527,271,81,39,49,23,45,34,46,5,4,6,7,22,2,41,7,9,14,4,3,4,138,45,21,21,8,17,26,46,24,5,8,4,3,2
N00000528,204,63,42,29,16,25,29,24,1,5,6,0,11,1,35,5,8,6,6,6,4,115,44,23,13,10,6,19,30,13,6,4,0,2,5
N00000529,177,67,28,18,13,22,29,29,3,7,5,3,10,1,19,4,5,2,2,3,3,98,46,13,9,5,5,20,31,14,3,2,3,4,5
N00000530,197,64,22,29,18,32,32,47,5,2,9,6,21,4,34,10,5,8,4,3,4,97,41,15,7,5,8,21,19,8,0,5,3,0,3
N00000531,253,99,34,21,9,33,57,33,7,3,2,4,15,2,25,6,6,6,3,4,0,154,53,23,8,2,14,54,41,33,2,5,0,0,1
N00000532,162,54,22,19,21,20,26,21,3,0,3,4,11,0,25,7,4,5,4,3,2,91,35,12,8,8,6,22,25,9,6,3,5,0,2
N00000533,118,66,14,11,5,10,12,17,4,3,4,3,2,1,17,5,1,4,2,3,2,71,50,5,3,0,5,8,13,7,5,0,0,0,1
N00000534,339,71,30,53,52,114,19,112,2,3,10,9,86,2,102,32,11,16,18,16,9,78,26,11,12,14,9,6,47,11,5,15,11,3,2
N00000535,398,105,48,60,52,93,40,93,3,4,5,9,66,6,119,29,22,20,18,17,13,139,60,18,22,16,6,17,47,13,4,13,9,4,4
N00000536,286,87,25,44,43,64,23,78,11,4,7,8,41,7,81,25,5,18,17,10,6,96,40,12,11,14,9,10,31,11,4,8,4,4,0
N00000537,286,67,30,54,33,65,37,76,7,6,9,6,43,5,82,21,8,18,13,14,8,103,35,12,19,8,5,24,25,4,4,8,6,3,0
N00000538,281,61,22,49,46,83,20,80,5,2,7,8,55,3,100,24,10,22,16,18,10,70,23,7,10,14,9,7,31,9,3,10,8,1,0
N00000539,273,79,29,37,32,78,18,77,4,5,8,4,55,1,70,25,8,10,10,11,6,96,40,13,12,13,7,11,30,10,3,7,5,5,0
N00000540,235,86,32,30,26,40,21,51,6,8,6,4,25,2,46,18,4,6,6,7,5,118,57,19,13,11,5,13,20,5,1,5,5,3,1
N00000541,303,60,38,58,52,69,26,90,3,6,17,16,44,4,72,11,8,19,17,11,6,112,38,21,16,10,13,14,29,8,3,6,9,1,2
N00000542,174,41,11,30,25,54,13,56,1,1,6,5,40,3,38,6,3,12,7,6,4,60,26,7,6,9,6,6,20,8,0,6,4,2,0
N00000543,275,59,40,49,39,53,35,45,2,6,3,6,27,1,44,6,5,13,6,12,2,141,40,20,27,15,10,29,45,11,9,6,12,4,3
N00000544,208,68,34,25,29,30,22,31,4,5,2,2,17,1,27,3,4,7,6,4,3,116,45,20,11,15,8,17,34,16,5,5,6,1,1
N00000545,208,68,28,28,28,34,22,36,1,2,4,4,19,6,48,9,12,9,11,4,3,96,49,12,11,8,6,10,28,9,2,4,5,5,3
N00000546,213,99,28,38,19,17,12,31,6,2,6,5,9,3,27,7,3,6,6,4,1,124,72,18,20,7,2,5,31,14,5,6,1,2,3
N00000547,236,91,25,35,36,34,15,34,1,4,4,5,18,2,36,9,4,8,7,6,2,136,66,15,17,20,9,9,30,15,2,6,4,1,2
N00000548,221,71,33,27,31,33,26,35,0,2,5,7,19,2,32,8,4,6,7,4,3,117,43,23,12,11,8,20,37,20,4,4,6,2,1
N00000549,149,70,18,17,9,18,17,20,1,5,1,2,10,1,17,6,2,4,0,2,3,72,43,7,6,2,4,10,40,20,4,6,5,2,3
N00000550,298,64,32,51,46,77,28,89,4,4,11,15,52,3,58,6,4,16,11,12,9,116,46,15,18,12,10,15,35,8,9,6,8,3,1
N00000551,174,55,43,21,12,20,23,27,4,2,6,1,12,2,21,2,7,4,1,3,4,88,32,19,7,9,5,16,38,17,15,4,1,0,1
N00000552,179,64,14,31,20,31,19,33,3,2,5,4,18,1,41,10,1,8,7,8,7,80,41,4,15,6,3,11,25,10,7,3,3,2,0
N00000553,249,81,39,29,23,31,46,33,4,4,5,2,17,1,31,5,8,6,4,4,4,128,42,21,15,8,5,37,57,30,6,3,9,5,4
N00000554,172,59,30,18,26,18,21,12,2,1,0,4,5,0,22,3,1,4,9,5,0,107,41,18,13,12,7,16,31,13,10,1,1,1,5
N00000555,181,74,29,18,12,24,24,26,2,1,4,4,14,1,23,6,1,2,4,4,6,97,43,21,8,4,5,16,35,23,6,4,0,1,1
N00000556,226,80,41,34,20,26,25,39,4,7,5,3,17,3,32,6,4,7,3,5,7,112,47,21,18,10,4,12,43,23,9,4,4,0,3
N00000557,384,103,30,74,49,91,37,80,6,4,4,3,60,3,142,37,12,36,18,19,20,112,47,10,18,15,9,13,50,13,4,16,13,3,1
N00000558,313,81,34,46,37,75,40,91,3,5,4,14,57,8,84,24,10,20,7,9,14,105,39,13,17,11,7,18,33,15,6,5,5,2,0
N00000559,252,66,21,42,40,61,22,59,3,3,5,7,39,2,81,22,6,18,11,15,9,87,39,11,12,12,3,10,25,2,1,7,10,4,1
N00000560,305,76,35,66,37,60,31,66,4,3,7,5,44,3,87,25,8,23,9,11,11,106,42,16,16,15,2,15,46,5,8,20,8,3,2
N00000561,331,73,46,45,41,88,38,93,3,5,10,5,64,6,99,24,17,10,23,16,9,102,28,22,13,10,7,22,37,18,2,12,3,1,1
N00000562,272,77,36,42,40,57,20,60,6,4,5,4,40,1,66,18,8,13,13,9,5,117,48,19,13,19,4,14,29,5,5,11,4,4,0
N00000563,658,225,90,96,70,111,66,109,10,10,6,14,67,2,109,25,19,20,17,20,8,315,128,42,47,31,18,49,125,62,19,23,8,6,7
N00000564,223,68,24,28,19,48,36,44,0,2,5,3,30,4,39,12,4,5,6,7,5,117,47,12,14,9,11,24,23,9,6,4,1,0,3
N00000565,167,66,10,27,15,32,17,33,3,2,4,0,20,4,31,7,0,15,4,4,1,90,50,6,6,10,6,12,13,6,2,2,1,2,0
N00000566,214,49,25,38,25,55,22,64,7,4,4,4,43,2,49,10,6,13,8,8,4,76,23,13,16,9,1,14,25,9,2,5,4,3,2
N00000567,362,88,45,58,42,103,26,120,2,7,11,14,84,2,78,21,11,15,12,11,8,122,51,21,19,8,7,16,42,14,6,13,8,1,0
N00000568,262,61,41,35,58,32,35,45,4,5,3,7,21,5,59,7,8,10,19,7,8,136,44,21,19,27,3,22,22,6,7,3,5,1,0
N00000569,257,100,35,36,34,41,11,39,3,3,3,4,26,0,43,10,7,9,9,6,2,147,76,22,15,18,8,8,28,11,3,9,3,1,1
N00000570,253,46,22,42,35,92,16,104,5,4,12,7,74,2,58,11,4,12,13,14,4,63,23,11,8,10,3,8,28,7,3,10,5,1,2
N00000571,231,38,20,54,31,77,11,82,1,3,8,9,60,1,58,13,7,19,6,11,2,64,21,8,14,10,4,7,27,3,2,13,6,2,1
N00000572,428,50,43,86,56,165,28,167,4,7,19,20,113,4,92,9,10,22,15,28,8,113,27,18,20,14,18,16,56,10,8,25,7,6,0
N00000573,271,37,15,40,30,136,13,138,3,3,9,10,111,2,63,20,11,9,8,11,4,47,11,1,10,7,12,6,23,3,0,12,5,2,1
N00000574,305,33,29,46,40,138,19,152,5,9,10,17,109,2,52,5,9,16,4,12,6,66,16,8,6,14,12,10,35,7,3,14,5,5,1
N00000575,341,95,29,48,46,93,30,95,5,6,11,9,64,0,116,38,15,18,16,13,16,101,39,8,15,12,13,14,29,13,0,4,9,3,0
N00000576,261,54,37,54,38,55,23,52,5,5,6,4,31,1,69,12,4,17,13,16,7,103,28,24,18,15,7,11,37,9,4,13,6,1,4
N00000577,328,96,41,53,31,79,28,88,11,9,10,2,55,1,86,24,11,17,7,14,13,100,34,15,15,15,9,12,54,27,6,11,7,1,2
N00000578,495,73,70,78,70,152,52,171,9,5,17,17,114,9,111,10,22,19,18,21,21,138,38,27,24,18,10,21,75,16,16,18,17,7,1
N00000579,315,67,28,48,54,101,17,107,5,1,7,13,81,0,61,13,7,9,12,12,8,101,34,17,18,19,5,8,46,15,3,14,10,3,1
N00000580,337,103,38,44,59,70,23,84,3,6,7,8,56,4,91,29,16,11,20,7,8,134,61,13,15,27,7,11,28,10,3,11,4,0,0
N00000581,382,57,38,66,67,113,41,115,6,5,8,11,81,4,108,21,10,16,23,17,21,117,23,22,21,25,10,16,42,7,1,21,8,5,0
N00000582,303,62,39,56,41,69,36,74,3,3,11,4,46,7,100,25,18,22,15,10,10,98,27,14,14,15,10,18,31,7,4,9,7,3,1
N00000583,230,54,27,27,34,65,23,69,1,6,4,3,49,6,51,11,9,8,10,6,7,87,35,7,12,18,6,9,23,7,5,3,3,4,1
N00000584,324,60,35,52,43,103,31,107,3,5,11,10,71,7,94,17,15,20,18,17,7,88,31,11,10,9,10,17,35,9,4,11,6,5,0
N00000585,351,95,45,70,44,70,27,84,5,3,9,14,50,3,102,31,16,19,13,14,9,124,47,21,26,13,3,14,41,12,5,16,4,3,1
N00000586,327,85,34,47,44,89,28,103,10,7,12,8,62,4,104,28,11,20,15,15,15,98,40,14,11,15,9,9,22,7,2,4,6,3,0
N00000587,347,61,40,59,55,87,45,97,5,6,11,7,62,6,112,19,16,21,21,16,19,93,25,13,14,16,7,18,45,12,5,13,11,2,2
N00000588,284,41,36,55,42,85,25,98,4,6,10,8,67,3,72,11,6,19,12,13,11,89,22,23,18,14,2,10,25,4,1,8,8,3,1
N00000589,435,95,35,77,64,123,41,114,3,1,12,16,79,3,155,38,17,31,22,23,24,104,42,11,13,12,13,13,62,12,6,21,14,8,1
N00000590,306,73,41,53,38,82,19,78,6,4,3,6,57,2,98,22,21,22,13,13,7,90,36,13,15,10,7,9,40,9,3,13,9,5,1
N00000591,315,78,25,48,46,88,30,84,4,3,9,6,61,1,97,28,7,16,12,17,17,98,36,14,6,23,7,12,36,10,1,17,5,3,0
N00000592,350,83,44,55,51,91,26,105,9,7,10,8,69,2,77,16,12,15,16,12,6,133,49,21,15,23,7,18,35,9,4,15,4,3,0
N00000593,408,80,31,64,44,149,40,126,1,3,6,6,103,7,111,27,11,20,11,25,17,106,29,11,21,12,17,16,65,23,6,17,15,4,0
N00000594,271,66,27,45,31,78,24,72,1,4,7,5,52,3,84,29,9,14,7,16,9,77,27,12,11,7,8,12,38,9,2,13,12,2,0
N00000595,384,96,31,67,42,122,26,116,6,3,9,9,86,3,110,35,7,23,17,18,10,118,46,17,15,10,17,13,40,9,4,20,6,1,0
N00000596,230,65,26,27,25,57,30,56,3,4,7,2,35,5,54,11,10,8,7,10,8,89,44,9,7,7,7,15,31,7,3,5,9,5,2
N00000597,176,88,22,18,17,10,21,18,7,3,1,1,5,1,25,14,2,1,4,3,1,107,52,14,13,9,1,18,26,15,3,3,3,1,1
N00000598,231,70,31,36,24,36,34,35,2,3,4,4,19,3,33,5,6,7,5,5,5,124,40,18,20,13,10,23,39,23,4,5,2,2,3
N00000599,182,93,20,25,15,19,10,16,2,2,2,1,7,2,23,8,3,3,3,4,2,110,61,14,16,9,4,6,33,22,1,4,2,4,0
N00000600,222,81,29,29,23,47,13,51,7,4,4,3,31,2,33,7,4,8,9,2,3,106,51,17,11,8,11,8,32,16,4,6,3,3,0
N00000601,209,70,22,23,37,40,17,52,7,1,6,9,26,3,41,8,4,6,13,5,5,104,50,16,8,15,7,8,12,5,1,3,0,2,1
N00000602,153,60,9,26,17,27,14,32,4,0,9,2,16,1,34,5,4,8,4,9,4,82,50,5,8,9,2,8,5,1,0,1,2,0,1
N00000603,278,76,32,51,27,66,26,75,6,4,7,7,45,6,68,20,5,14,7,14,8,107,40,19,23,8,6,11,28,10,4,7,5,1,1
N00000604,250,62,41,41,27,51,28,63,6,5,9,4,35,4,52,7,10,11,8,6,10,103,43,18,13,6,9,14,32,6,8,8,9,1,0
N00000605,351,84,52,53,54,73,35,86,4,7,10,8,53,4,80,15,18,11,16,12,8,142,48,20,26,21,7,20,43,17,7,6,9,1,3
N00000606,243,41,43,45,41,53,20,63,4,7,7,13,30,2,59,13,8,15,9,9,5,98,20,24,12,17,12,13,23,4,4,11,2,2,0
N00000607,222,78,32,43,29,24,16,28,4,2,3,6,13,0,40,11,2,5,9,6,7,123,50,24,25,11,5,8,31,13,4,10,3,0,1
N00000608,281,76,28,51,39,61,26,79,10,4,7,10,44,4,90,24,10,23,9,13,11,82,36,11,12,10,3,10,30,6,3,9,10,1,1
N00000609,276,67,26,54,32,65,32,70,5,4,10,6,44,1,73,17,12,9,11,15,9,97,34,6,20,10,6,21,36,11,4,15,5,0,1
N00000610,302,58,38,46,44,86,30,88,4,1,9,13,55,6,75,12,9,18,10,16,10,116,37,27,12,17,10,13,23,5,1,7,4,5,1
N00000611,226,67,19,35,33,59,13,56,8,1,7,4,36,0,58,11,3,11,15,16,2,85,39,10,8,12,6,10,27,9,5,9,2,1,1
N00000612,413,170,74,68,34,42,25,43,10,6,6,4,17,0,46,10,7,11,9,7,2,260,119,48,39,18,14,22,64,31,13,12,3,4,1
N00000613,166,58,28,33,18,14,15,27,5,3,7,2,9,1,11,2,0,4,3,0,2,104,44,22,14,9,5,10,24,7,3,8,4,0,2
N00000614,168,80,20,28,16,11,13,17,4,1,4,2,5,1,22,5,2,5,3,4,3,103,55,15,14,10,1,8,26,16,2,5,1,1,1
N00000615,104,45,15,18,11,4,11,14,3,2,4,1,2,2,12,5,1,1,3,2,0,65,31,12,8,5,0,9,13,6,0,5,2,0,0
N00000616,215,89,35,37,23,11,20,21,0,1,5,4,6,5,34,8,6,6,8,1,5,131,66,25,21,8,2,9,29,15,3,5,3,2,1
N00000617,230,103,40,38,13,22,14,19,1,1,4,2,10,1,34,6,12,6,2,6,2,136,76,22,16,7,5,10,41,20,5,12,2,1,1
N00000618,437,137,69,74,37,45,75,61,9,7,7,7,26,5,72,11,16,21,10,6,8,245,92,37,31,14,12,59,59,25,9,15,6,1,3
N00000619,279,62,28,36,39,91,23,91,6,4,8,8,60,5,74,19,6,10,16,17,6,87,30,14,9,10,12,12,27,7,4,9,5,2,0
N00000620,292,57,38,75,36,64,22,82,3,9,15,8,44,3,60,7,7,22,10,9,5,111,36,17,24,13,7,14,39,11,5,14,5,4,0
N00000621,284,62,37,44,30,60,51,70,6,7,11,5,34,7,52,9,8,8,8,11,8,124,35,17,18,10,13,31,38,12,5,7,7,2,5
N00000622,287,69,33,51,37,70,27,65,7,2,8,6,41,1,65,14,4,15,11,13,8,116,37,22,18,12,13,14,41,11,5,10,8,3,4
N00000623,233,66,24,47,27,50,19,56,3,2,4,3,43,1,61,17,10,12,9,4,9,82,34,10,18,10,2,8,34,12,2,13,5,1,1
N00000624,355,92,33,61,61,83,25,96,5,5,7,13,60,6,98,30,10,19,17,14,8,115,48,12,19,17,8,11,46,9,6,16,14,1,0
N00000625,199,71,15,27,24,48,14,44,2,0,5,5,31,1,42,12,5,6,6,10,3,81,39,9,8,8,7,10,32,18,1,8,5,0,0
N00000626,357,89,30,49,42,105,42,107,4,3,5,10,82,3,100,24,12,19,15,10,20,101,45,12,11,10,5,18,49,16,3,14,7,8,1
N00000627,333,89,32,52,54,84,22,84,6,1,8,10,58,1,108,20,12,22,23,18,13,111,52,15,13,16,7,8,30,11,4,9,5,1,0
N00000628,308,96,20,52,57,65,18,68,4,0,10,12,41,1,81,26,8,15,13,11,8,114,47,10,15,20,13,9,45,19,2,12,12,0,0
N00000629,294,75,30,58,38,68,25,76,4,4,12,8,45,3,77,12,12,21,9,11,12,111,49,12,15,17,8,10,30,10,2,10,4,4,0
N00000630,195,82,23,28,11,31,20,36,1,4,5,1,22,3,21,6,3,5,3,1,3,97,53,11,12,4,4,13,41,22,5,6,3,4,1
N00000631,280,76,20,48,37,73,26,75,7,5,5,6,48,4,84,20,6,19,14,16,9,89,37,7,12,12,9,12,32,12,2,12,5,0,1
N00000632,333,67,31,61,46,86,42,101,5,3,8,12,63,10,95,26,8,21,10,16,14,99,28,12,20,16,6,17,38,8,8,12,8,1,1
N00000633,242,54,27,37,33,71,20,82,6,4,4,12,55,1,63,16,9,14,9,8,7,70,24,11,10,9,4,12,27,8,3,9,3,4,0
N00000634,351,65,31,57,52,119,27,112,6,4,7,6,85,4,114,28,15,20,22,18,11,79,23,11,9,14,10,12,46,8,1,21,10,6,0
N00000635,308,82,32,42,54,66,32,73,3,7,8,8,43,4,104,34,10,15,21,13,11,104,34,14,11,19,10,16,27,11,1,8,6,0,1
N00000636,296,89,47,41,35,55,29,63,3,2,4,8,42,4,96,33,20,11,12,9,11,108,44,22,16,10,3,13,29,9,3,10,5,1,1
N00000637,593,146,59,110,83,134,61,165,14,11,27,17,89,7,96,14,13,17,20,17,15,253,84,29,46,31,27,36,79,34,6,20,15,1,3
N00000638,291,69,41,40,29,90,22,79,6,2,9,7,53,2,50,9,7,11,7,13,3,105,37,22,5,9,18,14,57,17,10,15,6,6,3
N00000639,317,70,30,58,42,86,31,91,7,3,5,9,61,6,71,15,8,13,15,13,7,104,35,12,23,9,9,16,51,13,7,17,9,3,2
N00000640,262,69,35,38,25,56,39,54,4,1,6,7,33,3,52,11,6,12,5,15,3,118,42,19,12,6,7,32,38,12,9,8,7,1,1
N00000641,256,50,30,34,28,87,27,105,4,13,10,12,60,6,50,10,3,9,4,18,6,72,31,8,5,7,6,15,29,5,6,10,5,3,0
N00000642,278,53,41,40,49,49,46,61,3,4,12,9,30,3,67,11,5,10,22,11,8,120,31,20,14,13,7,35,30,8,12,4,5,1,0
N00000643,326,101,38,60,38,57,32,72,5,3,8,10,43,3,102,29,10,24,9,9,21,94,43,15,15,11,3,7,58,24,10,13,8,2,1
N00000644,381,112,37,66,66,62,38,68,3,4,4,9,42,6,116,24,6,30,25,13,18,141,65,20,16,23,4,13,56,20,7,16,9,3,1
N00000645,351,92,36,67,45,71,40,58,4,1,5,7,38,3,108,22,9,24,19,17,17,123,46,18,25,10,10,14,62,20,8,13,9,6,6
N00000646,281,73,48,55,37,44,24,55,4,3,9,7,31,1,79,20,15,19,8,4,13,90,30,24,13,9,6,8,57,19,6,14,13,3,2
N00000647,540,206,69,95,50,84,36,83,4,4,7,5,60,3,97,19,23,18,11,17,9,264,138,27,53,24,6,16,96,45,15,17,10,1,8
N00000648,273,71,33,55,42,55,17,62,1,6,13,6,35,1,70,19,5,17,14,8,7,99,41,16,11,14,8,9,42,10,6,14,8,4,0
N00000649,293,72,28,47,30,91,25,86,3,3,5,8,62,5,84,21,12,17,9,14,11,86,36,12,13,6,11,8,37,12,1,12,7,4,1
N00000650,433,115,62,51,69,104,32,105,5,5,9,20,63,3,120,25,16,18,23,24,14,159,67,32,19,18,11,12,49,18,9,5,8,6,3
N00000651,202,93,35,31,13,15,15,17,3,2,4,2,5,1,23,7,2,3,4,4,3,116,58,21,18,4,5,10,46,25,10,6,3,1,1
N00000652,398,86,70,61,49,93,39,107,2,10,11,14,64,6,91,11,22,17,13,14,14,152,57,25,22,17,13,18,48,16,13,11,5,2,1
N00000653,227,50,29,43,31,54,20,57,1,3,4,8,39,2,59,14,12,11,7,8,7,80,26,13,15,9,7,10,31,9,1,13,7,0,1
N00000654,207,81,27,36,23,24,16,34,6,3,3,3,16,3,42,14,4,8,6,4,6,93,49,12,16,9,2,5,38,12,8,9,5,2,2
N00000655,269,79,31,51,33,56,19,67,6,5,8,10,34,4,61,11,8,22,6,11,3,89,30,17,14,7,9,12,52,32,1,7,10,2,0
N00000656,185,79,13,19,20,33,21,34,4,1,3,6,18,2,30,6,2,5,6,6,5,83,50,6,7,4,6,10,38,19,4,4,4,3,4
N00000657,607,180,81,107,94,101,44,119,12,6,10,23,64,4,144,33,18,33,31,17,12,255,110,35,41,27,16,26,89,25,22,23,13,4,2
N00000658,272,80,20,49,30,58,35,61,4,3,5,9,37,3,78,25,5,14,3,13,18,95,40,9,22,9,4,11,38,11,3,8,9,4,3
N00000659,296,77,38,51,40,59,31,54,3,3,8,6,32,2,71,15,11,19,9,9,8,130,50,17,18,15,12,18,41,9,7,6,10,6,3
N00000660,288,114,33,51,32,45,13,43,3,6,5,4,24,1,51,15,4,12,9,9,2,146,75,19,22,12,9,9,48,21,4,12,7,3,1
N00000661,290,87,26,43,31,82,21,76,3,2,5,4,59,3,82,24,13,16,11,9,9,91,40,9,11,9,13,9,41,20,2,11,7,1,0
N00000662,274,86,46,51,32,39,20,38,4,5,6,3,19,1,65,13,10,14,8,10,10,131,56,26,20,15,7,7,40,13,5,11,6,3,2
N00000663,303,84,36,52,43,61,27,70,8,1,11,5,43,2,90,23,14,17,16,8,12,104,43,14,15,14,7,11,39,10,7,9,8,3,2
N00000664,269,80,31,43,38,56,21,59,2,2,3,10,39,3,71,18,13,15,10,10,5,109,53,13,15,12,5,11,30,7,3,10,6,2,2
N00000665,330,93,36,60,47,60,34,70,6,1,6,9,47,1,87,23,6,19,18,6,15,122,50,20,21,12,3,16,51,14,9,14,8,4,2
N00000666,306,74,43,58,49,49,33,46,2,3,4,7,30,0,85,21,13,19,14,8,10,127,42,21,23,14,5,22,48,9,6,12,14,6,1
N00000667,375,77,61,73,51,71,42,85,5,8,10,11,50,1,91,17,17,20,11,11,15,117,39,23,16,10,5,24,82,16,13,27,19,5,2
N00000668,247,110,23,30,27,25,32,24,3,2,6,1,9,3,48,13,4,7,11,7,6,119,68,8,10,8,7,18,56,26,9,7,7,2,5
N00000669,329,81,31,56,52,79,30,72,5,2,7,6,50,2,79,17,7,14,21,14,6,121,47,14,17,14,9,20,57,12,8,18,11,6,2
N00000670,210,82,30,30,21,27,20,28,3,2,2,5,15,1,48,15,4,6,10,7,6,107,52,21,14,5,3,12,27,12,3,8,1,2,1
N00000671,163,71,22,31,10,17,12,18,1,0,1,3,11,2,30,9,7,5,2,4,3,90,50,11,17,5,1,6,25,11,4,8,0,1,1
N00000672,231,91,19,39,31,31,20,44,8,1,9,5,17,4,56,13,9,9,11,9,5,107,63,8,12,10,3,11,24,7,1,9,5,2,0
N00000673,654,173,119,137,90,90,45,107,7,11,17,8,59,5,128,27,18,26,35,12,10,317,108,62,68,34,17,28,102,31,28,26,13,2,2
N00000674,226,52,22,34,27,73,18,75,5,4,7,11,45,3,60,13,6,11,7,17,6,70,33,11,8,5,5,8,21,1,1,8,4,6,1
N00000675,287,39,27,55,45,99,22,95,3,6,9,8,67,2,94,14,14,21,16,20,9,54,16,5,8,7,9,9,44,6,2,17,14,3,2
N00000676,499,145,63,69,60,116,46,130,15,7,15,8,81,4,106,26,14,20,24,15,7,202,75,34,22,21,16,34,61,29,8,12,7,4,1
N00000677,230,92,29,38,23,27,21,38,3,7,5,3,19,1,38,10,2,9,8,6,3,109,52,15,20,5,1,16,45,27,5,4,7,1,1
N00000678,384,122,47,63,49,79,24,78,4,7,9,7,49,2,99,31,10,14,16,15,13,133,56,22,22,15,10,8,74,31,8,18,11,5,1
N00000679,405,93,36,78,54,101,43,98,3,5,9,9,67,5,112,20,10,21,20,19,22,129,52,13,23,12,13,16,66,18,8,25,13,2,0
N00000680,291,84,35,56,30,44,42,39,4,5,5,0,21,4,76,13,8,14,16,10,15,118,40,16,24,10,6,22,58,27,6,13,4,7,1
N00000681,278,81,38,56,26,55,22,52,2,5,2,7,33,3,72,20,7,15,11,8,11,123,53,19,29,3,11,8,31,6,7,10,5,3,0
N00000682,349,95,27,58,54,76,39,93,7,3,12,12,56,3,86,18,9,15,11,13,20,115,54,12,18,12,4,15,55,16,3,13,19,3,1
N00000683,277,92,32,44,34,50,25,62,6,5,13,4,30,4,70,20,12,7,12,10,9,114,52,9,19,14,8,12,31,14,6,5,4,2,0
N00000684,429,112,49,76,49,77,66,82,6,5,4,8,53,6,114,29,11,27,17,13,17,160,48,27,30,12,8,35,73,29,6,15,12,3,8
N00000685,237,97,36,35,24,32,13,24,3,3,2,3,12,1,42,8,10,9,4,10,1,119,59,16,15,12,7,10,52,27,7,9,5,3,1
N00000686,355,72,41,61,49,102,30,81,5,4,6,6,58,2,119,32,10,20,18,25,14,100,23,16,17,18,14,12,55,12,11,18,7,5,2
N00000687,281,117,28,44,29,42,21,38,3,1,2,5,26,1,73,25,7,19,11,6,5,126,68,14,13,9,7,15,44,21,6,10,4,3,0
