GeographyCode,LC6502NI0001,LC6502NI0002,LC6502NI0003,LC6502NI0004,LC6502NI0005,LC6502NI0006,LC6502NI0007,LC6502NI0008,LC6502NI0009,LC6502NI0010,LC6502NI0011,LC6502NI0012,LC6502NI0013,LC6502NI0014,LC6502NI0015,LC6502NI0016,LC6502NI0017,LC6502NI0018,LC6502NI0019,LC6502NI0020,LC6502NI0021,LC6502NI0022,LC6502NI0023,LC6502NI0024,LC6502NI0025,LC6502NI0026,LC6502NI0027,LC6502NI0028,LC6502NI0029,LC6502NI0030,LC6502NI0031,LC6502NI0032,LC6502NI0033,LC6502NI0034,LC6502NI0035
N00002348,240,84,33,31,31,43,18,51,8,1,8,6,25,3,41,9,7,5,8,6,6,123,58,17,16,14,10,8,25,9,8,2,3,2,1
N00002349,175,43,24,38,21,35,14,36,2,3,5,2,22,2,43,7,6,12,8,7,3,76,26,10,18,10,4,8,20,8,5,3,1,2,1
N00002350,127,38,19,21,9,23,17,30,5,5,3,2,14,1,22,1,3,6,3,4,5,62,26,11,9,2,3,11,13,6,0,3,2,2,0
N00002351,859,144,111,151,132,276,45,279,8,16,29,22,202,2,181,23,25,37,48,40,8,284,85,54,54,37,22,32,115,28,16,31,25,12,3
N00002352,198,95,22,27,12,29,13,36,2,3,4,3,21,3,35,15,2,10,2,4,2,88,55,13,7,2,3,8,39,23,4,6,5,1,0
N00002353,1261,267,173,252,197,270,102,281,14,15,40,32,173,7,244,41,33,56,53,41,20,532,163,92,98,73,41,65,204,49,33,58,39,15,10
N00002354,279,66,40,56,30,58,29,60,5,4,7,5,35,4,61,10,5,21,8,8,9,124,41,22,21,12,13,15,34,10,9,7,5,2,1
N00002355,221,82,41,31,27,16,24,20,1,4,3,0,8,4,28,8,4,6,6,2,2,123,62,24,11,10,1,15,50,11,9,11,11,5,3
N00002356,317,79,37,54,60,57,30,67,4,3,3,11,41,5,46,6,2,16,13,4,5,149,50,23,21,26,10,19,55,19,9,14,10,2,1
N00002357,249,75,42,43,37,31,21,31,2,2,7,3,16,1,50,6,6,11,13,5,9,117,47,23,19,10,9,9,51,20,11,6,11,1,2
N00002358,176,82,25,22,24,9,14,14,1,0,2,3,6,2,20,5,1,4,8,2,0,102,61,16,6,9,1,9,40,15,8,10,4,0,3
N00002359,199,88,28,30,19,16,18,18,5,0,1,2,8,2,25,10,4,5,3,1,2,112,57,16,17,7,4,11,44,16,8,7,7,3,3
N00002360,169,66,19,25,21,26,12,27,2,5,3,4,11,2,45,13,5,9,9,7,2,88,48,8,10,7,7,8,9,3,1,3,1,1,0
N00002361,194,92,27,25,18,16,16,16,3,2,3,2,6,0,25,8,2,4,6,3,2,125,73,16,13,6,4,13,28,8,7,5,4,3,1
N00002362,177,81,34,16,23,11,12,17,5,3,1,4,3,1,14,3,2,2,4,3,0,122,62,23,12,10,5,10,24,11,6,1,5,0,1
N00002363,163,69,20,19,25,15,15,18,3,2,2,4,5,2,26,3,3,4,4,9,3,93,50,11,8,13,1,10,26,13,4,5,4,0,0
N00002364,160,62,28,24,14,10,22,15,2,2,2,4,5,0,23,4,5,7,1,2,4,104,46,19,13,8,3,15,18,10,2,2,1,0,3
N00002365,214,95,23,38,20,21,17,22,3,2,2,3,10,2,22,9,1,4,3,3,2,131,66,14,22,11,6,12,39,17,6,10,3,2,1
N00002366,196,94,24,25,16,13,24,14,3,2,0,2,5,2,17,1,3,4,3,3,3,141,74,17,18,9,5,18,24,16,2,3,2,0,1
N00002367,286,70,24,51,26,84,31,75,2,5,6,7,52,3,65,10,5,14,9,22,5,120,50,13,20,5,9,23,26,8,1,11,5,1,0
N00002368,314,72,23,58,47,89,25,76,6,2,7,8,51,2,87,15,8,19,15,20,10,106,40,8,19,13,13,13,45,11,5,13,11,5,0
N00002369,552,125,71,70,78,163,45,147,8,8,8,13,107,3,133,29,22,17,27,24,14,201,62,31,34,27,21,26,71,26,10,11,11,11,2
N00002370,280,70,24,46,43,77,20,84,6,2,6,8,58,4,96,33,10,15,19,11,8,65,21,11,11,8,6,8,35,10,1,14,8,2,0
N00002371,323,76,32,61,45,93,16,106,5,6,13,7,74,1,79,25,11,17,10,7,9,94,33,12,15,20,8,6,44,13,3,16,8,4,0
N00002372,421,94,53,68,57,120,29,128,5,14,8,14,83,4,116,30,14,25,19,18,10,134,46,19,23,18,15,13,43,13,6,12,6,4,2
N00002373,288,95,30,43,37,54,29,55,4,4,5,7,32,3,74,10,12,21,12,10,9,120,61,8,13,13,9,16,39,20,6,4,5,3,1
N00002374,221,84,22,33,31,29,22,38,6,4,5,5,15,3,56,13,7,8,11,5,12,101,53,9,15,8,9,7,26,12,2,5,7,0,0
N00002375,281,73,31,42,40,74,21,67,3,1,8,5,49,1,91,27,11,12,17,16,8,83,33,10,12,9,9,10,40,10,9,10,9,0,2
N00002376,318,53,39,60,41,91,34,105,5,7,10,11,66,6,87,19,11,21,10,14,12,84,22,16,15,6,9,16,42,7,5,14,14,2,0
N00002377,296,45,45,59,37,86,24,99,5,6,12,9,67,0,65,10,11,15,10,9,10,99,23,19,23,14,7,13,33,7,9,9,4,3,1
N00002378,533,71,65,69,94,212,22,212,2,12,13,22,158,5,116,12,16,18,31,33,6,163,44,31,28,32,18,10,42,13,6,10,9,3,1
N00002379,474,59,50,93,73,162,37,178,6,6,15,25,118,8,124,11,15,32,26,26,14,123,30,22,27,15,14,15,49,12,7,19,7,4,0
N00002380,209,72,19,34,28,28,28,40,3,3,6,9,18,1,59,15,9,10,7,5,13,87,45,6,15,7,2,12,23,9,1,3,5,3,2
N00002381,279,44,26,55,32,106,16,110,3,4,14,7,80,2,76,15,14,14,12,16,5,56,16,5,16,3,7,9,37,10,3,11,10,3,0
N00002382,352,60,42,75,62,85,28,97,5,3,12,15,59,3,102,10,18,28,22,16,8,111,37,16,23,13,6,16,42,8,5,12,12,4,1
N00002383,338,42,43,69,53,110,21,135,3,9,18,16,86,3,92,12,20,23,16,13,8,71,20,10,13,11,7,10,40,7,4,15,10,4,0
N00002384,287,50,34,54,41,81,27,100,4,6,14,10,60,6,74,8,8,27,13,14,4,82,29,15,6,11,6,15,31,9,5,7,7,1,2
N00002385,209,43,16,45,29,58,18,59,7,1,4,5,38,4,60,11,2,14,10,17,6,67,24,8,16,9,2,8,23,1,5,11,5,1,0
N00002386,205,96,26,31,19,16,17,23,5,2,2,4,10,0,28,8,4,6,5,4,1,113,60,13,18,7,2,13,41,23,7,5,3,0,3
N00002387,371,155,45,46,37,47,41,42,6,2,3,6,24,1,74,16,10,14,19,9,6,191,96,20,24,8,11,32,64,37,13,5,4,3,2
N00002388,160,46,25,29,28,15,17,22,1,2,4,5,10,0,26,6,3,5,8,2,2,67,23,9,12,8,2,13,45,16,11,8,7,1,2
N00002389,257,99,24,32,31,33,38,31,6,3,5,4,10,3,36,8,1,6,5,10,6,137,62,14,13,9,11,28,53,23,6,8,13,2,1
N00002390,232,75,32,39,25,37,24,30,1,2,2,5,18,2,32,5,1,15,6,5,0,125,51,22,11,8,11,22,45,18,7,11,6,3,0
N00002391,306,72,26,44,37,109,18,109,7,5,3,10,83,1,72,19,7,15,8,16,7,80,36,12,12,6,6,8,45,10,2,14,13,4,2
N00002392,278,61,19,47,54,77,20,76,5,0,4,11,54,2,71,11,5,18,17,12,8,86,37,12,11,8,8,10,45,8,2,14,18,3,0
N00002393,450,57,39,81,75,166,32,174,3,8,14,20,124,5,99,8,14,17,22,24,14,95,29,10,18,13,12,13,82,17,7,32,20,6,0
N00002394,286,63,45,46,47,66,19,62,3,3,8,5,42,1,56,8,12,11,9,12,4,100,37,19,11,11,8,14,68,15,11,16,22,4,0
N00002395,290,51,41,64,59,59,16,76,3,7,11,12,41,2,53,4,7,20,13,8,1,116,36,21,23,18,7,11,45,8,6,10,16,3,2
N00002396,217,106,20,32,22,14,23,17,2,2,2,2,9,0,31,10,2,8,6,1,4,117,66,9,15,10,2,15,52,28,7,7,4,2,4
N00002397,250,119,38,38,18,31,6,34,7,5,3,3,16,0,38,11,8,9,3,6,1,112,72,13,12,7,3,5,66,29,12,14,5,6,0
N00002398,267,134,44,43,21,9,16,21,9,3,1,5,3,0,34,8,10,6,2,3,5,145,73,24,24,11,3,10,67,44,7,12,3,0,1
N00002399,199,74,19,37,23,29,17,24,2,1,3,4,13,1,38,11,2,10,7,4,4,92,40,11,15,9,6,11,45,21,5,9,3,6,1
N00002400,162,65,14,22,15,38,8,44,4,2,4,4,30,0,31,5,5,8,5,4,4,60,39,4,6,6,3,2,27,17,3,4,0,1,2
N00002401,1073,184,141,177,130,369,72,383,10,21,45,25,271,11,198,29,28,46,44,38,13,326,95,63,38,42,47,41,166,50,29,48,19,13,7
N00002402,174,30,11,18,28,77,10,74,4,3,3,4,58,2,39,6,2,7,7,13,4,38,13,3,3,11,4,4,23,7,3,5,6,2,0
N00002403,324,80,44,44,42,81,33,105,12,10,14,8,54,7,78,19,10,13,11,15,10,107,35,19,9,19,11,14,34,14,5,8,4,1,2
N00002404,664,177,101,94,110,135,47,154,13,9,11,21,92,8,135,27,18,27,34,19,10,286,106,53,42,39,18,28,89,31,21,14,16,6,1
N00002405,244,58,36,38,35,54,23,60,4,2,6,7,40,1,66,10,12,17,14,9,4,78,36,16,6,4,2,14,40,8,6,9,10,3,4
N00002406,255,44,17,28,26,125,15,108,3,3,5,5,90,2,58,9,5,12,12,12,8,45,16,6,2,3,15,3,44,16,3,9,6,8,2
N00002407,218,46,19,28,22,88,15,89,3,6,8,5,64,3,52,12,3,9,4,18,6,45,20,4,5,6,4,6,32,11,6,6,7,2,0
N00002408,275,47,15,34,27,140,12,141,10,2,11,5,108,5,58,10,7,11,9,19,2,35,13,4,3,6,5,4,41,14,2,9,7,8,1
N00002409,237,73,27,35,38,51,13,49,4,2,0,9,32,2,37,6,8,8,7,7,1,114,55,15,13,15,8,8,37,8,2,14,7,4,2
N00002410,231,66,36,37,29,44,19,46,2,6,3,5,27,3,38,5,6,13,6,6,2,107,50,18,11,10,8,10,40,9,6,10,8,3,4
N00002411,256,16,12,40,36,137,15,133,3,2,3,6,116,3,49,4,7,9,11,11,7,26,5,2,3,6,5,5,48,4,1,25,13,5,0
N00002412,284,30,18,49,40,132,15,131,2,3,8,6,108,4,53,7,5,11,13,14,3,43,11,6,7,9,5,5,57,10,4,23,12,5,3
N00002413,311,41,24,46,39,143,18,133,4,2,5,6,113,3,56,13,8,11,12,10,2,67,14,9,8,11,14,11,55,10,5,22,10,6,2
N00002414,229,22,15,36,31,106,19,113,4,2,8,9,88,2,52,6,9,11,4,13,9,32,6,4,3,10,1,8,32,6,0,14,8,4,0
N00002415,220,58,21,27,30,68,16,77,11,4,8,3,47,4,45,12,4,10,6,6,7,62,24,6,5,11,11,5,36,11,7,4,10,4,0
N00002416,344,123,44,45,35,73,24,79,8,7,7,3,51,3,87,28,13,13,10,16,7,121,55,16,20,12,4,14,57,32,8,5,10,2,0
N00002417,253,80,31,42,22,44,34,47,4,3,7,2,27,4,82,22,13,13,12,8,14,80,35,9,12,5,6,13,44,19,6,10,3,3,3
N00002418,381,101,49,57,52,93,29,88,4,3,3,8,68,2,111,31,14,14,20,17,15,116,42,23,21,14,4,12,66,24,9,19,10,4,0
N00002419,461,110,61,65,65,131,29,109,1,4,2,8,89,5,120,34,11,16,27,23,9,151,51,32,27,16,11,14,81,24,14,20,14,8,1
N00002420,357,114,42,46,35,91,29,85,2,6,3,7,65,2,101,32,12,15,13,14,15,107,55,21,9,9,5,8,64,25,3,19,6,7,4
N00002421,282,81,44,34,27,73,23,64,3,0,4,5,49,3,91,26,22,13,8,11,11,78,37,16,7,3,6,9,49,15,6,10,11,7,0
N00002422,361,104,54,64,31,85,23,88,8,6,5,5,62,2,85,27,16,18,11,8,5,121,47,21,27,7,8,11,67,22,11,14,8,7,5
N00002423,155,73,24,26,9,21,2,22,4,3,4,2,9,0,23,6,3,5,3,6,0,72,48,9,8,1,5,1,38,15,9,9,3,1,1
N00002424,243,56,31,44,34,62,16,61,6,6,5,2,41,1,50,7,6,10,10,12,5,71,24,14,12,7,5,9,61,19,5,17,15,4,1
N00002425,225,75,24,28,35,51,12,45,3,1,2,7,31,1,44,6,8,9,12,8,1,92,46,11,11,7,9,8,44,20,4,6,9,3,2
N00002426,263,66,33,45,35,66,18,56,3,3,5,6,38,1,46,6,8,11,8,7,6,101,38,16,13,10,13,11,60,19,6,16,11,8,0
N00002427,276,130,19,44,28,36,19,31,5,2,4,3,16,1,33,8,2,9,4,6,4,130,77,11,15,10,9,8,82,40,4,16,11,5,6
N00002428,240,97,30,29,30,35,19,34,2,3,2,3,20,4,35,9,8,8,4,3,3,120,64,14,13,14,7,8,51,22,5,6,9,5,4
N00002429,244,126,24,39,23,23,9,27,6,5,2,3,10,1,29,8,4,8,7,2,0,128,83,8,19,7,7,4,60,29,7,10,6,4,4
N00002430,235,106,35,39,24,19,12,23,2,3,2,5,11,0,26,7,3,5,7,1,3,105,61,15,12,11,1,5,81,36,14,20,1,6,4
N00002431,709,336,77,91,85,82,38,76,9,11,7,8,38,3,87,23,12,19,18,9,6,283,163,30,26,25,16,23,263,141,24,39,34,19,6
N00002432,195,98,32,21,15,19,10,18,3,2,3,3,5,2,21,5,3,2,3,5,3,87,48,17,8,5,6,3,69,42,10,8,4,3,2
N00002433,301,101,47,45,45,50,13,52,4,2,2,6,35,3,49,15,9,7,11,5,2,111,57,20,13,8,5,8,89,25,16,23,20,5,0
N00002434,166,80,34,22,9,12,9,11,2,3,1,3,2,0,15,3,3,2,1,2,4,73,33,16,11,3,5,5,67,42,12,8,2,3,0
N00002435,206,104,13,23,26,23,17,21,3,1,2,3,10,2,29,8,2,4,6,5,4,98,59,4,11,8,6,10,58,34,6,6,9,2,1
N00002436,301,110,52,47,31,45,16,46,3,8,7,1,27,0,52,13,5,10,11,7,6,118,55,22,17,11,6,7,85,39,17,13,8,5,3
N00002437,208,47,21,38,32,54,16,58,2,3,5,5,41,2,37,8,6,7,7,6,3,70,26,9,12,10,4,9,43,11,3,14,10,3,2
N00002438,275,106,44,37,30,34,24,49,9,4,6,10,17,3,40,7,4,6,7,8,8,133,66,30,14,8,4,11,53,24,6,11,5,5,2
N00002439,242,119,24,30,24,26,19,26,4,0,4,4,12,2,30,6,2,9,5,6,2,128,79,16,9,8,4,12,58,30,6,8,7,4,3
N00002440,237,90,41,39,26,30,11,35,3,4,6,5,13,4,31,8,7,5,4,5,2,120,57,22,14,12,10,5,51,22,8,14,5,2,0
N00002441,173,93,23,19,15,11,12,18,3,1,5,3,3,3,23,10,4,3,2,3,1,85,54,10,6,3,5,7,47,26,8,5,7,0,1
N00002442,215,92,36,35,22,22,8,25,3,5,7,1,9,0,29,6,9,6,4,2,2,96,50,16,10,8,9,3,65,33,6,12,9,2,3
N00002443,255,94,36,29,36,46,14,48,5,5,4,4,28,2,40,9,4,5,11,6,5,103,46,18,12,14,8,5,64,34,9,8,7,4,2
N00002444,590,176,79,99,68,129,39,128,9,5,17,9,84,4,113,22,23,26,14,23,5,241,104,36,31,27,15,28,108,41,15,25,18,7,2
N00002445,212,41,10,34,17,92,18,103,8,1,7,3,79,5,47,10,3,17,4,7,6,38,19,3,3,3,4,6,24,4,3,7,7,2,1
N00002446,189,76,24,37,21,19,12,28,5,3,5,3,11,1,34,8,4,10,5,4,3,98,51,14,15,10,3,5,29,12,3,7,3,1,3
N00002447,229,113,23,32,20,27,14,20,3,1,3,3,9,1,29,9,5,5,4,4,2,123,72,9,15,7,10,10,57,29,8,9,6,4,1
N00002448,225,100,35,42,20,15,13,28,4,3,7,5,8,1,32,10,6,8,5,2,1,115,65,10,20,6,3,11,50,21,16,7,4,2,0
N00002449,216,72,28,38,17,48,13,64,10,3,5,5,36,5,34,7,4,9,4,6,4,76,40,13,10,7,4,2,42,15,8,14,1,2,2
N00002450,202,65,23,25,33,34,22,39,0,2,5,8,22,2,41,6,5,9,8,6,7,101,50,14,9,13,3,12,21,9,2,2,4,3,1
N00002451,449,199,70,74,31,47,28,47,3,4,9,2,26,3,51,14,6,9,9,8,5,212,108,35,33,10,9,17,139,74,25,23,10,4,3
N00002452,232,73,35,40,27,44,13,35,0,1,3,4,22,5,42,10,5,11,4,10,2,111,53,20,11,15,6,6,44,10,9,15,4,6,0
N00002453,267,83,30,45,38,52,19,53,3,5,2,8,35,0,52,17,4,11,9,7,4,114,51,16,19,13,5,10,48,12,5,13,8,5,5
N00002454,251,89,28,33,20,64,17,62,5,5,3,4,42,3,43,12,4,8,8,9,2,98,51,14,10,5,7,11,48,21,5,12,3,6,1
N00002455,294,38,27,48,46,113,22,110,3,6,8,7,81,5,75,8,5,18,17,24,3,74,21,10,12,12,7,12,35,6,6,10,10,1,2
N00002456,297,74,30,41,37,93,22,108,8,11,8,9,69,3,67,14,9,12,8,14,10,82,43,7,7,11,6,8,40,9,3,14,9,4,1
N00002457,385,80,54,70,57,97,27,106,11,6,7,12,63,7,88,14,19,19,13,15,8,150,46,26,28,23,16,11,41,9,3,16,9,3,1
N00002458,223,109,34,29,18,19,14,22,2,3,3,3,10,1,61,20,9,12,6,6,8,96,63,17,7,6,1,2,44,24,5,7,3,2,3
N00002459,579,183,65,91,59,140,41,143,7,6,13,16,100,1,148,40,12,30,24,23,19,191,96,33,23,9,11,19,97,40,14,25,10,6,2
N00002460,307,64,45,50,47,77,24,88,0,7,7,13,59,2,73,14,10,16,12,9,12,91,30,19,13,15,6,8,55,20,9,14,7,3,2
N00002461,399,120,42,73,47,94,23,93,3,7,12,11,55,5,101,22,15,22,10,22,10,132,67,12,20,15,11,7,73,28,8,19,11,6,1
N00002462,374,136,45,49,45,71,28,70,6,5,6,8,45,0,96,30,16,15,13,11,11,139,72,17,9,17,11,13,69,28,7,19,7,4,4
N00002463,318,92,45,55,35,66,25,68,5,5,7,7,43,1,72,17,18,11,7,12,7,98,43,13,13,11,5,13,80,27,9,24,10,6,4
N00002464,296,75,46,35,32,89,19,84,3,4,6,4,64,3,72,18,7,9,13,17,8,95,41,22,11,8,7,6,45,13,13,9,7,1,2
N00002465,551,259,86,95,54,42,15,40,1,1,10,6,20,2,39,11,2,11,8,7,0,214,116,40,29,11,8,10,258,131,43,45,29,7,3
N00002466,223,101,27,30,30,15,20,16,1,0,3,4,7,1,21,3,1,3,6,4,4,108,61,13,10,10,3,11,78,36,13,14,10,1,4
N00002467,226,97,26,32,32,26,13,27,4,1,3,8,11,0,28,8,3,3,6,7,1,89,43,14,12,8,3,9,82,42,8,14,10,5,3
N00002468,239,90,31,31,33,42,12,40,2,3,3,6,25,1,44,13,6,7,8,8,2,92,47,12,11,12,4,6,63,28,10,10,7,5,3
N00002469,452,177,60,71,56,61,27,59,6,4,8,8,32,1,72,15,10,16,7,16,8,196,106,28,22,21,8,11,125,50,18,25,20,5,7
N00002470,280,132,36,30,35,32,15,29,4,2,3,3,16,1,35,13,5,6,5,4,2,143,78,20,15,15,6,9,73,37,9,6,12,6,3
N00002471,234,113,33,33,20,23,12,20,0,2,2,3,12,1,27,8,8,5,3,3,0,103,60,11,12,7,4,9,84,45,12,14,7,4,2
N00002472,312,149,39,40,34,34,16,22,3,1,2,3,11,2,35,7,5,2,8,8,5,139,74,17,24,9,8,7,116,65,16,12,14,7,2
N00002473,256,136,29,42,22,21,6,12,2,1,2,2,5,0,24,7,1,7,4,5,0,117,70,17,17,5,4,4,103,57,10,16,11,7,2
N00002474,250,103,39,39,29,27,13,29,4,2,5,5,11,2,33,9,5,6,4,6,3,96,49,14,9,14,5,5,92,41,18,19,6,5,3
N00002475,271,131,40,33,32,23,12,29,3,2,3,6,13,2,35,11,4,4,11,3,2,118,75,16,10,9,3,5,89,42,18,16,6,4,3
N00002476,271,131,31,49,22,26,12,25,4,1,1,1,18,0,36,6,8,6,7,6,3,118,73,14,22,4,2,3,92,48,8,20,10,0,6
N00002477,213,98,20,24,34,30,7,25,4,0,3,3,15,0,31,6,7,3,10,5,0,100,58,10,7,10,10,5,57,30,3,11,11,0,2
N00002478,361,113,60,74,43,52,19,41,2,3,5,3,27,1,55,10,8,12,7,11,7,142,52,20,32,20,7,11,123,49,29,25,13,7,0
N00002479,371,68,28,70,53,135,17,133,4,4,12,11,102,0,68,9,9,18,13,13,6,102,37,8,15,15,17,10,68,18,7,25,14,3,1
N00002480,485,138,54,66,70,125,32,134,9,6,10,18,83,8,104,20,12,17,20,25,10,159,79,24,17,16,12,11,88,30,12,22,16,5,3
N00002481,221,94,40,30,22,24,11,19,3,3,3,2,8,0,19,6,7,2,1,3,0,88,43,14,5,9,8,9,95,42,16,20,10,5,2
N00002482,214,93,37,34,22,15,13,19,1,4,3,2,8,1,31,7,5,3,10,2,4,89,43,15,16,6,3,6,75,42,13,12,4,2,2
N00002483,241,105,31,33,27,33,12,28,2,3,4,6,13,0,23,5,6,2,3,3,4,102,51,8,13,14,9,7,88,47,14,14,4,8,1
N00002484,232,98,37,43,27,17,10,24,3,4,1,4,9,3,32,10,5,4,10,1,2,83,40,15,17,6,3,2,93,45,13,21,7,4,3
N00002485,203,90,24,31,22,25,11,25,2,1,2,2,17,1,16,2,2,3,5,3,1,82,41,12,11,7,4,7,80,45,9,15,8,1,2
N00002486,311,106,52,59,35,39,20,41,4,8,5,3,19,2,47,11,7,8,9,9,3,104,44,21,18,6,7,8,119,47,16,28,17,4,7
N00002487,334,70,59,63,50,65,27,64,5,4,6,8,39,2,68,13,11,17,9,10,8,129,38,30,16,17,12,16,73,14,14,24,16,4,1
N00002488,895,202,141,159,142,202,49,192,6,15,25,22,117,7,146,26,23,25,33,27,12,295,97,52,44,47,32,23,262,73,51,65,40,26,7
N00002489,607,92,48,87,87,250,43,231,4,11,15,15,177,9,133,14,11,26,30,41,11,147,49,19,18,21,19,21,96,25,7,28,21,13,2
N00002490,269,62,33,46,28,66,34,70,6,4,6,8,40,6,63,11,14,5,9,16,8,91,33,10,19,7,6,16,45,12,5,16,4,4,4
N00002491,244,97,42,36,26,35,8,28,2,4,1,0,19,2,26,5,4,6,3,7,1,112,56,25,10,11,7,3,78,34,9,19,12,2,2
N00002492,202,86,35,34,20,14,13,15,1,2,1,4,6,1,24,5,2,4,6,3,4,82,39,15,10,6,4,8,81,41,16,19,4,1,0
N00002493,240,124,30,29,27,17,13,20,3,1,4,3,9,0,27,7,5,2,5,4,4,134,81,15,16,11,3,8,59,33,9,7,8,1,1
N00002494,192,81,25,37,22,19,8,14,3,2,1,1,6,1,22,3,1,9,5,4,0,82,50,7,7,6,6,6,74,25,15,20,10,3,1
N00002495,414,125,57,70,53,81,28,73,3,6,8,3,49,4,65,19,5,20,6,10,5,173,62,35,18,30,13,15,103,41,11,24,14,9,4
N00002496,272,120,33,42,30,31,16,27,1,3,6,6,10,1,30,11,2,6,4,6,1,140,70,20,16,13,9,12,75,38,8,14,7,6,2
N00002497,394,128,64,66,59,53,24,55,5,4,5,6,33,2,64,18,12,13,8,6,7,157,61,35,18,25,8,10,118,44,13,30,20,6,5
N00002498,815,240,119,137,116,159,44,149,10,9,14,18,94,4,123,12,23,25,30,26,7,319,119,56,51,43,23,27,224,99,31,47,25,16,6
N00002499,480,152,53,75,59,105,36,129,11,5,11,25,77,0,85,17,11,18,17,13,9,181,94,25,19,6,11,26,85,30,12,27,11,4,1
N00002500,382,82,62,61,53,97,27,94,7,8,5,8,59,7,78,8,12,11,21,20,6,136,45,31,17,16,13,14,74,22,11,28,8,5,0
N00002501,1150,139,106,183,176,491,55,487,14,19,30,46,371,7,213,27,28,35,41,58,24,234,45,42,40,48,40,19,216,53,17,78,41,22,5
N00002502,371,64,37,36,53,146,35,133,0,3,3,9,109,9,71,16,6,8,19,14,8,116,35,19,12,15,17,18,51,13,9,13,10,6,0
N00002503,185,28,11,22,14,102,8,105,8,4,1,5,86,1,35,4,3,10,3,10,5,21,10,1,3,3,2,2,24,6,3,8,3,4,0
N00002504,160,59,22,23,15,29,12,32,2,2,4,3,21,0,20,3,3,2,7,3,2,84,43,14,12,3,4,8,24,11,3,5,2,1,2
N00002505,197,60,25,27,24,42,19,44,2,4,4,8,24,2,34,7,2,6,3,11,5,86,36,13,12,11,5,9,33,15,6,5,2,2,3
N00002506,219,70,42,30,23,41,13,35,2,2,4,7,20,0,32,4,5,6,2,8,7,99,41,19,13,12,11,3,53,23,16,7,2,2,3
N00002507,211,66,36,48,26,18,17,25,0,3,5,5,9,3,26,3,4,10,4,3,2,100,44,17,18,8,3,10,60,19,12,15,9,3,2
N00002508,151,43,23,28,17,20,20,28,1,4,3,3,16,1,18,4,1,6,4,1,2,71,27,14,9,6,3,12,34,11,4,10,4,0,5
N00002509,172,62,19,26,23,25,17,22,2,2,3,6,9,0,27,8,3,3,6,5,2,95,41,10,15,11,4,14,28,11,4,5,0,7,1
N00002510,346,108,41,39,36,75,47,69,1,5,5,6,44,8,57,8,9,13,8,11,8,133,57,13,12,12,10,29,87,42,14,9,10,10,2
N00002511,129,49,24,20,9,15,12,22,0,3,5,1,11,2,13,4,3,1,3,2,0,55,26,7,8,5,2,7,39,19,11,6,0,0,3
N00002512,535,187,50,75,55,114,54,118,12,4,6,9,83,4,101,22,10,23,16,14,16,217,106,27,29,18,10,27,99,47,9,17,12,7,7
N00002513,249,48,23,34,31,85,28,93,3,3,7,10,64,6,53,12,9,8,6,8,10,61,21,9,3,9,8,11,42,12,2,16,6,5,1
N00002514,300,38,23,71,43,103,22,114,1,0,13,11,84,5,75,10,13,23,12,13,4,58,17,7,9,11,2,12,53,10,3,26,9,4,1
N00002515,215,73,17,35,21,53,16,56,9,2,7,6,30,2,57,18,4,11,8,12,4,67,32,10,7,3,6,9,35,14,1,10,4,5,1
N00002516,281,55,20,47,32,98,29,102,2,4,4,7,80,5,74,16,6,20,9,11,12,62,30,7,6,5,5,9,43,7,3,17,11,2,3
N00002517,232,64,19,38,35,61,15,78,6,2,7,7,50,6,62,19,3,11,17,6,6,55,26,9,10,4,3,3,37,13,5,10,7,2,0
N00002518,498,96,44,83,74,155,46,155,7,5,16,12,110,5,112,15,9,22,24,30,12,138,46,18,18,22,8,26,93,28,12,27,16,7,3
N00002519,238,60,27,42,31,58,20,54,3,4,4,5,37,1,49,12,6,11,4,12,4,86,25,14,16,15,4,12,49,20,3,11,7,5,3
N00002520,582,86,73,95,84,204,40,205,5,9,12,18,154,7,136,25,28,19,26,27,11,154,40,26,31,24,13,20,87,16,10,33,16,10,2
N00002521,929,257,137,124,106,232,73,241,13,11,25,24,156,12,147,33,20,25,23,33,13,368,148,64,42,38,31,45,173,63,42,32,21,12,3
N00002522,217,90,27,37,26,23,14,31,5,1,3,3,18,1,27,5,3,12,4,0,3,102,54,12,10,13,3,10,57,26,11,12,6,2,0
N00002523,245,122,19,30,25,35,14,43,9,1,4,6,21,2,36,16,4,7,2,6,1,118,74,8,10,11,4,11,48,23,6,9,6,4,0
N00002524,301,71,39,62,44,52,33,54,0,2,5,12,31,4,48,3,9,15,5,9,7,121,42,14,19,18,9,19,78,26,14,23,9,3,3
N00002525,1278,266,155,195,171,395,96,406,12,36,32,36,278,12,308,73,36,49,48,67,35,375,133,57,60,53,32,40,189,48,26,54,34,18,9
N00002526,762,130,64,102,94,334,38,343,11,8,21,26,266,11,148,24,13,30,31,38,12,158,54,29,30,16,17,12,113,41,14,21,21,13,3
N00002527,309,27,16,46,33,172,15,169,4,2,10,8,139,6,53,10,1,5,11,22,4,38,9,7,7,7,4,4,49,4,6,24,7,7,1
N00002528,236,35,24,45,38,74,20,71,2,5,7,6,49,2,38,7,3,5,10,11,2,75,19,10,13,12,8,13,52,7,6,20,10,6,3
N00002529,331,70,35,54,38,115,19,90,6,3,6,5,68,2,78,11,17,15,7,23,5,93,39,10,11,10,12,11,70,14,5,22,16,12,1
