GeographyCode,LC4411NI0001,LC4411NI0002,LC4411NI0003,LC4411NI0004,LC4411NI0005,LC4411NI0006,LC4411NI0007,LC4411NI0008,LC4411NI0009,LC4411NI0010,LC4411NI0011,LC4411NI0012,LC4411NI0013,LC4411NI0014,LC4411NI0015,LC4411NI0016,LC4411NI0017,LC4411NI0018,LC4411NI0019,LC4411NI0020
N00000001,310,72,212,21,5,23,2,10,11,0,199,41,148,7,3,88,29,54,3,2
N00000002,141,68,7,44,22,15,4,2,4,5,69,24,4,28,13,57,40,1,12,4
N00000003,78,75,0,2,1,6,5,0,1,0,22,20,0,1,1,50,50,0,0,0
N00000004,195,148,42,3,2,11,4,5,2,0,52,34,16,1,1,132,110,21,0,1
N00000005,124,116,4,4,0,4,2,1,1,0,36,33,1,2,0,84,81,2,1,0
N00000006,86,74,8,3,1,8,6,1,1,0,30,23,5,2,0,48,45,2,0,1
N00000007,89,79,7,0,3,5,5,0,0,0,26,22,2,0,2,58,52,5,0,1
N00000008,138,27,28,68,15,21,2,2,15,2,67,10,11,35,11,50,15,15,18,2
N00000009,275,123,58,57,37,13,3,1,1,8,97,23,25,24,25,165,97,32,32,4
N00000010,86,60,12,14,0,7,4,1,2,0,29,19,4,6,0,50,37,7,6,0
N00000011,136,27,13,72,24,47,3,3,26,15,62,11,9,35,7,27,13,1,11,2
N00000012,121,4,11,86,20,34,1,2,22,9,62,2,7,42,11,25,1,2,22,0
N00000013,136,25,12,64,35,50,2,5,25,18,59,9,5,29,16,27,14,2,10,1
N00000014,205,10,40,133,22,49,1,7,34,7,100,2,20,67,11,56,7,13,32,4
N00000015,119,6,17,68,28,58,2,6,29,21,48,2,7,33,6,13,2,4,6,1
N00000016,122,6,5,55,56,49,1,2,19,27,61,3,3,29,26,12,2,0,7,3
N00000017,144,29,20,91,4,48,3,10,31,4,62,7,5,50,0,34,19,5,10,0
N00000018,94,5,41,46,2,27,4,8,13,2,43,0,25,18,0,24,1,8,15,0
N00000019,116,2,30,78,6,38,1,7,24,6,52,1,15,36,0,26,0,8,18,0
N00000020,122,7,14,101,0,45,3,7,35,0,64,4,5,55,0,13,0,2,11,0
N00000021,128,11,10,81,26,48,2,6,19,21,58,2,2,49,5,22,7,2,13,0
N00000022,126,9,19,98,0,45,3,8,34,0,63,3,6,54,0,18,3,5,10,0
N00000023,115,11,36,67,1,42,4,13,24,1,57,4,18,35,0,16,3,5,8,0
N00000024,174,157,10,5,2,4,2,0,1,1,48,38,7,3,0,122,117,3,1,1
N00000025,159,152,3,1,3,5,5,0,0,0,47,41,2,1,3,107,106,1,0,0
N00000026,151,136,6,5,4,5,3,0,1,1,33,30,1,1,1,113,103,5,3,2
N00000027,178,109,42,25,2,14,4,5,5,0,68,29,21,17,1,96,76,16,3,1
N00000028,85,58,5,18,4,6,1,1,3,1,46,28,3,12,3,33,29,1,3,0
N00000029,136,122,8,1,5,7,6,1,0,0,34,28,3,1,2,95,88,4,0,3
N00000030,131,118,8,2,3,5,3,0,1,1,36,30,5,0,1,90,85,3,1,1
N00000031,201,174,24,2,1,9,7,1,1,0,55,44,10,1,0,137,123,13,0,1
N00000032,133,69,61,3,0,8,4,4,0,0,57,22,34,1,0,68,43,23,2,0
N00000033,166,130,32,2,2,9,4,5,0,0,49,32,15,1,1,108,94,12,1,1
N00000034,158,96,56,3,3,11,3,6,0,2,61,35,24,2,0,86,58,26,1,1
N00000035,128,16,64,44,4,27,3,13,10,1,75,6,37,30,2,26,7,14,4,1
N00000036,134,37,90,5,2,22,5,15,1,1,60,12,45,3,0,52,20,30,1,1
N00000037,124,20,74,22,8,18,2,9,7,0,74,11,43,14,6,32,7,22,1,2
N00000038,138,89,42,6,1,15,5,6,3,1,54,31,22,1,0,69,53,14,2,0
N00000039,448,153,147,90,58,92,10,18,28,36,174,49,68,37,20,182,94,61,25,2
N00000040,114,8,29,60,17,37,1,12,15,9,50,7,8,27,8,27,0,9,18,0
N00000041,144,70,46,25,3,11,2,1,6,2,62,28,22,11,1,71,40,23,8,0
N00000042,126,70,41,14,1,8,0,4,4,0,54,25,21,8,0,64,45,16,2,1
N00000043,368,186,100,59,23,50,11,14,14,11,142,48,48,36,10,176,127,38,9,2
N00000044,108,14,72,20,2,20,1,10,7,2,59,11,40,8,0,29,2,22,5,0
N00000045,170,138,16,16,0,7,3,4,0,0,41,30,7,4,0,122,105,5,12,0
N00000046,129,109,17,2,1,7,3,3,1,0,42,33,8,1,0,80,73,6,0,1
N00000047,138,100,33,4,1,9,5,4,0,0,48,31,13,3,1,81,64,16,1,0
N00000048,125,9,26,80,10,31,3,11,13,4,70,1,14,49,6,24,5,1,18,0
N00000049,123,14,29,76,4,33,5,7,18,3,65,3,17,44,1,25,6,5,14,0
N00000050,135,64,13,57,1,20,1,5,14,0,53,17,3,33,0,62,46,5,10,1
N00000051,124,15,18,90,1,56,7,9,39,1,56,6,8,42,0,12,2,1,9,0
N00000052,120,32,23,64,1,38,7,1,29,1,53,10,13,30,0,29,15,9,5,0
N00000053,108,6,16,66,20,46,1,5,27,13,46,0,9,30,7,16,5,2,9,0
N00000054,111,6,10,95,0,29,2,2,25,0,57,1,8,48,0,25,3,0,22,0
N00000055,117,6,27,84,0,22,1,4,17,0,71,2,15,54,0,24,3,8,13,0
N00000056,119,5,12,95,7,39,1,6,28,4,50,1,4,43,2,30,3,2,24,1
N00000057,118,5,5,91,17,62,3,2,46,11,44,1,3,34,6,12,1,0,11,0
N00000058,121,11,7,91,12,48,5,2,36,5,55,4,3,41,7,18,2,2,14,0
N00000059,110,4,6,69,31,57,0,5,34,18,46,1,1,31,13,7,3,0,4,0
N00000060,180,6,12,133,29,90,3,9,54,24,76,2,3,66,5,14,1,0,13,0
N00000061,129,71,24,22,12,22,4,3,7,8,54,26,14,11,3,53,41,7,4,1
N00000062,130,121,3,6,0,12,9,1,2,0,41,37,1,3,0,77,75,1,1,0
N00000063,155,31,17,84,23,66,8,7,44,7,54,8,8,24,14,35,15,2,16,2
N00000064,133,10,19,59,45,58,3,8,26,21,63,4,8,29,22,12,3,3,4,2
N00000065,146,60,85,1,0,8,2,5,1,0,79,28,51,0,0,59,30,29,0,0
N00000066,110,44,61,5,0,10,3,5,2,0,50,17,30,3,0,50,24,26,0,0
N00000067,134,13,30,79,12,54,4,9,34,7,56,1,14,36,5,24,8,7,9,0
N00000068,124,85,35,3,1,6,2,3,0,1,46,26,20,0,0,72,57,12,3,0
N00000069,145,6,15,99,25,92,5,9,54,24,41,1,3,36,1,12,0,3,9,0
N00000070,104,99,2,3,0,18,16,1,1,0,45,44,1,0,0,41,39,0,2,0
N00000071,136,33,23,68,12,39,4,5,23,7,69,17,12,35,5,28,12,6,10,0
N00000072,634,262,198,160,14,73,11,22,38,2,275,88,95,82,10,286,163,81,40,2
N00000073,249,12,37,127,73,99,6,11,43,39,110,2,14,63,31,40,4,12,21,3
N00000074,386,165,90,122,9,29,4,3,18,4,163,51,42,66,4,194,110,45,38,1
N00000075,111,29,63,13,6,16,0,11,5,0,55,12,32,5,6,40,17,20,3,0
N00000076,114,54,54,6,0,15,3,8,4,0,49,22,26,1,0,50,29,20,1,0
N00000077,98,46,52,0,0,8,3,5,0,0,48,24,24,0,0,42,19,23,0,0
N00000078,161,57,99,3,2,6,1,3,1,1,70,20,47,2,1,85,36,49,0,0
N00000079,192,172,17,2,1,6,2,2,2,0,58,50,8,0,0,128,120,7,0,1
N00000080,146,98,46,2,0,3,0,2,1,0,33,19,13,1,0,110,79,31,0,0
N00000081,140,60,39,39,2,20,3,13,4,0,48,10,15,21,2,72,47,11,14,0
N00000082,132,124,6,1,1,2,1,0,1,0,43,38,4,0,1,87,85,2,0,0
N00000083,208,193,9,5,1,7,6,0,1,0,45,37,5,3,0,156,150,4,1,1
N00000084,153,140,11,1,1,8,7,0,1,0,24,19,4,0,1,121,114,7,0,0
N00000085,180,45,44,45,46,59,13,16,12,18,80,13,17,27,23,41,19,11,6,5
N00000086,142,13,100,25,4,24,1,15,5,3,56,4,37,14,1,62,8,48,6,0
N00000087,303,220,53,28,2,21,10,3,7,1,104,62,27,15,0,178,148,23,6,1
N00000088,136,8,34,65,29,60,5,16,21,18,64,1,17,35,11,12,2,1,9,0
N00000089,164,69,84,11,0,14,6,6,2,0,71,28,36,7,0,79,35,42,2,0
N00000090,138,59,70,8,1,15,5,7,2,1,61,22,36,3,0,62,32,27,3,0
N00000091,176,60,84,21,11,28,5,12,6,5,80,17,47,10,6,68,38,25,5,0
N00000092,168,160,4,2,2,17,15,0,1,1,43,39,2,1,1,108,106,2,0,0
N00000093,140,104,24,12,0,11,5,6,0,0,49,28,12,9,0,80,71,6,3,0
N00000094,161,155,4,2,0,6,6,0,0,0,40,37,2,1,0,115,112,2,1,0
N00000095,152,135,13,3,1,5,2,1,1,1,51,41,8,2,0,96,92,4,0,0
N00000096,158,147,5,2,4,6,3,1,1,1,47,41,3,1,2,105,103,1,0,1
N00000097,296,66,160,45,25,25,0,7,10,8,138,19,82,22,15,133,47,71,13,2
N00000098,446,110,241,77,18,27,1,19,6,1,235,47,131,42,15,184,62,91,29,2
N00000099,107,7,26,69,5,43,1,10,28,4,40,4,8,27,1,24,2,8,14,0
N00000100,164,10,37,55,62,58,1,4,22,31,76,6,19,23,28,30,3,14,10,3
N00000101,122,8,20,83,11,54,5,5,35,9,59,1,11,45,2,9,2,4,3,0
N00000102,125,29,54,30,12,20,2,4,10,4,60,13,23,16,8,45,14,27,4,0
N00000103,205,25,61,108,11,51,2,13,34,2,80,2,25,45,8,74,21,23,29,1
N00000104,130,7,16,84,23,41,2,4,19,16,65,4,8,46,7,24,1,4,19,0
N00000105,148,7,17,104,20,60,2,10,36,12,71,5,4,54,8,17,0,3,14,0
N00000106,103,5,14,51,33,48,3,4,17,24,48,2,10,28,8,7,0,0,6,1
