GeographyCode,LC6104NI0001,LC6104NI0002,LC6104NI0003,LC6104NI0004,LC6104NI0005,LC6104NI0006,LC6104NI0007,LC6104NI0008,LC6104NI0009,LC6104NI0010,LC6104NI0011,LC6104NI0012,LC6104NI0013,LC6104NI0014,LC6104NI0015
N00000001,591,411,180,71,44,27,220,185,35,277,176,101,23,6,17
N00000002,170,92,78,50,26,24,44,31,13,63,27,36,13,8,5
N00000003,115,59,56,40,22,18,25,18,7,40,15,25,10,4,6
N00000004,310,177,133,60,32,28,90,72,18,125,48,77,35,25,10
N00000005,210,116,94,53,33,20,81,54,27,59,19,40,17,10,7
N00000006,134,71,63,30,14,16,48,35,13,50,19,31,6,3,3
N00000007,130,73,57,34,17,17,39,31,8,47,18,29,10,7,3
N00000008,162,91,71,49,24,25,49,37,12,54,24,30,10,6,4
N00000009,408,211,197,138,69,69,102,71,31,132,50,82,36,21,15
N00000010,113,62,51,22,10,12,36,31,5,41,14,27,14,7,7
N00000011,130,65,65,15,7,8,34,24,10,53,15,38,28,19,9
N00000012,132,68,64,8,4,4,26,19,7,66,28,38,32,17,15
N00000013,116,62,54,19,11,8,26,22,4,54,20,34,17,9,8
N00000014,265,132,133,35,15,20,63,44,19,130,53,77,37,20,17
N00000015,85,45,40,6,1,5,19,15,4,34,16,18,26,13,13
N00000016,98,53,45,15,8,7,30,23,7,38,17,21,15,5,10
N00000017,150,74,76,18,5,13,33,26,7,70,29,41,29,14,15
N00000018,109,59,50,19,7,12,21,16,5,52,24,28,17,12,5
N00000019,116,70,46,12,7,5,21,19,2,49,23,26,34,21,13
N00000020,88,32,56,4,0,4,16,11,5,43,11,32,25,10,15
N00000021,114,58,56,15,6,9,35,23,12,42,13,29,22,16,6
N00000022,110,53,57,11,3,8,19,17,2,62,23,39,18,10,8
N00000023,88,45,43,9,4,5,25,19,6,39,18,21,15,4,11
N00000024,281,149,132,77,32,45,102,77,25,86,34,52,16,6,10
N00000025,241,139,102,53,28,25,73,58,15,96,44,52,19,9,10
N00000026,260,129,131,63,28,35,91,61,30,85,29,56,21,11,10
N00000027,257,146,111,50,26,24,85,66,19,104,45,59,18,9,9
N00000028,123,62,61,18,9,9,32,20,12,62,28,34,11,5,6
N00000029,218,125,93,57,33,24,74,57,17,71,27,44,16,8,8
N00000030,190,98,92,37,13,24,74,55,19,67,22,45,12,8,4
N00000031,338,182,156,92,44,48,109,85,24,118,40,78,19,13,6
N00000032,174,82,92,44,15,29,51,42,9,69,20,49,10,5,5
N00000033,246,141,105,55,24,31,81,73,8,87,30,57,23,14,9
N00000034,224,115,109,60,28,32,63,50,13,82,26,56,19,11,8
N00000035,120,53,67,18,8,10,33,22,11,48,12,36,21,11,10
N00000036,174,84,90,48,24,24,37,31,6,73,21,52,16,8,8
N00000037,120,58,62,17,9,8,23,15,8,66,25,41,14,9,5
N00000038,182,98,84,33,17,16,52,37,15,82,33,49,15,11,4
N00000039,590,286,304,98,48,50,141,102,39,293,103,190,58,33,25
N00000040,118,51,67,9,5,4,22,12,10,68,25,43,19,9,10
N00000041,225,112,113,49,28,21,48,34,14,111,41,70,17,9,8
N00000042,198,102,96,32,18,14,48,34,14,98,37,61,20,13,7
