GeographyCode,LC6102NI0001,LC6102NI0002,LC6102NI0003,LC6102NI0004,LC6102NI0005,LC6102NI0006,LC6102NI0007,LC6102NI0008,LC6102NI0009,LC6102NI0010,LC6102NI0011,LC6102NI0012,LC6102NI0013,LC6102NI0014,LC6102NI0015,LC6102NI0016,LC6102NI0017,LC6102NI0018,LC6102NI0019,LC6102NI0020,LC6102NI0021,LC6102NI0022,LC6102NI0023,LC6102NI0024,LC6102NI0025,LC6102NI0026,LC6102NI0027
N00000939,72,1,3,5,19,3,9,28,4,54,1,2,0,17,2,6,22,4,18,0,1,5,2,1,3,6,0
N00000940,78,1,4,2,19,8,10,31,3,61,0,3,2,17,5,8,23,3,17,1,1,0,2,3,2,8,0
N00000941,153,0,7,10,36,15,22,51,12,83,0,2,5,24,8,14,22,8,70,0,5,5,12,7,8,29,4
N00000942,139,4,3,9,36,22,16,43,6,84,0,2,2,24,13,11,26,6,55,4,1,7,12,9,5,17,0
N00000943,116,2,8,5,27,6,21,40,7,63,1,3,1,15,2,15,20,6,53,1,5,4,12,4,6,20,1
N00000944,73,2,3,5,14,5,9,27,8,49,1,2,4,11,4,6,16,5,24,1,1,1,3,1,3,11,3
N00000945,119,2,7,7,21,11,13,50,8,66,2,4,2,14,4,9,27,4,53,0,3,5,7,7,4,23,4
N00000946,136,5,16,9,35,13,28,22,8,90,2,10,8,24,12,16,13,5,46,3,6,1,11,1,12,9,3
N00000947,87,0,5,7,20,7,10,33,5,57,0,4,5,14,3,6,21,4,30,0,1,2,6,4,4,12,1
N00000948,119,2,2,3,36,14,20,39,3,89,0,1,3,29,12,14,27,3,30,2,1,0,7,2,6,12,0
N00000949,114,2,6,3,32,7,21,34,9,82,1,4,2,29,5,15,22,4,32,1,2,1,3,2,6,12,5
N00000950,124,1,11,7,32,13,19,32,9,94,1,8,5,26,7,14,25,8,30,0,3,2,6,6,5,7,1
N00000951,88,0,7,6,25,6,11,24,9,51,0,2,3,17,4,5,13,7,37,0,5,3,8,2,6,11,2
N00000952,163,2,13,9,45,15,25,48,6,123,1,11,8,37,15,20,27,4,40,1,2,1,8,0,5,21,2
N00000953,115,1,6,3,38,6,14,37,10,88,1,5,2,30,5,11,25,9,27,0,1,1,8,1,3,12,1
N00000954,84,2,2,3,28,8,11,23,7,59,2,1,1,24,6,9,13,3,25,0,1,2,4,2,2,10,4
N00000955,198,3,11,4,38,23,41,69,9,125,3,5,3,28,16,25,38,7,73,0,6,1,10,7,16,31,2
N00000956,257,2,14,8,60,29,45,80,19,196,1,10,6,53,21,39,50,16,61,1,4,2,7,8,6,30,3
N00000957,257,2,12,7,43,21,70,85,17,132,0,8,4,22,10,34,46,8,125,2,4,3,21,11,36,39,9
N00000958,132,0,8,2,27,9,19,62,5,75,0,5,0,21,6,11,29,3,57,0,3,2,6,3,8,33,2
N00000959,193,1,15,4,35,20,24,78,16,100,0,5,3,21,11,13,39,8,93,1,10,1,14,9,11,39,8
N00000960,239,4,8,8,44,21,52,88,14,149,3,5,6,30,12,30,55,8,90,1,3,2,14,9,22,33,6
N00000961,152,0,10,6,27,13,34,51,11,88,0,5,2,21,6,25,23,6,64,0,5,4,6,7,9,28,5
N00000962,166,5,9,5,39,16,22,64,6,117,2,6,4,29,13,19,40,4,49,3,3,1,10,3,3,24,2
N00000963,117,3,8,7,28,8,21,38,4,67,0,6,4,16,5,14,21,1,50,3,2,3,12,3,7,17,3
N00000964,151,1,15,7,25,12,18,64,9,90,1,6,3,21,9,12,33,5,61,0,9,4,4,3,6,31,4
N00000965,147,1,12,5,29,17,28,49,6,91,1,4,2,18,9,17,35,5,56,0,8,3,11,8,11,14,1
N00000966,168,1,19,5,30,12,40,53,8,93,1,14,3,14,9,19,27,6,75,0,5,2,16,3,21,26,2
N00000967,199,1,15,9,52,16,27,67,12,114,0,8,4,34,8,19,37,4,85,1,7,5,18,8,8,30,8
N00000968,149,0,14,7,21,18,20,64,5,83,0,9,1,15,10,9,36,3,66,0,5,6,6,8,11,28,2
N00000969,87,2,4,8,18,16,14,23,2,51,1,3,6,12,11,5,11,2,36,1,1,2,6,5,9,12,0
N00000970,245,2,15,6,53,17,44,94,14,194,2,10,4,47,15,33,72,11,51,0,5,2,6,2,11,22,3
N00000971,104,1,7,1,35,3,17,34,6,60,1,4,1,23,2,11,15,3,44,0,3,0,12,1,6,19,3
N00000972,122,1,6,1,39,18,19,36,2,83,1,5,1,31,11,11,23,0,39,0,1,0,8,7,8,13,2
N00000973,161,3,7,7,39,13,23,62,7,110,1,5,6,29,11,15,40,3,51,2,2,1,10,2,8,22,4
N00000974,103,1,3,4,36,7,10,39,3,71,0,3,2,29,4,5,26,2,32,1,0,2,7,3,5,13,1
N00000975,93,2,12,2,29,4,19,22,3,61,1,5,1,18,4,15,14,3,32,1,7,1,11,0,4,8,0
N00000976,60,4,2,2,16,8,11,14,3,43,4,0,2,11,4,7,12,3,17,0,2,0,5,4,4,2,0
N00000977,122,0,8,3,36,8,15,44,8,92,0,5,1,29,6,13,30,8,30,0,3,2,7,2,2,14,0
N00000978,110,3,8,8,36,10,14,26,5,91,3,7,7,32,8,12,18,4,19,0,1,1,4,2,2,8,1
N00000979,119,3,7,5,35,2,20,42,5,82,2,4,1,29,1,14,28,3,37,1,3,4,6,1,6,14,2
N00000980,120,1,12,2,44,8,19,30,4,99,1,10,1,40,4,16,24,3,21,0,2,1,4,4,3,6,1
N00000981,102,1,7,3,28,10,16,33,4,82,1,5,2,21,9,13,28,3,20,0,2,1,7,1,3,5,1
N00000982,148,5,14,6,52,9,17,37,8,122,3,10,5,45,7,14,32,6,26,2,4,1,7,2,3,5,2
N00000983,133,3,6,7,32,11,23,43,8,94,2,6,4,27,6,19,27,3,39,1,0,3,5,5,4,16,5
N00000984,198,4,14,9,67,16,30,50,8,175,3,13,8,62,15,27,40,7,23,1,1,1,5,1,3,10,1
N00000985,73,4,5,2,15,7,9,25,6,46,3,3,2,10,3,5,15,5,27,1,2,0,5,4,4,10,1
N00000986,109,0,9,4,21,10,26,35,4,84,0,6,2,19,7,23,23,4,25,0,3,2,2,3,3,12,0
N00000987,161,6,10,6,33,11,32,56,7,133,6,7,5,28,10,28,44,5,28,0,3,1,5,1,4,12,2
N00000988,76,3,8,3,21,0,13,26,2,52,2,5,1,13,0,10,19,2,24,1,3,2,8,0,3,7,0
N00000989,95,1,1,4,24,3,20,32,10,62,1,0,2,16,2,11,22,8,33,0,1,2,8,1,9,10,2
N00000990,125,1,8,7,42,5,19,39,4,96,0,5,5,39,4,14,26,3,29,1,3,2,3,1,5,13,1
N00000991,76,1,7,0,26,6,8,23,5,60,1,6,0,19,4,6,20,4,16,0,1,0,7,2,2,3,1
N00000992,242,2,19,9,58,22,39,82,11,198,1,16,4,45,15,36,72,9,44,1,3,5,13,7,3,10,2
N00000993,106,2,7,5,28,10,18,32,4,79,1,5,4,23,4,12,27,3,27,1,2,1,5,6,6,5,1
N00000994,434,4,38,12,108,38,81,128,25,351,3,29,5,93,30,70,104,17,83,1,9,7,15,8,11,24,8
N00000995,91,2,8,4,18,6,17,33,3,57,0,4,1,11,3,13,24,1,34,2,4,3,7,3,4,9,2
N00000996,178,2,7,9,30,16,30,76,8,97,1,5,3,20,11,17,34,6,81,1,2,6,10,5,13,42,2
N00000997,141,0,3,6,30,12,34,50,6,78,0,1,2,22,8,18,24,3,63,0,2,4,8,4,16,26,3
N00000998,158,2,8,7,30,15,33,51,12,102,2,6,3,22,9,25,27,8,56,0,2,4,8,6,8,24,4
N00000999,111,1,14,6,25,9,20,32,4,70,1,7,3,16,6,17,17,3,41,0,7,3,9,3,3,15,1
N00001000,140,2,12,4,26,10,30,49,7,76,1,5,2,14,7,21,21,5,64,1,7,2,12,3,9,28,2
N00001001,160,1,8,5,40,15,39,49,3,123,0,2,5,31,11,34,37,3,37,1,6,0,9,4,5,12,0
N00001002,416,3,40,22,106,35,76,120,14,318,2,27,12,92,28,58,87,12,98,1,13,10,14,7,18,33,2
N00001003,122,2,7,2,31,10,21,43,6,87,1,5,2,22,6,16,31,4,35,1,2,0,9,4,5,12,2
N00001004,157,1,7,5,55,16,28,40,5,131,1,4,3,45,16,23,35,4,26,0,3,2,10,0,5,5,1
N00001005,122,5,5,3,33,5,31,35,5,88,4,3,2,23,3,27,22,4,34,1,2,1,10,2,4,13,1
N00001006,268,2,6,3,138,8,32,62,17,253,1,6,1,136,7,28,57,17,15,1,0,2,2,1,4,5,0
N00001007,342,5,10,15,132,16,51,100,13,306,4,9,11,128,15,46,80,13,36,1,1,4,4,1,5,20,0
N00001008,129,0,5,2,62,6,17,29,8,119,0,4,2,60,5,15,25,8,10,0,1,0,2,1,2,4,0
N00001009,111,0,4,3,33,6,17,39,9,93,0,4,2,33,6,15,26,7,18,0,0,1,0,0,2,13,2
N00001010,172,1,3,2,94,3,22,35,12,163,1,3,2,94,3,19,29,12,9,0,0,0,0,0,3,6,0
N00001011,192,0,4,0,119,13,18,29,9,184,0,4,0,119,11,17,24,9,8,0,0,0,0,2,1,5,0
N00001012,201,0,9,1,95,16,19,55,6,181,0,8,1,93,16,17,42,4,20,0,1,0,2,0,2,13,2
N00001013,144,1,1,2,71,5,26,27,11,134,1,1,2,68,5,24,23,10,10,0,0,0,3,0,2,4,1
N00001014,126,1,5,3,65,7,11,26,8,117,1,5,3,65,6,9,20,8,9,0,0,0,0,1,2,6,0
N00001015,195,0,4,5,116,11,22,26,11,183,0,3,4,115,10,21,20,10,12,0,1,1,1,1,1,6,1
N00001016,176,1,6,5,73,12,24,48,7,160,1,6,5,72,12,22,38,4,16,0,0,0,1,0,2,10,3
N00001017,177,1,3,4,85,15,20,44,5,157,1,2,4,83,12,18,32,5,20,0,1,0,2,3,2,12,0
N00001018,180,1,4,4,59,7,31,65,9,129,1,4,2,55,6,24,31,6,51,0,0,2,4,1,7,34,3
N00001019,107,1,4,1,67,4,10,14,6,102,1,3,1,65,4,10,12,6,5,0,1,0,2,0,0,2,0
N00001020,82,1,5,1,40,3,7,22,3,71,1,5,0,34,2,7,19,3,11,0,0,1,6,1,0,3,0
N00001021,142,0,3,0,95,12,11,16,5,137,0,2,0,93,12,9,16,5,5,0,1,0,2,0,2,0,0
N00001022,306,2,10,2,129,26,44,76,17,260,2,7,2,120,23,38,55,13,46,0,3,0,9,3,6,21,4
N00001023,142,1,8,3,69,7,21,29,4,138,1,7,3,68,7,21,27,4,4,0,1,0,1,0,0,2,0
N00001024,227,1,9,3,87,23,43,57,4,216,1,9,2,86,22,43,49,4,11,0,0,1,1,1,0,8,0
N00001025,151,0,3,2,90,14,17,12,13,147,0,3,2,87,14,16,12,13,4,0,0,0,3,0,1,0,0
N00001026,134,0,3,7,60,6,21,30,7,126,0,3,6,58,6,21,25,7,8,0,0,1,2,0,0,5,0
N00001027,230,5,10,4,63,17,62,53,16,208,5,9,3,57,15,60,45,14,22,0,1,1,6,2,2,8,2
N00001028,77,1,0,1,27,9,14,23,2,58,1,0,1,25,7,11,11,2,19,0,0,0,2,2,3,12,0
N00001029,203,2,9,6,67,19,33,48,19,170,1,8,4,56,17,30,39,15,33,1,1,2,11,2,3,9,4
N00001030,176,0,4,5,65,10,36,48,8,142,0,1,4,58,9,30,33,7,34,0,3,1,7,1,6,15,1
N00001031,171,0,7,4,48,9,39,47,17,142,0,6,3,45,6,36,34,12,29,0,1,1,3,3,3,13,5
N00001032,69,1,7,2,17,9,13,17,3,39,0,3,0,10,6,10,9,1,30,1,4,2,7,3,3,8,2
N00001033,53,1,11,4,11,9,5,6,6,29,1,5,3,8,2,2,3,5,24,0,6,1,3,7,3,3,1
N00001034,170,3,15,10,36,17,18,63,8,96,1,9,6,25,7,11,32,5,74,2,6,4,11,10,7,31,3
N00001035,86,1,7,3,26,7,12,23,7,51,1,5,2,20,3,7,11,2,35,0,2,1,6,4,5,12,5
N00001036,151,4,12,6,31,16,22,50,10,87,3,6,3,24,5,13,27,6,64,1,6,3,7,11,9,23,4
N00001037,158,1,7,9,18,13,31,74,5,78,1,4,4,12,9,12,32,4,80,0,3,5,6,4,19,42,1
N00001038,370,5,21,15,64,40,63,141,21,216,3,15,9,54,26,40,57,12,154,2,6,6,10,14,23,84,9
N00001039,172,3,5,10,26,17,33,68,10,95,0,3,6,19,9,21,34,3,77,3,2,4,7,8,12,34,7
N00001040,102,0,7,7,27,14,12,31,4,65,0,2,3,21,5,9,21,4,37,0,5,4,6,9,3,10,0
N00001041,66,1,9,3,20,9,8,15,1,43,1,8,2,13,6,5,8,0,23,0,1,1,7,3,3,7,1
N00001042,287,1,21,12,65,15,58,105,10,163,0,9,7,40,10,38,53,6,124,1,12,5,25,5,20,52,4
N00001043,60,0,4,3,15,10,12,12,4,39,0,3,1,11,3,9,9,3,21,0,1,2,4,7,3,3,1
N00001044,143,0,7,10,37,21,19,42,7,90,0,4,7,25,13,12,23,6,53,0,3,3,12,8,7,19,1
N00001045,136,1,17,5,33,10,22,41,7,74,0,7,4,17,5,15,22,4,62,1,10,1,16,5,7,19,3
N00001046,146,5,12,8,25,10,18,60,8,77,3,7,5,20,5,9,24,4,69,2,5,3,5,5,9,36,4
N00001047,153,0,13,13,27,7,21,63,9,77,0,5,7,13,5,13,26,8,76,0,8,6,14,2,8,37,1
N00001048,159,3,8,6,30,15,16,72,9,81,2,3,3,19,7,8,35,4,78,1,5,3,11,8,8,37,5
N00001049,163,1,20,6,31,13,27,58,7,109,0,10,5,23,9,19,37,6,54,1,10,1,8,4,8,21,1
N00001050,162,0,12,7,29,12,26,66,10,83,0,3,3,21,7,14,29,6,79,0,9,4,8,5,12,37,4
N00001051,191,2,8,9,28,6,38,89,11,81,2,4,3,16,3,22,23,8,110,0,4,6,12,3,16,66,3
N00001052,83,1,5,6,23,8,13,26,1,54,1,4,3,16,6,9,14,1,29,0,1,3,7,2,4,12,0
N00001053,160,1,5,6,28,10,29,73,8,65,1,2,4,15,4,14,20,5,95,0,3,2,13,6,15,53,3
N00001054,174,0,5,7,22,13,34,86,7,71,0,3,0,15,5,17,28,3,103,0,2,7,7,8,17,58,4
N00001055,165,0,11,7,22,8,34,77,6,80,0,6,3,16,2,19,31,3,85,0,5,4,6,6,15,46,3
N00001056,192,3,15,10,43,15,28,68,10,94,0,3,6,23,7,12,36,7,98,3,12,4,20,8,16,32,3
N00001057,172,2,15,4,39,16,33,56,7,97,0,6,4,27,8,19,27,6,75,2,9,0,12,8,14,29,1
N00001058,170,2,8,4,28,14,30,73,11,75,0,3,2,15,5,14,28,8,95,2,5,2,13,9,16,45,3
N00001059,154,0,11,4,26,15,30,59,9,76,0,2,2,17,7,17,27,4,78,0,9,2,9,8,13,32,5
N00001060,124,3,10,7,28,14,14,45,3,66,1,3,2,18,7,7,26,2,58,2,7,5,10,7,7,19,1
N00001061,119,1,7,11,26,7,24,36,7,58,1,1,4,15,7,11,14,5,61,0,6,7,11,0,13,22,2
N00001062,138,2,10,5,15,10,22,63,11,78,0,6,5,8,6,13,34,6,60,2,4,0,7,4,9,29,5
N00001063,139,2,9,13,19,9,28,52,7,61,1,2,5,14,1,15,21,2,78,1,7,8,5,8,13,31,5
N00001064,293,5,14,13,34,24,63,121,19,166,4,7,8,21,17,37,65,7,127,1,7,5,13,7,26,56,12
N00001065,162,4,9,7,22,10,35,71,4,75,1,3,4,15,7,19,22,4,87,3,6,3,7,3,16,49,0
N00001066,147,0,15,3,25,11,25,64,4,80,0,4,2,17,8,12,35,2,67,0,11,1,8,3,13,29,2
N00001067,137,1,11,2,20,8,18,69,8,59,0,4,1,13,4,11,23,3,78,1,7,1,7,4,7,46,5
N00001068,170,0,7,10,23,14,31,77,8,116,0,5,4,17,12,19,54,5,54,0,2,6,6,2,12,23,3
N00001069,181,6,13,7,17,10,30,87,11,107,4,5,4,16,8,16,47,7,74,2,8,3,1,2,14,40,4
N00001070,269,4,10,9,54,22,44,113,13,148,2,5,6,38,15,30,47,5,121,2,5,3,16,7,14,66,8
N00001071,172,1,7,4,30,20,31,69,10,120,1,6,1,22,17,22,45,6,52,0,1,3,8,3,9,24,4
N00001072,129,0,7,6,22,8,20,57,9,68,0,5,4,10,5,13,25,6,61,0,2,2,12,3,7,32,3
N00001073,115,1,5,7,33,5,11,42,11,84,0,2,6,30,3,9,25,9,31,1,3,1,3,2,2,17,2
N00001074,95,1,8,3,11,7,19,37,9,39,1,5,1,8,2,6,12,4,56,0,3,2,3,5,13,25,5
N00001075,140,1,10,7,24,12,27,50,9,102,1,6,5,21,7,23,31,8,38,0,4,2,3,5,4,19,1
N00001076,103,1,7,6,21,7,9,43,9,70,1,1,6,13,7,7,27,8,33,0,6,0,8,0,2,16,1
N00001077,91,1,7,2,25,7,7,38,4,52,1,4,1,18,5,4,17,2,39,0,3,1,7,2,3,21,2
N00001078,154,1,14,5,13,12,32,67,10,107,1,10,5,8,7,24,47,5,47,0,4,0,5,5,8,20,5
N00001079,321,5,12,4,73,45,48,123,11,232,5,9,2,60,27,39,82,8,89,0,3,2,13,18,9,41,3
N00001080,146,2,4,5,24,18,15,69,9,95,1,3,3,15,11,10,45,7,51,1,1,2,9,7,5,24,2
N00001081,171,3,9,4,36,25,30,57,7,121,1,3,2,29,19,22,41,4,50,2,6,2,7,6,8,16,3
N00001082,206,2,9,7,56,14,23,83,12,130,2,6,5,43,11,14,43,6,76,0,3,2,13,3,9,40,6
N00001083,196,1,7,5,34,27,26,87,9,119,1,4,4,25,17,17,47,4,77,0,3,1,9,10,9,40,5
N00001084,171,2,15,18,38,11,30,49,8,106,1,10,9,23,9,21,28,5,65,1,5,9,15,2,9,21,3
N00001085,493,2,20,24,112,43,82,182,28,314,1,11,14,85,24,63,96,20,179,1,9,10,27,19,19,86,8
N00001086,184,0,13,10,25,17,31,74,14,104,0,7,6,19,10,24,32,6,80,0,6,4,6,7,7,42,8
N00001087,154,4,3,8,30,13,22,67,7,95,1,1,3,23,9,14,39,5,59,3,2,5,7,4,8,28,2
N00001088,159,0,9,10,27,10,28,68,7,98,0,4,3,22,6,19,38,6,61,0,5,7,5,4,9,30,1
N00001089,119,5,6,9,26,10,18,37,8,70,4,2,7,18,3,14,18,4,49,1,4,2,8,7,4,19,4
N00001090,84,6,5,2,16,6,18,26,5,52,3,3,2,13,2,12,13,4,32,3,2,0,3,4,6,13,1
N00001091,172,0,7,11,36,16,21,74,7,84,0,0,4,26,9,13,30,2,88,0,7,7,10,7,8,44,5
N00001092,153,2,5,9,39,15,23,45,15,95,0,3,6,29,7,14,26,10,58,2,2,3,10,8,9,19,5
N00001093,135,2,5,11,40,10,14,46,7,102,0,2,7,30,6,13,37,7,33,2,3,4,10,4,1,9,0
N00001094,73,1,3,4,23,8,8,20,6,54,1,2,3,16,2,7,19,4,19,0,1,1,7,6,1,1,2
N00001095,150,2,7,6,49,11,20,44,11,111,1,4,6,41,6,16,30,7,39,1,3,0,8,5,4,14,4
N00001096,200,1,12,8,47,26,21,74,11,108,1,4,4,36,14,13,31,5,92,0,8,4,11,12,8,43,6
N00001097,145,1,9,3,38,12,15,60,7,87,0,4,1,26,8,7,35,6,58,1,5,2,12,4,8,25,1
N00001098,117,0,7,8,31,16,12,34,9,62,0,2,6,18,9,9,14,4,55,0,5,2,13,7,3,20,5
N00001099,132,3,10,10,34,11,18,44,2,80,1,4,7,24,8,12,23,1,52,2,6,3,10,3,6,21,1
N00001100,132,3,6,13,23,12,16,51,8,71,2,5,7,18,4,11,19,5,61,1,1,6,5,8,5,32,3
N00001101,147,1,12,9,25,10,27,47,16,108,1,10,7,19,9,19,31,12,39,0,2,2,6,1,8,16,4
N00001102,157,1,15,7,38,14,24,40,18,94,0,4,3,26,9,16,25,11,63,1,11,4,12,5,8,15,7
N00001103,56,1,1,1,14,5,14,18,2,35,1,1,1,10,1,9,11,1,21,0,0,0,4,4,5,7,1
N00001104,107,3,8,10,27,13,12,29,5,69,1,4,2,22,8,8,20,4,38,2,4,8,5,5,4,9,1
N00001105,105,0,5,6,17,11,23,30,13,77,0,4,5,12,7,19,20,10,28,0,1,1,5,4,4,10,3
N00001106,78,2,4,3,17,3,9,33,7,53,2,1,2,15,0,8,20,5,25,0,3,1,2,3,1,13,2
N00001107,95,2,6,7,24,3,5,43,5,69,2,4,5,20,3,4,29,2,26,0,2,2,4,0,1,14,3
N00001108,75,1,9,4,10,7,10,32,2,53,1,6,2,7,4,7,25,1,22,0,3,2,3,3,3,7,1
N00001109,106,2,3,6,31,6,14,39,5,76,1,2,5,28,4,11,22,3,30,1,1,1,3,2,3,17,2
N00001110,104,3,6,7,24,11,14,35,4,72,1,4,4,22,7,10,22,2,32,2,2,3,2,4,4,13,2
N00001111,212,1,13,6,47,17,22,94,12,144,1,10,4,32,16,19,53,9,68,0,3,2,15,1,3,41,3
N00001112,84,1,10,4,17,4,11,32,5,65,1,8,3,14,2,9,23,5,19,0,2,1,3,2,2,9,0
N00001113,466,9,21,19,112,26,70,181,28,362,9,16,14,101,19,54,127,22,104,0,5,5,11,7,16,54,6
N00001114,130,2,8,10,28,14,10,54,4,92,2,4,9,24,9,9,34,1,38,0,4,1,4,5,1,20,3
N00001115,90,0,5,6,21,12,12,25,9,52,0,4,3,14,7,8,10,6,38,0,1,3,7,5,4,15,3
N00001116,171,1,6,11,43,10,30,47,23,133,1,4,10,32,7,22,38,19,38,0,2,1,11,3,8,9,4
N00001117,185,4,13,19,49,13,20,64,3,107,2,4,13,31,5,13,38,1,78,2,9,6,18,8,7,26,2
N00001118,72,0,6,4,17,4,10,27,4,45,0,4,2,10,1,7,18,3,27,0,2,2,7,3,3,9,1
N00001119,38,3,5,1,7,3,6,10,3,21,1,3,1,7,1,3,3,2,17,2,2,0,0,2,3,7,1
N00001120,54,0,3,1,17,1,11,19,2,38,0,1,0,16,0,8,12,1,16,0,2,1,1,1,3,7,1
N00001121,43,0,3,3,7,4,7,16,3,29,0,2,1,6,3,6,10,1,14,0,1,2,1,1,1,6,2
N00001122,31,1,0,1,7,8,6,6,2,18,0,0,0,6,4,4,3,1,13,1,0,1,1,4,2,3,1
N00001123,45,1,5,5,8,2,8,13,3,24,0,3,2,7,2,1,7,2,21,1,2,3,1,0,7,6,1
N00001124,194,4,18,8,47,15,28,60,14,144,3,12,6,43,9,20,40,11,50,1,6,2,4,6,8,20,3
N00001125,123,1,9,4,43,15,15,28,8,91,0,8,2,37,10,9,19,6,32,1,1,2,6,5,6,9,2
N00001126,73,1,2,4,26,9,5,24,2,57,1,2,4,22,5,5,17,1,16,0,0,0,4,4,0,7,1
N00001127,142,0,8,9,52,10,21,36,6,102,0,4,6,45,7,15,23,2,40,0,4,3,7,3,6,13,4
N00001128,53,1,3,1,15,3,9,17,4,37,0,1,1,13,1,8,11,2,16,1,2,0,2,2,1,6,2
N00001129,144,4,15,9,27,10,24,46,9,110,1,8,8,23,8,18,35,9,34,3,7,1,4,2,6,11,0
N00001130,57,1,4,1,14,6,13,15,3,45,1,2,1,12,6,10,10,3,12,0,2,0,2,0,3,5,0
N00001131,572,9,18,17,150,77,119,153,29,513,9,16,12,144,69,107,131,25,59,0,2,5,6,8,12,22,4
N00001132,66,1,6,2,22,3,9,18,5,53,1,4,2,18,2,8,16,2,13,0,2,0,4,1,1,2,3
N00001133,236,3,24,10,76,18,52,41,12,175,1,17,6,62,16,37,27,9,61,2,7,4,14,2,15,14,3
N00001134,106,2,9,12,27,18,15,19,4,83,1,6,11,21,14,12,15,3,23,1,3,1,6,4,3,4,1
N00001135,62,0,7,4,9,4,16,19,3,43,0,4,4,5,2,12,15,1,19,0,3,0,4,2,4,4,2
N00001136,72,3,4,3,22,9,9,15,7,42,3,1,0,15,6,6,8,3,30,0,3,3,7,3,3,7,4
N00001137,64,0,4,3,16,7,12,18,4,45,0,2,2,12,5,8,13,3,19,0,2,1,4,2,4,5,1
N00001138,37,2,3,4,10,4,3,8,3,25,2,1,2,7,3,1,7,2,12,0,2,2,3,1,2,1,1
N00001139,253,1,15,13,57,24,47,81,15,197,1,9,12,46,16,43,61,9,56,0,6,1,11,8,4,20,6
N00001140,103,2,7,3,31,12,17,28,3,66,2,3,2,21,9,13,15,1,37,0,4,1,10,3,4,13,2
N00001141,55,1,6,2,18,2,9,12,5,33,1,4,1,10,1,5,9,2,22,0,2,1,8,1,4,3,3
N00001142,62,0,5,6,16,1,8,20,6,40,0,2,3,12,0,6,14,3,22,0,3,3,4,1,2,6,3
N00001143,29,1,1,1,5,2,4,8,7,16,1,0,0,2,1,3,4,5,13,0,1,1,3,1,1,4,2
N00001144,61,2,3,2,10,6,8,22,8,39,2,0,1,9,3,4,15,5,22,0,3,1,1,3,4,7,3
N00001145,64,0,1,1,21,4,7,27,3,40,0,1,0,17,2,2,15,3,24,0,0,1,4,2,5,12,0
N00001146,76,0,4,0,23,2,7,35,5,54,0,2,0,19,1,5,24,3,22,0,2,0,4,1,2,11,2
N00001147,70,2,4,3,20,6,10,21,4,50,2,2,1,19,6,7,11,2,20,0,2,2,1,0,3,10,2
N00001148,64,1,2,4,15,4,12,24,2,54,1,2,2,14,4,11,19,1,10,0,0,2,1,0,1,5,1
N00001149,108,0,3,4,32,8,12,42,7,87,0,2,3,30,6,10,31,5,21,0,1,1,2,2,2,11,2
N00001150,71,0,5,3,27,2,8,22,4,54,0,4,2,24,2,7,12,3,17,0,1,1,3,0,1,10,1
N00001151,108,0,3,6,27,12,13,40,7,72,0,2,3,22,9,8,23,5,36,0,1,3,5,3,5,17,2
N00001152,77,0,0,3,20,5,10,35,4,49,0,0,3,16,3,4,19,4,28,0,0,0,4,2,6,16,0
N00001153,100,0,3,7,27,7,11,38,7,69,0,2,6,18,4,6,27,6,31,0,1,1,9,3,5,11,1
N00001154,72,1,2,4,21,4,9,26,5,50,0,1,3,16,4,7,17,2,22,1,1,1,5,0,2,9,3
N00001155,325,5,14,13,82,58,57,80,16,279,4,10,12,75,54,51,64,9,46,1,4,1,7,4,6,16,7
N00001156,336,6,13,19,92,22,46,126,12,245,4,11,14,74,14,31,89,8,91,2,2,5,18,8,15,37,4
N00001157,127,1,2,8,35,14,17,44,6,78,0,1,4,32,9,12,17,3,49,1,1,4,3,5,5,27,3
N00001158,118,0,14,7,24,6,15,45,7,71,0,8,3,15,3,9,28,5,47,0,6,4,9,3,6,17,2
N00001159,163,1,6,7,30,17,16,76,10,95,0,2,3,21,14,9,43,3,68,1,4,4,9,3,7,33,7
N00001160,117,0,8,5,24,8,19,49,4,86,0,7,3,19,7,17,29,4,31,0,1,2,5,1,2,20,0
N00001161,116,2,6,7,25,8,15,49,4,82,1,5,7,22,5,10,29,3,34,1,1,0,3,3,5,20,1
N00001162,80,0,4,3,17,4,10,34,8,45,0,2,0,11,2,10,16,4,35,0,2,3,6,2,0,18,4
N00001163,57,1,3,1,10,3,9,28,2,31,1,2,0,7,0,7,14,0,26,0,1,1,3,3,2,14,2
N00001164,162,2,6,7,43,15,18,62,9,92,0,3,3,33,5,14,28,6,70,2,3,4,10,10,4,34,3
N00001165,138,1,9,6,35,11,11,56,9,82,1,4,2,32,2,6,28,7,56,0,5,4,3,9,5,28,2
N00001166,238,4,18,15,57,15,28,89,12,157,3,10,9,42,7,19,58,9,81,1,8,6,15,8,9,31,3
N00001167,137,0,4,11,26,8,12,65,11,67,0,2,6,15,1,5,34,4,70,0,2,5,11,7,7,31,7
N00001168,98,0,4,4,25,7,13,38,7,67,0,1,4,21,4,10,21,6,31,0,3,0,4,3,3,17,1
N00001169,135,1,9,13,22,15,22,48,5,83,1,5,5,13,12,15,28,4,52,0,4,8,9,3,7,20,1
N00001170,129,2,7,13,27,10,13,53,4,73,1,4,9,18,2,10,26,3,56,1,3,4,9,8,3,27,1
N00001171,143,1,4,9,34,19,16,53,7,97,1,2,5,25,11,12,36,5,46,0,2,4,9,8,4,17,2
