GeographyCode,LC6102NI0001,LC6102NI0002,LC6102NI0003,LC6102NI0004,LC6102NI0005,LC6102NI0006,LC6102NI0007,LC6102NI0008,LC6102NI0009,LC6102NI0010,LC6102NI0011,LC6102NI0012,LC6102NI0013,LC6102NI0014,LC6102NI0015,LC6102NI0016,LC6102NI0017,LC6102NI0018,LC6102NI0019,LC6102NI0020,LC6102NI0021,LC6102NI0022,LC6102NI0023,LC6102NI0024,LC6102NI0025,LC6102NI0026,LC6102NI0027
N00000198,156,13,11,16,28,12,26,45,5,88,7,4,9,16,5,18,24,5,68,6,7,7,12,7,8,21,0
N00000199,185,4,14,16,40,10,29,63,9,111,2,8,7,24,9,20,39,2,74,2,6,9,16,1,9,24,7
N00000200,179,6,13,17,36,13,28,63,3,105,4,4,7,23,11,19,34,3,74,2,9,10,13,2,9,29,0
N00000201,146,4,8,5,37,7,23,54,8,69,2,3,3,14,4,14,26,3,77,2,5,2,23,3,9,28,5
N00000202,150,1,10,7,26,12,24,61,9,58,0,5,2,11,6,9,22,3,92,1,5,5,15,6,15,39,6
N00000203,160,8,19,13,30,11,20,49,10,76,2,10,4,14,6,10,25,5,84,6,9,9,16,5,10,24,5
N00000204,185,4,16,16,42,11,35,55,6,114,1,7,11,33,8,18,31,5,71,3,9,5,9,3,17,24,1
N00000205,159,5,10,11,37,9,26,57,4,89,3,6,8,26,6,13,25,2,70,2,4,3,11,3,13,32,2
N00000206,208,6,8,15,38,14,44,71,12,130,2,6,8,27,12,27,42,6,78,4,2,7,11,2,17,29,6
N00000207,153,9,5,5,32,12,26,55,9,86,4,3,3,22,6,13,29,6,67,5,2,2,10,6,13,26,3
