GeographyCode,LC4404NI0001,LC4404NI0002,LC4404NI0003,LC4404NI0004,LC4404NI0005,LC4404NI0006,LC4404NI0007,LC4404NI0008,LC4404NI0009,LC4404NI0010,LC4404NI0011,LC4404NI0012,LC4404NI0013,LC4404NI0014,LC4404NI0015,LC4404NI0016,LC4404NI0017,LC4404NI0018,LC4404NI0019,LC4404NI0020,LC4404NI0021,LC4404NI0022,LC4404NI0023,LC4404NI0024,LC4404NI0025,LC4404NI0026,LC4404NI0027,LC4404NI0028,LC4404NI0029,LC4404NI0030,LC4404NI0031,LC4404NI0032,LC4404NI0033,LC4404NI0034,LC4404NI0035,LC4404NI0036,LC4404NI0037,LC4404NI0038,LC4404NI0039,LC4404NI0040,LC4404NI0041,LC4404NI0042,LC4404NI0043,LC4404NI0044,LC4404NI0045,LC4404NI0046,LC4404NI0047,LC4404NI0048,LC4404NI0049,LC4404NI0050,LC4404NI0051,LC4404NI0052,LC4404NI0053,LC4404NI0054,LC4404NI0055,LC4404NI0056,LC4404NI0057,LC4404NI0058,LC4404NI0059,LC4404NI0060
N00000653,116,116,0,79,79,0,36,36,0,1,1,0,0,0,0,102,102,0,73,73,0,29,29,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,11,11,0,6,6,0,4,4,0,1,1,0,0,0,0
N00000654,114,97,17,79,63,16,32,31,1,2,2,0,1,1,0,54,54,0,35,35,0,17,17,0,2,2,0,0,0,0,49,34,15,37,23,14,12,11,1,0,0,0,0,0,0,11,9,2,7,5,2,3,3,0,0,0,0,1,1,0
N00000655,141,140,1,102,101,1,38,38,0,1,1,0,0,0,0,110,110,0,78,78,0,31,31,0,1,1,0,0,0,0,6,5,1,4,3,1,2,2,0,0,0,0,0,0,0,25,25,0,20,20,0,5,5,0,0,0,0,0,0,0
N00000656,115,106,9,96,89,7,19,17,2,0,0,0,0,0,0,48,48,0,45,45,0,3,3,0,0,0,0,0,0,0,56,48,8,42,35,7,14,13,1,0,0,0,0,0,0,11,10,1,9,9,0,2,1,1,0,0,0,0,0,0
N00000657,318,313,5,200,196,4,112,111,1,5,5,0,1,1,0,243,243,0,150,150,0,88,88,0,4,4,0,1,1,0,19,19,0,12,12,0,7,7,0,0,0,0,0,0,0,56,51,5,38,34,4,17,16,1,1,1,0,0,0,0
N00000658,123,123,0,88,88,0,35,35,0,0,0,0,0,0,0,109,109,0,77,77,0,32,32,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,13,13,0,10,10,0,3,3,0,0,0,0,0,0,0
N00000659,142,141,1,99,98,1,42,42,0,0,0,0,1,1,0,108,108,0,71,71,0,36,36,0,0,0,0,1,1,0,5,5,0,4,4,0,1,1,0,0,0,0,0,0,0,29,28,1,24,23,1,5,5,0,0,0,0,0,0,0
N00000660,153,153,0,95,95,0,54,54,0,4,4,0,0,0,0,92,92,0,49,49,0,40,40,0,3,3,0,0,0,0,39,39,0,30,30,0,8,8,0,1,1,0,0,0,0,22,22,0,16,16,0,6,6,0,0,0,0,0,0,0
N00000661,141,140,1,105,105,0,33,32,1,3,3,0,0,0,0,116,115,1,88,88,0,26,25,1,2,2,0,0,0,0,6,6,0,5,5,0,1,1,0,0,0,0,0,0,0,19,19,0,12,12,0,6,6,0,1,1,0,0,0,0
N00000662,140,140,0,98,98,0,39,39,0,3,3,0,0,0,0,119,119,0,83,83,0,35,35,0,1,1,0,0,0,0,9,9,0,5,5,0,2,2,0,2,2,0,0,0,0,12,12,0,10,10,0,2,2,0,0,0,0,0,0,0
N00000663,148,144,4,112,110,2,36,34,2,0,0,0,0,0,0,115,113,2,88,86,2,27,27,0,0,0,0,0,0,0,4,3,1,2,2,0,2,1,1,0,0,0,0,0,0,29,28,1,22,22,0,7,6,1,0,0,0,0,0,0
N00000664,148,141,7,116,111,5,30,29,1,0,0,0,2,1,1,93,89,4,73,71,2,18,17,1,0,0,0,2,1,1,15,15,0,11,11,0,4,4,0,0,0,0,0,0,0,40,37,3,32,29,3,8,8,0,0,0,0,0,0,0
N00000665,145,144,1,79,78,1,62,62,0,4,4,0,0,0,0,114,113,1,66,65,1,46,46,0,2,2,0,0,0,0,14,14,0,5,5,0,8,8,0,1,1,0,0,0,0,17,17,0,8,8,0,8,8,0,1,1,0,0,0,0
N00000666,132,130,2,79,78,1,49,48,1,2,2,0,2,2,0,117,116,1,72,72,0,42,41,1,1,1,0,2,2,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,11,10,1,6,5,1,4,4,0,1,1,0,0,0,0
N00000667,137,136,1,58,58,0,72,71,1,6,6,0,1,1,0,121,121,0,51,51,0,65,65,0,5,5,0,0,0,0,4,3,1,1,1,0,1,0,1,1,1,0,1,1,0,12,12,0,6,6,0,6,6,0,0,0,0,0,0,0
N00000668,127,124,3,80,79,1,42,40,2,5,5,0,0,0,0,62,61,1,30,30,0,28,27,1,4,4,0,0,0,0,42,42,0,35,35,0,7,7,0,0,0,0,0,0,0,23,21,2,15,14,1,7,6,1,1,1,0,0,0,0
N00000669,151,151,0,85,85,0,58,58,0,6,6,0,2,2,0,116,116,0,67,67,0,44,44,0,3,3,0,2,2,0,8,8,0,5,5,0,2,2,0,1,1,0,0,0,0,27,27,0,13,13,0,12,12,0,2,2,0,0,0,0
N00000670,126,126,0,92,92,0,32,32,0,1,1,0,1,1,0,87,87,0,61,61,0,25,25,0,1,1,0,0,0,0,17,17,0,13,13,0,3,3,0,0,0,0,1,1,0,22,22,0,18,18,0,4,4,0,0,0,0,0,0,0
N00000671,130,130,0,106,106,0,22,22,0,2,2,0,0,0,0,81,81,0,61,61,0,19,19,0,1,1,0,0,0,0,24,24,0,22,22,0,1,1,0,1,1,0,0,0,0,25,25,0,23,23,0,2,2,0,0,0,0,0,0,0
N00000672,131,131,0,92,92,0,39,39,0,0,0,0,0,0,0,106,106,0,76,76,0,30,30,0,0,0,0,0,0,0,8,8,0,7,7,0,1,1,0,0,0,0,0,0,0,17,17,0,9,9,0,8,8,0,0,0,0,0,0,0
N00000673,353,352,1,244,244,0,105,104,1,4,4,0,0,0,0,220,219,1,148,148,0,70,69,1,2,2,0,0,0,0,34,34,0,24,24,0,9,9,0,1,1,0,0,0,0,99,99,0,72,72,0,26,26,0,1,1,0,0,0,0
N00000674,130,129,1,100,99,1,30,30,0,0,0,0,0,0,0,113,113,0,87,87,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,1,13,12,1,4,4,0,0,0,0,0,0,0
N00000675,144,142,2,117,116,1,27,26,1,0,0,0,0,0,0,130,129,1,106,106,0,24,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,1,11,10,1,3,3,0,0,0,0,0,0,0
N00000676,294,260,34,237,211,26,52,45,7,5,4,1,0,0,0,211,204,7,172,167,5,37,35,2,2,2,0,0,0,0,10,4,6,8,3,5,1,1,0,1,0,1,0,0,0,73,52,21,57,41,16,14,9,5,2,2,0,0,0,0
N00000677,143,102,41,110,79,31,31,21,10,2,2,0,0,0,0,64,57,7,47,40,7,16,16,0,1,1,0,0,0,0,12,7,5,11,6,5,1,1,0,0,0,0,0,0,0,67,38,29,52,33,19,14,4,10,1,1,0,0,0,0
N00000678,161,160,1,98,98,0,56,56,0,5,4,1,2,2,0,134,133,1,87,87,0,42,42,0,3,2,1,2,2,0,7,7,0,3,3,0,4,4,0,0,0,0,0,0,0,20,20,0,8,8,0,10,10,0,2,2,0,0,0,0
N00000679,167,166,1,113,113,0,54,53,1,0,0,0,0,0,0,139,138,1,95,95,0,44,43,1,0,0,0,0,0,0,7,7,0,3,3,0,4,4,0,0,0,0,0,0,0,21,21,0,15,15,0,6,6,0,0,0,0,0,0,0
N00000680,139,136,3,70,68,2,65,64,1,2,2,0,2,2,0,81,81,0,35,35,0,44,44,0,1,1,0,1,1,0,38,37,1,24,23,1,12,12,0,1,1,0,1,1,0,20,18,2,11,10,1,9,8,1,0,0,0,0,0,0
N00000681,138,136,2,96,95,1,39,38,1,3,3,0,0,0,0,111,110,1,79,78,1,30,30,0,2,2,0,0,0,0,13,12,1,7,7,0,6,5,1,0,0,0,0,0,0,14,14,0,10,10,0,3,3,0,1,1,0,0,0,0
N00000682,143,141,2,84,82,2,56,56,0,3,3,0,0,0,0,128,127,1,72,71,1,54,54,0,2,2,0,0,0,0,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,12,11,1,11,10,1,0,0,0,1,1,0,0,0,0
N00000683,132,131,1,88,87,1,43,43,0,1,1,0,0,0,0,105,105,0,75,75,0,29,29,0,1,1,0,0,0,0,4,4,0,3,3,0,1,1,0,0,0,0,0,0,0,23,22,1,10,9,1,13,13,0,0,0,0,0,0,0
N00000684,202,197,5,115,113,2,76,74,2,8,8,0,3,2,1,141,141,0,84,84,0,52,52,0,5,5,0,0,0,0,8,8,0,5,5,0,2,2,0,1,1,0,0,0,0,53,48,5,26,24,2,22,20,2,2,2,0,3,2,1
N00000685,121,119,2,71,70,1,45,44,1,4,4,0,1,1,0,60,60,0,32,32,0,26,26,0,1,1,0,1,1,0,35,33,2,20,19,1,13,12,1,2,2,0,0,0,0,26,26,0,19,19,0,6,6,0,1,1,0,0,0,0
N00000686,148,147,1,98,98,0,47,47,0,3,2,1,0,0,0,136,136,0,89,89,0,45,45,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,11,10,1,9,9,0,1,1,0,1,0,1,0,0,0
N00000687,135,135,0,87,87,0,47,47,0,0,0,0,1,1,0,103,103,0,64,64,0,39,39,0,0,0,0,0,0,0,22,22,0,16,16,0,5,5,0,0,0,0,1,1,0,10,10,0,7,7,0,3,3,0,0,0,0,0,0,0
N00000688,132,130,2,81,79,2,49,49,0,1,1,0,1,1,0,106,105,1,62,61,1,42,42,0,1,1,0,1,1,0,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,23,22,1,18,17,1,5,5,0,0,0,0,0,0,0
N00000689,136,135,1,101,101,0,32,31,1,2,2,0,1,1,0,117,116,1,89,89,0,25,24,1,2,2,0,1,1,0,4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,15,15,0,10,10,0,5,5,0,0,0,0,0,0,0
N00000690,119,113,6,83,77,6,33,33,0,2,2,0,1,1,0,65,65,0,44,44,0,20,20,0,1,1,0,0,0,0,20,16,4,17,13,4,3,3,0,0,0,0,0,0,0,34,32,2,22,20,2,10,10,0,1,1,0,1,1,0
N00000691,129,126,3,81,79,2,44,43,1,3,3,0,1,1,0,45,45,0,24,24,0,18,18,0,3,3,0,0,0,0,69,67,2,46,44,2,22,22,0,0,0,0,1,1,0,15,14,1,11,11,0,4,3,1,0,0,0,0,0,0
N00000692,129,128,1,102,101,1,27,27,0,0,0,0,0,0,0,42,42,0,31,31,0,11,11,0,0,0,0,0,0,0,72,71,1,58,57,1,14,14,0,0,0,0,0,0,0,15,15,0,13,13,0,2,2,0,0,0,0,0,0,0
N00000693,125,115,10,91,87,4,32,26,6,1,1,0,1,1,0,76,76,0,57,57,0,18,18,0,1,1,0,0,0,0,27,20,7,18,14,4,8,5,3,0,0,0,1,1,0,22,19,3,16,16,0,6,3,3,0,0,0,0,0,0
N00000694,356,318,38,250,222,28,98,89,9,6,6,0,2,1,1,179,174,5,129,124,5,48,48,0,2,2,0,0,0,0,49,40,9,42,33,9,6,6,0,0,0,0,1,1,0,128,104,24,79,65,14,44,35,9,4,4,0,1,0,1
N00000695,201,201,0,135,135,0,64,64,0,2,2,0,0,0,0,152,152,0,100,100,0,50,50,0,2,2,0,0,0,0,4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,45,45,0,33,33,0,12,12,0,0,0,0,0,0,0
N00000696,114,60,54,97,51,46,15,8,7,1,1,0,1,0,1,29,29,0,26,26,0,3,3,0,0,0,0,0,0,0,39,4,35,33,2,31,4,1,3,1,1,0,1,0,1,46,27,19,38,23,15,8,4,4,0,0,0,0,0,0
N00000697,149,143,6,123,119,4,25,23,2,0,0,0,1,1,0,123,123,0,106,106,0,16,16,0,0,0,0,1,1,0,6,4,2,5,3,2,1,1,0,0,0,0,0,0,0,20,16,4,12,10,2,8,6,2,0,0,0,0,0,0
N00000698,187,179,8,146,139,7,39,38,1,2,2,0,0,0,0,122,121,1,104,103,1,16,16,0,2,2,0,0,0,0,21,21,0,10,10,0,11,11,0,0,0,0,0,0,0,44,37,7,32,26,6,12,11,1,0,0,0,0,0,0
N00000699,148,105,43,118,79,39,29,25,4,1,1,0,0,0,0,45,45,0,32,32,0,13,13,0,0,0,0,0,0,0,67,30,37,62,28,34,4,1,3,1,1,0,0,0,0,36,30,6,24,19,5,12,11,1,0,0,0,0,0,0
N00000700,120,87,33,90,64,26,28,21,7,2,2,0,0,0,0,50,45,5,43,40,3,7,5,2,0,0,0,0,0,0,48,24,24,32,13,19,15,10,5,1,1,0,0,0,0,22,18,4,15,11,4,6,6,0,1,1,0,0,0,0
N00000701,94,94,0,63,63,0,30,30,0,0,0,0,1,1,0,41,41,0,27,27,0,14,14,0,0,0,0,0,0,0,40,40,0,26,26,0,13,13,0,0,0,0,1,1,0,13,13,0,10,10,0,3,3,0,0,0,0,0,0,0
N00000702,311,309,2,237,236,1,68,67,1,6,6,0,0,0,0,219,218,1,177,177,0,40,39,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,91,90,1,60,59,1,28,28,0,3,3,0,0,0,0
N00000703,131,129,2,88,87,1,41,40,1,2,2,0,0,0,0,101,100,1,68,68,0,32,31,1,1,1,0,0,0,0,16,16,0,10,10,0,5,5,0,1,1,0,0,0,0,14,13,1,10,9,1,4,4,0,0,0,0,0,0,0
N00000704,238,237,1,176,175,1,59,59,0,3,3,0,0,0,0,191,190,1,142,141,1,47,47,0,2,2,0,0,0,0,23,23,0,14,14,0,8,8,0,1,1,0,0,0,0,24,24,0,20,20,0,4,4,0,0,0,0,0,0,0
N00000705,242,242,0,172,172,0,68,68,0,2,2,0,0,0,0,196,196,0,139,139,0,57,57,0,0,0,0,0,0,0,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,43,43,0,32,32,0,9,9,0,2,2,0,0,0,0
N00000706,154,154,0,101,101,0,51,51,0,2,2,0,0,0,0,108,108,0,71,71,0,36,36,0,1,1,0,0,0,0,33,33,0,20,20,0,12,12,0,1,1,0,0,0,0,13,13,0,10,10,0,3,3,0,0,0,0,0,0,0
N00000707,132,132,0,86,86,0,44,44,0,1,1,0,1,1,0,99,99,0,61,61,0,37,37,0,0,0,0,1,1,0,21,21,0,16,16,0,4,4,0,1,1,0,0,0,0,12,12,0,9,9,0,3,3,0,0,0,0,0,0,0
N00000708,155,155,0,99,99,0,52,52,0,4,4,0,0,0,0,132,132,0,81,81,0,47,47,0,4,4,0,0,0,0,7,7,0,4,4,0,3,3,0,0,0,0,0,0,0,16,16,0,14,14,0,2,2,0,0,0,0,0,0,0
N00000709,165,164,1,127,126,1,34,34,0,4,4,0,0,0,0,139,138,1,108,107,1,29,29,0,2,2,0,0,0,0,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,24,24,0,18,18,0,5,5,0,1,1,0,0,0,0
N00000710,117,117,0,77,77,0,37,37,0,3,3,0,0,0,0,100,100,0,68,68,0,31,31,0,1,1,0,0,0,0,3,3,0,2,2,0,0,0,0,1,1,0,0,0,0,14,14,0,7,7,0,6,6,0,1,1,0,0,0,0
N00000711,195,194,1,136,136,0,54,54,0,4,3,1,1,1,0,139,138,1,94,94,0,41,41,0,4,3,1,0,0,0,11,11,0,9,9,0,2,2,0,0,0,0,0,0,0,45,45,0,33,33,0,11,11,0,0,0,0,1,1,0
N00000712,134,133,1,100,99,1,30,30,0,3,3,0,1,1,0,105,104,1,81,80,1,23,23,0,1,1,0,0,0,0,20,20,0,14,14,0,3,3,0,2,2,0,1,1,0,9,9,0,5,5,0,4,4,0,0,0,0,0,0,0
N00000713,135,133,2,78,78,0,53,52,1,3,3,0,1,0,1,120,118,2,69,69,0,47,46,1,3,3,0,1,0,1,7,7,0,4,4,0,3,3,0,0,0,0,0,0,0,8,8,0,5,5,0,3,3,0,0,0,0,0,0,0
N00000714,128,128,0,83,83,0,40,40,0,4,4,0,1,1,0,111,111,0,68,68,0,38,38,0,4,4,0,1,1,0,4,4,0,3,3,0,1,1,0,0,0,0,0,0,0,13,13,0,12,12,0,1,1,0,0,0,0,0,0,0
N00000715,254,253,1,174,173,1,78,78,0,2,2,0,0,0,0,202,202,0,136,136,0,64,64,0,2,2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,51,51,0,37,37,0,14,14,0,0,0,0,0,0,0
N00000716,328,328,0,249,249,0,76,76,0,2,2,0,1,1,0,294,294,0,225,225,0,67,67,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,33,33,0,23,23,0,9,9,0,1,1,0,0,0,0
N00000717,199,199,0,143,143,0,56,56,0,0,0,0,0,0,0,176,176,0,124,124,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,19,19,0,4,4,0,0,0,0,0,0,0
N00000718,719,688,31,532,504,28,183,180,3,4,4,0,0,0,0,523,516,7,394,388,6,127,126,1,2,2,0,0,0,0,10,10,0,4,4,0,6,6,0,0,0,0,0,0,0,186,162,24,134,112,22,50,48,2,2,2,0,0,0,0
N00000719,86,84,2,66,64,2,20,20,0,0,0,0,0,0,0,78,78,0,63,63,0,15,15,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7,6,1,2,1,1,5,5,0,0,0,0,0,0,0
N00000720,154,154,0,131,131,0,21,21,0,2,2,0,0,0,0,141,141,0,120,120,0,19,19,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,11,11,0,2,2,0,0,0,0,0,0,0
N00000721,154,148,6,106,101,5,47,46,1,1,1,0,0,0,0,130,128,2,85,84,1,45,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,4,21,17,4,2,2,0,1,1,0,0,0,0
N00000722,162,160,2,99,98,1,59,58,1,4,4,0,0,0,0,129,127,2,77,76,1,48,47,1,4,4,0,0,0,0,14,14,0,9,9,0,5,5,0,0,0,0,0,0,0,19,19,0,13,13,0,6,6,0,0,0,0,0,0,0
N00000723,145,144,1,91,91,0,50,50,0,4,3,1,0,0,0,130,130,0,80,80,0,47,47,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,1,11,11,0,3,3,0,1,0,1,0,0,0
N00000724,160,157,3,110,108,2,47,46,1,3,3,0,0,0,0,142,141,1,97,97,0,44,43,1,1,1,0,0,0,0,3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,15,13,2,11,9,2,2,2,0,2,2,0,0,0,0
N00000725,165,160,5,112,109,3,51,49,2,2,2,0,0,0,0,130,126,4,83,81,2,45,43,2,2,2,0,0,0,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,27,26,1,21,20,1,6,6,0,0,0,0,0,0,0
N00000726,137,134,3,82,80,2,52,51,1,2,2,0,1,1,0,120,117,3,72,70,2,45,44,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,10,10,0,7,7,0,0,0,0,0,0,0
N00000727,124,114,10,92,83,9,30,29,1,2,2,0,0,0,0,59,58,1,43,42,1,14,14,0,2,2,0,0,0,0,48,41,7,38,31,7,10,10,0,0,0,0,0,0,0,17,15,2,11,10,1,6,5,1,0,0,0,0,0,0
N00000728,187,187,0,123,123,0,60,60,0,3,3,0,1,1,0,121,121,0,73,73,0,45,45,0,2,2,0,1,1,0,4,4,0,1,1,0,2,2,0,1,1,0,0,0,0,62,62,0,49,49,0,13,13,0,0,0,0,0,0,0
N00000729,121,119,2,66,65,1,51,50,1,3,3,0,1,1,0,100,100,0,56,56,0,41,41,0,3,3,0,0,0,0,3,1,2,1,0,1,2,1,1,0,0,0,0,0,0,18,18,0,9,9,0,8,8,0,0,0,0,1,1,0
N00000730,121,121,0,92,92,0,28,28,0,1,1,0,0,0,0,104,104,0,80,80,0,23,23,0,1,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,15,15,0,10,10,0,5,5,0,0,0,0,0,0,0
N00000731,123,117,6,92,86,6,28,28,0,3,3,0,0,0,0,77,77,0,55,55,0,20,20,0,2,2,0,0,0,0,24,19,5,19,14,5,5,5,0,0,0,0,0,0,0,22,21,1,18,17,1,3,3,0,1,1,0,0,0,0
N00000732,239,232,7,162,156,6,73,72,1,3,3,0,1,1,0,133,130,3,85,82,3,47,47,0,0,0,0,1,1,0,4,3,1,1,0,1,2,2,0,1,1,0,0,0,0,102,99,3,76,74,2,24,23,1,2,2,0,0,0,0
N00000733,112,112,0,70,70,0,41,41,0,0,0,0,1,1,0,98,98,0,61,61,0,37,37,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,13,13,0,8,8,0,4,4,0,0,0,0,1,1,0
N00000734,142,130,12,72,66,6,66,61,5,3,3,0,1,0,1,79,75,4,45,42,3,33,32,1,1,1,0,0,0,0,32,28,4,14,11,3,17,16,1,1,1,0,0,0,0,31,27,4,13,13,0,16,13,3,1,1,0,1,0,1
N00000735,143,142,1,110,110,0,30,29,1,3,3,0,0,0,0,130,130,0,100,100,0,27,27,0,3,3,0,0,0,0,4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,9,8,1,8,8,0,1,0,1,0,0,0,0,0,0
N00000736,137,136,1,93,92,1,43,43,0,1,1,0,0,0,0,90,90,0,62,62,0,28,28,0,0,0,0,0,0,0,30,30,0,19,19,0,10,10,0,1,1,0,0,0,0,17,16,1,12,11,1,5,5,0,0,0,0,0,0,0
N00000737,124,124,0,92,92,0,31,31,0,1,1,0,0,0,0,112,112,0,84,84,0,27,27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,8,8,0,4,4,0,0,0,0,0,0,0
N00000738,138,138,0,96,96,0,40,40,0,2,2,0,0,0,0,125,125,0,93,93,0,32,32,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,12,12,0,2,2,0,8,8,0,2,2,0,0,0,0
N00000739,143,140,3,100,98,2,43,42,1,0,0,0,0,0,0,131,129,2,93,92,1,38,37,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,11,11,0,6,6,0,5,5,0,0,0,0,0,0,0
N00000740,177,176,1,124,124,0,51,50,1,2,2,0,0,0,0,167,166,1,117,117,0,48,47,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,7,7,0,3,3,0,0,0,0,0,0,0
N00000741,140,140,0,128,128,0,12,12,0,0,0,0,0,0,0,128,128,0,117,117,0,11,11,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,10,10,0,9,9,0,1,1,0,0,0,0,0,0,0
N00000742,120,119,1,87,87,0,31,30,1,1,1,0,1,1,0,95,95,0,73,73,0,22,22,0,0,0,0,0,0,0,6,6,0,3,3,0,2,2,0,1,1,0,0,0,0,19,18,1,11,11,0,7,6,1,0,0,0,1,1,0
N00000743,116,110,6,74,69,5,41,40,1,1,1,0,0,0,0,48,48,0,34,34,0,14,14,0,0,0,0,0,0,0,47,43,4,26,22,4,20,20,0,1,1,0,0,0,0,21,19,2,14,13,1,7,6,1,0,0,0,0,0,0
N00000744,123,120,3,95,92,3,28,28,0,0,0,0,0,0,0,87,87,0,64,64,0,23,23,0,0,0,0,0,0,0,12,10,2,12,10,2,0,0,0,0,0,0,0,0,0,24,23,1,19,18,1,5,5,0,0,0,0,0,0,0
N00000745,184,179,5,129,124,5,52,52,0,3,3,0,0,0,0,150,148,2,108,106,2,41,41,0,1,1,0,0,0,0,8,7,1,2,1,1,6,6,0,0,0,0,0,0,0,26,24,2,19,17,2,5,5,0,2,2,0,0,0,0
N00000746,263,226,37,201,171,30,59,53,6,3,2,1,0,0,0,99,95,4,73,71,2,24,22,2,2,2,0,0,0,0,100,81,19,73,55,18,27,26,1,0,0,0,0,0,0,64,50,14,55,45,10,8,5,3,1,0,1,0,0,0
N00000747,173,165,8,121,114,7,49,48,1,3,3,0,0,0,0,111,109,2,74,73,1,35,34,1,2,2,0,0,0,0,17,13,4,12,8,4,5,5,0,0,0,0,0,0,0,45,43,2,35,33,2,9,9,0,1,1,0,0,0,0
N00000748,173,161,12,132,126,6,40,35,5,1,0,1,0,0,0,144,140,4,112,109,3,32,31,1,0,0,0,0,0,0,3,2,1,1,1,0,2,1,1,0,0,0,0,0,0,26,19,7,19,16,3,6,3,3,1,0,1,0,0,0
N00000749,140,139,1,92,91,1,48,48,0,0,0,0,0,0,0,107,107,0,69,69,0,38,38,0,0,0,0,0,0,0,14,14,0,12,12,0,2,2,0,0,0,0,0,0,0,19,18,1,11,10,1,8,8,0,0,0,0,0,0,0
N00000750,146,131,15,107,93,14,39,38,1,0,0,0,0,0,0,97,90,7,68,61,7,29,29,0,0,0,0,0,0,0,11,10,1,9,8,1,2,2,0,0,0,0,0,0,0,38,31,7,30,24,6,8,7,1,0,0,0,0,0,0
N00000751,198,189,9,148,140,8,48,47,1,1,1,0,1,1,0,138,135,3,101,99,2,37,36,1,0,0,0,0,0,0,10,6,4,8,4,4,1,1,0,0,0,0,1,1,0,50,48,2,39,37,2,10,10,0,1,1,0,0,0,0
N00000752,163,138,25,112,88,24,49,48,1,1,1,0,1,1,0,129,125,4,84,80,4,43,43,0,1,1,0,1,1,0,17,2,15,15,1,14,2,1,1,0,0,0,0,0,0,17,11,6,13,7,6,4,4,0,0,0,0,0,0,0
N00000753,138,138,0,103,103,0,34,34,0,1,1,0,0,0,0,130,130,0,99,99,0,30,30,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,7,7,0,4,4,0,3,3,0,0,0,0,0,0,0
N00000754,162,154,8,105,99,6,55,53,2,2,2,0,0,0,0,129,129,0,81,81,0,46,46,0,2,2,0,0,0,0,7,1,6,5,1,4,2,0,2,0,0,0,0,0,0,26,24,2,19,17,2,7,7,0,0,0,0,0,0,0
N00000755,125,124,1,94,93,1,29,29,0,1,1,0,1,1,0,113,113,0,84,84,0,27,27,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,11,10,1,9,8,1,2,2,0,0,0,0,0,0,0
N00000756,153,141,12,121,112,9,31,28,3,1,1,0,0,0,0,95,95,0,76,76,0,19,19,0,0,0,0,0,0,0,27,16,11,21,12,9,5,3,2,1,1,0,0,0,0,31,30,1,24,24,0,7,6,1,0,0,0,0,0,0
N00000757,142,142,0,77,77,0,64,64,0,1,1,0,0,0,0,134,134,0,73,73,0,60,60,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,4,4,0,4,4,0,0,0,0,0,0,0
N00000758,185,177,8,103,95,8,80,80,0,2,2,0,0,0,0,79,79,0,43,43,0,36,36,0,0,0,0,0,0,0,73,66,7,44,37,7,28,28,0,1,1,0,0,0,0,33,32,1,16,15,1,16,16,0,1,1,0,0,0,0
N00000759,102,101,1,61,61,0,40,39,1,1,1,0,0,0,0,92,91,1,54,54,0,37,36,1,1,1,0,0,0,0,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,7,7,0,6,6,0,1,1,0,0,0,0,0,0,0
