GeographyCode,LC4401NI0001,LC4401NI0002,LC4401NI0003,LC4401NI0004,LC4401NI0005,LC4401NI0006,LC4401NI0007,LC4401NI0008,LC4401NI0009,LC4401NI0010,LC4401NI0011,LC4401NI0012,LC4401NI0013,LC4401NI0014,LC4401NI0015,LC4401NI0016,LC4401NI0017,LC4401NI0018,LC4401NI0019,LC4401NI0020,LC4401NI0021,LC4401NI0022,LC4401NI0023,LC4401NI0024,LC4401NI0025,LC4401NI0026,LC4401NI0027,LC4401NI0028,LC4401NI0029,LC4401NI0030,LC4401NI0031,LC4401NI0032,LC4401NI0033,LC4401NI0034,LC4401NI0035,LC4401NI0036,LC4401NI0037,LC4401NI0038,LC4401NI0039,LC4401NI0040,LC4401NI0041,LC4401NI0042,LC4401NI0043,LC4401NI0044,LC4401NI0045,LC4401NI0046,LC4401NI0047,LC4401NI0048
N00000808,119,62,57,44,37,7,44,25,19,31,0,31,54,15,39,10,9,1,21,6,15,23,0,23,37,31,6,22,19,3,14,12,2,1,0,1,28,16,12,12,9,3,9,7,2,7,0,7
N00000809,204,78,126,43,33,10,93,44,49,68,1,67,117,27,90,7,4,3,52,22,30,58,1,57,25,17,8,12,11,1,11,6,5,2,0,2,62,34,28,24,18,6,30,16,14,8,0,8
N00000810,151,36,115,15,10,5,59,25,34,77,1,76,121,20,101,6,5,1,42,14,28,73,1,72,9,5,4,4,2,2,4,3,1,1,0,1,21,11,10,5,3,2,13,8,5,3,0,3
N00000811,148,71,77,40,34,6,71,37,34,37,0,37,67,24,43,9,7,2,34,17,17,24,0,24,42,24,18,18,15,3,18,9,9,6,0,6,39,23,16,13,12,1,19,11,8,7,0,7
N00000812,121,49,72,27,25,2,59,22,37,35,2,33,65,16,49,9,9,0,26,5,21,30,2,28,33,20,13,11,9,2,21,11,10,1,0,1,23,13,10,7,7,0,12,6,6,4,0,4
N00000813,191,68,123,27,21,6,82,44,38,82,3,79,138,38,100,10,7,3,52,28,24,76,3,73,13,10,3,8,8,0,5,2,3,0,0,0,40,20,20,9,6,3,25,14,11,6,0,6
N00000814,118,42,76,25,16,9,48,24,24,45,2,43,84,23,61,4,1,3,38,21,17,42,1,41,26,14,12,17,12,5,8,2,6,1,0,1,8,5,3,4,3,1,2,1,1,2,1,1
N00000815,159,27,132,6,5,1,34,17,17,119,5,114,143,20,123,3,2,1,28,15,13,112,3,109,0,0,0,0,0,0,0,0,0,0,0,0,16,7,9,3,3,0,6,2,4,7,2,5
N00000816,232,107,125,49,46,3,87,56,31,96,5,91,150,41,109,8,6,2,54,31,23,88,4,84,51,43,8,29,29,0,19,14,5,3,0,3,31,23,8,12,11,1,14,11,3,5,1,4
N00000817,104,25,79,5,5,0,41,19,22,58,1,57,99,22,77,5,5,0,38,17,21,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,3,2,1,2,1,1
N00000818,123,35,88,22,14,8,45,18,27,56,3,53,97,20,77,10,6,4,34,11,23,53,3,50,17,9,8,7,4,3,8,5,3,2,0,2,9,6,3,5,4,1,3,2,1,1,0,1
N00000819,132,71,61,50,37,13,67,33,34,15,1,14,48,19,29,10,7,3,27,11,16,11,1,10,43,25,18,17,12,5,25,13,12,1,0,1,41,27,14,23,18,5,15,9,6,3,0,3
N00000820,179,86,93,54,41,13,94,45,49,31,0,31,79,22,57,5,1,4,51,21,30,23,0,23,32,22,10,19,16,3,13,6,7,0,0,0,68,42,26,30,24,6,30,18,12,8,0,8
N00000821,129,66,63,44,37,7,65,29,36,20,0,20,62,16,46,10,7,3,37,9,28,15,0,15,37,30,7,18,17,1,16,13,3,3,0,3,30,20,10,16,13,3,12,7,5,2,0,2
N00000822,127,83,44,60,51,9,52,30,22,15,2,13,50,22,28,12,10,2,27,12,15,11,0,11,42,36,6,31,27,4,11,9,2,0,0,0,35,25,10,17,14,3,14,9,5,4,2,2
N00000823,146,42,104,27,20,7,62,19,43,57,3,54,112,24,88,10,5,5,52,16,36,50,3,47,14,7,7,7,6,1,5,1,4,2,0,2,20,11,9,10,9,1,5,2,3,5,0,5
N00000824,144,88,56,67,55,12,63,33,30,14,0,14,58,24,34,14,11,3,33,13,20,11,0,11,20,19,1,13,13,0,6,6,0,1,0,1,66,45,21,40,31,9,24,14,10,2,0,2
N00000825,136,37,99,25,20,5,71,17,54,40,0,40,123,28,95,17,13,4,66,15,51,40,0,40,1,0,1,1,0,1,0,0,0,0,0,0,12,9,3,7,7,0,5,2,3,0,0,0
N00000826,115,41,74,26,16,10,57,24,33,32,1,31,89,24,65,16,10,6,42,13,29,31,1,30,22,13,9,8,4,4,13,9,4,1,0,1,4,4,0,2,2,0,2,2,0,0,0,0
N00000827,121,32,89,24,18,6,65,14,51,32,0,32,107,24,83,17,13,4,61,11,50,29,0,29,2,1,1,1,1,0,0,0,0,1,0,1,12,7,5,6,4,2,4,3,1,2,0,2
N00000828,104,52,52,28,23,5,64,29,35,12,0,12,61,27,34,15,12,3,37,15,22,9,0,9,15,7,8,3,2,1,11,5,6,1,0,1,28,18,10,10,9,1,16,9,7,2,0,2
N00000829,131,44,87,42,26,16,67,18,49,22,0,22,90,29,61,24,17,7,47,12,35,19,0,19,14,4,10,6,3,3,5,1,4,3,0,3,27,11,16,12,6,6,15,5,10,0,0,0
N00000830,132,67,65,75,46,29,52,20,32,5,1,4,19,6,13,4,1,3,12,5,7,3,0,3,104,53,51,62,37,25,40,15,25,2,1,1,9,8,1,9,8,1,0,0,0,0,0,0
N00000831,134,59,75,50,37,13,66,21,45,18,1,17,60,15,45,15,9,6,33,5,28,12,1,11,34,20,14,8,6,2,23,14,9,3,0,3,40,24,16,27,22,5,10,2,8,3,0,3
N00000832,122,56,66,59,41,18,47,14,33,16,1,15,71,20,51,25,12,13,33,8,25,13,0,13,30,21,9,19,17,2,10,4,6,1,0,1,21,15,6,15,12,3,4,2,2,2,1,1
N00000833,120,63,57,63,45,18,42,17,25,15,1,14,78,38,40,32,25,7,33,13,20,13,0,13,32,21,11,26,18,8,5,2,3,1,1,0,10,4,6,5,2,3,4,2,2,1,0,1
N00000834,136,56,80,54,35,19,60,19,41,22,2,20,98,37,61,34,21,13,45,14,31,19,2,17,8,4,4,4,4,0,3,0,3,1,0,1,30,15,15,16,10,6,12,5,7,2,0,2
N00000835,112,33,79,39,22,17,53,11,42,20,0,20,58,13,45,12,8,4,31,5,26,15,0,15,13,4,9,5,2,3,7,2,5,1,0,1,41,16,25,22,12,10,15,4,11,4,0,4
N00000836,126,41,85,45,23,22,59,18,41,22,0,22,92,27,65,25,13,12,47,14,33,20,0,20,22,8,14,16,6,10,5,2,3,1,0,1,12,6,6,4,4,0,7,2,5,1,0,1
N00000837,122,39,83,46,19,27,60,19,41,16,1,15,98,27,71,32,12,20,51,14,37,15,1,14,11,3,8,7,2,5,4,1,3,0,0,0,13,9,4,7,5,2,5,4,1,1,0,1
N00000838,119,52,67,58,37,21,45,14,31,16,1,15,88,34,54,36,23,13,37,11,26,15,0,15,18,12,6,13,10,3,5,2,3,0,0,0,13,6,7,9,4,5,3,1,2,1,1,0
N00000839,156,69,87,59,38,21,75,31,44,22,0,22,124,53,71,37,27,10,66,26,40,21,0,21,2,1,1,2,1,1,0,0,0,0,0,0,30,15,15,20,10,10,9,5,4,1,0,1
N00000840,118,40,78,32,22,10,57,17,40,29,1,28,105,30,75,28,19,9,50,11,39,27,0,27,1,1,0,1,1,0,0,0,0,0,0,0,12,9,3,3,2,1,7,6,1,2,1,1
N00000841,123,75,48,85,53,32,38,22,16,0,0,0,27,10,17,13,6,7,14,4,10,0,0,0,71,51,20,53,35,18,18,16,2,0,0,0,25,14,11,19,12,7,6,2,4,0,0,0
N00000842,209,93,116,137,70,67,61,23,38,11,0,11,75,34,41,35,22,13,30,12,18,10,0,10,106,43,63,82,33,49,24,10,14,0,0,0,28,16,12,20,15,5,7,1,6,1,0,1
N00000843,107,53,54,52,40,12,44,12,32,11,1,10,67,27,40,22,17,5,36,9,27,9,1,8,17,9,8,13,9,4,3,0,3,1,0,1,23,17,6,17,14,3,5,3,2,1,0,1
N00000844,98,52,46,55,36,19,37,16,21,6,0,6,55,24,31,24,14,10,25,10,15,6,0,6,7,5,2,6,4,2,1,1,0,0,0,0,36,23,13,25,18,7,11,5,6,0,0,0
N00000845,98,51,47,57,37,20,32,13,19,9,1,8,68,26,42,34,17,17,26,8,18,8,1,7,4,3,1,3,2,1,1,1,0,0,0,0,26,22,4,20,18,2,5,4,1,1,0,1
N00000846,114,58,56,59,34,25,51,24,27,4,0,4,70,29,41,28,14,14,38,15,23,4,0,4,18,11,7,14,8,6,4,3,1,0,0,0,26,18,8,17,12,5,9,6,3,0,0,0
N00000847,367,192,175,245,153,92,109,37,72,13,2,11,124,43,81,60,29,31,57,14,43,7,0,7,162,101,61,119,81,38,40,19,21,3,1,2,81,48,33,66,43,23,12,4,8,3,1,2
N00000848,112,65,47,80,53,27,27,12,15,5,0,5,62,28,34,41,22,19,18,6,12,3,0,3,34,24,10,29,23,6,4,1,3,1,0,1,16,13,3,10,8,2,5,5,0,1,0,1
N00000849,144,80,64,85,62,23,51,18,33,8,0,8,77,34,43,36,27,9,34,7,27,7,0,7,37,28,9,27,21,6,9,7,2,1,0,1,30,18,12,22,14,8,8,4,4,0,0,0
N00000850,121,67,54,71,44,27,47,22,25,3,1,2,64,32,32,26,16,10,37,16,21,1,0,1,12,5,7,8,5,3,3,0,3,1,0,1,45,30,15,37,23,14,7,6,1,1,1,0
N00000851,115,71,44,69,49,20,44,22,22,2,0,2,46,20,26,16,8,8,29,12,17,1,0,1,33,26,7,27,23,4,5,3,2,1,0,1,36,25,11,26,18,8,10,7,3,0,0,0
N00000852,543,327,216,402,273,129,114,51,63,27,3,24,120,54,66,53,35,18,45,16,29,22,3,19,355,229,126,299,203,96,53,26,27,3,0,3,68,44,24,50,35,15,16,9,7,2,0,2
N00000853,108,55,53,69,40,29,35,14,21,4,1,3,27,7,20,9,3,6,14,3,11,4,1,3,69,38,31,50,29,21,19,9,10,0,0,0,12,10,2,10,8,2,2,2,0,0,0,0
N00000854,309,160,149,213,128,85,82,32,50,14,0,14,70,22,48,28,14,14,32,8,24,10,0,10,211,123,88,165,103,62,42,20,22,4,0,4,28,15,13,20,11,9,8,4,4,0,0,0
N00000855,104,61,43,36,29,7,56,31,25,12,1,11,70,42,28,23,19,4,41,23,18,6,0,6,6,3,3,2,1,1,2,2,0,2,0,2,28,16,12,11,9,2,13,6,7,4,1,3
N00000856,90,40,50,16,11,5,48,26,22,26,3,23,72,31,41,12,8,4,36,20,16,24,3,21,0,0,0,0,0,0,0,0,0,0,0,0,18,9,9,4,3,1,12,6,6,2,0,2
N00000857,157,59,98,22,18,4,60,34,26,75,7,68,120,39,81,13,9,4,41,24,17,66,6,60,2,1,1,0,0,0,1,1,0,1,0,1,35,19,16,9,9,0,18,9,9,8,1,7
N00000858,131,74,57,31,23,8,83,49,34,17,2,15,63,33,30,11,7,4,40,24,16,12,2,10,8,2,6,4,1,3,4,1,3,0,0,0,60,39,21,16,15,1,39,24,15,5,0,5
N00000859,138,60,78,19,14,5,94,44,50,25,2,23,98,44,54,8,6,2,70,37,33,20,1,19,1,0,1,1,0,1,0,0,0,0,0,0,39,16,23,10,8,2,24,7,17,5,1,4
N00000860,151,39,112,20,14,6,56,23,33,75,2,73,129,27,102,10,8,2,46,17,29,73,2,71,12,6,6,7,4,3,4,2,2,1,0,1,10,6,4,3,2,1,6,4,2,1,0,1
N00000861,124,42,82,19,12,7,57,29,28,48,1,47,110,37,73,14,10,4,50,26,24,46,1,45,1,0,1,0,0,0,1,0,1,0,0,0,13,5,8,5,2,3,6,3,3,2,0,2
N00000862,388,153,235,82,62,20,176,87,89,130,4,126,283,92,191,30,24,6,141,65,76,112,3,109,32,22,10,23,18,5,8,4,4,1,0,1,73,39,34,29,20,9,27,18,9,17,1,16
N00000863,128,40,88,12,10,2,69,29,40,47,1,46,120,37,83,12,10,2,66,27,39,42,0,42,2,0,2,0,0,0,1,0,1,1,0,1,6,3,3,0,0,0,2,2,0,4,1,3
N00000864,125,41,84,25,20,5,48,21,27,52,0,52,105,29,76,14,10,4,42,19,23,49,0,49,7,7,0,6,6,0,1,1,0,0,0,0,13,5,8,5,4,1,5,1,4,3,0,3
N00000865,126,30,96,18,10,8,56,19,37,52,1,51,108,23,85,11,6,5,47,17,30,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,18,7,11,7,4,3,9,2,7,2,1,1
N00000866,164,71,93,50,34,16,86,36,50,28,1,27,69,26,43,10,6,4,44,20,24,15,0,15,29,20,9,16,14,2,13,6,7,0,0,0,66,25,41,24,14,10,29,10,19,13,1,12
N00000867,159,97,62,48,41,7,83,53,30,28,3,25,84,50,34,19,17,2,45,30,15,20,3,17,13,10,3,9,8,1,4,2,2,0,0,0,62,37,25,20,16,4,34,21,13,8,0,8
N00000868,130,45,85,14,9,5,71,33,38,45,3,42,111,39,72,11,7,4,59,29,30,41,3,38,0,0,0,0,0,0,0,0,0,0,0,0,19,6,13,3,2,1,12,4,8,4,0,4
N00000869,106,68,38,54,40,14,43,27,16,9,1,8,35,19,16,8,7,1,19,12,7,8,0,8,50,37,13,36,28,8,14,9,5,0,0,0,21,12,9,10,5,5,10,6,4,1,1,0
N00000870,157,51,106,16,12,4,85,38,47,56,1,55,118,30,88,7,5,2,60,24,36,51,1,50,3,2,1,1,1,0,2,1,1,0,0,0,36,19,17,8,6,2,23,13,10,5,0,5
N00000871,155,63,92,44,32,12,66,30,36,45,1,44,95,33,62,15,12,3,38,20,18,42,1,41,35,20,15,19,15,4,15,5,10,1,0,1,25,10,15,10,5,5,13,5,8,2,0,2
N00000872,134,58,76,43,30,13,75,28,47,16,0,16,81,32,49,12,10,2,57,22,35,12,0,12,28,18,10,16,13,3,12,5,7,0,0,0,25,8,17,15,7,8,6,1,5,4,0,4
N00000873,132,60,72,55,34,21,66,26,40,11,0,11,67,29,38,21,12,9,39,17,22,7,0,7,53,23,30,28,18,10,21,5,16,4,0,4,12,8,4,6,4,2,6,4,2,0,0,0
N00000874,268,147,121,134,84,50,108,58,50,26,5,21,79,42,37,17,14,3,45,26,19,17,2,15,106,62,44,71,49,22,32,11,21,3,2,1,83,43,40,46,21,25,31,21,10,6,1,5
N00000875,124,69,55,64,46,18,47,22,25,13,1,12,50,22,28,18,13,5,21,8,13,11,1,10,63,38,25,39,28,11,22,10,12,2,0,2,11,9,2,7,5,2,4,4,0,0,0,0
N00000876,119,83,36,85,64,21,29,19,10,5,0,5,25,10,15,10,7,3,10,3,7,5,0,5,79,61,18,60,45,15,19,16,3,0,0,0,15,12,3,15,12,3,0,0,0,0,0,0
N00000877,158,79,79,96,61,35,53,17,36,9,1,8,35,9,26,11,8,3,16,0,16,8,1,7,107,60,47,72,46,26,34,14,20,1,0,1,16,10,6,13,7,6,3,3,0,0,0,0
N00000878,119,76,43,77,59,18,38,16,22,4,1,3,19,5,14,4,3,1,12,1,11,3,1,2,88,62,26,65,48,17,22,14,8,1,0,1,12,9,3,8,8,0,4,1,3,0,0,0
N00000879,398,217,181,208,149,59,164,67,97,26,1,25,160,65,95,59,38,21,80,27,53,21,0,21,199,121,78,122,88,34,73,32,41,4,1,3,39,31,8,27,23,4,11,8,3,1,0,1
N00000880,123,61,62,63,40,23,52,21,31,8,0,8,48,14,34,14,6,8,29,8,21,5,0,5,63,40,23,43,31,12,18,9,9,2,0,2,12,7,5,6,3,3,5,4,1,1,0,1
N00000881,148,79,69,80,56,24,56,21,35,12,2,10,39,12,27,9,5,4,24,6,18,6,1,5,79,52,27,53,37,16,23,14,9,3,1,2,30,15,15,18,14,4,9,1,8,3,0,3
N00000882,139,83,56,87,59,28,46,24,22,6,0,6,27,20,7,14,12,2,12,8,4,1,0,1,81,44,37,51,32,19,26,12,14,4,0,4,31,19,12,22,15,7,8,4,4,1,0,1
N00000883,133,66,67,79,46,33,46,20,26,8,0,8,44,15,29,15,8,7,22,7,15,7,0,7,71,40,31,53,30,23,17,10,7,1,0,1,18,11,7,11,8,3,7,3,4,0,0,0
N00000884,113,69,44,64,49,15,43,18,25,6,2,4,44,13,31,7,3,4,32,9,23,5,1,4,53,43,10,42,33,9,10,9,1,1,1,0,16,13,3,15,13,2,1,0,1,0,0,0
N00000885,323,198,125,217,147,70,94,51,43,12,0,12,79,42,37,25,18,7,43,24,19,11,0,11,116,82,34,93,69,24,23,13,10,0,0,0,128,74,54,99,60,39,28,14,14,1,0,1
N00000886,128,62,66,59,39,20,54,23,31,15,0,15,39,24,15,13,11,2,21,13,8,5,0,5,14,7,7,9,7,2,2,0,2,3,0,3,75,31,44,37,21,16,31,10,21,7,0,7
N00000887,133,57,76,33,17,16,69,36,33,31,4,27,82,34,48,10,5,5,47,27,20,25,2,23,20,9,11,11,4,7,9,5,4,0,0,0,31,14,17,12,8,4,13,4,9,6,2,4
N00000888,143,58,85,44,24,20,75,32,43,24,2,22,68,31,37,14,10,4,39,21,18,15,0,15,20,9,11,9,4,5,10,4,6,1,1,0,55,18,37,21,10,11,26,7,19,8,1,7
N00000889,110,44,66,23,15,8,55,28,27,32,1,31,85,34,51,13,11,2,43,23,20,29,0,29,4,1,3,4,1,3,0,0,0,0,0,0,21,9,12,6,3,3,12,5,7,3,1,2
N00000890,150,57,93,41,21,20,73,36,37,36,0,36,84,27,57,13,5,8,43,22,21,28,0,28,22,12,10,10,6,4,10,6,4,2,0,2,44,18,26,18,10,8,20,8,12,6,0,6
N00000891,181,89,92,84,52,32,80,36,44,17,1,16,56,25,31,16,11,5,30,14,16,10,0,10,49,39,10,27,22,5,22,17,5,0,0,0,76,25,51,41,19,22,28,5,23,7,1,6
N00000892,137,51,86,33,18,15,66,31,35,38,2,36,90,34,56,13,9,4,47,24,23,30,1,29,7,2,5,2,1,1,4,1,3,1,0,1,40,15,25,18,8,10,15,6,9,7,1,6
N00000893,135,50,85,26,10,16,81,39,42,28,1,27,72,35,37,10,4,6,49,31,18,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,63,15,48,16,6,10,32,8,24,15,1,14
N00000894,141,72,69,43,28,15,82,43,39,16,1,15,90,53,37,19,16,3,59,37,22,12,0,12,10,7,3,5,4,1,5,3,2,0,0,0,41,12,29,19,8,11,18,3,15,4,1,3
N00000895,121,54,67,39,24,15,67,29,38,15,1,14,58,26,32,11,8,3,37,18,19,10,0,10,22,15,7,11,7,4,10,8,2,1,0,1,41,13,28,17,9,8,20,3,17,4,1,3
N00000896,139,71,68,51,28,23,73,41,32,15,2,13,74,46,28,20,12,8,47,33,14,7,1,6,10,7,3,5,5,0,5,2,3,0,0,0,55,18,37,26,11,15,21,6,15,8,1,7
N00000897,137,46,91,39,19,20,65,27,38,33,0,33,68,28,40,12,7,5,40,21,19,16,0,16,12,6,6,7,4,3,3,2,1,2,0,2,57,12,45,20,8,12,22,4,18,15,0,15
N00000898,138,56,82,54,33,21,52,23,29,32,0,32,61,29,32,18,15,3,33,14,19,10,0,10,23,15,8,15,10,5,6,5,1,2,0,2,54,12,42,21,8,13,13,4,9,20,0,20
N00000899,158,81,77,78,55,23,60,26,34,20,0,20,45,26,19,16,10,6,23,16,7,6,0,6,65,46,19,45,37,8,19,9,10,1,0,1,48,9,39,17,8,9,18,1,17,13,0,13
N00000900,109,70,39,63,45,18,41,24,17,5,1,4,29,22,7,10,9,1,17,12,5,2,1,1,69,42,27,45,31,14,21,11,10,3,0,3,11,6,5,8,5,3,3,1,2,0,0,0
N00000901,140,52,88,62,34,28,49,17,32,29,1,28,65,29,36,24,19,5,27,9,18,14,1,13,13,12,1,9,8,1,4,4,0,0,0,0,62,11,51,29,7,22,18,4,14,15,0,15
N00000902,143,56,87,54,31,23,67,24,43,22,1,21,67,36,31,24,17,7,36,18,18,7,1,6,7,1,6,1,1,0,5,0,5,1,0,1,69,19,50,29,13,16,26,6,20,14,0,14
N00000903,94,52,42,55,36,19,35,16,19,4,0,4,10,6,4,3,3,0,6,3,3,1,0,1,75,44,31,46,31,15,27,13,14,2,0,2,9,2,7,6,2,4,2,0,2,1,0,1
N00000904,219,104,115,88,50,38,102,51,51,29,3,26,50,18,32,16,7,9,29,11,18,5,0,5,59,37,22,34,26,8,21,10,11,4,1,3,110,49,61,38,17,21,52,30,22,20,2,18
N00000905,144,60,84,72,39,33,53,20,33,19,1,18,34,12,22,13,7,6,10,5,5,11,0,11,65,34,31,36,22,14,25,11,14,4,1,3,45,14,31,23,10,13,18,4,14,4,0,4
N00000906,105,22,83,10,7,3,58,15,43,37,0,37,95,17,78,6,4,2,53,13,40,36,0,36,1,0,1,1,0,1,0,0,0,0,0,0,9,5,4,3,3,0,5,2,3,1,0,1
N00000907,129,58,71,54,31,23,57,26,31,18,1,17,48,13,35,7,2,5,26,10,16,15,1,14,70,37,33,40,24,16,27,13,14,3,0,3,11,8,3,7,5,2,4,3,1,0,0,0
N00000908,146,67,79,68,40,28,62,27,35,16,0,16,77,30,47,18,9,9,44,21,23,15,0,15,45,29,16,31,23,8,13,6,7,1,0,1,24,8,16,19,8,11,5,0,5,0,0,0
N00000909,81,26,55,27,16,11,40,9,31,14,1,13,57,15,42,13,9,4,31,5,26,13,1,12,15,5,10,11,4,7,4,1,3,0,0,0,9,6,3,3,3,0,5,3,2,1,0,1
N00000910,129,57,72,64,39,25,56,16,40,9,2,7,63,28,35,20,16,4,35,10,25,8,2,6,21,9,12,13,6,7,7,3,4,1,0,1,45,20,25,31,17,14,14,3,11,0,0,0
N00000911,109,55,54,59,38,21,49,17,32,1,0,1,32,13,19,9,6,3,22,7,15,1,0,1,63,34,29,42,26,16,21,8,13,0,0,0,14,8,6,8,6,2,6,2,4,0,0,0
N00000912,95,44,51,46,33,13,36,11,25,13,0,13,36,12,24,8,6,2,19,6,13,9,0,9,47,24,23,30,19,11,14,5,9,3,0,3,12,8,4,8,8,0,3,0,3,1,0,1
N00000913,127,52,75,61,34,27,53,16,37,13,2,11,44,14,30,9,5,4,24,7,17,11,2,9,71,32,39,45,24,21,25,8,17,1,0,1,12,6,6,7,5,2,4,1,3,1,0,1
N00000914,123,38,85,31,17,14,64,20,44,28,1,27,91,30,61,19,11,8,48,18,30,24,1,23,13,1,12,3,1,2,9,0,9,1,0,1,19,7,12,9,5,4,7,2,5,3,0,3
N00000915,116,65,51,40,32,8,68,33,35,8,0,8,72,31,41,16,11,5,48,20,28,8,0,8,1,0,1,1,0,1,0,0,0,0,0,0,43,34,9,23,21,2,20,13,7,0,0,0
N00000916,122,58,64,43,33,10,62,22,40,17,3,14,90,39,51,27,20,7,47,16,31,16,3,13,5,3,2,2,2,0,3,1,2,0,0,0,27,16,11,14,11,3,12,5,7,1,0,1
N00000917,116,59,57,44,31,13,60,28,32,12,0,12,91,40,51,26,16,10,53,24,29,12,0,12,3,1,2,2,1,1,1,0,1,0,0,0,22,18,4,16,14,2,6,4,2,0,0,0
N00000918,121,53,68,34,25,9,68,26,42,19,2,17,97,39,58,22,17,5,57,20,37,18,2,16,6,3,3,4,2,2,2,1,1,0,0,0,18,11,7,8,6,2,9,5,4,1,0,1
N00000919,108,46,62,35,25,10,52,19,33,21,2,19,81,29,52,18,14,4,43,14,29,20,1,19,1,0,1,1,0,1,0,0,0,0,0,0,26,17,9,16,11,5,9,5,4,1,1,0
N00000920,79,51,28,44,37,7,28,13,15,7,1,6,35,17,18,11,8,3,20,9,11,4,0,4,37,29,8,28,25,3,6,3,3,3,1,2,7,5,2,5,4,1,2,1,1,0,0,0
N00000921,209,33,176,18,10,8,75,20,55,116,3,113,189,25,164,9,6,3,67,16,51,113,3,110,9,3,6,4,1,3,5,2,3,0,0,0,11,5,6,5,3,2,3,2,1,3,0,3
N00000922,127,49,78,29,21,8,65,27,38,33,1,32,100,33,67,22,16,6,47,16,31,31,1,30,15,8,7,5,3,2,9,5,4,1,0,1,12,8,4,2,2,0,9,6,3,1,0,1
N00000923,114,41,73,34,24,10,59,17,42,21,0,21,84,26,58,17,13,4,48,13,35,19,0,19,3,1,2,1,1,0,2,0,2,0,0,0,27,14,13,16,10,6,9,4,5,2,0,2
N00000924,106,54,52,35,25,10,55,28,27,16,1,15,80,38,42,19,12,7,47,25,22,14,1,13,8,6,2,6,5,1,2,1,1,0,0,0,18,10,8,10,8,2,6,2,4,2,0,2
N00000925,119,48,71,43,30,13,60,18,42,16,0,16,64,16,48,14,10,4,35,6,29,15,0,15,42,27,15,24,17,7,17,10,7,1,0,1,13,5,8,5,3,2,8,2,6,0,0,0
N00000926,121,52,69,54,31,23,60,21,39,7,0,7,85,28,57,30,17,13,48,11,37,7,0,7,4,2,2,2,0,2,2,2,0,0,0,0,32,22,10,22,14,8,10,8,2,0,0,0
N00000927,202,116,86,113,84,29,78,31,47,11,1,10,75,40,35,31,22,9,34,17,17,10,1,9,11,8,3,9,7,2,2,1,1,0,0,0,116,68,48,73,55,18,42,13,29,1,0,1
N00000928,149,56,93,57,38,19,69,18,51,23,0,23,117,40,77,37,24,13,60,16,44,20,0,20,8,4,4,6,4,2,1,0,1,1,0,1,24,12,12,14,10,4,8,2,6,2,0,2
N00000929,155,63,92,73,40,33,63,21,42,19,2,17,84,32,52,31,17,14,38,15,23,15,0,15,51,24,27,36,21,15,15,3,12,0,0,0,20,7,13,6,2,4,10,3,7,4,2,2
N00000930,169,91,78,86,51,35,71,40,31,12,0,12,104,50,54,48,27,21,47,23,24,9,0,9,17,10,7,12,8,4,5,2,3,0,0,0,48,31,17,26,16,10,19,15,4,3,0,3
N00000931,246,136,110,161,98,63,76,37,39,9,1,8,26,8,18,11,4,7,12,3,9,3,1,2,185,109,76,123,77,46,57,32,25,5,0,5,35,19,16,27,17,10,7,2,5,1,0,1
N00000932,174,97,77,122,82,40,40,15,25,12,0,12,65,27,38,38,23,15,19,4,15,8,0,8,46,34,12,36,28,8,10,6,4,0,0,0,63,36,27,48,31,17,11,5,6,4,0,4
N00000933,134,65,69,80,45,35,50,19,31,4,1,3,75,30,45,37,17,20,36,13,23,2,0,2,6,2,4,3,1,2,2,0,2,1,1,0,53,33,20,40,27,13,12,6,6,1,0,1
N00000934,119,54,65,74,41,33,40,13,27,5,0,5,80,31,49,40,22,18,35,9,26,5,0,5,11,7,4,10,6,4,1,1,0,0,0,0,28,16,12,24,13,11,4,3,1,0,0,0
N00000935,115,57,58,67,38,29,44,18,26,4,1,3,56,27,29,30,16,14,25,11,14,1,0,1,14,8,6,7,6,1,7,2,5,0,0,0,45,22,23,30,16,14,12,5,7,3,1,2
N00000936,183,66,117,102,43,59,69,23,46,12,0,12,67,23,44,25,11,14,34,12,22,8,0,8,103,38,65,66,27,39,34,11,23,3,0,3,13,5,8,11,5,6,1,0,1,1,0,1
N00000937,174,64,110,73,41,32,85,21,64,16,2,14,133,37,96,46,22,24,71,13,58,16,2,14,17,10,7,9,6,3,8,4,4,0,0,0,24,17,7,18,13,5,6,4,2,0,0,0
N00000938,116,36,80,48,23,25,52,13,39,16,0,16,72,16,56,22,9,13,34,7,27,16,0,16,27,12,15,18,10,8,9,2,7,0,0,0,17,8,9,8,4,4,9,4,5,0,0,0
N00000939,90,51,39,53,33,20,35,18,17,2,0,2,49,24,25,18,10,8,29,14,15,2,0,2,12,8,4,9,6,3,3,2,1,0,0,0,29,19,10,26,17,9,3,2,1,0,0,0
N00000940,122,71,51,77,50,27,39,21,18,6,0,6,67,37,30,34,23,11,27,14,13,6,0,6,13,6,7,9,3,6,4,3,1,0,0,0,42,28,14,34,24,10,8,4,4,0,0,0
N00000941,131,33,98,11,10,1,48,21,27,72,2,70,114,25,89,7,6,1,39,18,21,68,1,67,5,3,2,2,2,0,3,1,2,0,0,0,12,5,7,2,2,0,6,2,4,4,1,3
