GeographyCode,LC2118NI0001,LC2118NI0002,LC2118NI0003,LC2118NI0004,LC2118NI0005,LC2118NI0006,LC2118NI0007,LC2118NI0008,LC2118NI0009,LC2118NI0010,LC2118NI0011,LC2118NI0012,LC2118NI0013,LC2118NI0014,LC2118NI0015,LC2118NI0016,LC2118NI0017,LC2118NI0018,LC2118NI0019,LC2118NI0020,LC2118NI0021,LC2118NI0022,LC2118NI0023,LC2118NI0024,LC2118NI0025,LC2118NI0026,LC2118NI0027,LC2118NI0028
N00000001,310,54,161,95,21,3,13,5,278,49,143,86,262,46,136,80,6,0,3,3,10,3,4,3,11,2,5,4
N00000002,141,83,51,7,42,24,17,1,90,54,30,6,55,35,15,5,17,13,4,0,18,6,11,1,9,5,4,0
N00000003,78,33,44,1,12,3,9,0,58,25,32,1,44,23,20,1,6,0,6,0,8,2,6,0,8,5,3,0
N00000004,195,87,103,5,28,7,21,0,158,75,78,5,125,63,58,4,10,5,5,0,23,7,15,1,9,5,4,0
N00000005,124,52,66,6,17,7,8,2,99,40,57,2,77,32,43,2,7,4,3,0,15,4,11,0,8,5,1,2
N00000006,86,47,35,4,21,9,12,0,60,35,22,3,44,27,16,1,7,4,2,1,9,4,4,1,5,3,1,1
N00000007,89,17,67,5,17,0,17,0,67,15,47,5,51,11,36,4,8,2,5,1,8,2,6,0,5,2,3,0
N00000008,138,35,88,15,54,12,35,7,74,22,47,5,45,14,27,4,14,1,12,1,15,7,8,0,10,1,6,3
N00000009,275,58,197,20,64,16,42,6,192,39,141,12,135,25,100,10,28,6,21,1,29,8,20,1,19,3,14,2
N00000010,86,10,71,5,20,1,17,2,59,7,50,2,37,5,31,1,12,2,10,0,10,0,9,1,7,2,4,1
N00000011,136,42,91,3,58,20,37,1,70,20,48,2,42,13,27,2,9,3,6,0,19,4,15,0,8,2,6,0
N00000012,121,34,81,6,43,13,27,3,71,19,49,3,39,9,27,3,15,5,10,0,17,5,12,0,7,2,5,0
N00000013,136,40,94,2,67,15,51,1,64,24,39,1,35,13,22,0,16,7,8,1,13,4,9,0,5,1,4,0
N00000014,205,76,116,13,60,26,32,2,129,45,75,9,69,21,43,5,28,13,15,0,32,11,17,4,16,5,9,2
N00000015,119,36,79,4,56,16,39,1,59,19,37,3,28,12,15,1,14,4,10,0,17,3,12,2,4,1,3,0
N00000016,122,31,85,6,62,17,43,2,57,13,40,4,23,4,15,4,20,6,14,0,14,3,11,0,3,1,2,0
N00000017,144,11,120,13,53,1,47,5,83,9,66,8,45,7,33,5,26,0,24,2,12,2,9,1,8,1,7,0
N00000018,94,13,77,4,23,0,22,1,65,11,51,3,33,6,25,2,13,0,13,0,19,5,13,1,6,2,4,0
N00000019,116,6,101,9,39,0,34,5,72,4,64,4,32,3,26,3,22,1,21,0,18,0,17,1,5,2,3,0
N00000020,122,9,104,9,53,3,46,4,61,6,51,4,16,0,16,0,30,2,26,2,15,4,9,2,8,0,7,1
N00000021,128,25,93,10,54,6,45,3,69,19,44,6,33,9,20,4,19,5,13,1,17,5,11,1,5,0,4,1
N00000022,126,17,101,8,53,7,41,5,67,8,56,3,27,3,22,2,26,2,23,1,14,3,11,0,6,2,4,0
N00000023,115,6,103,6,48,4,42,2,62,2,57,3,23,1,22,0,22,1,19,2,17,0,16,1,5,0,4,1
N00000024,174,20,149,5,22,5,16,1,142,13,126,3,109,10,98,1,10,2,8,0,23,1,20,2,10,2,7,1
N00000025,159,24,128,7,29,5,21,3,106,16,86,4,85,13,68,4,2,0,2,0,19,3,16,0,24,3,21,0
N00000026,151,35,110,6,23,5,18,0,109,23,80,6,84,18,61,5,13,5,8,0,12,0,11,1,19,7,12,0
N00000027,178,98,71,9,37,19,16,2,126,70,49,7,92,49,39,4,12,7,4,1,22,14,6,2,15,9,6,0
N00000028,85,58,26,1,19,8,10,1,60,45,15,0,39,30,9,0,12,9,3,0,9,6,3,0,6,5,1,0
N00000029,136,13,112,11,19,0,17,2,111,12,90,9,82,10,64,8,10,0,10,0,19,2,16,1,6,1,5,0
N00000030,131,26,101,4,22,5,17,0,98,20,74,4,66,14,48,4,12,3,9,0,20,3,17,0,11,1,10,0
N00000031,201,174,26,1,25,20,5,0,155,135,20,0,121,104,17,0,18,18,0,0,16,13,3,0,21,19,1,1
N00000032,133,70,61,2,30,16,14,0,99,51,46,2,69,36,31,2,10,8,2,0,20,7,13,0,4,3,1,0
N00000033,166,86,75,5,27,13,14,0,127,69,55,3,96,57,37,2,11,4,7,0,20,8,11,1,12,4,6,2
N00000034,158,56,92,10,29,8,21,0,124,48,67,9,83,34,44,5,16,10,6,0,25,4,17,4,5,0,4,1
N00000035,128,71,53,4,48,31,16,1,74,36,35,3,38,14,23,1,20,16,3,1,16,6,9,1,6,4,2,0
N00000036,134,75,50,9,33,17,15,1,96,55,33,8,61,37,19,5,19,9,8,2,16,9,6,1,5,3,2,0
N00000037,124,96,26,2,44,30,13,1,72,58,13,1,38,29,8,1,16,13,3,0,18,16,2,0,8,8,0,0
N00000038,138,100,33,5,24,16,8,0,99,76,19,4,65,50,12,3,15,13,2,0,19,13,5,1,15,8,6,1
N00000039,448,340,94,14,119,80,36,3,313,247,57,9,193,156,33,4,69,56,13,0,51,35,11,5,16,13,1,2
N00000040,114,76,36,2,43,24,19,0,67,50,15,2,36,27,8,1,22,18,3,1,9,5,4,0,4,2,2,0
N00000041,144,128,16,0,20,14,6,0,114,105,9,0,81,76,5,0,16,15,1,0,17,14,3,0,10,9,1,0
