DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC3603NI","ECONOMIC ACTIVITY BY GENERAL HEALTH","All usual residents aged 16 to 74","1. For the Census, 'Part-time' is defined as working 30 hours or less per week. 'Full-time' is defined as working 31 hours or more per week.; 2. 'Not in employment: Other' includes Student, Looking after home/family, Unemployed and Other.; 3. General health refers to health over the 12 months prior to Census Day (27 March 2011).; "
