GeographyCode,LC5101NI0001,LC5101NI0002,LC5101NI0003,LC5101NI0004,LC5101NI0005,LC5101NI0006,LC5101NI0007,LC5101NI0008,LC5101NI0009,LC5101NI0010,LC5101NI0011,LC5101NI0012,LC5101NI0013,LC5101NI0014,LC5101NI0015,LC5101NI0016,LC5101NI0017,LC5101NI0018,LC5101NI0019,LC5101NI0020,LC5101NI0021,LC5101NI0022,LC5101NI0023,LC5101NI0024,LC5101NI0025,LC5101NI0026,LC5101NI0027,LC5101NI0028,LC5101NI0029,LC5101NI0030,LC5101NI0031,LC5101NI0032,LC5101NI0033,LC5101NI0034,LC5101NI0035,LC5101NI0036,LC5101NI0037,LC5101NI0038,LC5101NI0039,LC5101NI0040,LC5101NI0041,LC5101NI0042,LC5101NI0043,LC5101NI0044,LC5101NI0045,LC5101NI0046,LC5101NI0047,LC5101NI0048,LC5101NI0049
N00001451,209,40,12,32,19,93,13,25,2,3,8,6,5,1,18,0,0,5,1,12,0,24,2,1,3,3,14,1,31,3,3,2,3,18,2,43,7,0,2,3,29,2,68,26,5,12,3,15,7
N00001452,258,26,9,42,33,130,18,31,2,1,10,13,3,2,18,0,1,2,2,13,0,37,2,1,5,3,26,0,53,1,1,10,4,34,3,53,6,4,7,3,28,5,66,15,1,8,8,26,8
N00001453,297,23,11,34,40,178,11,41,7,4,11,17,2,0,19,2,1,3,0,13,0,38,1,0,1,4,32,0,67,2,3,6,5,50,1,41,1,2,6,3,27,2,91,10,1,7,11,54,8
N00001454,277,23,13,33,38,161,9,52,4,4,11,16,17,0,26,1,2,2,1,20,0,22,1,2,1,3,15,0,56,1,3,7,6,37,2,58,5,2,5,6,37,3,63,11,0,7,6,35,4
N00001455,205,19,16,21,29,111,9,25,3,4,2,15,1,0,23,2,2,0,2,17,0,46,2,1,4,3,33,3,26,0,4,7,2,11,2,38,4,2,2,4,25,1,47,8,3,6,3,24,3
N00001456,265,27,17,28,15,161,17,22,1,4,7,4,6,0,43,1,0,2,1,39,0,50,1,2,3,4,37,3,57,4,4,8,2,37,2,36,3,4,7,1,17,4,57,17,3,1,3,25,8
N00001457,247,40,16,34,33,114,10,39,5,3,12,14,4,1,18,1,2,3,2,10,0,46,2,2,2,3,37,0,55,4,7,6,6,30,2,43,13,1,4,2,20,3,46,15,1,7,6,13,4
N00001458,317,93,22,33,32,111,26,22,2,3,2,11,4,0,39,3,2,6,3,24,1,60,0,3,8,9,37,3,40,3,6,7,3,16,5,33,6,3,3,1,16,4,123,79,5,7,5,14,13
N00001459,349,56,29,56,47,144,17,80,10,13,32,21,2,2,22,1,3,2,1,11,4,53,1,3,2,3,43,1,52,2,3,9,9,27,2,56,3,2,6,7,35,3,86,39,5,5,6,26,5
N00001460,480,104,50,52,51,177,46,49,8,7,13,11,9,1,84,4,6,7,10,53,4,112,9,9,8,15,66,5,64,11,16,9,2,21,5,66,16,7,10,7,18,8,105,56,5,5,6,10,23
N00001461,259,31,8,30,33,143,14,40,4,1,15,17,3,0,33,0,0,1,7,25,0,44,0,1,0,2,38,3,41,2,1,4,2,30,2,36,9,2,2,3,20,0,65,16,3,8,2,27,9
N00001462,292,22,11,33,28,180,18,32,3,2,6,13,8,0,48,0,1,4,5,34,4,51,1,3,6,3,36,2,49,2,2,6,3,34,2,38,2,1,1,2,29,3,74,14,2,10,2,39,7
N00001463,296,23,16,33,32,186,6,43,4,4,12,15,8,0,41,0,3,2,7,29,0,33,0,0,4,3,25,1,66,5,2,8,4,47,0,49,6,4,2,3,31,3,64,8,3,5,0,46,2
N00001464,280,25,18,29,30,164,14,36,6,3,10,10,7,0,37,0,4,1,4,26,2,39,3,3,6,3,23,1,70,2,1,3,4,54,6,54,2,4,4,5,36,3,44,12,3,5,4,18,2
N00001465,345,28,15,47,35,209,11,50,6,5,16,16,7,0,30,0,1,2,4,22,1,42,1,3,3,3,32,0,71,4,2,6,2,53,4,71,6,2,10,6,46,1,81,11,2,10,4,49,5
N00001466,253,16,10,27,83,103,14,110,2,0,14,68,19,7,33,0,0,3,5,25,0,29,2,1,2,2,20,2,23,0,2,4,1,13,3,21,0,3,1,4,13,0,37,12,4,3,3,13,2
N00001467,1455,32,39,119,964,239,62,1236,5,30,107,954,91,49,48,2,0,0,2,41,3,27,6,2,1,0,17,1,48,1,2,5,2,36,2,38,5,3,3,2,24,1,58,13,2,3,4,30,6
N00001468,271,10,7,18,123,84,29,165,0,2,7,113,24,19,54,2,1,5,5,37,4,17,0,1,2,3,10,1,10,1,1,1,0,6,1,7,2,1,2,0,2,0,18,5,1,1,2,5,4
N00001469,229,12,5,16,85,102,9,96,0,2,8,67,16,3,59,2,1,2,7,46,1,19,3,0,2,4,9,1,14,0,1,2,2,9,0,14,1,1,2,1,8,1,27,6,0,0,4,14,3
N00001470,339,4,7,31,165,124,8,230,0,3,19,156,47,5,63,0,1,4,5,50,3,20,0,3,3,2,12,0,15,1,0,3,1,10,0,5,0,0,1,1,3,0,6,3,0,1,0,2,0
N00001471,487,4,4,31,295,141,12,406,0,3,23,287,84,9,46,0,0,3,5,37,1,12,0,1,1,1,9,0,8,0,0,1,0,7,0,8,2,0,2,2,2,0,7,2,0,1,0,2,2
N00001472,736,32,28,57,289,311,19,317,5,6,25,256,19,6,75,1,2,5,11,54,2,104,2,7,5,7,81,2,101,2,8,6,9,74,2,56,2,3,8,3,37,3,83,20,2,8,3,46,4
N00001473,383,24,12,28,53,252,14,69,1,2,8,28,27,3,171,1,2,11,17,138,2,48,3,2,4,2,33,4,45,5,2,1,3,31,3,23,3,2,3,2,12,1,27,11,2,1,1,11,1
N00001474,258,38,9,23,26,156,6,26,4,2,3,10,7,0,32,2,0,1,2,26,1,43,1,1,2,5,33,1,51,3,2,3,5,37,1,42,11,2,3,1,25,0,64,17,2,11,3,28,3
N00001475,267,21,6,25,29,169,17,43,1,0,6,14,21,1,85,0,2,4,6,70,3,54,2,1,3,3,42,3,16,0,0,1,2,11,2,24,3,2,2,3,11,3,45,15,1,9,1,14,5
N00001476,227,32,9,15,26,137,8,38,3,6,4,11,13,1,60,0,0,4,8,47,1,39,3,0,2,2,30,2,30,1,0,2,2,24,1,26,3,3,0,2,17,1,34,22,0,3,1,6,2
N00001477,225,15,6,28,30,132,14,28,2,1,7,11,6,1,40,1,1,3,4,27,4,33,0,1,1,4,23,4,40,3,2,6,2,27,0,33,1,0,3,4,23,2,51,8,1,8,5,26,3
N00001478,244,25,12,15,23,159,10,32,0,4,3,9,13,3,67,1,1,0,5,59,1,48,1,2,0,3,38,4,35,1,0,2,3,29,0,26,5,4,4,2,10,1,36,17,1,6,1,10,1
N00001479,274,30,19,28,29,157,11,53,5,5,11,13,16,3,41,2,3,5,6,24,1,48,3,3,1,4,36,1,46,2,2,2,4,35,1,42,1,2,6,1,31,1,44,17,4,3,1,15,4
N00001480,419,209,38,43,25,64,40,40,12,6,8,6,5,3,61,11,9,5,6,24,6,52,7,9,15,6,10,5,76,37,10,5,5,9,10,50,30,2,6,1,6,5,140,112,2,4,1,10,11
N00001481,195,94,19,21,27,19,15,34,10,5,8,9,1,1,28,6,3,5,7,7,0,23,6,4,2,5,6,0,36,18,5,3,6,0,4,35,21,2,2,0,4,6,39,33,0,1,0,1,4
N00001482,259,77,32,42,32,55,21,37,2,7,12,10,5,1,74,4,8,11,12,36,3,41,10,8,4,4,10,5,28,10,5,9,2,2,0,39,26,1,4,3,0,5,40,25,3,2,1,2,7
N00001483,204,46,18,21,20,79,20,16,0,1,5,3,5,2,64,7,1,8,11,37,0,37,2,4,2,1,23,5,30,7,9,4,1,8,1,23,11,1,1,2,4,4,34,19,2,1,2,2,8
N00001484,182,59,23,25,18,43,14,23,2,5,6,6,3,1,48,7,3,6,5,24,3,33,1,5,8,5,13,1,34,17,8,4,2,2,1,23,15,1,1,0,1,5,21,17,1,0,0,0,3
N00001485,207,48,24,21,25,61,28,18,3,2,6,6,1,0,66,0,8,3,12,35,8,45,10,5,8,4,14,4,30,6,6,2,3,5,8,20,10,1,1,0,4,4,28,19,2,1,0,2,4
N00001486,302,87,23,40,43,81,28,41,6,4,14,13,2,2,32,1,2,7,4,15,3,52,4,5,3,9,30,1,58,11,7,6,11,20,3,43,13,4,7,3,7,9,76,52,1,3,3,7,10
N00001487,257,94,34,31,27,43,28,25,8,5,4,3,2,3,46,3,6,9,7,15,6,42,3,5,9,8,15,2,45,18,10,7,4,2,4,39,20,4,1,2,4,8,60,42,4,1,3,5,5
N00001488,223,72,28,24,21,52,26,36,7,6,7,9,6,1,48,4,4,7,5,26,2,49,9,10,3,4,15,8,36,14,6,6,2,3,5,29,16,1,1,1,2,8,25,22,1,0,0,0,2
N00001489,249,78,35,28,30,43,35,30,4,4,10,8,4,0,47,1,6,6,9,23,2,33,3,13,4,4,7,2,36,13,7,3,3,4,6,40,21,2,2,3,2,10,63,36,3,3,3,3,15
N00001490,158,52,25,14,16,40,11,24,7,4,3,5,5,0,42,4,6,3,7,18,4,30,6,7,5,2,8,2,18,5,7,2,1,2,1,9,4,0,0,0,4,1,35,26,1,1,1,3,3
N00001491,220,84,23,25,15,51,22,24,4,4,6,5,4,1,34,1,4,4,1,20,4,25,1,4,3,2,15,0,20,7,5,3,2,1,2,21,9,2,4,1,2,3,96,62,4,5,4,9,12
N00001492,185,64,29,30,19,29,14,34,6,11,7,4,4,2,48,9,2,8,9,17,3,32,12,6,4,3,4,3,32,12,6,7,2,3,2,23,14,3,4,1,0,1,16,11,1,0,0,1,3
N00001493,206,48,19,23,30,65,21,18,1,3,7,3,2,2,63,4,5,6,13,31,4,44,2,7,4,8,22,1,33,12,4,5,3,5,4,24,12,0,1,3,3,5,24,17,0,0,0,2,5
N00001494,166,38,17,25,27,42,17,30,4,3,9,8,2,4,38,3,4,2,8,20,1,35,3,6,7,5,9,5,26,11,3,4,1,5,2,12,3,0,1,3,4,1,25,14,1,2,2,2,4
N00001495,241,69,40,31,33,51,17,47,5,14,11,12,4,1,58,4,7,10,13,20,4,34,4,7,5,2,9,7,43,15,6,4,4,10,4,26,12,5,1,2,5,1,33,29,1,0,0,3,0
N00001496,224,54,32,24,24,69,21,17,4,7,1,3,2,0,90,5,8,12,11,46,8,38,3,6,3,8,14,4,28,8,6,5,0,4,5,20,10,2,2,2,3,1,31,24,3,1,0,0,3
N00001497,190,41,20,29,19,57,24,28,3,5,5,6,6,3,52,1,6,6,4,24,11,42,5,4,7,5,19,2,22,5,3,5,1,5,3,25,14,1,3,2,3,2,21,13,1,3,1,0,3
N00001498,362,162,31,42,24,53,50,78,23,8,18,12,4,13,113,21,11,14,7,36,24,41,19,5,5,3,7,2,50,30,6,3,2,4,5,38,32,0,2,0,2,2,42,37,1,0,0,0,4
N00001499,278,86,39,42,36,43,32,56,10,13,11,15,0,7,73,10,13,13,8,22,7,47,15,5,8,5,12,2,46,19,5,7,4,2,9,29,13,2,1,3,5,5,27,19,1,2,1,2,2
N00001500,198,62,16,24,34,41,21,15,4,3,2,4,1,1,59,12,6,6,11,18,6,49,10,4,11,10,11,3,38,17,3,2,5,6,5,16,8,0,2,2,2,2,21,11,0,1,2,3,4
N00001501,405,205,46,45,33,39,37,67,20,14,15,11,3,4,93,18,10,22,10,22,11,65,33,11,1,3,9,8,67,38,9,5,8,2,5,52,42,2,2,1,2,3,61,54,0,0,0,1,6
N00001502,332,118,39,40,22,72,41,57,10,17,10,9,5,6,90,4,6,16,4,48,12,66,24,10,10,3,13,6,46,26,3,3,4,4,6,29,18,2,0,2,1,6,44,36,1,1,0,1,5
N00001503,169,77,25,17,16,20,14,23,6,7,2,4,1,3,28,4,7,4,4,8,1,34,13,5,6,3,5,2,29,13,4,4,2,4,2,20,11,2,1,2,1,3,35,30,0,0,1,1,3
N00001504,197,105,22,27,10,19,14,41,14,6,14,5,0,2,45,16,6,7,2,10,4,20,8,3,2,2,5,0,41,28,7,2,0,1,3,27,22,0,2,1,0,2,23,17,0,0,0,3,3
N00001505,375,96,41,42,45,88,63,68,16,15,7,9,8,13,164,18,10,20,26,64,26,58,16,8,9,4,10,11,29,12,3,2,4,2,6,31,13,5,3,1,4,5,25,21,0,1,1,0,2
N00001506,201,82,29,24,13,27,26,29,8,6,4,5,2,4,59,18,8,11,3,13,6,40,11,8,4,4,11,2,28,14,5,2,1,1,5,17,11,1,2,0,0,3,28,20,1,1,0,0,6
N00001507,193,99,25,20,14,14,21,29,11,6,4,3,2,3,27,4,4,10,4,3,2,38,12,10,3,5,5,3,30,20,3,1,0,3,3,26,14,2,2,1,1,6,43,38,0,0,1,0,4
N00001508,353,91,57,47,32,83,43,73,12,18,13,10,10,10,116,13,12,22,12,41,16,84,22,18,9,8,23,4,43,20,6,2,1,6,8,23,13,2,0,1,2,5,14,11,1,1,0,1,0
N00001509,319,141,28,34,26,56,34,44,8,12,12,5,3,4,65,8,3,5,7,31,11,58,16,6,11,7,15,3,35,16,4,4,2,3,6,30,21,1,1,3,3,1,87,72,2,1,2,1,9
N00001510,186,53,19,24,24,48,18,30,7,3,4,15,0,1,48,5,2,8,2,28,3,32,4,1,4,5,14,4,34,9,10,7,1,5,2,16,8,2,1,1,1,3,26,20,1,0,0,0,5
N00001511,493,226,47,39,71,65,45,110,25,15,12,50,6,2,95,24,8,8,8,30,17,72,27,12,10,8,14,1,67,38,5,6,3,6,9,61,42,7,3,0,4,5,88,70,0,0,2,5,11
N00001512,241,73,24,25,24,76,19,33,3,5,7,11,5,2,85,9,10,8,7,46,5,56,16,3,7,6,19,5,17,8,4,1,0,1,3,23,16,1,1,0,2,3,27,21,1,1,0,3,1
N00001513,182,61,28,23,23,31,16,26,6,5,6,6,2,1,61,8,8,10,8,23,4,43,12,11,3,7,4,6,21,8,4,4,1,1,3,14,10,0,0,1,1,2,17,17,0,0,0,0,0
N00001514,197,42,18,26,10,91,10,25,4,7,7,5,2,0,41,4,7,6,3,21,0,32,1,1,3,0,25,2,38,14,3,5,2,14,0,17,7,0,1,0,8,1,44,12,0,4,0,21,7
N00001515,304,45,16,36,24,162,21,40,1,3,11,13,10,2,26,1,1,3,1,19,1,18,1,0,4,1,12,0,55,4,7,2,4,34,4,48,5,2,5,2,30,4,117,33,3,11,3,57,10
N00001516,236,31,9,27,14,143,12,18,2,1,10,1,4,0,5,0,0,1,2,2,0,27,1,1,0,1,24,0,29,0,2,4,4,18,1,29,4,1,1,1,20,2,128,24,4,11,5,75,9
N00001517,309,34,14,34,27,191,9,22,2,2,7,6,5,0,36,2,3,2,6,23,0,40,3,2,5,1,28,1,43,1,0,6,1,34,1,55,9,2,5,4,34,1,113,17,5,9,9,67,6
N00001518,362,33,31,36,38,209,15,44,4,10,12,10,7,1,45,2,5,2,6,30,0,59,1,2,5,10,40,1,74,4,7,8,5,45,5,68,7,3,5,6,45,2,72,15,4,4,1,42,6
N00001519,245,103,27,23,13,49,30,37,10,9,3,6,4,5,54,13,5,5,5,22,4,39,11,4,8,1,13,2,34,21,6,4,0,1,2,30,12,1,2,1,5,9,51,36,2,1,0,4,8
N00001520,199,109,30,20,15,9,16,41,23,9,4,5,0,0,30,7,4,9,6,1,3,23,11,2,5,1,2,2,53,30,13,0,2,3,5,26,15,1,2,1,3,4,26,23,1,0,0,0,2
N00001521,187,85,29,24,17,11,21,31,7,7,11,5,0,1,36,6,12,5,7,4,2,30,9,7,3,2,5,4,35,20,2,4,2,1,6,23,16,1,1,0,0,5,32,27,0,0,1,1,3
N00001522,237,63,27,21,31,70,25,43,7,5,7,16,7,1,27,2,4,3,4,14,0,34,5,7,4,3,13,2,45,11,7,3,6,14,4,42,10,3,3,0,16,10,46,28,1,1,2,6,8
N00001523,162,79,23,14,18,13,15,23,4,4,3,10,2,0,26,4,8,3,5,4,2,28,10,7,5,2,1,3,26,15,3,1,1,2,4,27,22,1,0,0,1,3,32,24,0,2,0,3,3
N00001524,196,108,24,17,19,18,10,33,8,7,7,8,3,0,30,9,8,6,5,1,1,24,11,3,2,3,5,0,32,22,5,0,2,1,2,44,27,1,1,1,7,7,33,31,0,1,0,1,0
N00001525,180,64,25,20,19,38,14,20,3,5,2,2,6,2,48,3,8,5,10,20,2,23,5,4,5,0,7,2,19,7,3,1,3,3,2,23,10,4,5,2,0,2,47,36,1,2,2,2,4
N00001526,181,56,31,28,22,32,12,24,3,5,9,4,2,1,38,2,7,5,7,16,1,33,4,12,6,3,5,3,24,10,2,3,3,4,2,19,8,2,3,3,1,2,43,29,3,2,2,4,3
N00001527,196,49,16,21,26,71,13,24,1,2,6,12,2,1,42,5,7,3,3,19,5,32,4,2,4,5,17,0,29,9,2,1,4,12,1,24,12,0,1,0,10,1,45,18,3,6,2,11,5
N00001528,211,21,11,19,25,116,19,26,1,2,5,10,7,1,47,0,4,2,5,34,2,39,2,0,5,4,25,3,41,3,1,2,3,29,3,25,5,0,2,0,13,5,33,10,4,3,3,8,5
N00001529,232,55,26,37,26,78,10,28,5,2,12,3,5,1,52,4,6,10,8,22,2,45,7,4,5,9,19,1,35,5,10,3,4,12,1,23,7,4,2,1,8,1,49,27,0,5,1,12,4
N00001530,322,39,21,34,30,185,13,34,3,2,11,10,8,0,65,1,7,2,5,47,3,48,2,2,0,4,39,1,46,1,4,7,7,26,1,39,3,2,4,0,28,2,90,29,4,10,4,37,6
N00001531,223,113,45,26,11,17,11,43,10,10,12,5,1,5,43,11,10,8,3,8,3,51,23,15,4,1,6,2,36,22,8,2,1,2,1,23,21,2,0,0,0,0,27,26,0,0,1,0,0
N00001532,323,117,40,50,57,39,20,62,13,9,19,14,4,3,53,8,7,6,14,15,3,76,25,12,14,11,10,4,59,25,7,7,12,6,2,39,23,5,2,4,4,1,34,23,0,2,2,0,7
N00001533,531,267,75,65,46,52,26,100,25,24,26,12,10,3,97,25,14,17,18,19,4,53,19,11,8,4,7,4,120,69,21,10,8,6,6,67,48,5,2,4,3,5,94,81,0,2,0,7,4
N00001534,271,130,38,46,30,15,12,52,11,9,19,9,3,1,50,11,9,12,13,4,1,31,12,6,5,4,3,1,58,28,11,8,2,3,6,35,29,3,1,0,2,0,45,39,0,1,2,0,3
N00001535,267,147,34,41,21,7,17,73,26,17,13,12,1,4,47,18,9,9,4,1,6,45,25,5,7,4,3,1,46,33,1,7,0,1,4,29,23,1,4,0,0,1,27,22,1,1,1,1,1
N00001536,326,143,48,40,35,40,20,63,12,16,15,12,3,5,64,10,10,12,12,18,2,29,14,5,4,2,2,2,58,29,10,7,3,4,5,40,20,5,2,5,5,3,72,58,2,0,1,8,3
N00001537,265,162,33,25,26,6,13,50,17,14,10,6,2,1,41,14,5,6,11,3,2,40,24,6,3,3,0,4,44,30,5,3,3,1,2,45,34,3,2,3,0,3,45,43,0,1,0,0,1
N00001538,311,114,43,54,40,36,24,57,5,14,15,14,6,3,44,5,3,15,8,10,3,46,11,7,8,8,8,4,50,13,8,11,6,6,6,42,21,8,2,3,4,4,72,59,3,3,1,2,4
N00001539,249,125,31,39,22,19,13,56,10,13,15,7,7,4,37,14,5,7,5,6,0,55,23,9,10,6,5,2,33,21,4,6,1,0,1,40,33,0,0,3,1,3,28,24,0,1,0,0,3
N00001540,320,138,47,50,37,28,20,89,18,16,24,17,8,6,46,11,9,11,7,6,2,48,20,9,7,2,8,2,76,36,12,7,8,4,9,28,23,1,0,1,2,1,33,30,0,1,2,0,0
N00001541,223,126,27,35,13,10,12,43,9,6,18,5,3,2,33,10,7,7,3,4,2,27,15,5,2,1,1,3,41,24,7,3,3,2,2,34,28,1,4,0,0,1,45,40,1,1,1,0,2
N00001542,262,153,36,33,17,11,12,55,17,11,13,9,4,1,32,13,5,7,5,2,0,42,23,7,7,1,2,2,52,30,11,6,0,3,2,26,19,2,0,1,0,4,55,51,0,0,1,0,3
N00001543,281,146,41,37,21,20,16,58,6,14,16,14,6,2,46,14,7,11,3,6,5,46,20,11,3,4,4,4,50,32,7,5,0,4,2,23,21,0,1,0,0,1,58,53,2,1,0,0,2
N00001544,240,118,39,25,22,22,14,55,14,12,16,8,5,0,34,7,5,6,7,9,0,36,14,9,2,2,2,7,50,31,10,1,3,3,2,19,14,1,0,1,1,2,46,38,2,0,1,2,3
N00001545,268,90,47,33,32,54,12,48,8,16,12,9,3,0,55,11,11,3,8,17,5,50,7,3,11,7,19,3,53,21,14,5,3,7,3,32,22,1,1,4,4,0,30,21,2,1,1,4,1
N00001546,260,103,50,33,27,34,13,79,15,27,13,16,3,5,46,13,9,6,4,14,0,52,21,9,8,2,10,2,36,16,4,4,5,4,3,27,20,1,1,0,2,3,20,18,0,1,0,1,0
N00001547,254,74,32,37,36,55,20,52,10,11,14,10,4,3,64,4,6,10,8,31,5,55,10,7,8,12,11,7,34,16,5,3,2,5,3,31,19,3,2,2,4,1,18,15,0,0,2,0,1
N00001548,272,111,44,31,32,40,14,31,4,5,10,7,3,2,60,5,8,11,12,21,3,60,27,12,4,7,7,3,44,20,15,5,1,3,0,37,23,4,1,3,1,5,40,32,0,0,2,5,1
N00001549,276,121,37,42,23,34,19,56,24,12,12,3,1,4,70,10,8,19,11,17,5,52,21,12,2,4,10,3,46,27,5,7,4,2,1,32,21,0,2,1,4,4,20,18,0,0,0,0,2
N00001550,193,97,22,24,9,21,20,21,5,3,10,2,1,0,31,9,4,5,1,9,3,27,9,9,2,0,4,3,31,16,3,2,2,2,6,31,18,2,3,3,3,2,52,40,1,2,1,2,6
N00001551,308,110,46,37,23,69,23,65,14,14,14,11,10,2,63,9,8,10,4,29,3,51,17,10,4,4,14,2,57,20,10,8,4,8,7,40,27,1,1,0,6,5,32,23,3,0,0,2,4
N00001552,308,96,55,54,36,50,17,62,7,19,17,10,6,3,40,3,7,9,6,14,1,44,8,8,9,5,10,4,63,15,13,14,8,8,5,44,24,5,2,5,7,1,55,39,3,3,2,5,3
N00001553,236,112,29,26,21,21,27,36,12,5,10,5,2,2,54,15,9,10,5,7,8,28,6,6,1,5,5,5,40,22,6,3,3,0,6,22,12,2,1,3,3,1,56,45,1,1,0,4,5
N00001554,266,112,33,37,30,46,8,46,10,7,8,14,4,3,49,11,6,10,7,15,0,49,21,5,6,4,13,0,42,17,11,8,2,4,0,37,25,2,3,3,4,0,43,28,2,2,0,6,5
N00001555,195,121,27,18,12,7,10,31,11,8,5,3,2,2,43,15,9,8,7,2,2,31,21,5,3,1,0,1,41,30,4,1,1,3,2,20,18,0,1,0,0,1,29,26,1,0,0,0,2
N00001556,171,60,27,34,18,23,9,27,5,10,6,4,0,2,34,2,2,12,7,11,0,32,10,6,8,3,4,1,34,12,8,6,2,4,2,20,14,1,1,1,0,3,24,17,0,1,1,4,1
N00001557,197,118,26,17,12,17,7,39,13,8,8,6,4,0,37,13,5,7,3,9,0,26,16,3,1,0,3,3,34,24,4,1,2,1,2,25,19,4,0,1,0,1,36,33,2,0,0,0,1
N00001558,180,54,29,22,18,36,21,32,10,6,5,2,5,4,49,5,4,7,7,17,9,43,12,6,4,6,12,3,34,13,10,5,2,1,3,13,7,3,0,1,1,1,9,7,0,1,0,0,1
N00001559,282,96,32,34,31,62,27,40,2,7,15,10,2,4,51,10,4,8,5,21,3,43,12,6,2,6,13,4,54,18,7,8,6,9,6,41,17,6,0,3,9,6,53,37,2,1,1,8,4
N00001560,198,48,34,43,24,36,13,37,8,11,11,3,3,1,59,8,10,15,11,12,3,42,5,7,7,8,14,1,31,11,6,7,1,4,2,14,6,0,3,0,1,4,15,10,0,0,1,2,2
N00001561,183,43,19,25,26,49,21,28,3,6,11,5,2,1,49,9,4,7,7,15,7,32,1,5,1,4,16,5,45,15,3,4,8,12,3,12,3,1,2,2,2,2,17,12,0,0,0,2,3
N00001562,175,63,27,33,19,23,10,25,4,7,8,3,2,1,44,10,7,7,7,8,5,39,8,4,10,8,8,1,31,16,5,7,0,2,1,19,12,2,1,1,2,1,17,13,2,0,0,1,1
N00001563,152,79,17,16,7,25,8,14,2,4,5,1,1,1,17,4,2,4,2,5,0,11,2,1,2,2,3,1,21,9,4,3,0,5,0,18,9,2,1,1,3,2,71,53,4,1,1,8,4
N00001564,255,88,34,43,32,45,13,48,7,15,12,6,5,3,40,2,4,6,9,15,4,57,15,7,15,10,10,0,40,16,4,4,3,9,4,30,14,2,4,3,5,2,40,34,2,2,1,1,0
N00001565,283,161,24,35,25,22,16,56,13,9,13,11,6,4,49,18,4,10,8,7,2,47,28,5,5,1,5,3,38,24,1,5,2,4,2,40,31,2,1,3,0,3,53,47,3,1,0,0,2
N00001566,286,133,43,39,30,24,17,58,16,15,12,13,0,2,41,9,4,7,6,14,1,61,18,12,12,8,6,5,46,29,4,5,1,2,5,36,24,5,2,2,0,3,44,37,3,1,0,2,1
N00001567,192,101,22,26,19,19,5,46,16,5,11,9,4,1,27,8,5,5,5,3,1,37,17,7,5,2,4,2,25,14,4,3,1,3,0,21,17,0,1,0,3,0,36,29,1,1,2,2,1
N00001568,202,61,34,35,35,27,10,38,5,6,12,10,4,1,31,6,1,11,5,8,0,56,11,14,7,11,9,4,43,13,12,5,6,2,5,10,8,1,0,1,0,0,24,18,0,0,2,4,0
N00001569,259,109,40,32,19,36,23,41,7,8,7,7,7,5,60,14,7,12,4,17,6,62,23,15,8,4,6,6,33,14,7,5,2,2,3,23,19,1,0,1,0,2,40,32,2,0,1,4,1
N00001570,721,352,130,115,57,36,31,166,48,45,44,20,6,3,177,53,42,40,20,14,8,131,64,27,18,9,7,6,105,72,13,8,3,4,5,92,74,2,5,4,3,4,50,41,1,0,1,2,5
N00001571,387,228,43,38,27,33,18,71,22,16,16,12,4,1,53,21,4,12,7,7,2,52,26,10,3,3,7,3,46,29,10,4,2,1,0,55,42,2,2,2,3,4,110,88,1,1,1,11,8
N00001572,256,142,39,31,24,12,8,63,23,8,17,11,1,3,35,8,10,6,5,5,1,36,14,12,2,3,4,1,60,44,7,3,3,1,2,42,34,2,3,1,1,1,20,19,0,0,1,0,0
N00001573,297,150,39,33,39,19,17,66,18,9,14,20,4,1,55,19,13,8,7,4,4,62,30,10,4,4,8,6,42,29,5,3,1,2,2,51,39,0,2,7,1,2,21,15,2,2,0,0,2
N00001574,232,124,40,23,20,17,8,46,13,9,13,8,2,1,47,18,10,4,7,8,0,33,14,11,1,1,2,4,49,32,6,5,2,3,1,27,20,3,0,2,1,1,30,27,1,0,0,1,1
N00001575,236,130,31,31,23,15,6,47,13,7,16,8,2,1,41,11,9,6,8,5,2,46,23,7,5,5,6,0,48,35,6,3,2,1,1,30,25,1,1,0,1,2,24,23,1,0,0,0,0
N00001576,288,146,46,41,26,25,4,72,10,15,23,13,10,1,30,10,9,5,4,2,0,46,24,9,4,0,7,2,44,25,9,5,3,2,0,67,51,4,3,6,2,1,29,26,0,1,0,2,0
N00001577,259,137,34,33,24,18,13,53,13,15,8,11,4,2,52,14,6,15,8,5,4,42,21,6,7,1,3,4,45,35,4,2,2,2,0,40,33,2,1,1,1,2,27,21,1,0,1,3,1
N00001578,244,133,33,24,19,24,11,47,15,8,6,13,4,1,44,10,11,9,2,8,4,30,17,6,2,1,3,1,49,32,6,4,1,3,3,41,31,1,2,2,5,0,33,28,1,1,0,1,2
N00001579,283,22,16,15,79,133,18,112,2,3,7,65,27,8,92,5,5,4,8,68,2,29,0,3,3,3,16,4,13,0,3,0,2,7,1,15,1,2,1,0,10,1,22,14,0,0,1,5,2
N00001580,283,16,8,19,58,171,11,62,1,3,7,40,10,1,82,1,1,4,8,66,2,45,0,2,2,5,33,3,36,4,1,4,1,25,1,28,2,1,2,2,19,2,30,8,0,0,2,18,2
N00001581,220,15,11,28,22,136,8,34,4,1,10,9,10,0,22,1,1,3,2,15,0,49,2,3,2,4,34,4,47,1,2,4,5,34,1,24,1,1,2,0,19,1,44,6,3,7,2,24,2
