GeographyCode,LC2203NI0001,LC2203NI0002,LC2203NI0003,LC2203NI0004,LC2203NI0005,LC2203NI0006,LC2203NI0007,LC2203NI0008,LC2203NI0009,LC2203NI0010,LC2203NI0011,LC2203NI0012,LC2203NI0013,LC2203NI0014,LC2203NI0015,LC2203NI0016
N00000001,1113,161,516,436,269,47,142,80,699,90,302,307,145,24,72,49
N00000002,351,235,102,14,309,213,88,8,29,12,14,3,13,10,0,3
N00000003,237,112,119,6,220,107,107,6,9,3,6,0,8,2,6,0
N00000004,616,320,267,29,566,299,245,22,35,9,19,7,15,12,3,0
N00000005,374,185,161,28,345,166,151,28,27,17,10,0,2,2,0,0
N00000006,251,151,87,13,226,146,71,9,9,0,6,3,16,5,10,1
N00000007,245,62,166,17,218,54,156,8,12,3,6,3,15,5,4,6
N00000008,288,88,162,38,240,70,149,21,26,10,10,6,22,8,3,11
N00000009,727,141,513,73,642,112,471,59,48,14,26,8,37,15,16,6
N00000010,242,30,191,21,220,26,180,14,12,2,8,2,10,2,3,5
N00000011,293,92,185,16,260,79,170,11,20,7,11,2,13,6,4,3
N00000012,264,84,164,16,237,77,150,10,17,4,11,2,10,3,3,4
N00000013,268,89,165,14,236,73,150,13,19,7,12,0,13,9,3,1
N00000014,460,180,240,40,386,150,213,23,43,13,25,5,31,17,2,12
N00000015,226,74,143,9,204,63,135,6,17,9,6,2,5,2,2,1
N00000016,223,51,151,21,182,40,138,4,21,3,13,5,20,8,0,12
N00000017,340,43,254,43,315,35,243,37,14,6,6,2,11,2,5,4
N00000018,229,27,178,24,202,17,165,20,14,2,10,2,13,8,3,2
N00000019,261,13,217,31,230,9,197,24,19,2,17,0,12,2,3,7
N00000020,236,23,191,22,212,17,180,15,17,3,9,5,7,3,2,2
N00000021,269,42,194,33,241,35,182,24,17,2,9,6,11,5,3,3
N00000022,269,36,207,26,238,26,189,23,16,4,12,0,15,6,6,3
N00000023,218,11,181,26,194,7,166,21,14,2,11,1,10,2,4,4
N00000024,533,64,430,39,492,59,400,33,36,4,26,6,5,1,4,0
N00000025,460,69,360,31,423,60,336,27,26,8,14,4,11,1,10,0
N00000026,466,102,337,27,442,97,324,21,23,5,13,5,1,0,0,1
N00000027,540,309,201,30,502,295,184,23,25,13,10,2,13,1,7,5
N00000028,236,171,52,13,216,159,46,11,18,12,4,2,2,0,2,0
N00000029,403,41,318,44,367,38,298,31,26,2,17,7,10,1,3,6
N00000030,375,76,281,18,349,68,264,17,14,5,8,1,12,3,9,0
N00000031,707,628,72,7,668,599,65,4,31,21,7,3,8,8,0,0
N00000032,386,226,140,20,367,214,134,19,13,8,5,0,6,4,1,1
N00000033,498,287,192,19,462,272,179,11,27,12,10,5,9,3,3,3
N00000034,474,186,256,32,423,165,235,23,26,8,11,7,25,13,10,2
N00000035,291,152,125,14,244,124,112,8,20,12,7,1,27,16,6,5
N00000036,345,204,115,26,313,184,109,20,20,10,4,6,12,10,2,0
N00000037,285,229,49,7,267,216,47,4,12,9,2,1,6,4,0,2
N00000038,406,312,81,13,384,297,79,8,16,9,2,5,6,6,0,0
N00000039,1262,1044,189,29,1141,962,162,17,88,55,23,10,33,27,4,2
N00000040,265,199,55,11,243,192,47,4,21,6,8,7,1,1,0,0
N00000041,462,428,30,4,434,406,26,2,21,15,4,2,7,7,0,0
N00000042,410,321,79,10,389,307,73,9,20,14,5,1,1,0,1,0
N00000043,1245,1000,220,25,1145,928,196,21,63,45,15,3,37,27,9,1
N00000044,312,222,71,19,293,214,66,13,14,6,3,5,5,2,2,1
N00000045,515,59,432,24,487,52,412,23,21,4,16,1,7,3,4,0
N00000046,394,31,336,27,375,26,327,22,14,3,6,5,5,2,3,0
N00000047,374,64,288,22,337,57,262,18,31,7,20,4,6,0,6,0
N00000048,304,53,229,22,266,29,218,19,12,2,9,1,26,22,2,2
N00000049,254,68,169,17,220,45,159,16,18,8,9,1,16,15,1,0
