GeographyCode,LC4101NI0001,LC4101NI0002,LC4101NI0003,LC4101NI0004,LC4101NI0005,LC4101NI0006,LC4101NI0007,LC4101NI0008,LC4101NI0009,LC4101NI0010,LC4101NI0011,LC4101NI0012,LC4101NI0013,LC4101NI0014,LC4101NI0015,LC4101NI0016,LC4101NI0017,LC4101NI0018,LC4101NI0019,LC4101NI0020
N00000001,310,188,96,23,3,26,6,9,9,2,9,6,3,0,0,275,176,84,14,1
N00000002,141,18,33,53,37,113,9,28,44,32,8,2,1,4,1,20,7,4,5,4
N00000003,78,4,16,38,20,71,3,15,36,17,0,0,0,0,0,7,1,1,2,3
N00000004,195,16,43,102,34,167,10,36,93,28,4,0,1,1,2,24,6,6,8,4
N00000005,124,16,30,58,20,113,10,28,55,20,0,0,0,0,0,11,6,2,3,0
N00000006,86,10,19,34,23,76,5,18,30,23,0,0,0,0,0,10,5,1,4,0
N00000007,89,9,18,38,24,69,4,13,31,21,1,0,1,0,0,19,5,4,7,3
N00000008,138,27,30,59,22,98,13,21,46,18,2,0,2,0,0,38,14,7,13,4
N00000009,275,75,75,85,40,228,54,62,76,36,1,0,0,1,0,46,21,13,8,4
N00000010,86,8,13,36,29,74,4,13,31,26,0,0,0,0,0,12,4,0,5,3
N00000011,136,9,20,49,58,87,5,14,28,40,23,0,2,13,8,26,4,4,8,10
N00000012,121,16,25,39,41,91,10,19,29,33,14,1,2,6,5,16,5,4,4,3
N00000013,136,26,20,41,49,81,6,12,28,35,9,3,0,1,5,46,17,8,12,9
N00000014,205,58,44,65,38,125,21,31,48,25,29,7,2,12,8,51,30,11,5,5
N00000015,119,10,21,39,49,59,1,10,23,25,42,2,8,11,21,18,7,3,5,3
N00000016,122,15,24,45,38,60,5,15,20,20,31,5,4,12,10,31,5,5,13,8
N00000017,144,33,27,54,30,81,13,17,35,16,48,11,8,17,12,15,9,2,2,2
N00000018,94,21,19,32,22,74,11,18,24,21,1,0,0,1,0,19,10,1,7,1
N00000019,116,20,20,45,31,69,5,13,33,18,28,5,4,9,10,19,10,3,3,3
N00000020,122,37,22,37,26,43,5,9,16,13,62,27,11,15,9,17,5,2,6,4
N00000021,128,26,25,45,32,75,13,16,22,24,23,5,1,12,5,30,8,8,11,3
N00000022,126,22,23,39,42,74,6,14,26,28,30,8,1,9,12,22,8,8,4,2
N00000023,115,20,17,30,48,60,9,10,16,25,41,5,3,12,21,14,6,4,2,2
N00000024,174,14,42,82,36,159,11,39,75,34,1,0,0,1,0,14,3,3,6,2
N00000025,159,12,19,92,36,147,10,18,88,31,1,1,0,0,0,11,1,1,4,5
N00000026,151,8,30,78,35,139,6,27,73,33,2,0,1,1,0,10,2,2,4,2
N00000027,178,35,34,75,34,154,25,29,70,30,0,0,0,0,0,24,10,5,5,4
N00000028,85,6,17,49,13,80,4,15,48,13,0,0,0,0,0,5,2,2,1,0
N00000029,136,11,25,63,37,125,7,25,60,33,1,0,0,1,0,10,4,0,2,4
N00000030,131,9,16,68,38,120,7,12,65,36,0,0,0,0,0,11,2,4,3,2
N00000031,201,23,42,97,39,180,16,39,91,34,4,2,1,0,1,17,5,2,6,4
N00000032,133,8,33,50,42,118,6,31,46,35,0,0,0,0,0,15,2,2,4,7
N00000033,166,19,35,71,41,145,16,33,60,36,1,0,0,1,0,20,3,2,10,5
N00000034,158,19,41,57,41,132,12,35,49,36,5,2,1,1,1,21,5,5,7,4
N00000035,128,37,20,47,24,64,10,8,29,17,39,14,7,14,4,25,13,5,4,3
N00000036,134,20,26,59,29,91,7,17,48,19,19,4,1,7,7,24,9,8,4,3
N00000037,124,11,21,49,43,111,6,19,47,39,4,1,0,0,3,9,4,2,2,1
N00000038,138,13,22,65,38,113,7,18,58,30,5,0,0,1,4,20,6,4,6,4
N00000039,448,95,124,138,91,328,61,99,121,47,65,13,7,7,38,55,21,18,10,6
N00000040,114,22,25,38,29,62,11,18,25,8,31,4,5,8,14,21,7,2,5,7
N00000041,144,27,46,57,14,123,19,41,51,12,3,0,0,2,1,18,8,5,4,1
N00000042,126,17,26,64,19,116,12,24,62,18,1,0,0,1,0,9,5,2,1,1
N00000043,368,67,123,133,45,297,44,109,114,30,34,6,5,13,10,37,17,9,6,5
N00000044,108,22,25,36,25,81,12,17,32,20,16,5,7,2,2,11,5,1,2,3
N00000045,170,20,49,66,35,151,14,45,59,33,2,0,1,1,0,17,6,3,6,2
N00000046,129,5,26,62,36,114,5,21,56,32,6,0,0,4,2,9,0,5,2,2
N00000047,138,8,19,67,44,118,4,17,59,38,4,0,1,1,2,16,4,1,7,4
N00000048,125,24,29,42,30,70,9,15,25,21,23,5,7,8,3,32,10,7,9,6
N00000049,123,29,24,48,22,64,9,13,30,12,30,8,5,10,7,29,12,6,8,3
N00000050,135,11,25,57,42,101,6,18,45,32,5,0,2,1,2,29,5,5,11,8
N00000051,124,27,19,50,28,56,6,12,22,16,58,18,6,24,10,10,3,1,4,2
N00000052,120,24,16,52,28,66,9,3,37,17,35,12,9,10,4,19,3,4,5,7
N00000053,108,28,28,38,14,56,8,17,21,10,14,3,3,7,1,38,17,8,10,3
N00000054,111,26,30,42,13,66,12,16,29,9,25,8,5,9,3,20,6,9,4,1
N00000055,117,15,15,47,40,92,7,14,37,34,8,1,0,4,3,17,7,1,6,3
N00000056,119,22,18,40,39,80,10,11,26,33,21,4,3,9,5,18,8,4,5,1
N00000057,118,35,30,39,14,40,6,10,20,4,58,21,13,15,9,20,8,7,4,1
N00000058,121,34,28,45,14,58,9,15,25,9,40,9,10,17,4,23,16,3,3,1
N00000059,110,30,26,35,19,41,6,10,18,7,48,17,10,11,10,21,7,6,6,2
N00000060,180,44,42,56,38,80,17,16,31,16,67,14,14,22,17,33,13,12,3,5
N00000061,129,11,12,50,56,106,6,10,41,49,11,3,1,3,4,12,2,1,6,3
N00000062,130,8,23,57,42,116,3,17,56,40,4,1,2,0,1,10,4,4,1,1
N00000063,155,41,33,57,24,75,8,16,40,11,48,13,8,15,12,32,20,9,2,1
N00000064,133,34,24,50,25,36,5,5,23,3,75,22,16,17,20,22,7,3,10,2
N00000065,146,10,24,71,41,135,6,24,67,38,3,0,0,3,0,8,4,0,1,3
N00000066,110,9,16,43,42,98,4,13,43,38,3,1,2,0,0,9,4,1,0,4
N00000067,134,32,27,49,26,65,7,15,27,16,53,15,10,21,7,16,10,2,1,3
N00000068,124,6,27,57,34,113,4,23,56,30,1,0,1,0,0,10,2,3,1,4
