GeographyCode,LC2501NI0001,LC2501NI0002,LC2501NI0003,LC2501NI0004,LC2501NI0005,LC2501NI0006,LC2501NI0007,LC2501NI0008,LC2501NI0009,LC2501NI0010,LC2501NI0011,LC2501NI0012,LC2501NI0013,LC2501NI0014,LC2501NI0015,LC2501NI0016,LC2501NI0017,LC2501NI0018,LC2501NI0019,LC2501NI0020,LC2501NI0021
N00000036,279,83,36,37,33,71,19,248,80,32,34,30,57,15,31,3,4,3,3,14,4
N00000037,236,89,33,26,29,42,17,219,85,29,23,25,40,17,17,4,4,3,4,2,0
N00000038,307,77,38,53,45,62,32,285,73,36,52,40,56,28,22,4,2,1,5,6,4
N00000039,894,198,125,165,129,186,91,791,177,112,145,115,172,70,103,21,13,20,14,14,21
N00000040,209,80,45,35,21,16,12,191,74,39,32,21,14,11,18,6,6,3,0,2,1
N00000041,321,41,54,76,47,85,18,297,37,51,69,41,81,18,24,4,3,7,6,4,0
N00000042,315,65,33,63,46,70,38,297,62,32,60,43,66,34,18,3,1,3,3,4,4
N00000043,841,173,105,179,130,196,58,758,161,92,169,118,173,45,83,12,13,10,12,23,13
N00000044,223,85,37,35,24,28,14,208,80,34,33,23,24,14,15,5,3,2,1,4,0
N00000045,383,80,42,57,44,122,38,357,77,38,53,42,112,35,26,3,4,4,2,10,3
N00000046,313,94,38,43,40,73,25,297,90,35,42,37,68,25,16,4,3,1,3,5,0
N00000047,314,86,21,53,32,91,31,279,80,20,49,29,74,27,35,6,1,4,3,17,4
N00000048,240,85,34,52,21,24,24,209,78,32,46,19,17,17,31,7,2,6,2,7,7
N00000049,210,62,39,28,30,27,24,181,56,36,23,27,21,18,29,6,3,5,3,6,6
N00000050,254,67,31,37,21,76,22,229,64,27,31,20,66,21,25,3,4,6,1,10,1
N00000051,231,100,30,34,21,21,25,194,89,23,30,15,18,19,37,11,7,4,6,3,6
N00000052,245,71,38,39,30,39,28,205,61,33,33,25,33,20,40,10,5,6,5,6,8
N00000053,208,61,42,38,12,28,27,161,53,38,34,9,18,9,47,8,4,4,3,10,18
N00000054,195,67,22,36,27,28,15,170,59,20,31,24,22,14,25,8,2,5,3,6,1
N00000055,229,90,36,44,20,23,16,205,84,34,37,17,20,13,24,6,2,7,3,3,3
N00000056,239,108,23,34,20,25,29,205,95,21,28,19,20,22,34,13,2,6,1,5,7
N00000057,197,79,33,43,13,10,19,167,68,28,40,11,9,11,30,11,5,3,2,1,8
N00000058,198,61,33,31,19,32,22,157,54,29,28,14,20,12,41,7,4,3,5,12,10
N00000059,178,74,29,28,17,18,12,139,59,25,21,14,13,7,39,15,4,7,3,5,5
N00000060,306,125,60,46,30,25,20,254,110,51,41,24,16,12,52,15,9,5,6,9,8
N00000061,238,57,27,26,20,80,28,201,53,23,26,17,64,18,37,4,4,0,3,16,10
N00000062,299,51,24,38,44,122,20,262,41,21,38,41,105,16,37,10,3,0,3,17,4
N00000063,356,155,42,47,28,52,32,300,139,37,43,22,37,22,56,16,5,4,6,15,10
N00000064,218,101,35,24,25,14,19,182,86,28,22,22,11,13,36,15,7,2,3,3,6
N00000065,327,82,54,41,44,74,32,279,71,45,34,41,62,26,48,11,9,7,3,12,6
N00000066,232,61,21,38,20,67,25,210,59,18,33,19,58,23,22,2,3,5,1,9,2
N00000067,243,95,32,51,14,23,28,214,90,30,44,13,20,17,29,5,2,7,1,3,11
N00000068,293,65,28,45,37,81,37,250,54,26,43,31,69,27,43,11,2,2,6,12,10
N00000069,238,110,38,40,26,14,10,211,99,33,35,25,13,6,27,11,5,5,1,1,4
N00000070,216,63,23,31,17,67,15,186,52,17,29,16,58,14,30,11,6,2,1,9,1
N00000071,254,93,26,34,35,39,27,219,88,22,30,28,34,17,35,5,4,4,7,5,10
N00000072,1290,229,156,226,201,354,124,1046,196,134,196,168,288,64,244,33,22,30,33,66,60
N00000073,467,198,54,46,32,89,48,372,176,37,34,26,75,24,95,22,17,12,6,14,24
N00000074,764,97,93,131,112,266,65,614,83,74,118,94,208,37,150,14,19,13,18,58,28
N00000075,351,85,51,71,40,64,40,219,76,27,31,23,42,20,132,9,24,40,17,22,20
N00000076,258,54,38,49,40,51,26,218,49,32,43,34,46,14,40,5,6,6,6,5,12
N00000077,222,38,24,53,30,54,23,192,36,19,45,23,50,19,30,2,5,8,7,4,4
N00000078,330,42,41,63,48,106,30,256,36,34,50,43,77,16,74,6,7,13,5,29,14
N00000079,423,74,43,75,67,141,23,386,71,38,71,63,121,22,37,3,5,4,4,20,1
N00000080,324,56,37,49,50,117,15,300,53,34,45,46,107,15,24,3,3,4,4,10,0
N00000081,279,77,31,43,33,80,15,254,72,28,39,33,70,12,25,5,3,4,0,10,3
N00000082,277,50,25,44,29,101,28,256,46,24,41,27,94,24,21,4,1,3,2,7,4
N00000083,503,105,51,89,69,156,33,460,100,46,82,65,137,30,43,5,5,7,4,19,3
N00000084,356,98,30,57,36,113,22,337,97,27,57,33,104,19,19,1,3,0,3,9,3
N00000085,354,147,33,51,34,60,29,290,132,31,38,30,47,12,64,15,2,13,4,13,17
N00000086,292,69,34,56,31,71,31,244,55,28,51,29,60,21,48,14,6,5,2,11,10
N00000087,684,125,87,119,90,199,64,596,113,74,103,79,172,55,88,12,13,16,11,27,9
N00000088,196,95,24,26,14,20,17,172,84,22,23,13,16,14,24,11,2,3,1,4,3
N00000089,352,85,34,66,40,100,27,316,83,30,59,37,85,22,36,2,4,7,3,15,5
N00000090,300,66,29,58,41,82,24,252,54,25,54,35,69,15,48,12,4,4,6,13,9
N00000091,350,78,38,56,30,95,53,306,69,37,49,26,90,35,44,9,1,7,4,5,18
N00000092,371,87,37,53,46,111,37,343,85,36,51,41,95,35,28,2,1,2,5,16,2
N00000093,340,98,29,51,34,78,50,313,92,27,49,32,68,45,27,6,2,2,2,10,5
N00000094,385,73,28,50,51,138,45,362,73,27,47,46,127,42,23,0,1,3,5,11,3
N00000095,353,78,26,66,43,104,36,331,72,24,62,42,99,32,22,6,2,4,1,5,4
N00000096,403,99,42,69,43,109,41,362,89,36,64,38,97,38,41,10,6,5,5,12,3
N00000097,621,108,84,116,87,165,61,500,90,74,97,78,126,35,121,18,10,19,9,39,26
N00000098,916,134,98,120,103,344,117,651,93,85,105,85,236,47,265,41,13,15,18,108,70
N00000099,202,81,29,37,20,18,17,171,74,24,33,15,13,12,31,7,5,4,5,5,5
N00000100,277,83,31,41,26,58,38,224,74,28,37,22,49,14,53,9,3,4,4,9,24
N00000101,196,48,36,36,20,27,29,137,38,33,31,15,15,5,59,10,3,5,5,12,24
N00000102,252,62,40,52,27,50,21,208,55,35,45,26,31,16,44,7,5,7,1,19,5
N00000103,453,140,47,71,50,86,59,351,123,39,55,43,66,25,102,17,8,16,7,20,34
N00000104,233,60,29,45,28,44,27,169,48,21,39,23,28,10,64,12,8,6,5,16,17
N00000105,280,121,40,35,24,24,36,227,105,37,30,21,17,17,53,16,3,5,3,7,19
N00000106,148,53,26,21,13,15,20,127,49,23,19,13,10,13,21,4,3,2,0,5,7
N00000107,200,78,40,22,22,28,10,173,70,34,19,18,24,8,27,8,6,3,4,4,2
N00000108,205,72,13,28,18,51,23,168,60,11,22,15,43,17,37,12,2,6,3,8,6
N00000109,409,135,72,60,41,58,43,318,115,56,49,33,49,16,91,20,16,11,8,9,27
N00000110,221,79,33,39,19,23,28,170,68,22,34,17,16,13,51,11,11,5,2,7,15
N00000111,282,60,23,51,32,88,28,247,56,21,47,31,72,20,35,4,2,4,1,16,8
N00000112,302,79,56,73,35,43,16,258,68,52,59,31,34,14,44,11,4,14,4,9,2
N00000113,237,48,41,47,30,50,21,195,42,36,39,27,38,13,42,6,5,8,3,12,8
N00000114,258,74,25,47,28,59,25,223,65,22,42,27,45,22,35,9,3,5,1,14,3
N00000115,242,78,42,56,27,24,15,206,66,39,45,25,19,12,36,12,3,11,2,5,3
N00000116,223,77,36,34,23,28,25,187,67,32,28,22,17,21,36,10,4,6,1,11,4
N00000117,125,46,25,17,12,11,14,97,37,23,12,10,8,7,28,9,2,5,2,3,7
N00000118,291,73,21,47,30,100,20,248,66,17,42,28,79,16,43,7,4,5,2,21,4
N00000119,253,47,26,40,32,90,18,234,41,25,40,30,80,18,19,6,1,0,2,10,0
N00000120,275,60,32,46,27,95,15,249,53,29,45,22,86,14,26,7,3,1,5,9,1
N00000121,245,65,26,54,25,48,27,224,62,24,50,23,42,23,21,3,2,4,2,6,4
N00000122,385,66,41,59,42,150,27,332,53,37,51,34,135,22,53,13,4,8,8,15,5
N00000123,289,42,18,50,27,137,15,268,39,16,47,24,130,12,21,3,2,3,3,7,3
N00000124,325,100,20,37,37,105,26,291,95,16,31,34,96,19,34,5,4,6,3,9,7
N00000125,348,104,31,59,45,83,26,336,100,31,58,45,77,25,12,4,0,1,0,6,1
N00000126,351,102,39,54,46,79,31,335,99,38,50,46,72,30,16,3,1,4,0,7,1
N00000127,285,84,42,50,29,59,21,263,80,40,43,26,54,20,22,4,2,7,3,5,1
N00000128,771,221,78,126,91,175,80,727,210,76,118,88,162,73,44,11,2,8,3,13,7
N00000129,251,124,37,33,19,20,18,233,119,35,33,18,13,15,18,5,2,0,1,7,3
N00000130,357,56,41,85,57,92,26,334,53,40,77,54,89,21,23,3,1,8,3,3,5
N00000131,318,50,37,49,53,101,28,295,47,37,47,46,91,27,23,3,0,2,7,10,1
N00000132,294,80,32,41,45,74,22,279,80,30,40,43,65,21,15,0,2,1,2,9,1
N00000133,273,84,34,32,36,58,29,252,78,33,29,34,52,26,21,6,1,3,2,6,3
N00000134,350,66,46,61,55,87,35,318,63,42,59,52,75,27,32,3,4,2,3,12,8
N00000135,246,104,37,31,28,25,21,240,100,36,31,28,24,21,6,4,1,0,0,1,0
N00000136,402,76,50,72,64,108,32,363,70,45,63,61,95,29,39,6,5,9,3,13,3
N00000137,252,63,40,45,44,36,24,236,57,40,44,40,32,23,16,6,0,1,4,4,1
N00000138,345,33,45,82,65,97,23,329,33,44,76,63,91,22,16,0,1,6,2,6,1
N00000139,272,78,25,42,43,60,24,236,67,25,38,39,52,15,36,11,0,4,4,8,9
N00000140,302,104,32,49,23,68,26,273,95,28,44,21,62,23,29,9,4,5,2,6,3
N00000141,373,159,49,54,33,37,41,349,152,42,52,31,35,37,24,7,7,2,2,2,4
N00000142,164,71,27,20,17,18,11,146,65,25,18,15,14,9,18,6,2,2,2,4,2
N00000143,183,85,26,23,18,20,11,168,79,25,20,16,18,10,15,6,1,3,2,2,1
N00000144,191,65,36,36,26,13,15,166,60,33,32,21,11,9,25,5,3,4,5,2,6
N00000145,111,66,17,9,6,5,8,106,61,17,9,6,5,8,5,5,0,0,0,0,0
N00000146,240,50,27,32,33,75,23,204,40,23,30,31,66,14,36,10,4,2,2,9,9
N00000147,184,61,26,30,26,27,14,166,53,22,29,24,26,12,18,8,4,1,2,1,2
N00000148,500,154,76,77,43,101,49,430,136,64,66,40,81,43,70,18,12,11,3,20,6
N00000149,347,102,54,65,41,59,26,307,92,49,57,37,48,24,40,10,5,8,4,11,2
N00000150,291,82,27,35,36,73,38,262,74,24,32,32,64,36,29,8,3,3,4,9,2
N00000151,247,95,33,32,22,27,38,213,91,27,26,18,22,29,34,4,6,6,4,5,9
N00000152,229,109,43,25,17,18,17,209,101,37,24,16,17,14,20,8,6,1,1,1,3
N00000153,199,94,18,29,24,17,17,177,90,18,25,22,13,9,22,4,0,4,2,4,8
N00000154,215,65,24,37,29,37,23,188,57,22,29,24,34,22,27,8,2,8,5,3,1
N00000155,283,81,40,50,30,58,24,257,77,38,42,28,49,23,26,4,2,8,2,9,1
N00000156,245,69,29,36,29,60,22,218,64,29,34,23,50,18,27,5,0,2,6,10,4
N00000157,304,72,46,45,32,82,27,265,61,39,42,29,71,23,39,11,7,3,3,11,4
N00000158,542,163,72,87,66,90,64,474,146,60,73,61,77,57,68,17,12,14,5,13,7
N00000159,202,79,20,33,18,31,21,182,76,18,28,15,29,16,20,3,2,5,3,2,5
N00000160,275,74,35,40,24,80,22,241,65,31,37,20,68,20,34,9,4,3,4,12,2
N00000161,294,29,21,57,38,134,15,270,25,19,54,37,121,14,24,4,2,3,1,13,1
N00000162,219,59,27,41,32,38,22,199,57,22,38,28,36,18,20,2,5,3,4,2,4
N00000163,268,107,41,38,26,28,28,244,100,36,35,24,25,24,24,7,5,3,2,3,4
N00000164,242,44,14,30,30,98,26,210,35,12,27,27,84,25,32,9,2,3,3,14,1
N00000165,267,50,22,35,30,108,22,237,49,20,30,26,91,21,30,1,2,5,4,17,1
N00000166,243,61,23,38,28,66,27,220,56,20,36,26,60,22,23,5,3,2,2,6,5
N00000167,315,63,33,57,32,100,30,288,61,28,52,32,88,27,27,2,5,5,0,12,3
N00000168,289,74,27,40,29,91,28,268,72,25,35,28,82,26,21,2,2,5,1,9,2
N00000169,595,139,72,95,78,146,65,532,125,65,85,73,124,60,63,14,7,10,5,22,5
N00000170,282,77,36,39,41,54,35,249,70,31,34,36,50,28,33,7,5,5,5,4,7
N00000171,332,65,34,66,46,94,27,305,62,33,60,43,85,22,27,3,1,6,3,9,5
N00000172,637,132,76,98,74,179,78,571,123,70,88,71,150,69,66,9,6,10,3,29,9
N00000173,313,62,33,53,41,89,35,294,60,31,50,39,80,34,19,2,2,3,2,9,1
N00000174,306,133,38,44,44,35,12,261,116,31,33,39,31,11,45,17,7,11,5,4,1
N00000175,294,79,45,46,33,64,27,266,75,42,42,29,55,23,28,4,3,4,4,9,4
N00000176,397,140,54,68,53,37,45,361,129,51,63,49,34,35,36,11,3,5,4,3,10
N00000177,276,99,38,41,29,46,23,238,90,35,36,25,39,13,38,9,3,5,4,7,10
N00000178,572,247,85,81,53,67,39,515,231,75,69,47,61,32,57,16,10,12,6,6,7
N00000179,749,295,80,114,79,109,72,659,268,69,104,72,98,48,90,27,11,10,7,11,24
N00000180,228,106,28,33,22,22,17,221,104,27,31,21,22,16,7,2,1,2,1,0,1
N00000181,262,87,34,37,29,44,31,217,79,24,35,24,33,22,45,8,10,2,5,11,9
N00000182,191,70,28,23,28,24,18,177,67,27,21,26,20,16,14,3,1,2,2,4,2
N00000183,238,41,36,40,31,66,24,197,33,30,36,28,56,14,41,8,6,4,3,10,10
N00000184,330,117,20,33,35,87,38,278,104,18,30,30,67,29,52,13,2,3,5,20,9
N00000185,201,79,13,25,19,48,17,191,74,12,25,17,46,17,10,5,1,0,2,2,0
N00000186,224,60,37,37,31,40,19,200,58,32,31,30,33,16,24,2,5,6,1,7,3
N00000187,206,89,28,22,29,20,18,184,83,25,19,26,16,15,22,6,3,3,3,4,3
N00000188,268,91,48,38,31,30,30,248,86,45,35,28,25,29,20,5,3,3,3,5,1
N00000189,264,46,30,50,33,78,27,247,44,28,45,33,70,27,17,2,2,5,0,8,0
N00000190,256,62,35,50,34,47,28,230,56,31,46,29,41,27,26,6,4,4,5,6,1
N00000191,267,75,32,35,44,42,39,252,68,31,34,43,39,37,15,7,1,1,1,3,2
N00000192,254,74,53,43,34,26,24,233,70,51,39,28,23,22,21,4,2,4,6,3,2
N00000193,213,73,34,43,28,18,17,188,70,30,37,24,15,12,25,3,4,6,4,3,5
N00000194,209,93,36,23,16,22,19,197,89,34,23,15,20,16,12,4,2,0,1,2,3
N00000195,211,107,23,19,13,24,25,198,106,21,17,13,19,22,13,1,2,2,0,5,3
N00000196,198,99,28,27,13,12,19,181,94,26,25,12,8,16,17,5,2,2,1,4,3
N00000197,254,42,40,49,37,50,36,222,37,37,42,34,42,30,32,5,3,7,3,8,6
N00000198,234,47,32,42,39,53,21,209,40,31,36,36,47,19,25,7,1,6,3,6,2
N00000199,275,52,45,46,35,67,30,257,50,40,44,35,62,26,18,2,5,2,0,5,4
N00000200,254,53,42,39,36,59,25,230,51,37,38,34,49,21,24,2,5,1,2,10,4
N00000201,256,57,22,37,30,89,21,232,55,20,36,25,76,20,24,2,2,1,5,13,1
N00000202,264,37,25,39,50,88,25,241,36,21,38,45,76,25,23,1,4,1,5,12,0
N00000203,281,76,25,38,31,70,41,236,71,22,32,27,51,33,45,5,3,6,4,19,8
N00000204,328,100,37,53,36,62,40,295,93,35,47,33,51,36,33,7,2,6,3,11,4
N00000205,242,57,32,31,28,69,25,222,53,29,31,27,62,20,20,4,3,0,1,7,5
N00000206,345,88,32,55,42,100,28,304,87,28,46,35,84,24,41,1,4,9,7,16,4
N00000207,225,36,29,37,39,63,21,198,35,24,34,37,51,17,27,1,5,3,2,12,4
N00000208,273,46,29,62,42,77,17,253,43,25,60,39,71,15,20,3,4,2,3,6,2
N00000209,293,29,28,50,49,114,23,278,26,27,49,47,108,21,15,3,1,1,2,6,2
N00000210,337,109,36,47,37,79,29,286,101,29,38,31,63,24,51,8,7,9,6,16,5
N00000211,460,162,65,61,37,94,41,402,152,57,52,31,75,35,58,10,8,9,6,19,6
N00000212,150,38,23,25,16,29,19,127,34,21,23,14,21,14,23,4,2,2,2,8,5
N00000213,252,58,23,32,34,80,25,217,51,22,27,30,67,20,35,7,1,5,4,13,5
N00000214,263,49,25,44,36,88,21,200,36,21,35,30,64,14,63,13,4,9,6,24,7
N00000215,336,43,44,64,44,114,27,301,38,42,55,39,104,23,35,5,2,9,5,10,4
N00000216,334,82,39,57,36,91,29,310,76,37,55,32,82,28,24,6,2,2,4,9,1
N00000217,404,58,33,75,39,166,33,352,52,31,66,38,137,28,52,6,2,9,1,29,5
N00000218,292,58,32,41,30,111,20,255,49,27,39,26,96,18,37,9,5,2,4,15,2
N00000219,199,72,42,31,12,15,27,173,67,36,27,10,11,22,26,5,6,4,2,4,5
N00000220,214,85,35,41,19,15,19,193,78,31,38,17,12,17,21,7,4,3,2,3,2
N00000221,204,67,33,38,24,24,18,189,62,30,37,23,20,17,15,5,3,1,1,4,1
N00000222,241,76,25,36,29,44,31,214,71,22,30,25,38,28,27,5,3,6,4,6,3
N00000223,264,79,35,37,33,62,18,241,74,32,35,32,52,16,23,5,3,2,1,10,2
N00000224,206,58,21,32,25,42,28,178,52,16,30,23,31,26,28,6,5,2,2,11,2
N00000225,138,43,18,20,7,30,20,112,36,15,17,7,23,14,26,7,3,3,0,7,6
N00000226,232,55,30,39,26,66,16,207,51,28,34,23,55,16,25,4,2,5,3,11,0
N00000227,174,69,18,29,17,25,16,154,58,17,26,17,22,14,20,11,1,3,0,3,2
N00000228,264,69,35,49,31,40,40,243,62,33,45,30,36,37,21,7,2,4,1,4,3
N00000229,344,113,43,49,34,68,37,302,103,36,44,33,53,33,42,10,7,5,1,15,4
N00000230,220,81,37,38,22,22,20,203,75,36,37,20,20,15,17,6,1,1,2,2,5
N00000231,214,99,36,34,21,12,12,198,92,33,32,20,10,11,16,7,3,2,1,2,1
N00000232,251,96,31,27,28,41,28,212,89,24,24,25,33,17,39,7,7,3,3,8,11
N00000233,223,78,39,19,22,43,22,199,68,35,19,19,38,20,24,10,4,0,3,5,2
N00000234,207,83,31,28,14,34,17,175,74,25,22,13,28,13,32,9,6,6,1,6,4
N00000235,257,43,31,48,27,77,31,237,39,29,47,26,69,27,20,4,2,1,1,8,4
N00000236,213,68,28,34,29,37,17,195,61,26,31,28,36,13,18,7,2,3,1,1,4
N00000237,324,46,37,56,42,119,24,277,42,32,45,35,104,19,47,4,5,11,7,15,5
N00000238,268,34,24,44,30,120,16,234,32,22,39,29,99,13,34,2,2,5,1,21,3
N00000239,200,75,28,37,16,17,27,164,62,24,28,12,15,23,36,13,4,9,4,2,4
N00000240,242,70,38,53,34,24,23,204,58,34,45,27,17,23,38,12,4,8,7,7,0
N00000241,329,36,30,70,45,132,16,303,34,28,69,40,121,11,26,2,2,1,5,11,5
N00000242,279,35,41,55,42,89,17,261,33,39,54,40,80,15,18,2,2,1,2,9,2
N00000243,218,69,37,37,20,24,31,202,67,29,35,20,22,29,16,2,8,2,0,2,2
N00000244,214,104,38,30,19,11,12,196,100,32,30,17,9,8,18,4,6,0,2,2,4
N00000245,262,92,31,43,25,39,32,238,86,27,37,25,36,27,24,6,4,6,0,3,5
N00000246,244,109,29,42,31,19,14,233,104,28,41,29,19,12,11,5,1,1,2,0,2
N00000247,259,60,39,32,26,60,42,237,55,35,32,26,52,37,22,5,4,0,0,8,5
N00000248,278,62,30,50,31,70,35,251,59,29,45,24,60,34,27,3,1,5,7,10,1
N00000249,286,48,42,56,39,70,31,258,43,38,51,37,60,29,28,5,4,5,2,10,2
N00000250,323,65,44,66,52,71,25,283,58,38,63,46,61,17,40,7,6,3,6,10,8
N00000251,314,46,56,61,53,77,21,285,42,50,55,50,70,18,29,4,6,6,3,7,3
N00000252,273,31,23,50,40,110,19,227,28,18,43,37,86,15,46,3,5,7,3,24,4
N00000253,411,99,53,53,60,117,29,387,94,51,51,58,105,28,24,5,2,2,2,12,1
N00000254,259,46,36,45,36,78,18,239,46,32,42,33,68,18,20,0,4,3,3,10,0
N00000255,291,57,28,40,40,103,23,265,53,27,37,38,87,23,26,4,1,3,2,16,0
N00000256,641,80,49,101,70,286,55,534,66,43,87,57,237,44,107,14,6,14,13,49,11
N00000257,361,102,36,68,44,80,31,317,99,35,63,37,59,24,44,3,1,5,7,21,7
N00000258,297,50,32,45,41,110,19,253,43,27,41,39,87,16,44,7,5,4,2,23,3
N00000259,370,88,38,67,43,97,37,343,79,37,63,40,89,35,27,9,1,4,3,8,2
N00000260,421,115,43,81,39,96,47,372,105,35,67,39,89,37,49,10,8,14,0,7,10
N00000261,422,90,48,71,54,115,44,392,88,46,66,50,101,41,30,2,2,5,4,14,3
N00000262,322,92,33,53,33,76,35,298,86,31,53,31,67,30,24,6,2,0,2,9,5
N00000263,197,63,23,31,19,30,31,177,60,23,28,16,27,23,20,3,0,3,3,3,8
N00000264,410,92,74,70,58,84,32,380,86,69,66,56,75,28,30,6,5,4,2,9,4
N00000265,300,119,54,48,29,27,23,276,107,51,47,27,23,21,24,12,3,1,2,4,2
N00000266,257,58,33,54,33,46,33,236,53,30,53,32,40,28,21,5,3,1,1,6,5
N00000267,353,41,42,46,51,148,25,324,38,40,44,45,135,22,29,3,2,2,6,13,3
N00000268,319,55,36,55,43,98,32,296,53,33,51,39,90,30,23,2,3,4,4,8,2
N00000269,299,82,33,36,46,77,25,277,78,33,33,43,65,25,22,4,0,3,3,12,0
N00000270,310,97,28,45,29,78,33,292,92,26,44,26,73,31,18,5,2,1,3,5,2
N00000271,306,72,22,65,31,98,18,282,69,21,61,29,86,16,24,3,1,4,2,12,2
N00000272,246,66,33,32,30,49,36,221,59,32,31,28,41,30,25,7,1,1,2,8,6
N00000273,357,49,38,54,38,156,22,330,46,36,54,36,139,19,27,3,2,0,2,17,3
N00000274,381,66,40,48,50,144,33,350,63,35,48,46,128,30,31,3,5,0,4,16,3
N00000275,241,67,31,48,27,36,32,218,62,28,42,24,33,29,23,5,3,6,3,3,3
N00000276,242,65,41,47,34,35,20,217,55,38,40,33,32,19,25,10,3,7,1,3,1
N00000277,235,43,38,49,32,43,30,212,42,36,41,26,39,28,23,1,2,8,6,4,2
N00000278,235,51,40,54,47,26,17,214,47,37,50,41,24,15,21,4,3,4,6,2,2
N00000279,137,24,18,24,23,36,12,122,23,17,19,19,32,12,15,1,1,5,4,4,0
N00000280,262,88,43,36,38,36,21,229,76,40,31,34,29,19,33,12,3,5,4,7,2
N00000281,305,81,22,41,43,93,25,275,75,21,35,41,78,25,30,6,1,6,2,15,0
N00000282,296,60,38,46,35,86,31,269,52,37,40,31,81,28,27,8,1,6,4,5,3
N00000283,271,60,37,43,30,69,32,246,57,36,36,27,60,30,25,3,1,7,3,9,2
N00000284,273,86,39,48,28,51,21,227,74,33,39,25,41,15,46,12,6,9,3,10,6
N00000285,214,65,41,40,30,21,17,191,59,37,35,25,19,16,23,6,4,5,5,2,1
N00000286,226,74,23,33,31,41,24,209,67,23,32,29,37,21,17,7,0,1,2,4,3
N00000287,238,108,23,46,22,21,18,225,104,19,45,21,20,16,13,4,4,1,1,1,2
N00000288,277,72,42,50,34,54,25,238,61,36,44,28,48,21,39,11,6,6,6,6,4
N00000289,375,96,45,77,60,69,28,337,83,42,68,54,65,25,38,13,3,9,6,4,3
