ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC6403NI0001,Count,PERSONS,"All categories: NS-SeC, All categories: Tenure"
LC6403NI0002,Count,PERSONS,"All categories: NS-SeC, Owner occupied"
LC6403NI0003,Count,PERSONS,"All categories: NS-SeC, Social rented"
LC6403NI0004,Count,PERSONS,"All categories: NS-SeC, Private rented"
LC6403NI0005,Count,PERSONS,"Managerial, administrative and professional occupations, All categories: Tenure"
LC6403NI0006,Count,PERSONS,"Managerial, administrative and professional occupations, Owner occupied"
LC6403NI0007,Count,PERSONS,"Managerial, administrative and professional occupations, Social rented"
LC6403NI0008,Count,PERSONS,"Managerial, administrative and professional occupations, Private rented"
LC6403NI0009,Count,PERSONS,"Intermediate occupations and small employers, All categories: Tenure"
LC6403NI0010,Count,PERSONS,"Intermediate occupations and small employers, Owner occupied"
LC6403NI0011,Count,PERSONS,"Intermediate occupations and small employers, Social rented"
LC6403NI0012,Count,PERSONS,"Intermediate occupations and small employers, Private rented"
LC6403NI0013,Count,PERSONS,"Routine and manual occupations, All categories: Tenure"
LC6403NI0014,Count,PERSONS,"Routine and manual occupations, Owner occupied"
LC6403NI0015,Count,PERSONS,"Routine and manual occupations, Social rented"
LC6403NI0016,Count,PERSONS,"Routine and manual occupations, Private rented"
LC6403NI0017,Count,PERSONS,"Never worked, long-term unemployed and full-time students, All categories: Tenure"
LC6403NI0018,Count,PERSONS,"Never worked, long-term unemployed and full-time students, Owner occupied"
LC6403NI0019,Count,PERSONS,"Never worked, long-term unemployed and full-time students, Social rented"
LC6403NI0020,Count,PERSONS,"Never worked, long-term unemployed and full-time students, Private rented"

