ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC3106NI0001,Count,PERSONS,"All categories: Sex, All categories: Disability"
LC3106NI0002,Count,PERSONS,"All categories: Sex, Day-to-day activities limited a lot"
LC3106NI0003,Count,PERSONS,"All categories: Sex, Day-to-day activities limited a little"
LC3106NI0004,Count,PERSONS,"All categories: Sex, Day-to-day activities not limited"
LC3106NI0005,Count,PERSONS,"Males, All categories: Disability"
LC3106NI0006,Count,PERSONS,"Males, Day-to-day activities limited a lot"
LC3106NI0007,Count,PERSONS,"Males, Day-to-day activities limited a little"
LC3106NI0008,Count,PERSONS,"Males, Day-to-day activities not limited"
LC3106NI0009,Count,PERSONS,"Females, All categories: Disability"
LC3106NI0010,Count,PERSONS,"Females, Day-to-day activities limited a lot"
LC3106NI0011,Count,PERSONS,"Females, Day-to-day activities limited a little"
LC3106NI0012,Count,PERSONS,"Females, Day-to-day activities not limited"
