GeographyCode,LC2605NI0001,LC2605NI0002,LC2605NI0003,LC2605NI0004,LC2605NI0005,LC2605NI0006,LC2605NI0007,LC2605NI0008,LC2605NI0009,LC2605NI0010,LC2605NI0011,LC2605NI0012,LC2605NI0013,LC2605NI0014,LC2605NI0015
N00000001,591,71,220,277,23,99,15,37,39,8,492,56,183,238,15
N00000002,170,50,44,63,13,142,44,36,52,10,28,6,8,11,3
N00000003,115,40,25,40,10,105,38,21,37,9,10,2,4,3,1
N00000004,310,60,90,125,35,283,58,85,110,30,27,2,5,15,5
N00000005,210,53,81,59,17,188,42,73,57,16,22,11,8,2,1
N00000006,134,30,48,50,6,117,27,44,41,5,17,3,4,9,1
N00000007,130,34,39,47,10,114,32,31,42,9,16,2,8,5,1
N00000008,162,49,49,54,10,129,39,41,40,9,33,10,8,14,1
N00000009,408,138,102,132,36,345,124,85,109,27,63,14,17,23,9
N00000010,113,22,36,41,14,100,19,31,38,12,13,3,5,3,2
N00000011,130,15,34,53,28,108,10,31,43,24,22,5,3,10,4
N00000012,132,8,26,66,32,112,7,24,55,26,20,1,2,11,6
N00000013,116,19,26,54,17,99,17,20,46,16,17,2,6,8,1
N00000014,265,35,63,130,37,212,29,51,105,27,53,6,12,25,10
N00000015,85,6,19,34,26,73,5,16,27,25,12,1,3,7,1
N00000016,98,15,30,38,15,78,10,23,35,10,20,5,7,3,5
N00000017,150,18,33,70,29,134,16,26,66,26,16,2,7,4,3
N00000018,109,19,21,52,17,90,14,16,45,15,19,5,5,7,2
N00000019,116,12,21,49,34,97,9,17,45,26,19,3,4,4,8
N00000020,88,4,16,43,25,77,4,14,34,25,11,0,2,9,0
N00000021,114,15,35,42,22,98,11,31,38,18,16,4,4,4,4
N00000022,110,11,19,62,18,94,10,18,53,13,16,1,1,9,5
N00000023,88,9,25,39,15,77,7,22,33,15,11,2,3,6,0
N00000024,281,77,102,86,16,258,70,93,82,13,23,7,9,4,3
N00000025,241,53,73,96,19,216,48,62,88,18,25,5,11,8,1
N00000026,260,63,91,85,21,247,59,88,81,19,13,4,3,4,2
N00000027,257,50,85,104,18,232,44,75,96,17,25,6,10,8,1
N00000028,123,18,32,62,11,108,12,28,58,10,15,6,4,4,1
N00000029,218,57,74,71,16,198,48,68,69,13,20,9,6,2,3
N00000030,190,37,74,67,12,179,33,71,63,12,11,4,3,4,0
N00000031,338,92,109,118,19,309,86,99,107,17,29,6,10,11,2
N00000032,174,44,51,69,10,166,42,48,66,10,8,2,3,3,0
N00000033,246,55,81,87,23,228,49,73,83,23,18,6,8,4,0
N00000034,224,60,63,82,19,190,55,45,75,15,34,5,18,7,4
N00000035,120,18,33,48,21,99,14,27,41,17,21,4,6,7,4
N00000036,174,48,37,73,16,153,43,35,61,14,21,5,2,12,2
N00000037,120,17,23,66,14,111,15,23,60,13,9,2,0,6,1
N00000038,182,33,52,82,15,168,29,49,76,14,14,4,3,6,1
N00000039,590,98,141,293,58,530,86,121,271,52,60,12,20,22,6
N00000040,118,9,22,68,19,112,9,22,64,17,6,0,0,4,2
N00000041,225,49,48,111,17,207,44,44,102,17,18,5,4,9,0
N00000042,198,32,48,98,20,186,29,47,92,18,12,3,1,6,2
N00000043,547,126,124,239,58,488,113,110,214,51,59,13,14,25,7
N00000044,113,13,24,63,13,105,12,23,58,12,8,1,1,5,1
N00000045,269,73,88,89,19,249,69,81,81,18,20,4,7,8,1
N00000046,191,43,68,61,19,179,41,62,58,18,12,2,6,3,1
N00000047,184,42,53,78,11,166,35,50,70,11,18,7,3,8,0
N00000048,135,9,26,72,28,118,7,25,63,23,17,2,1,9,5
N00000049,120,11,18,66,25,105,8,14,60,23,15,3,4,6,2
N00000050,147,45,35,49,18,127,38,30,43,16,20,7,5,6,2
N00000051,110,12,25,46,27,88,11,19,39,19,22,1,6,7,8
N00000052,124,24,28,55,17,103,19,22,45,17,21,5,6,10,0
N00000053,112,10,18,58,26,82,9,12,44,17,30,1,6,14,9
N00000054,116,11,23,62,20,100,10,17,55,18,16,1,6,7,2
N00000055,113,11,28,53,21,100,9,23,49,19,13,2,5,4,2
N00000056,125,7,28,66,24,108,5,27,59,17,17,2,1,7,7
N00000057,106,9,13,51,33,86,9,12,41,24,20,0,1,10,9
N00000058,120,15,22,58,25,89,9,15,46,19,31,6,7,12,6
N00000059,99,10,16,53,20,76,8,12,40,16,23,2,4,13,4
N00000060,161,15,32,74,40,121,10,22,60,29,40,5,10,14,11
N00000061,124,37,29,43,15,103,32,22,36,13,21,5,7,7,2
N00000062,159,52,37,60,10,143,46,35,55,7,16,6,2,5,3
N00000063,146,24,31,58,33,112,18,22,45,27,34,6,9,13,6
N00000064,88,8,21,39,20,72,8,17,32,15,16,0,4,7,5
N00000065,192,40,40,88,24,159,35,33,69,22,33,5,7,19,2
