GeographyCode,LC6401NI0001,LC6401NI0002,LC6401NI0003,LC6401NI0004,LC6401NI0005,LC6401NI0006,LC6401NI0007,LC6401NI0008,LC6401NI0009,LC6401NI0010,LC6401NI0011,LC6401NI0012,LC6401NI0013,LC6401NI0014,LC6401NI0015,LC6401NI0016,LC6401NI0017,LC6401NI0018,LC6401NI0019,LC6401NI0020
N00000001,623,60,18,545,263,17,7,239,160,15,4,141,159,17,7,135,41,11,0,30
N00000002,249,210,7,32,104,96,0,8,45,41,1,3,69,48,4,17,31,25,2,4
N00000003,162,153,0,9,63,62,0,1,43,41,0,2,36,34,0,2,20,16,0,4
N00000004,449,404,7,38,117,110,0,7,136,127,0,9,130,109,3,18,66,58,4,4
N00000005,275,252,0,23,99,93,0,6,85,80,0,5,68,57,0,11,23,22,0,1
N00000006,169,150,0,19,53,51,0,2,55,50,0,5,45,34,0,11,16,15,0,1
N00000007,176,133,2,41,55,47,0,8,51,40,0,11,51,34,1,16,19,12,1,6
N00000008,229,171,3,55,79,66,0,13,61,53,0,8,67,37,0,30,22,15,3,4
N00000009,533,453,2,78,227,202,0,25,133,123,0,10,120,86,1,33,53,42,1,10
N00000010,168,152,0,16,37,34,0,3,54,53,0,1,52,44,0,8,25,21,0,4
N00000011,214,159,26,29,44,38,4,2,35,28,5,2,111,76,13,22,24,17,4,3
N00000012,207,160,22,25,35,29,3,3,37,33,1,3,119,90,15,14,16,8,3,5
N00000013,197,132,10,55,41,35,1,5,45,33,0,12,85,52,6,27,26,12,3,11
N00000014,359,244,34,81,80,60,4,16,69,45,6,18,174,117,15,42,36,22,9,5
N00000015,170,94,51,25,26,20,1,5,27,18,5,4,94,47,34,13,23,9,11,3
N00000016,172,87,36,49,30,20,6,4,39,24,7,8,87,38,19,30,16,5,4,7
N00000017,244,168,54,22,41,36,4,1,47,37,6,4,127,76,36,15,29,19,8,2
N00000018,165,127,3,35,39,31,0,8,26,26,0,0,81,59,2,20,19,11,1,7
N00000019,201,136,33,32,21,14,1,6,33,26,2,5,125,88,24,13,22,8,6,8
N00000020,158,64,73,21,25,13,10,2,28,10,16,2,92,38,39,15,13,3,8,2
N00000021,198,134,24,40,41,34,2,5,37,28,4,5,104,63,17,24,16,9,1,6
N00000022,191,126,30,35,27,20,1,6,37,25,6,6,99,63,17,19,28,18,6,4
N00000023,160,92,51,17,20,12,6,2,19,13,5,1,108,62,34,12,13,5,6,2
N00000024,379,355,1,23,136,131,0,5,107,100,0,7,81,74,1,6,55,50,0,5
N00000025,347,333,2,12,110,109,0,1,93,91,0,2,103,92,2,9,41,41,0,0
N00000026,352,327,5,20,118,116,0,2,110,105,2,3,74,62,1,11,50,44,2,4
N00000027,375,338,0,37,101,93,0,8,124,114,0,10,98,82,0,16,52,49,0,3
N00000028,184,175,0,9,43,42,0,1,45,44,0,1,62,60,0,2,34,29,0,5
N00000029,304,285,3,16,91,88,0,3,104,98,0,6,74,68,2,4,35,31,1,3
N00000030,277,258,0,19,83,82,0,1,88,81,0,7,74,68,0,6,32,27,0,5
N00000031,486,444,6,36,159,149,0,10,131,120,2,9,119,107,1,11,77,68,3,6
N00000032,270,250,0,20,77,69,0,8,80,76,0,4,81,75,0,6,32,30,0,2
N00000033,361,326,2,33,101,92,1,8,109,101,0,8,115,101,1,13,36,32,0,4
N00000034,315,275,6,34,103,95,1,7,71,68,0,3,107,83,5,19,34,29,0,5
N00000035,222,124,58,40,38,29,6,3,41,32,6,3,110,50,34,26,33,13,12,8
N00000036,260,193,29,38,76,59,3,14,58,49,2,7,85,57,18,10,41,28,6,7
N00000037,212,197,5,10,52,51,0,1,51,47,3,1,77,73,1,3,32,26,1,5
N00000038,284,247,5,32,78,71,2,5,68,62,0,6,89,75,2,12,49,39,1,9
N00000039,826,691,47,88,215,197,4,14,195,163,11,21,284,223,25,36,132,108,7,17
N00000040,201,131,42,28,23,16,3,4,52,37,8,7,100,62,26,12,26,16,5,5
N00000041,314,282,4,28,95,86,0,9,80,77,0,3,92,78,2,12,47,41,2,4
N00000042,307,291,4,12,75,73,0,2,77,74,0,3,103,98,0,5,52,46,4,2
N00000043,769,654,56,59,237,222,3,12,158,144,7,7,247,186,28,33,127,102,18,7
N00000044,202,160,29,13,34,30,2,2,48,40,5,3,81,63,13,5,39,27,9,3
N00000045,367,324,5,38,115,109,0,6,109,100,1,8,109,86,3,20,34,29,1,4
N00000046,282,259,8,15,77,75,0,2,88,86,2,0,74,62,3,9,43,36,3,4
N00000047,265,232,8,25,84,76,1,7,87,81,1,5,72,59,4,9,22,16,2,4
N00000048,224,136,36,52,24,18,3,3,40,30,5,5,130,71,22,37,30,17,6,7
N00000049,202,120,37,45,34,16,6,12,40,28,6,6,106,68,19,19,22,8,6,8
N00000050,232,182,9,41,73,65,1,7,53,45,1,7,87,56,6,25,19,16,1,2
N00000051,219,110,96,13,29,22,7,0,29,14,14,1,121,57,54,10,40,17,21,2
N00000052,231,137,59,35,50,30,13,7,46,29,10,7,96,56,23,17,39,22,13,4
N00000053,195,110,24,61,31,22,3,6,26,19,3,4,106,48,13,45,32,21,5,6
N00000054,193,122,40,31,37,26,6,5,36,21,10,5,95,64,18,13,25,11,6,8
N00000055,204,165,10,29,33,30,0,3,37,34,1,2,109,86,8,15,25,15,1,9
N00000056,206,144,29,33,27,24,2,1,31,26,3,2,126,82,16,28,22,12,8,2
N00000057,192,79,85,28,17,12,3,2,26,9,13,4,117,49,50,18,32,9,19,4
N00000058,191,97,54,40,28,19,7,2,34,18,9,7,100,45,30,25,29,15,8,6
N00000059,170,76,65,29,20,14,3,3,24,17,4,3,104,38,46,20,22,7,12,3
N00000060,284,134,94,56,43,21,14,8,47,26,11,10,161,80,52,29,33,7,17,9
N00000061,210,178,13,19,75,71,1,3,41,37,4,0,75,55,6,14,19,15,2,2
N00000062,272,243,11,18,114,103,2,9,54,50,0,4,67,58,5,4,37,32,4,1
