GeographyCode,LC2609NI0001,LC2609NI0002,LC2609NI0003,LC2609NI0004,LC2609NI0005,LC2609NI0006,LC2609NI0007,LC2609NI0008,LC2609NI0009,LC2609NI0010,LC2609NI0011,LC2609NI0012,LC2609NI0013,LC2609NI0014,LC2609NI0015,LC2609NI0016,LC2609NI0017,LC2609NI0018,LC2609NI0019,LC2609NI0020,LC2609NI0021,LC2609NI0022,LC2609NI0023,LC2609NI0024,LC2609NI0025,LC2609NI0026,LC2609NI0027,LC2609NI0028,LC2609NI0029,LC2609NI0030,LC2609NI0031,LC2609NI0032,LC2609NI0033,LC2609NI0034,LC2609NI0035
N00000631,204,11,180,142,23,15,13,34,4,25,20,3,2,5,80,1,76,60,6,10,3,73,5,64,51,11,2,4,17,1,15,11,3,1,1
N00000632,237,33,162,112,20,30,42,51,9,29,19,2,8,13,93,10,71,48,9,14,12,83,12,58,42,8,8,13,10,2,4,3,1,0,4
N00000633,159,16,123,78,19,26,20,45,8,33,18,8,7,4,53,4,43,31,3,9,6,51,3,41,26,6,9,7,10,1,6,3,2,1,3
N00000634,259,9,191,147,15,29,59,67,3,51,37,4,10,13,78,4,60,46,5,9,14,89,2,61,54,2,5,26,25,0,19,10,4,5,6
N00000635,228,56,138,119,8,11,34,41,9,28,25,2,1,4,96,19,55,45,4,6,22,75,22,47,43,2,2,6,16,6,8,6,0,2,2
N00000636,224,26,177,143,9,25,21,37,6,27,13,3,11,4,80,10,65,57,2,6,5,86,7,72,62,2,8,7,21,3,13,11,2,0,5
N00000637,395,226,114,67,31,16,55,86,50,30,14,6,10,6,87,54,20,15,2,3,13,176,97,53,31,19,3,26,46,25,11,7,4,0,10
N00000638,192,116,50,25,13,12,26,38,27,8,6,1,1,3,43,25,12,8,1,3,6,89,48,28,11,11,6,13,22,16,2,0,0,2,4
N00000639,190,147,23,12,2,9,20,52,40,6,4,0,2,6,41,33,4,1,0,3,4,84,67,11,5,2,4,6,13,7,2,2,0,0,4
N00000640,167,115,17,8,3,6,35,22,19,1,1,0,0,2,53,38,2,0,0,2,13,69,47,8,4,2,2,14,23,11,6,3,1,2,6
N00000641,160,118,19,10,5,4,23,54,39,7,5,1,1,8,47,36,5,3,2,0,6,49,37,6,1,2,3,6,10,6,1,1,0,0,3
N00000642,210,114,60,36,10,14,36,33,20,6,3,0,3,7,41,21,12,9,1,2,8,114,60,37,21,9,7,17,22,13,5,3,0,2,4
N00000643,190,177,6,6,0,0,7,37,37,0,0,0,0,0,77,68,4,4,0,0,5,61,59,1,1,0,0,1,15,13,1,1,0,0,1
N00000644,228,207,10,4,0,6,11,38,35,1,0,0,1,2,87,77,6,3,0,3,4,88,82,2,1,0,1,4,15,13,1,0,0,1,1
N00000645,203,172,19,13,1,5,12,27,23,1,1,0,0,3,75,64,7,4,0,3,4,89,77,8,6,0,2,4,12,8,3,2,1,0,1
N00000646,164,133,19,15,3,1,12,27,25,0,0,0,0,2,56,48,4,3,1,0,4,71,51,14,11,2,1,6,10,9,1,1,0,0,0
N00000647,275,14,226,111,98,17,35,48,3,36,18,12,6,9,60,4,52,25,23,4,4,133,4,111,53,52,6,18,34,3,27,15,11,1,4
N00000648,164,13,130,84,29,17,21,28,5,18,14,2,2,5,67,3,55,37,9,9,9,55,5,46,30,11,5,4,14,0,11,3,7,1,3
N00000649,203,4,171,107,27,37,28,49,0,41,26,7,8,8,69,0,61,34,10,17,8,72,4,57,40,7,10,11,13,0,12,7,3,2,1
N00000650,294,8,238,156,49,33,48,63,1,53,35,5,13,9,84,3,69,48,12,9,12,118,3,92,56,26,10,23,29,1,24,17,6,1,4
N00000651,73,16,47,31,11,5,10,5,2,3,1,0,2,0,22,7,12,8,3,1,3,39,4,28,18,8,2,7,7,3,4,4,0,0,0
N00000652,253,35,180,103,47,30,38,53,9,37,18,8,11,7,71,13,48,28,15,5,10,105,11,78,47,20,11,16,24,2,17,10,4,3,5
N00000653,157,23,104,61,16,27,30,27,3,19,11,3,5,5,41,5,26,15,5,6,10,74,14,47,27,6,14,13,15,1,12,8,2,2,2
N00000654,101,12,74,45,17,12,15,16,3,11,6,3,2,2,20,2,16,9,0,7,2,50,5,37,24,10,3,8,15,2,10,6,4,0,3
N00000655,157,30,100,60,27,13,27,35,6,22,16,4,2,7,43,7,29,16,9,4,7,62,15,35,21,11,3,12,17,2,14,7,3,4,1
N00000656,74,16,45,24,11,10,13,11,3,7,4,2,1,1,19,4,13,5,4,4,2,37,6,23,14,4,5,8,7,3,2,1,1,0,2
N00000657,385,118,221,137,50,34,46,62,22,31,19,5,7,9,115,38,61,38,11,12,16,176,50,105,63,28,14,21,32,8,24,17,6,1,0
N00000658,174,104,56,43,1,12,14,38,30,8,6,0,2,0,51,26,22,18,0,4,3,67,38,22,17,0,5,7,18,10,4,2,1,1,4
N00000659,183,56,90,63,18,9,37,28,11,12,7,4,1,5,54,20,23,19,2,2,11,79,19,43,30,10,3,17,22,6,12,7,2,3,4
N00000660,162,47,83,46,26,11,32,19,4,8,5,0,3,7,45,19,19,12,6,1,7,74,19,43,21,16,6,12,24,5,13,8,4,1,6
N00000661,179,25,129,77,30,22,25,45,6,32,21,4,7,7,53,8,35,21,10,4,10,71,9,54,33,13,8,8,10,2,8,2,3,3,0
N00000662,152,12,115,66,39,10,25,13,1,8,4,2,2,4,45,6,32,20,7,5,7,75,3,59,31,25,3,13,19,2,16,11,5,0,1
N00000663,203,24,155,119,16,20,24,45,6,35,26,2,7,4,67,9,50,40,3,7,8,73,8,55,41,9,5,10,18,1,15,12,2,1,2
N00000664,165,17,124,82,26,16,24,40,5,31,23,6,2,4,54,6,41,28,4,9,7,57,5,42,25,13,4,10,14,1,10,6,3,1,3
N00000665,213,184,11,8,1,2,18,47,43,0,0,0,0,4,58,52,5,3,1,1,1,85,70,3,3,0,0,12,23,19,3,2,0,1,1
N00000666,203,72,113,91,6,16,18,26,11,13,11,0,2,2,73,29,39,34,1,4,5,82,26,49,37,4,8,7,22,6,12,9,1,2,4
N00000667,234,204,11,6,0,5,19,54,42,5,2,0,3,7,89,78,5,3,0,2,6,76,69,1,1,0,0,6,15,15,0,0,0,0,0
N00000668,115,105,4,2,1,1,6,11,8,0,0,0,0,3,37,31,3,1,1,1,3,51,50,1,1,0,0,0,16,16,0,0,0,0,0
N00000669,209,189,11,6,4,1,9,44,40,2,1,0,1,2,62,56,2,1,1,0,4,87,78,6,3,3,0,3,16,15,1,1,0,0,0
N00000670,105,15,75,57,7,11,15,12,2,5,3,0,2,5,23,3,19,16,3,0,1,50,6,37,29,3,5,7,20,4,14,9,1,4,2
N00000671,83,4,65,43,10,12,14,4,0,4,2,1,1,0,23,2,15,11,3,1,6,37,1,28,18,3,7,8,19,1,18,12,3,3,0
N00000672,116,38,62,44,10,8,16,14,5,8,7,1,0,1,29,12,12,10,1,1,5,63,18,36,22,8,6,9,10,3,6,5,0,1,1
N00000673,398,52,280,162,76,42,66,48,5,34,15,11,8,9,98,12,64,42,15,7,22,197,27,140,78,39,23,30,55,8,42,27,11,4,5
N00000674,132,25,88,52,24,12,19,25,3,19,8,4,7,3,33,7,22,15,6,1,4,66,13,43,26,13,4,10,8,2,4,3,1,0,2
N00000675,175,22,123,87,11,25,30,58,7,47,33,6,8,4,33,5,17,12,2,3,11,78,10,53,39,2,12,15,6,0,6,3,1,2,0
N00000676,305,47,206,124,43,39,52,57,6,42,18,10,14,9,79,12,51,33,9,9,16,138,24,91,59,18,14,23,31,5,22,14,6,2,4
N00000677,108,25,62,39,18,5,21,18,5,9,7,1,1,4,25,5,14,9,5,0,6,53,11,32,19,9,4,10,12,4,7,4,3,0,1
N00000678,242,93,121,87,11,23,28,44,20,22,18,1,3,2,84,25,51,36,5,10,8,92,39,38,27,3,8,15,22,9,10,6,2,2,3
N00000679,265,40,193,133,24,36,32,56,4,44,30,4,10,8,91,12,66,44,10,12,13,95,20,65,44,8,13,10,23,4,18,15,2,1,1
N00000680,186,130,37,26,3,8,19,22,17,4,3,0,1,1,71,47,18,11,2,5,6,74,55,13,10,1,2,6,19,11,2,2,0,0,6
N00000681,162,15,123,79,25,19,24,27,4,20,14,3,3,3,57,4,44,24,9,11,9,56,6,41,29,10,2,9,22,1,18,12,3,3,3
N00000682,230,129,81,60,9,12,20,50,31,17,10,3,4,2,87,54,25,21,0,4,8,75,37,29,25,3,1,9,18,7,10,4,3,3,1
N00000683,175,27,130,96,10,24,18,24,2,20,15,2,3,2,68,11,51,36,5,10,6,70,13,53,41,3,9,4,13,1,6,4,0,2,6
N00000684,276,182,60,35,3,22,34,51,32,10,4,0,6,9,93,63,21,11,3,7,9,107,69,26,18,0,8,12,25,18,3,2,0,1,4
N00000685,122,78,32,22,2,8,12,17,13,4,2,0,2,0,29,18,7,4,1,2,4,62,42,14,11,0,3,6,14,5,7,5,1,1,2
N00000686,237,88,130,94,23,13,19,52,17,31,20,6,5,4,89,38,44,34,6,4,7,78,25,45,31,10,4,8,18,8,10,9,1,0,0
N00000687,152,17,121,72,26,23,14,26,4,20,13,3,4,2,44,6,36,21,7,8,2,63,6,48,28,11,9,9,19,1,17,10,5,2,1
N00000688,194,122,55,36,10,9,17,36,22,11,5,4,2,3,72,45,19,13,4,2,8,75,49,21,14,2,5,5,11,6,4,4,0,0,1
N00000689,193,40,130,93,18,19,23,37,6,24,12,5,7,7,70,15,47,39,3,5,8,66,15,44,30,7,7,7,20,4,15,12,3,0,1
N00000690,99,16,61,37,20,4,22,17,2,12,6,6,0,3,20,5,12,9,2,1,3,52,7,31,20,9,2,14,10,2,6,2,3,1,2
N00000691,117,7,92,59,28,5,18,13,0,11,7,3,1,2,26,1,20,12,8,0,5,52,6,40,26,11,3,6,26,0,21,14,6,1,5
N00000692,80,4,59,37,16,6,17,8,1,6,2,2,2,1,22,1,15,12,2,1,6,34,1,27,20,6,1,6,16,1,11,3,6,2,4
N00000693,111,12,83,47,31,5,16,15,2,12,11,1,0,1,22,3,13,9,4,0,6,61,6,48,21,22,5,7,13,1,10,6,4,0,2
N00000694,381,48,281,156,71,54,52,77,10,55,31,12,12,12,105,16,77,45,17,15,12,160,18,121,63,36,22,21,39,4,28,17,6,5,7
N00000695,236,26,174,89,50,35,36,31,3,23,11,7,5,5,54,5,38,17,14,7,11,124,15,93,48,24,21,16,27,3,20,13,5,2,4
N00000696,53,12,26,15,7,4,15,7,0,3,3,0,0,4,16,6,7,4,3,0,3,22,4,11,6,2,3,7,8,2,5,2,2,1,1
N00000697,144,18,100,52,22,26,26,46,8,30,17,7,6,8,42,3,30,18,5,7,9,47,7,34,15,6,13,6,9,0,6,2,4,0,3
N00000698,177,25,125,67,34,24,27,41,7,31,18,6,7,3,41,3,31,17,9,5,7,79,13,52,26,16,10,14,16,2,11,6,3,2,3
N00000699,66,13,45,25,10,10,8,6,1,4,1,3,0,1,16,3,11,7,0,4,2,27,5,19,11,4,4,3,17,4,11,6,3,2,2
N00000700,99,38,39,33,3,3,22,6,2,2,1,1,0,2,25,10,9,8,0,1,6,51,21,17,15,1,1,13,17,5,11,9,1,1,1
N00000701,65,2,48,30,11,7,15,6,0,4,1,0,3,2,20,2,13,9,3,1,5,29,0,22,16,4,2,7,10,0,9,4,4,1,1
N00000702,356,40,255,154,61,40,61,84,7,62,36,15,11,15,95,15,63,34,16,13,17,144,12,111,69,27,15,21,33,6,19,15,3,1,8
N00000703,129,7,99,51,32,16,23,20,1,16,4,7,5,3,43,3,32,14,14,4,8,49,1,38,22,9,7,10,17,2,13,11,2,0,2
N00000704,288,30,213,143,35,35,45,76,6,56,30,8,18,14,69,7,53,34,11,8,9,115,16,83,59,15,9,16,28,1,21,20,1,0,6
N00000705,329,62,233,127,51,55,34,89,17,64,30,17,17,8,71,14,49,31,7,11,8,140,27,99,55,22,22,14,29,4,21,11,5,5,4
N00000706,163,60,79,43,27,9,24,17,7,8,3,4,1,2,48,17,23,14,6,3,8,77,30,37,22,11,4,10,21,6,11,4,6,1,4
N00000707,156,9,126,76,33,17,21,30,3,21,10,3,8,6,50,2,41,31,8,2,7,54,1,45,24,16,5,8,22,3,19,11,6,2,0
N00000708,240,65,143,101,20,22,32,41,10,22,16,3,3,9,95,25,58,38,8,12,12,92,27,55,42,7,6,10,12,3,8,5,2,1,1
N00000709,223,18,169,117,39,13,36,43,5,28,21,4,3,10,84,9,68,47,15,6,7,78,4,58,40,15,3,16,18,0,15,9,5,1,3
N00000710,159,17,127,83,19,25,15,25,3,18,11,2,5,4,51,6,43,29,6,8,2,67,7,54,35,10,9,6,16,1,12,8,1,3,3
N00000711,243,17,200,113,42,45,26,48,1,43,17,11,15,4,59,5,47,28,9,10,7,103,7,86,51,18,17,10,33,4,24,17,4,3,5
N00000712,152,21,110,71,2,37,21,29,1,21,10,0,11,7,60,8,47,36,1,10,5,51,10,35,22,0,13,6,12,2,7,3,1,3,3
N00000713,203,106,81,54,13,14,16,41,21,15,10,2,3,5,66,36,24,15,6,3,6,77,41,32,22,5,5,4,19,8,10,7,0,3,1
N00000714,188,65,99,84,2,13,24,38,19,15,9,1,5,4,69,15,47,45,1,1,7,71,28,30,25,0,5,13,10,3,7,5,0,2,0
N00000715,353,117,185,77,69,39,51,54,18,28,10,10,8,8,90,29,52,19,20,13,9,176,65,85,40,30,15,26,33,5,20,8,9,3,8
N00000716,474,91,316,173,92,51,67,119,21,79,43,16,20,19,102,22,59,38,16,5,21,208,40,142,76,44,22,26,45,8,36,16,16,4,1
N00000717,257,60,154,81,45,28,43,71,17,48,25,10,13,6,65,19,33,18,6,9,13,100,20,61,34,22,5,19,21,4,12,4,7,1,5
N00000718,958,321,467,225,144,98,170,296,118,133,73,32,28,45,222,69,116,51,36,29,37,367,112,179,85,62,32,76,73,22,39,16,14,9,12
N00000719,128,37,67,31,22,14,24,42,17,17,10,4,3,8,38,8,24,11,6,7,6,44,12,23,9,11,3,9,4,0,3,1,1,1,1
N00000720,260,63,160,80,63,17,37,87,27,49,20,23,6,11,52,15,29,16,10,3,8,104,20,70,39,26,5,14,17,1,12,5,4,3,4
N00000721,219,136,68,35,26,7,15,49,33,11,6,4,1,5,87,56,27,14,11,2,4,73,41,29,15,10,4,3,10,6,1,0,1,0,3
N00000722,224,38,166,123,23,20,20,38,4,32,18,6,8,2,73,16,48,38,7,3,9,96,16,72,54,9,9,8,17,2,14,13,1,0,1
N00000723,209,185,4,0,3,1,20,42,39,1,0,0,1,2,85,76,1,0,1,0,8,69,59,2,0,2,0,8,13,11,0,0,0,0,2
N00000724,232,115,88,57,11,20,29,45,16,17,10,0,7,12,83,49,27,22,2,3,7,94,44,42,23,9,10,8,10,6,2,2,0,0,2
N00000725,219,91,105,74,8,23,23,44,17,22,16,2,4,5,84,39,36,27,4,5,9,73,28,40,25,2,13,5,18,7,7,6,0,1,4
N00000726,206,127,59,33,17,9,20,34,18,10,7,1,2,6,98,65,24,9,9,6,9,66,38,23,15,7,1,5,8,6,2,2,0,0,0
N00000727,97,40,42,15,17,10,15,13,4,7,3,2,2,2,23,10,11,1,7,3,2,41,15,19,8,7,4,7,20,11,5,3,1,1,4
N00000728,258,92,116,58,36,22,50,46,22,20,11,7,2,4,67,19,33,15,11,7,15,126,46,54,29,15,10,26,19,5,9,3,3,3,5
N00000729,188,47,96,51,31,14,45,25,5,14,9,4,1,6,46,11,27,14,7,6,8,95,22,49,25,19,5,24,22,9,6,3,1,2,7
N00000730,168,34,117,40,52,25,17,21,5,15,3,10,2,1,44,7,33,15,9,9,4,88,18,62,22,29,11,8,15,4,7,0,4,3,4
N00000731,88,45,34,17,10,7,9,15,3,10,4,4,2,2,17,7,8,3,3,2,2,44,29,13,9,1,3,2,12,6,3,1,2,0,3
N00000732,315,128,133,61,50,22,54,58,27,23,10,8,5,8,60,24,24,10,8,6,12,167,63,74,34,30,10,30,30,14,12,7,4,1,4
N00000733,150,52,77,29,38,10,21,21,5,15,8,6,1,1,34,14,14,3,8,3,6,77,30,36,14,17,5,11,18,3,12,4,7,1,3
N00000734,194,70,90,48,28,14,34,20,6,9,4,3,2,5,51,23,19,10,6,3,9,92,33,44,24,14,6,15,31,8,18,10,5,3,5
N00000735,203,57,121,73,28,20,25,52,11,33,16,8,9,8,58,19,35,26,8,1,4,78,23,44,23,12,9,11,15,4,9,8,0,1,2
N00000736,152,79,58,40,11,7,15,39,19,16,7,6,3,4,48,28,17,13,2,2,3,58,29,23,18,3,2,6,7,3,2,2,0,0,2
N00000737,220,29,173,127,29,17,18,50,10,35,28,4,3,5,73,9,61,45,11,5,3,74,6,60,43,11,6,8,23,4,17,11,3,3,2
N00000738,191,114,57,36,9,12,20,54,33,15,9,4,2,6,57,37,13,8,3,2,7,66,39,22,14,2,6,5,14,5,7,5,0,2,2
N00000739,251,73,155,87,29,39,23,53,24,26,14,4,8,3,95,26,60,35,7,18,9,82,21,53,28,14,11,8,21,2,16,10,4,2,3
N00000740,273,68,174,135,10,29,31,73,23,41,31,4,6,9,88,23,56,46,2,8,9,90,20,61,46,4,11,9,22,2,16,12,0,4,4
N00000741,161,25,91,62,15,14,45,48,4,31,21,4,6,13,52,7,29,17,5,7,16,51,12,25,19,5,1,14,10,2,6,5,1,0,2
N00000742,138,39,70,29,21,20,29,29,9,10,5,1,4,10,28,2,18,6,7,5,8,65,20,37,15,13,9,8,16,8,5,3,0,2,3
N00000743,97,6,63,36,17,10,28,10,1,6,5,0,1,3,27,0,17,9,6,2,10,47,3,32,17,8,7,12,13,2,8,5,3,0,3
N00000744,123,24,80,31,27,22,19,24,4,18,3,12,3,2,38,7,20,7,6,7,11,44,10,28,16,5,7,6,17,3,14,5,4,5,0
N00000745,247,39,153,59,48,46,55,70,9,44,12,13,19,17,55,9,34,12,13,9,12,96,16,60,26,19,15,20,26,5,15,9,3,3,6
N00000746,161,37,87,46,28,13,37,28,5,16,10,4,2,7,37,4,21,13,6,2,12,66,17,36,18,11,7,13,30,11,14,5,7,2,5
N00000747,212,43,127,49,42,36,42,61,9,38,13,12,13,14,44,6,26,7,12,7,12,95,25,57,27,15,15,13,12,3,6,2,3,1,3
N00000748,243,43,141,53,56,32,59,71,11,47,16,21,10,13,60,9,30,12,10,8,21,100,20,57,25,21,11,23,12,3,7,0,4,3,2
N00000749,157,13,102,44,32,26,42,26,2,18,10,1,7,6,38,0,25,8,8,9,13,71,9,46,22,20,4,16,22,2,13,4,3,6,7
N00000750,154,25,91,40,40,11,38,25,3,17,9,3,5,5,47,4,25,9,13,3,18,60,13,35,16,18,1,12,22,5,14,6,6,2,3
N00000751,236,41,159,64,47,48,36,62,8,49,21,9,19,5,51,9,33,13,11,9,9,104,22,67,22,25,20,15,19,2,10,8,2,0,7
N00000752,214,22,144,63,48,33,48,52,7,37,9,14,14,8,57,6,36,18,11,7,15,83,6,57,32,17,8,20,22,3,14,4,6,4,5
N00000753,216,40,139,81,31,27,37,61,10,37,23,7,7,14,66,16,42,23,12,7,8,72,10,47,27,10,10,15,17,4,13,8,2,3,0
N00000754,256,35,159,79,45,35,62,64,12,34,19,4,11,18,67,8,45,22,14,9,14,101,10,64,34,17,13,27,24,5,16,4,10,2,3
N00000755,191,9,144,75,30,39,38,66,2,51,25,10,16,13,43,0,34,21,6,7,9,70,5,53,26,12,15,12,12,2,6,3,2,1,4
N00000756,163,27,105,59,28,18,31,28,8,14,7,4,3,6,55,9,33,17,7,9,13,68,8,49,29,14,6,11,12,2,9,6,3,0,1
N00000757,228,19,179,70,65,44,30,59,3,48,21,18,9,8,64,7,50,20,18,12,7,89,8,69,24,24,21,12,16,1,12,5,5,2,3
N00000758,152,89,46,27,16,3,17,16,8,5,3,2,0,3,40,25,10,5,3,2,5,64,36,23,12,11,0,5,32,20,8,7,0,1,4
N00000759,151,76,56,27,23,6,19,38,24,11,5,5,1,3,32,12,15,10,4,1,5,70,34,27,11,12,4,9,11,6,3,1,2,0,2
N00000760,86,33,45,17,23,5,8,8,1,5,1,4,0,2,17,6,9,4,5,0,2,41,20,18,6,9,3,3,20,6,13,6,5,2,1
N00000761,184,66,75,29,39,7,43,24,9,4,1,1,2,11,45,20,16,7,8,1,9,83,28,40,15,21,4,15,32,9,15,6,9,0,8
N00000762,69,29,31,14,15,2,9,9,2,6,3,2,1,1,12,4,4,4,0,0,4,41,17,20,7,12,1,4,7,6,1,0,1,0,0
N00000763,172,69,71,27,29,15,32,22,9,9,5,4,0,4,39,15,19,6,6,7,5,86,36,31,14,14,3,19,25,9,12,2,5,5,4
N00000764,134,63,56,23,23,10,15,24,9,11,5,1,5,4,32,19,10,4,5,1,3,69,32,30,13,13,4,7,9,3,5,1,4,0,1
N00000765,138,56,53,22,23,8,29,14,2,8,4,3,1,4,26,7,13,3,6,4,6,77,33,27,10,14,3,17,21,14,5,5,0,0,2
N00000766,260,75,146,70,45,31,39,41,12,19,6,10,3,10,59,17,32,10,15,7,10,122,36,71,43,14,14,15,38,10,24,11,6,7,4
N00000767,143,32,95,41,37,17,16,27,10,15,3,9,3,2,40,8,26,13,10,3,6,64,11,48,21,17,10,5,12,3,6,4,1,1,3
N00000768,105,14,72,42,14,16,19,16,2,8,5,1,2,6,29,2,21,14,4,3,6,50,8,36,19,8,9,6,10,2,7,4,1,2,1
N00000769,200,58,122,65,23,34,20,58,26,25,13,5,7,7,51,11,36,17,10,9,4,75,16,52,28,8,16,7,16,5,9,7,0,2,2
N00000770,181,56,110,67,32,11,15,53,17,29,17,8,4,7,47,15,29,15,11,3,3,75,24,46,32,10,4,5,6,0,6,3,3,0,0
N00000771,89,18,57,23,25,9,14,12,3,9,4,2,3,0,21,2,17,7,9,1,2,45,10,27,10,14,3,8,11,3,4,2,0,2,4
N00000772,197,55,122,43,56,23,20,39,8,26,12,8,6,5,56,13,39,12,22,5,4,81,29,42,14,20,8,10,21,5,15,5,6,4,1
N00000773,190,57,100,30,48,22,33,41,10,27,7,13,7,4,55,17,29,10,15,4,9,75,26,36,11,18,7,13,19,4,8,2,2,4,7
N00000774,431,168,183,54,86,43,80,69,19,35,9,12,14,15,106,34,48,15,19,14,24,197,84,82,26,43,13,31,59,31,18,4,12,2,10
N00000775,137,14,101,33,50,18,22,23,1,13,4,5,4,9,43,8,33,11,17,5,2,54,3,44,14,22,8,7,17,2,11,4,6,1,4
N00000776,94,62,19,7,7,5,13,7,3,3,0,2,1,1,18,13,2,0,2,0,3,45,31,9,6,2,1,5,24,15,5,1,1,3,4
N00000777,448,44,331,190,82,59,73,99,15,63,37,16,10,21,124,13,93,58,20,15,18,188,16,142,82,32,28,30,37,0,33,13,14,6,4
N00000778,209,53,127,79,16,32,29,55,14,32,14,6,12,9,73,16,51,33,6,12,6,66,17,38,27,3,8,11,15,6,6,5,1,0,3
N00000779,264,48,168,96,23,49,48,61,8,45,26,2,17,8,86,14,59,31,12,16,13,98,23,53,33,6,14,22,19,3,11,6,3,2,5
N00000780,264,23,195,112,42,41,46,72,7,53,28,9,16,12,66,4,54,32,13,9,8,115,11,80,47,19,14,24,11,1,8,5,1,2,2
N00000781,304,36,211,106,51,54,57,67,9,46,25,9,12,12,88,10,58,27,14,17,20,136,17,97,50,25,22,22,13,0,10,4,3,3,3
N00000782,255,13,209,144,21,44,33,68,4,55,32,8,15,9,79,3,68,48,4,16,8,96,5,77,57,9,11,14,12,1,9,7,0,2,2
N00000783,261,103,131,99,17,15,27,55,25,22,19,2,1,8,83,35,38,24,6,8,10,99,35,56,43,8,5,8,24,8,15,13,1,1,1
N00000784,224,52,146,106,15,25,26,56,22,30,24,4,2,4,78,14,53,37,2,14,11,71,14,49,36,7,6,8,19,2,14,9,2,3,3
N00000785,177,26,131,94,19,18,20,33,3,26,22,1,3,4,62,10,46,30,9,7,6,59,10,43,33,6,4,6,23,3,16,9,3,4,4
N00000786,185,8,160,120,18,22,17,46,5,34,20,7,7,7,54,0,50,38,6,6,4,70,3,63,54,2,7,4,15,0,13,8,3,2,2
N00000787,229,51,146,115,14,17,32,41,17,14,10,1,3,10,82,18,57,45,5,7,7,88,15,62,51,7,4,11,18,1,13,9,1,3,4
N00000788,216,109,75,42,15,18,32,58,24,23,13,5,5,11,75,43,23,16,1,6,9,72,34,28,13,9,6,10,11,8,1,0,0,1,2
N00000789,507,302,141,64,49,28,64,99,54,27,13,7,7,18,139,80,41,23,11,7,18,209,129,59,21,27,11,21,60,39,14,7,4,3,7
N00000790,253,128,85,39,25,21,40,58,34,18,6,8,4,6,91,52,23,10,8,5,16,86,35,37,20,7,10,14,18,7,7,3,2,2,4
N00000791,152,81,51,11,29,11,20,42,23,17,2,10,5,2,38,22,7,1,4,2,9,56,27,22,6,12,4,7,16,9,5,2,3,0,2
N00000792,188,36,123,51,33,39,29,56,15,35,19,6,10,6,55,7,38,15,11,12,10,63,12,40,14,10,16,11,14,2,10,3,6,1,2
N00000793,245,139,86,31,36,19,20,60,32,28,11,12,5,0,75,40,29,8,15,6,6,87,55,21,7,8,6,11,23,12,8,5,1,2,3
N00000794,204,80,92,47,25,20,32,56,24,23,15,4,4,9,68,22,37,18,11,8,9,70,30,30,12,10,8,10,10,4,2,2,0,0,4
N00000795,266,58,185,97,51,37,23,67,13,49,23,16,10,5,84,21,62,37,14,11,1,98,20,63,30,20,13,15,17,4,11,7,1,3,2
N00000796,149,79,50,30,12,8,20,34,22,8,4,3,1,4,33,18,10,5,3,2,5,67,31,27,18,6,3,9,15,8,5,3,0,2,2
N00000797,164,58,74,29,17,28,32,35,13,10,2,5,3,12,42,17,16,7,4,5,9,70,26,35,16,6,13,9,17,2,13,4,2,7,2
N00000798,254,103,121,78,26,17,30,71,32,27,15,6,6,12,81,33,43,31,9,3,5,85,33,43,27,9,7,9,17,5,8,5,2,1,4
N00000799,251,22,191,98,70,23,38,51,7,35,17,12,6,9,69,5,56,29,21,6,8,110,7,87,46,32,9,16,21,3,13,6,5,2,5
N00000800,221,38,156,73,43,40,27,61,10,40,18,12,10,11,64,10,49,21,17,11,5,84,16,60,30,12,18,8,12,2,7,4,2,1,3
N00000801,264,17,200,83,62,55,47,85,1,65,26,19,20,19,84,5,64,29,18,17,15,83,9,62,25,19,18,12,12,2,9,3,6,0,1
N00000802,143,16,102,47,24,31,25,36,4,27,14,3,10,5,47,4,33,14,10,9,10,44,5,34,13,10,11,5,16,3,8,6,1,1,5
N00000803,182,26,128,65,34,29,28,46,8,32,17,10,5,6,65,7,49,25,13,11,9,62,10,40,21,8,11,12,9,1,7,2,3,2,1
N00000804,219,4,179,108,48,23,36,70,1,58,40,12,6,11,68,2,56,32,14,10,10,71,0,59,32,20,7,12,10,1,6,4,2,0,3
N00000805,165,26,116,65,26,25,23,51,6,36,22,8,6,9,49,10,36,17,11,8,3,55,9,38,21,7,10,8,10,1,6,5,0,1,3
N00000806,140,47,76,46,12,18,17,23,9,10,4,3,3,4,38,17,17,11,2,4,4,66,18,41,26,5,10,7,13,3,8,5,2,1,2
N00000807,250,92,128,89,20,19,30,35,10,19,12,3,4,6,70,35,30,19,5,6,5,112,39,60,44,8,8,13,33,8,19,14,4,1,6
N00000808,94,29,50,34,9,7,15,13,4,7,5,1,1,2,25,10,12,6,3,3,3,40,11,21,16,3,2,8,16,4,10,7,2,1,2
N00000809,213,95,99,74,16,9,19,43,20,21,15,4,2,2,53,25,23,18,3,2,5,95,37,47,34,9,4,11,22,13,8,7,0,1,1
N00000810,202,86,89,61,16,12,27,39,19,17,12,3,2,3,66,32,24,18,3,3,10,83,32,41,26,10,5,10,14,3,7,5,0,2,4
N00000811,133,36,74,52,9,13,23,11,3,7,3,0,4,1,39,14,17,11,1,5,8,63,11,40,29,7,4,12,20,8,10,9,1,0,2
N00000812,113,37,66,54,8,4,10,12,8,2,2,0,0,2,26,8,15,14,1,0,3,57,16,37,27,7,3,4,18,5,12,11,0,1,1
