DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC2213NI","PASSPORTS HELD (CLASSIFICATION 1) BY RELIGION","All usual residents ","1. 'United Kingdom' includes British Overseas Territories.; 2. Religion’ indicates religion, religious denomination or body.; 3. 'Catholic' includes those who gave their current religion as Catholic or Roman Catholic.; "
