GeographyCode,LC2403NI0001,LC2403NI0002,LC2403NI0003,LC2403NI0004,LC2403NI0005,LC2403NI0006,LC2403NI0007,LC2403NI0008,LC2403NI0009,LC2403NI0010,LC2403NI0011,LC2403NI0012,LC2403NI0013,LC2403NI0014,LC2403NI0015,LC2403NI0016
N00000001,310,46,137,127,26,6,9,11,9,1,2,6,275,39,126,110
N00000002,141,75,40,26,113,59,30,24,8,6,2,0,20,10,8,2
N00000003,78,31,38,9,71,27,36,8,0,0,0,0,7,4,2,1
N00000004,195,78,86,31,167,69,74,24,4,1,2,1,24,8,10,6
N00000005,124,47,52,25,113,45,47,21,0,0,0,0,11,2,5,4
N00000006,86,46,32,8,76,41,28,7,0,0,0,0,10,5,4,1
N00000007,89,16,54,19,69,13,43,13,1,0,1,0,19,3,10,6
N00000008,138,30,72,36,98,21,53,24,2,0,2,0,38,9,17,12
N00000009,275,50,164,61,228,31,141,56,1,0,1,0,46,19,22,5
N00000010,86,7,63,16,74,7,56,11,0,0,0,0,12,0,7,5
N00000011,136,33,81,22,87,21,56,10,23,5,12,6,26,7,13,6
N00000012,121,31,65,25,91,21,56,14,14,7,3,4,16,3,6,7
N00000013,136,33,73,30,81,18,46,17,9,1,4,4,46,14,23,9
N00000014,205,67,91,47,125,46,57,22,29,7,15,7,51,14,19,18
N00000015,119,33,68,18,59,18,32,9,42,9,30,3,18,6,6,6
N00000016,122,26,73,23,60,10,39,11,31,6,20,5,31,10,14,7
N00000017,144,8,105,31,81,7,55,19,48,0,39,9,15,1,11,3
N00000018,94,12,64,18,74,5,54,15,1,0,1,0,19,7,9,3
N00000019,116,1,88,27,69,0,54,15,28,1,22,5,19,0,12,7
N00000020,122,3,87,32,43,3,26,14,62,0,49,13,17,0,12,5
N00000021,128,20,74,34,75,12,46,17,23,2,13,8,30,6,15,9
N00000022,126,13,86,27,74,3,54,17,30,4,20,6,22,6,12,4
N00000023,115,3,83,29,60,0,47,13,41,1,30,10,14,2,6,6
N00000024,174,15,131,28,159,14,122,23,1,0,0,1,14,1,9,4
N00000025,159,18,111,30,147,18,100,29,1,0,1,0,11,0,10,1
N00000026,151,26,97,28,139,23,91,25,2,1,1,0,10,2,5,3
N00000027,178,88,60,30,154,78,53,23,0,0,0,0,24,10,7,7
N00000028,85,54,24,7,80,51,23,6,0,0,0,0,5,3,1,1
N00000029,136,11,106,19,125,11,97,17,1,0,0,1,10,0,9,1
N00000030,131,20,85,26,120,19,76,25,0,0,0,0,11,1,9,1
N00000031,201,168,19,14,180,153,15,12,4,3,0,1,17,12,4,1
N00000032,133,66,54,13,118,58,49,11,0,0,0,0,15,8,5,2
N00000033,166,83,69,14,145,75,63,7,1,0,0,1,20,8,6,6
N00000034,158,48,81,29,132,42,67,23,5,1,2,2,21,5,12,4
N00000035,128,60,47,21,64,25,29,10,39,24,8,7,25,11,10,4
N00000036,134,70,30,34,91,54,18,19,19,7,5,7,24,9,7,8
N00000037,124,87,21,16,111,77,19,15,4,3,1,0,9,7,1,1
N00000038,138,96,26,16,113,79,21,13,5,3,1,1,20,14,4,2
N00000039,448,318,72,58,328,245,45,38,65,36,21,8,55,37,6,12
N00000040,114,69,30,15,62,41,15,6,31,16,11,4,21,12,4,5
N00000041,144,122,11,11,123,108,8,7,3,0,0,3,18,14,3,1
N00000042,126,85,29,12,116,79,28,9,1,1,0,0,9,5,1,3
N00000043,368,253,58,57,297,208,47,42,34,18,6,10,37,27,5,5
N00000044,108,60,27,21,81,44,20,17,16,12,2,2,11,4,5,2
N00000045,170,16,137,17,151,14,122,15,2,1,1,0,17,1,14,2
N00000046,129,4,107,18,114,3,97,14,6,0,4,2,9,1,6,2
N00000047,138,13,103,22,118,7,90,21,4,0,4,0,16,6,9,1
N00000048,125,16,89,20,70,6,51,13,23,1,19,3,32,9,19,4
N00000049,123,25,77,21,64,13,44,7,30,7,18,5,29,5,15,9
N00000050,135,22,95,18,101,14,73,14,5,1,2,2,29,7,20,2
N00000051,124,96,11,17,56,41,6,9,58,48,5,5,10,7,0,3
N00000052,120,63,27,30,66,30,21,15,35,26,3,6,19,7,3,9
N00000053,108,50,29,29,56,26,18,12,14,6,4,4,38,18,7,13
N00000054,111,13,64,34,66,8,38,20,25,1,16,8,20,4,10,6
N00000055,117,19,74,24,92,14,59,19,8,1,7,0,17,4,8,5
N00000056,119,27,69,23,80,16,51,13,21,4,12,5,18,7,6,5
N00000057,118,18,60,40,40,8,20,12,58,6,32,20,20,4,8,8
N00000058,121,17,79,25,58,4,39,15,40,3,33,4,23,10,7,6
N00000059,110,19,61,30,41,9,21,11,48,8,29,11,21,2,11,8
N00000060,180,36,106,38,80,14,49,17,67,13,42,12,33,9,15,9
N00000061,129,22,76,31,106,18,65,23,11,2,3,6,12,2,8,2
N00000062,130,22,78,30,116,19,68,29,4,0,4,0,10,3,6,1
N00000063,155,24,85,46,75,11,46,18,48,7,26,15,32,6,13,13
N00000064,133,62,41,30,36,15,11,10,75,35,24,16,22,12,6,4
