DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC3605NI","ECONOMIC ACTIVITY BY LONG-TERM HEALTH PROBLEM OR DISABILITY","All usual residents aged 16 to 74","1. 'Not in employment: Other' includes Student, Looking after home or family, Unemployed and Other.; 2. 'Day-to-day activities limited' covers any health problem or disability (including problems related to old age) which has lasted or is expected to last at least 12 months.; 3. For the Census, 'Part-time' is defined as working 30 hours or less per week. 'Full-time' is defined as working 31 hours or more per week."
