GeographyCode,LC1103NI0001,LC1103NI0002,LC1103NI0003,LC1103NI0004,LC1103NI0005,LC1103NI0006,LC1103NI0007,LC1103NI0008,LC1103NI0009,LC1103NI0010,LC1103NI0011,LC1103NI0012,LC1103NI0013,LC1103NI0014,LC1103NI0015,LC1103NI0016,LC1103NI0017,LC1103NI0018,LC1103NI0019,LC1103NI0020,LC1103NI0021,LC1103NI0022,LC1103NI0023,LC1103NI0024,LC1103NI0025,LC1103NI0026,LC1103NI0027,LC1103NI0028,LC1103NI0029,LC1103NI0030,LC1103NI0031,LC1103NI0032,LC1103NI0033,LC1103NI0034,LC1103NI0035,LC1103NI0036
N00000623,125,60,65,76,45,31,49,15,34,27,15,12,15,11,4,12,4,8,50,30,20,38,23,15,12,7,5,48,15,33,23,11,12,25,4,21
N00000624,160,126,34,114,102,12,46,24,22,44,36,8,34,30,4,10,6,4,70,59,11,50,45,5,20,14,6,46,31,15,30,27,3,16,4,12
N00000625,118,41,77,73,31,42,45,10,35,50,20,30,35,14,21,15,6,9,49,15,34,30,13,17,19,2,17,19,6,13,8,4,4,11,2,9
N00000626,156,114,42,106,88,18,50,26,24,39,34,5,29,26,3,10,8,2,72,58,14,51,43,8,21,15,6,45,22,23,26,19,7,19,3,16
N00000627,159,101,58,109,84,25,50,17,33,58,43,15,40,33,7,18,10,8,59,35,24,42,31,11,17,4,13,42,23,19,27,20,7,15,3,12
N00000628,141,93,48,89,71,18,52,22,30,37,25,12,25,20,5,12,5,7,61,48,13,45,38,7,16,10,6,43,20,23,19,13,6,24,7,17
N00000629,171,85,86,91,66,25,80,19,61,67,37,30,37,31,6,30,6,24,57,37,20,38,27,11,19,10,9,47,11,36,16,8,8,31,3,28
N00000630,126,45,81,61,33,28,65,12,53,41,14,27,19,10,9,22,4,18,46,20,26,25,15,10,21,5,16,39,11,28,17,8,9,22,3,19
N00000631,137,93,44,100,80,20,37,13,24,46,31,15,32,27,5,14,4,10,60,42,18,45,34,11,15,8,7,31,20,11,23,19,4,8,1,7
N00000632,156,108,48,117,93,24,39,15,24,51,32,19,41,31,10,10,1,9,55,44,11,44,36,8,11,8,3,50,32,18,32,26,6,18,6,12
N00000633,126,84,42,87,64,23,39,20,19,30,22,8,22,19,3,8,3,5,53,41,12,37,29,8,16,12,4,43,21,22,28,16,12,15,5,10
N00000634,166,121,45,125,101,24,41,20,21,53,41,12,41,32,9,12,9,3,66,54,12,56,46,10,10,8,2,47,26,21,28,23,5,19,3,16
N00000635,153,96,57,98,74,24,55,22,33,39,26,13,28,21,7,11,5,6,69,50,19,49,37,12,20,13,7,45,20,25,21,16,5,24,4,20
N00000636,143,90,53,90,70,20,53,20,33,41,31,10,27,23,4,14,8,6,51,41,10,38,33,5,13,8,5,51,18,33,25,14,11,26,4,22
N00000637,305,170,135,175,125,50,130,45,85,106,62,44,68,45,23,38,17,21,117,71,46,68,51,17,49,20,29,82,37,45,39,29,10,43,8,35
N00000638,136,84,52,81,63,18,55,21,34,50,28,22,27,21,6,23,7,16,64,43,21,42,32,10,22,11,11,22,13,9,12,10,2,10,3,7
N00000639,143,93,50,93,74,19,50,19,31,29,17,12,16,11,5,13,6,7,71,55,16,56,48,8,15,7,8,43,21,22,21,15,6,22,6,16
N00000640,132,57,75,75,41,34,57,16,41,49,19,30,26,15,11,23,4,19,58,29,29,34,19,15,24,10,14,25,9,16,15,7,8,10,2,8
N00000641,129,93,36,82,71,11,47,22,25,31,21,10,22,18,4,9,3,6,53,44,9,36,33,3,17,11,6,45,28,17,24,20,4,21,8,13
N00000642,145,64,81,80,49,31,65,15,50,80,32,48,50,30,20,30,2,28,50,28,22,24,16,8,26,12,14,15,4,11,6,3,3,9,1,8
N00000643,148,98,50,98,76,22,50,22,28,56,38,18,38,31,7,18,7,11,48,39,9,38,29,9,10,10,0,44,21,23,22,16,6,22,5,17
N00000644,184,115,69,126,94,32,58,21,37,91,59,32,59,50,9,32,9,23,63,40,23,46,31,15,17,9,8,30,16,14,21,13,8,9,3,6
N00000645,136,99,37,94,77,17,42,22,20,46,35,11,35,27,8,11,8,3,56,44,12,40,34,6,16,10,6,34,20,14,19,16,3,15,4,11
N00000646,124,80,44,77,59,18,47,21,26,52,32,20,30,24,6,22,8,14,44,34,10,27,21,6,17,13,4,28,14,14,20,14,6,8,0,8
N00000647,300,135,165,170,103,67,130,32,98,109,44,65,54,33,21,55,11,44,128,63,65,84,49,35,44,14,30,63,28,35,32,21,11,31,7,24
N00000648,129,82,47,89,65,24,40,17,23,37,26,11,28,22,6,9,4,5,66,48,18,50,38,12,16,10,6,26,8,18,11,5,6,15,3,12
N00000649,132,94,38,89,71,18,43,23,20,28,19,9,19,13,6,9,6,3,72,57,15,50,42,8,22,15,7,32,18,14,20,16,4,12,2,10
N00000650,229,137,92,156,111,45,73,26,47,102,68,34,77,55,22,25,13,12,77,44,33,50,34,16,27,10,17,50,25,25,29,22,7,21,3,18
N00000651,122,28,94,59,21,38,63,7,56,65,14,51,33,10,23,32,4,28,42,12,30,21,9,12,21,3,18,15,2,13,5,2,3,10,0,10
N00000652,200,118,82,126,101,25,74,17,57,88,47,41,55,43,12,33,4,29,76,48,28,47,38,9,29,10,19,36,23,13,24,20,4,12,3,9
N00000653,116,72,44,68,60,8,48,12,36,26,15,11,18,13,5,8,2,6,57,42,15,40,37,3,17,5,12,33,15,18,10,10,0,23,5,18
N00000654,114,50,64,61,35,26,53,15,38,41,14,27,23,11,12,18,3,15,43,25,18,24,17,7,19,8,11,30,11,19,14,7,7,16,4,12
N00000655,141,81,60,78,56,22,63,25,38,52,30,22,27,22,5,25,8,17,50,31,19,34,23,11,16,8,8,39,20,19,17,11,6,22,9,13
N00000656,115,52,63,64,33,31,51,19,32,34,12,22,22,7,15,12,5,7,38,21,17,25,15,10,13,6,7,43,19,24,17,11,6,26,8,18
N00000657,318,182,136,198,142,56,120,40,80,138,82,56,90,66,24,48,16,32,102,63,39,64,47,17,38,16,22,78,37,41,44,29,15,34,8,26
N00000658,123,80,43,90,67,23,33,13,20,35,23,12,26,19,7,9,4,5,48,34,14,38,30,8,10,4,6,40,23,17,26,18,8,14,5,9
N00000659,142,88,54,99,74,25,43,14,29,50,26,24,33,23,10,17,3,14,53,35,18,38,28,10,15,7,8,39,27,12,28,23,5,11,4,7
N00000660,153,64,89,78,44,34,75,20,55,62,30,32,38,24,14,24,6,18,45,20,25,23,11,12,22,9,13,46,14,32,17,9,8,29,5,24
N00000661,141,79,62,88,57,31,53,22,31,31,20,11,22,15,7,9,5,4,70,43,27,46,30,16,24,13,11,40,16,24,20,12,8,20,4,16
N00000662,140,86,54,86,61,25,54,25,29,41,29,12,25,18,7,16,11,5,55,35,20,38,28,10,17,7,10,44,22,22,23,15,8,21,7,14
N00000663,148,92,56,105,79,26,43,13,30,36,22,14,28,20,8,8,2,6,71,47,24,54,42,12,17,5,12,41,23,18,23,17,6,18,6,12
N00000664,148,76,72,97,60,37,51,16,35,53,25,28,35,19,16,18,6,12,55,33,22,41,28,13,14,5,9,40,18,22,21,13,8,19,5,14
N00000665,145,92,53,91,74,17,54,18,36,56,37,19,35,28,7,21,9,12,48,39,9,35,33,2,13,6,7,41,16,25,21,13,8,20,3,17
N00000666,132,98,34,92,82,10,40,16,24,45,38,7,41,37,4,4,1,3,51,44,7,35,32,3,16,12,4,36,16,20,16,13,3,20,3,17
N00000667,137,108,29,93,86,7,44,22,22,66,53,13,45,41,4,21,12,9,52,44,8,41,38,3,11,6,5,19,11,8,7,7,0,12,4,8
N00000668,127,55,72,69,40,29,58,15,43,39,13,26,21,11,10,18,2,16,45,26,19,32,19,13,13,7,6,43,16,27,16,10,6,27,6,21
N00000669,151,95,56,93,73,20,58,22,36,77,50,27,52,41,11,25,9,16,40,27,13,23,19,4,17,8,9,34,18,16,18,13,5,16,5,11
N00000670,126,60,66,75,48,27,51,12,39,35,17,18,22,15,7,13,2,11,46,26,20,30,19,11,16,7,9,45,17,28,23,14,9,22,3,19
N00000671,130,48,82,65,35,30,65,13,52,24,9,15,14,7,7,10,2,8,33,14,19,18,8,10,15,6,9,73,25,48,33,20,13,40,5,35
N00000672,131,80,51,78,63,15,53,17,36,41,26,15,27,19,8,14,7,7,34,19,15,18,13,5,16,6,10,56,35,21,33,31,2,23,4,19
N00000673,353,175,178,193,140,53,160,35,125,175,85,90,95,70,25,80,15,65,118,65,53,64,48,16,54,17,37,60,25,35,34,22,12,26,3,23
N00000674,130,86,44,80,69,11,50,17,33,24,15,9,18,14,4,6,1,5,48,40,8,31,29,2,17,11,6,58,31,27,31,26,5,27,5,22
N00000675,144,104,40,95,82,13,49,22,27,29,20,9,19,17,2,10,3,7,71,55,16,50,43,7,21,12,9,44,29,15,26,22,4,18,7,11
N00000676,294,135,159,155,102,53,139,33,106,90,29,61,48,21,27,42,8,34,118,69,49,74,55,19,44,14,30,86,37,49,33,26,7,53,11,42
N00000677,143,38,105,77,26,51,66,12,54,64,8,56,36,4,32,28,4,24,50,19,31,28,16,12,22,3,19,29,11,18,13,6,7,16,5,11
N00000678,161,107,54,119,88,31,42,19,23,53,36,17,40,31,9,13,5,8,68,43,25,50,32,18,18,11,7,40,28,12,29,25,4,11,3,8
N00000679,167,131,36,124,108,16,43,23,20,50,42,8,44,37,7,6,5,1,83,69,14,59,55,4,24,14,10,34,20,14,21,16,5,13,4,9
N00000680,139,65,74,80,51,29,59,14,45,51,24,27,31,17,14,20,7,13,49,32,17,32,26,6,17,6,11,39,9,30,17,8,9,22,1,21
N00000681,138,92,46,95,76,19,43,16,27,35,28,7,27,24,3,8,4,4,56,34,22,38,28,10,18,6,12,47,30,17,30,24,6,17,6,11
N00000682,143,103,40,105,85,20,38,18,20,50,41,9,38,34,4,12,7,5,59,42,17,47,36,11,12,6,6,34,20,14,20,15,5,14,5,9
N00000683,132,93,39,90,72,18,42,21,21,38,32,6,27,26,1,11,6,5,50,36,14,38,27,11,12,9,3,44,25,19,25,19,6,19,6,13
N00000684,202,119,83,130,93,37,72,26,46,87,51,36,63,41,22,24,10,14,74,46,28,45,34,11,29,12,17,41,22,19,22,18,4,19,4,15
N00000685,121,48,73,75,40,35,46,8,38,60,20,40,42,18,24,18,2,16,40,21,19,23,18,5,17,3,14,21,7,14,10,4,6,11,3,8
N00000686,148,103,45,98,84,14,50,19,31,42,33,9,33,30,3,9,3,6,66,48,18,44,37,7,22,11,11,40,22,18,21,17,4,19,5,14
N00000687,135,79,56,83,63,20,52,16,36,39,22,17,25,18,7,14,4,10,59,37,22,38,28,10,21,9,12,37,20,17,20,17,3,17,3,14
N00000688,132,90,42,92,72,20,40,18,22,37,30,7,28,26,2,9,4,5,53,35,18,35,26,9,18,9,9,42,25,17,29,20,9,13,5,8
N00000689,136,89,47,90,73,17,46,16,30,37,26,11,28,23,5,9,3,6,62,48,14,44,37,7,18,11,7,37,15,22,18,13,5,19,2,17
N00000690,119,55,64,58,37,21,61,18,43,48,18,30,26,13,13,22,5,17,43,23,20,19,14,5,24,9,15,28,14,14,13,10,3,15,4,11
N00000691,129,40,89,65,33,32,64,7,57,66,20,46,35,16,19,31,4,27,55,18,37,27,15,12,28,3,25,8,2,6,3,2,1,5,0,5
N00000692,129,29,100,57,17,40,72,12,60,56,12,44,19,6,13,37,6,31,45,10,35,28,8,20,17,2,15,28,7,21,10,3,7,18,4,14
N00000693,125,48,77,67,38,29,58,10,48,44,20,24,26,14,12,18,6,12,42,18,24,24,15,9,18,3,15,39,10,29,17,9,8,22,1,21
N00000694,356,152,204,184,115,69,172,37,135,183,78,105,98,61,37,85,17,68,112,46,66,60,34,26,52,12,40,61,28,33,26,20,6,35,8,27
N00000695,201,111,90,106,80,26,95,31,64,88,41,47,48,31,17,40,10,30,82,50,32,43,35,8,39,15,24,31,20,11,15,14,1,16,6,10
N00000696,114,16,98,60,14,46,54,2,52,36,7,29,19,6,13,17,1,16,34,7,27,21,6,15,13,1,12,44,2,42,20,2,18,24,0,24
N00000697,149,97,52,88,71,17,61,26,35,33,24,9,21,19,2,12,5,7,59,39,20,43,30,13,16,9,7,57,34,23,24,22,2,33,12,21
N00000698,187,104,83,105,74,31,82,30,52,49,23,26,25,16,9,24,7,17,72,47,25,47,35,12,25,12,13,66,34,32,33,23,10,33,11,22
N00000699,148,39,109,64,30,34,84,9,75,26,7,19,13,6,7,13,1,12,40,10,30,20,7,13,20,3,17,82,22,60,31,17,14,51,5,46
N00000700,120,40,80,67,30,37,53,10,43,36,8,28,16,5,11,20,3,17,54,21,33,37,16,21,17,5,12,30,11,19,14,9,5,16,2,14
N00000701,94,45,49,59,39,20,35,6,29,34,17,17,24,17,7,10,0,10,25,14,11,16,11,5,9,3,6,35,14,21,19,11,8,16,3,13
N00000702,311,156,155,185,124,61,126,32,94,167,83,84,99,63,36,68,20,48,82,47,35,52,40,12,30,7,23,62,26,36,34,21,13,28,5,23
N00000703,131,78,53,91,65,26,40,13,27,29,17,12,21,16,5,8,1,7,60,41,19,45,33,12,15,8,7,42,20,22,25,16,9,17,4,13
N00000704,238,150,88,157,114,43,81,36,45,70,36,34,46,29,17,24,7,17,102,74,28,74,55,19,28,19,9,66,40,26,37,30,7,29,10,19
N00000705,242,152,90,153,122,31,89,30,59,115,72,43,70,56,14,45,16,29,79,57,22,54,45,9,25,12,13,48,23,25,29,21,8,19,2,17
N00000706,154,86,68,104,71,33,50,15,35,60,33,27,41,25,16,19,8,11,52,34,18,40,30,10,12,4,8,42,19,23,23,16,7,19,3,16
N00000707,132,74,58,87,59,28,45,15,30,46,27,19,29,20,9,17,7,10,54,33,21,38,25,13,16,8,8,32,14,18,20,14,6,12,0,12
N00000708,155,110,45,110,93,17,45,17,28,52,41,11,40,33,7,12,8,4,61,47,14,48,42,6,13,5,8,42,22,20,22,18,4,20,4,16
N00000709,165,114,51,117,90,27,48,24,24,57,45,12,42,35,7,15,10,5,62,46,16,48,37,11,14,9,5,46,23,23,27,18,9,19,5,14
N00000710,117,79,38,75,59,16,42,20,22,44,30,14,30,21,9,14,9,5,42,32,10,29,25,4,13,7,6,31,17,14,16,13,3,15,4,11
N00000711,195,103,92,122,76,46,73,27,46,102,55,47,64,42,22,38,13,25,62,29,33,38,20,18,24,9,15,31,19,12,20,14,6,11,5,6
N00000712,134,87,47,95,70,25,39,17,22,41,31,10,30,22,8,11,9,2,55,39,16,43,33,10,12,6,6,38,17,21,22,15,7,16,2,14
N00000713,135,103,32,89,76,13,46,27,19,39,30,9,29,25,4,10,5,5,61,49,12,41,35,6,20,14,6,35,24,11,19,16,3,16,8,8
N00000714,128,87,41,93,74,19,35,13,22,37,25,12,25,21,4,12,4,8,59,45,14,45,39,6,14,6,8,32,17,15,23,14,9,9,3,6
N00000715,254,132,122,144,99,45,110,33,77,133,63,70,79,45,34,54,18,36,77,44,33,42,34,8,35,10,25,44,25,19,23,20,3,21,5,16
N00000716,328,233,95,199,173,26,129,60,69,82,53,29,47,38,9,35,15,20,165,133,32,114,104,10,51,29,22,81,47,34,38,31,7,43,16,27
N00000717,199,124,75,140,105,35,59,19,40,81,47,34,60,42,18,21,5,16,67,46,21,48,37,11,19,9,10,51,31,20,32,26,6,19,5,14
N00000718,719,387,332,446,304,142,273,83,190,356,159,197,218,122,96,138,37,101,243,160,83,155,127,28,88,33,55,120,68,52,73,55,18,47,13,34
N00000719,86,64,22,69,57,12,17,7,10,28,17,11,20,14,6,8,3,5,43,36,7,38,33,5,5,3,2,15,11,4,11,10,1,4,1,3
N00000720,154,123,31,106,94,12,48,29,19,59,49,10,45,40,5,14,9,5,79,62,17,51,44,7,28,18,10,16,12,4,10,10,0,6,2,4
N00000721,154,99,55,107,82,25,47,17,30,47,33,14,36,29,7,11,4,7,69,48,21,49,38,11,20,10,10,38,18,20,22,15,7,16,3,13
N00000722,162,111,51,111,91,20,51,20,31,74,47,27,52,40,12,22,7,15,50,42,8,36,32,4,14,10,4,38,22,16,23,19,4,15,3,12
N00000723,145,95,50,102,71,31,43,24,19,51,40,11,38,30,8,13,10,3,60,42,18,44,30,14,16,12,4,34,13,21,20,11,9,14,2,12
N00000724,160,98,62,111,82,29,49,16,33,61,39,22,43,34,9,18,5,13,58,37,21,40,27,13,18,10,8,41,22,19,28,21,7,13,1,12
N00000725,165,104,61,114,83,31,51,21,30,61,37,24,43,28,15,18,9,9,61,45,16,45,37,8,16,8,8,43,22,21,26,18,8,17,4,13
N00000726,137,97,40,101,82,19,36,15,21,55,46,9,46,41,5,9,5,4,48,35,13,39,29,10,9,6,3,34,16,18,16,12,4,18,4,14
N00000727,124,45,79,69,36,33,55,9,46,42,13,29,23,10,13,19,3,16,47,25,22,31,21,10,16,4,12,35,7,28,15,5,10,20,2,18
N00000728,187,99,88,117,79,38,70,20,50,125,54,71,79,44,35,46,10,36,47,35,12,31,29,2,16,6,10,15,10,5,7,6,1,8,4,4
N00000729,121,81,40,78,61,17,43,20,23,42,26,16,28,21,7,14,5,9,58,45,13,38,32,6,20,13,7,21,10,11,12,8,4,9,2,7
N00000730,121,66,55,80,53,27,41,13,28,37,16,21,29,15,14,8,1,7,59,34,25,39,28,11,20,6,14,25,16,9,12,10,2,13,6,7
N00000731,123,47,76,62,38,24,61,9,52,41,17,24,24,15,9,17,2,15,23,9,14,13,8,5,10,1,9,59,21,38,25,15,10,34,6,28
N00000732,239,91,148,133,69,64,106,22,84,170,50,120,93,38,55,77,12,65,62,38,24,37,28,9,25,10,15,7,3,4,3,3,0,4,0,4
N00000733,112,78,34,75,66,9,37,12,25,31,21,10,20,18,2,11,3,8,58,42,16,39,35,4,19,7,12,23,15,8,16,13,3,7,2,5
N00000734,142,65,77,83,58,25,59,7,52,74,28,46,41,24,17,33,4,29,54,30,24,34,27,7,20,3,17,14,7,7,8,7,1,6,0,6
N00000735,143,102,41,100,83,17,43,19,24,34,28,6,28,24,4,6,4,2,68,53,15,46,40,6,22,13,9,41,21,20,26,19,7,15,2,13
N00000736,137,69,68,78,48,30,59,21,38,41,23,18,24,16,8,17,7,10,55,33,22,36,22,14,19,11,8,41,13,28,18,10,8,23,3,20
N00000737,124,89,35,91,77,14,33,12,21,21,14,7,16,12,4,5,2,3,68,55,13,51,46,5,17,9,8,35,20,15,24,19,5,11,1,10
N00000738,138,98,40,93,77,16,45,21,24,39,34,5,27,26,1,12,8,4,62,46,16,43,34,9,19,12,7,37,18,19,23,17,6,14,1,13
N00000739,143,114,29,107,91,16,36,23,13,34,26,8,24,20,4,10,6,4,80,68,12,65,56,9,15,12,3,29,20,9,18,15,3,11,5,6
N00000740,177,135,42,124,107,17,53,28,25,69,58,11,53,46,7,16,12,4,67,55,12,46,40,6,21,15,6,41,22,19,25,21,4,16,1,15
N00000741,140,90,50,93,69,24,47,21,26,36,18,18,21,12,9,15,6,9,39,27,12,26,20,6,13,7,6,65,45,20,46,37,9,19,8,11
N00000742,120,62,58,62,45,17,58,17,41,51,26,25,31,22,9,20,4,16,31,19,12,17,12,5,14,7,7,38,17,21,14,11,3,24,6,18
N00000743,116,40,76,50,22,28,66,18,48,51,13,38,23,9,14,28,4,24,40,16,24,19,9,10,21,7,14,25,11,14,8,4,4,17,7,10
N00000744,123,57,66,68,41,27,55,16,39,48,24,24,30,19,11,18,5,13,34,17,17,24,12,12,10,5,5,41,16,25,14,10,4,27,6,21
N00000745,184,100,84,117,82,35,67,18,49,84,47,37,58,40,18,26,7,19,72,37,35,40,28,12,32,9,23,28,16,12,19,14,5,9,2,7
N00000746,263,73,190,119,50,69,144,23,121,85,22,63,46,15,31,39,7,32,81,30,51,39,21,18,42,9,33,97,21,76,34,14,20,63,7,56
N00000747,173,77,96,100,58,42,73,19,54,85,37,48,53,31,22,32,6,26,54,22,32,28,14,14,26,8,18,34,18,16,19,13,6,15,5,10
N00000748,173,114,59,116,91,25,57,23,34,66,38,28,47,33,14,19,5,14,66,49,17,44,37,7,22,12,10,41,27,14,25,21,4,16,6,10
N00000749,140,78,62,82,55,27,58,23,35,55,27,28,37,21,16,18,6,12,54,34,20,31,23,8,23,11,12,31,17,14,14,11,3,17,6,11
N00000750,146,53,93,76,38,38,70,15,55,64,21,43,37,15,22,27,6,21,46,19,27,25,14,11,21,5,16,36,13,23,14,9,5,22,4,18
N00000751,198,91,107,111,68,43,87,23,64,119,51,68,74,41,33,45,10,35,41,23,18,23,16,7,18,7,11,38,17,21,14,11,3,24,6,18
N00000752,163,94,69,105,76,29,58,18,40,74,44,30,51,36,15,23,8,15,59,38,21,40,30,10,19,8,11,30,12,18,14,10,4,16,2,14
N00000753,138,109,29,100,88,12,38,21,17,39,33,6,31,29,2,8,4,4,69,60,9,52,45,7,17,15,2,30,16,14,17,14,3,13,2,11
N00000754,162,83,79,106,66,40,56,17,39,95,48,47,62,39,23,33,9,24,51,31,20,36,24,12,15,7,8,16,4,12,8,3,5,8,1,7
N00000755,125,89,36,75,61,14,50,28,22,48,32,16,31,27,4,17,5,12,57,43,14,35,28,7,22,15,7,20,14,6,9,6,3,11,8,3
N00000756,153,83,70,93,64,29,60,19,41,62,26,36,33,19,14,29,7,22,47,35,12,38,32,6,9,3,6,44,22,22,22,13,9,22,9,13
N00000757,142,102,40,101,85,16,41,17,24,93,65,28,66,53,13,27,12,15,38,30,8,27,25,2,11,5,6,11,7,4,8,7,1,3,0,3
N00000758,185,61,124,84,50,34,101,11,90,100,28,72,40,25,15,60,3,57,57,20,37,33,16,17,24,4,20,28,13,15,11,9,2,17,4,13
N00000759,102,67,35,63,52,11,39,15,24,34,24,10,22,18,4,12,6,6,55,39,16,37,32,5,18,7,11,13,4,9,4,2,2,9,2,7
N00000760,132,39,93,72,32,40,60,7,53,34,7,27,20,5,15,14,2,12,55,19,36,31,16,15,24,3,21,43,13,30,21,11,10,22,2,20
N00000761,178,65,113,91,52,39,87,13,74,77,27,50,43,21,22,34,6,28,63,26,37,35,21,14,28,5,23,38,12,26,13,10,3,25,2,23
N00000762,133,27,106,69,19,50,64,8,56,44,10,34,24,8,16,20,2,18,43,5,38,25,4,21,18,1,17,46,12,34,20,7,13,26,5,21
N00000763,166,59,107,90,46,44,76,13,63,84,20,64,49,17,32,35,3,32,62,28,34,30,21,9,32,7,25,20,11,9,11,8,3,9,3,6
N00000764,93,59,34,55,46,9,38,13,25,39,23,16,23,18,5,16,5,11,40,27,13,25,24,1,15,3,12,14,9,5,7,4,3,7,5,2
N00000765,165,51,114,86,36,50,79,15,64,83,22,61,40,14,26,43,8,35,55,20,35,33,15,18,22,5,17,27,9,18,13,7,6,14,2,12
N00000766,387,142,245,198,108,90,189,34,155,71,19,52,37,12,25,34,7,27,143,58,85,80,41,39,63,17,46,173,65,108,81,55,26,92,10,82
N00000767,108,63,45,67,50,17,41,13,28,31,11,20,17,9,8,14,2,12,59,41,18,40,31,9,19,10,9,18,11,7,10,10,0,8,1,7
N00000768,120,50,70,61,40,21,59,10,49,43,17,26,21,15,6,22,2,20,30,18,12,18,13,5,12,5,7,47,15,32,22,12,10,25,3,22
N00000769,137,101,36,78,67,11,59,34,25,36,21,15,21,15,6,15,6,9,74,64,10,41,39,2,33,25,8,27,16,11,16,13,3,11,3,8
N00000770,117,82,35,84,67,17,33,15,18,52,34,18,37,27,10,15,7,8,42,33,9,31,26,5,11,7,4,23,15,8,16,14,2,7,1,6
N00000771,124,35,89,53,20,33,71,15,56,38,11,27,19,8,11,19,3,16,43,15,28,23,9,14,20,6,14,43,9,34,11,3,8,32,6,26
N00000772,157,109,48,100,84,16,57,25,32,49,36,13,31,28,3,18,8,10,72,52,20,50,41,9,22,11,11,36,21,15,19,15,4,17,6,11
N00000773,154,84,70,92,65,27,62,19,43,70,44,26,47,34,13,23,10,13,54,33,21,34,26,8,20,7,13,30,7,23,11,5,6,19,2,17
N00000774,430,182,248,256,147,109,174,35,139,168,62,106,102,54,48,66,8,58,158,83,75,99,63,36,59,20,39,104,37,67,55,30,25,49,7,42
N00000775,123,66,57,91,57,34,32,9,23,42,18,24,31,16,15,11,2,9,52,31,21,42,26,16,10,5,5,29,17,12,18,15,3,11,2,9
N00000776,136,47,89,77,34,43,59,13,46,52,16,36,26,13,13,26,3,23,53,23,30,33,16,17,20,7,13,31,8,23,18,5,13,13,3,10
N00000777,323,202,121,212,160,52,111,42,69,112,74,38,76,58,18,36,16,20,133,89,44,96,72,24,37,17,20,78,39,39,40,30,10,38,9,29
N00000778,142,104,38,98,81,17,44,23,21,34,30,4,29,26,3,5,4,1,73,53,20,48,37,11,25,16,9,35,21,14,21,18,3,14,3,11
N00000779,204,124,80,136,105,31,68,19,49,76,44,32,47,38,9,29,6,23,82,51,31,63,46,17,19,5,14,46,29,17,26,21,5,20,8,12
N00000780,181,117,64,135,95,40,46,22,24,78,48,30,60,40,20,18,8,10,68,51,17,51,38,13,17,13,4,35,18,17,24,17,7,11,1,10
N00000781,204,102,102,130,80,50,74,22,52,138,60,78,86,47,39,52,13,39,55,34,21,36,27,9,19,7,12,11,8,3,8,6,2,3,2,1
N00000782,162,118,44,112,94,18,50,24,26,57,48,9,45,42,3,12,6,6,76,55,21,52,42,10,24,13,11,29,15,14,15,10,5,14,5,9
N00000783,195,121,74,127,90,37,68,31,37,72,49,23,53,39,14,19,10,9,69,50,19,48,37,11,21,13,8,54,22,32,26,14,12,28,8,20
N00000784,145,108,37,103,89,14,42,19,23,53,42,11,42,38,4,11,4,7,54,43,11,39,34,5,15,9,6,38,23,15,22,17,5,16,6,10
N00000785,118,77,41,81,61,20,37,16,21,28,20,8,19,15,4,9,5,4,61,44,17,49,37,12,12,7,5,29,13,16,13,9,4,16,4,12
N00000786,129,98,31,93,81,12,36,17,19,39,32,7,31,27,4,8,5,3,55,45,10,43,39,4,12,6,6,35,21,14,19,15,4,16,6,10
N00000787,144,101,43,103,81,22,41,20,21,57,47,10,40,35,5,17,12,5,49,34,15,35,29,6,14,5,9,38,20,18,28,17,11,10,3,7
N00000788,142,97,45,97,77,20,45,20,25,41,32,9,33,26,7,8,6,2,66,51,15,47,41,6,19,10,9,35,14,21,17,10,7,18,4,14
N00000789,403,181,222,253,142,111,150,39,111,201,80,121,133,65,68,68,15,53,141,77,64,94,63,31,47,14,33,61,24,37,26,14,12,35,10,25
N00000790,193,120,73,118,90,28,75,30,45,63,35,28,35,24,11,28,11,17,77,54,23,50,40,10,27,14,13,53,31,22,33,26,7,20,5,15
N00000791,146,82,64,91,65,26,55,17,38,31,17,14,23,15,8,8,2,6,52,33,19,36,25,11,16,8,8,63,32,31,32,25,7,31,7,24
N00000792,130,89,41,77,64,13,53,25,28,47,34,13,29,25,4,18,9,9,58,43,15,38,32,6,20,11,9,25,12,13,10,7,3,15,5,10
N00000793,146,103,43,98,81,17,48,22,26,35,29,6,25,21,4,10,8,2,73,55,18,50,44,6,23,11,12,38,19,19,23,16,7,15,3,12
N00000794,154,107,47,112,87,25,42,20,22,34,25,9,24,20,4,10,5,5,73,55,18,57,42,15,16,13,3,47,27,20,31,25,6,16,2,14
N00000795,170,126,44,121,101,20,49,25,24,59,44,15,39,29,10,20,15,5,73,61,12,59,53,6,14,8,6,38,21,17,23,19,4,15,2,13
N00000796,141,62,79,81,46,35,60,16,44,57,24,33,39,20,19,18,4,14,54,24,30,25,15,10,29,9,20,30,14,16,17,11,6,13,3,10
N00000797,144,87,57,82,68,14,62,19,43,42,23,19,26,17,9,16,6,10,57,43,14,35,33,2,22,10,12,45,21,24,21,18,3,24,3,21
N00000798,175,120,55,111,89,22,64,31,33,49,36,13,40,32,8,9,4,5,81,61,20,52,42,10,29,19,10,45,23,22,19,15,4,26,8,18
N00000799,193,91,102,113,69,44,80,22,58,86,33,53,51,25,26,35,8,27,72,43,29,48,33,15,24,10,14,35,15,20,14,11,3,21,4,17
