DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC1103NI","MARITAL AND CIVIL PARTNERSHIP STATUS BY AGE BY SEX OF HRP","All Household Reference Persons (HRPs)","1. Marital and civil partnership status 'Other' includes: ;    - Single (never married or never registered a same-sex civil partnership);    - Separated (but still legally married or in a same-sex civil partnership);    - Divorced ;    - Widowed    ;    - Surviving partner from a same-sex civil partnership;    - Formerly in a same-sex civil partnership which is now legally dissolved; 2. 'Age' is age at last birthday."
