ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC2208NI0001,Count,PERSONS,"All categories: Knowledge of Irish, All categories: Passport"
LC2208NI0002,Count,PERSONS,"All categories: Knowledge of Irish, United Kingdom"
LC2208NI0003,Count,PERSONS,"All categories: Knowledge of Irish, Ireland "
LC2208NI0004,Count,PERSONS,"All categories: Knowledge of Irish, Other and no passport"
LC2208NI0005,Count,PERSONS,"Some ability in Irish, All categories: Passport"
LC2208NI0006,Count,PERSONS,"Some ability in Irish, United Kingdom"
LC2208NI0007,Count,PERSONS,"Some ability in Irish, Ireland "
LC2208NI0008,Count,PERSONS,"Some ability in Irish, Other and no passport"
LC2208NI0009,Count,PERSONS,"No ability in Irish, All categories: Passport"
LC2208NI0010,Count,PERSONS,"No ability in Irish, United Kingdom"
LC2208NI0011,Count,PERSONS,"No ability in Irish, Ireland "
LC2208NI0012,Count,PERSONS,"No ability in Irish, Other and no passport"
