GeographyCode,LC6112NI0001,LC6112NI0002,LC6112NI0003,LC6112NI0004,LC6112NI0005,LC6112NI0006,LC6112NI0007,LC6112NI0008,LC6112NI0009,LC6112NI0010,LC6112NI0011,LC6112NI0012,LC6112NI0013,LC6112NI0014,LC6112NI0015
N00000001,307,255,52,173,150,23,84,67,17,47,36,11,3,2,1
N00000002,125,78,47,51,32,19,26,13,13,39,29,10,9,4,5
N00000003,67,48,19,35,23,12,17,13,4,12,9,3,3,3,0
N00000004,181,132,49,52,35,17,69,53,16,59,44,15,1,0,1
N00000005,118,86,32,47,31,16,46,37,9,25,18,7,0,0,0
N00000006,71,50,21,26,18,8,24,20,4,19,11,8,2,1,1
N00000007,77,55,22,27,20,7,25,18,7,24,16,8,1,1,0
N00000008,128,78,50,42,24,18,45,28,17,36,26,10,5,0,5
N00000009,257,167,90,130,88,42,70,45,25,52,32,20,5,2,3
N00000010,69,47,22,18,12,6,27,21,6,23,14,9,1,0,1
N00000011,106,67,39,21,14,7,19,10,9,60,40,20,6,3,3
N00000012,108,66,42,23,12,11,20,11,9,61,41,20,4,2,2
N00000013,109,68,41,23,16,7,23,13,10,53,31,22,10,8,2
N00000014,187,105,82,47,23,24,34,17,17,95,56,39,11,9,2
N00000015,96,53,43,19,8,11,16,8,8,54,32,22,7,5,2
N00000016,105,51,54,19,7,12,25,12,13,56,31,25,5,1,4
N00000017,137,72,65,23,11,12,28,17,11,77,38,39,9,6,3
N00000018,82,46,36,21,10,11,18,9,9,40,26,14,3,1,2
N00000019,107,62,45,13,8,5,17,8,9,70,44,26,7,2,5
N00000020,112,44,68,16,6,10,17,6,11,68,30,38,11,2,9
N00000021,115,65,50,22,10,12,21,11,10,65,40,25,7,4,3
N00000022,98,48,50,18,6,12,22,14,8,52,26,26,6,2,4
N00000023,93,48,45,14,8,6,9,5,4,65,34,31,5,1,4
N00000024,157,126,31,63,48,15,55,46,9,37,30,7,2,2,0
N00000025,146,117,29,56,44,12,50,44,6,36,25,11,4,4,0
N00000026,134,84,50,51,25,26,53,39,14,28,20,8,2,0,2
N00000027,162,112,50,52,38,14,65,43,22,41,29,12,4,2,2
N00000028,82,47,35,24,14,10,20,9,11,34,22,12,4,2,2
