ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC2206NI0001,Count,PERSONS,"All categories: Knowledge of Irish, All categories: National Identity"
LC2206NI0002,Count,PERSONS,"All categories: Knowledge of Irish, British only"
LC2206NI0003,Count,PERSONS,"All categories: Knowledge of Irish, Irish only"
LC2206NI0004,Count,PERSONS,"All categories: Knowledge of Irish, Northern Irish only"
LC2206NI0005,Count,PERSONS,"All categories: Knowledge of Irish, Other"
LC2206NI0006,Count,PERSONS,"Some ability in Irish, All categories: National Identity"
LC2206NI0007,Count,PERSONS,"Some ability in Irish, British only"
LC2206NI0008,Count,PERSONS,"Some ability in Irish, Irish only"
LC2206NI0009,Count,PERSONS,"Some ability in Irish, Northern Irish only"
LC2206NI0010,Count,PERSONS,"Some ability in Irish, Other"
LC2206NI0011,Count,PERSONS,"No ability in Irish, All categories: National Identity"
LC2206NI0012,Count,PERSONS,"No ability in Irish, British only"
LC2206NI0013,Count,PERSONS,"No ability in Irish, Irish only"
LC2206NI0014,Count,PERSONS,"No ability in Irish, Northern Irish only"
LC2206NI0015,Count,PERSONS,"No ability in Irish, Other"
