DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC2405NI","HOUSEHOLD SIZE BY RELIGION OR RELIGION BROUGHT UP IN OF HRP","All households","1. 'Religion' indicates religion, religious denomination or body.; 2. 'Catholic' includes those who gave their religion or their religion brought up in as Catholic or Roman Catholic.; "
