GeographyCode,LC2405NI0001,LC2405NI0002,LC2405NI0003,LC2405NI0004,LC2405NI0005,LC2405NI0006,LC2405NI0007,LC2405NI0008,LC2405NI0009,LC2405NI0010,LC2405NI0011,LC2405NI0012,LC2405NI0013,LC2405NI0014,LC2405NI0015,LC2405NI0016,LC2405NI0017,LC2405NI0018,LC2405NI0019,LC2405NI0020,LC2405NI0021,LC2405NI0022,LC2405NI0023,LC2405NI0024
N00000038,138,100,33,5,24,16,8,0,45,32,12,1,23,18,4,1,46,34,9,3,2.94,2.97,2.70,4.00
N00000039,448,340,94,14,119,80,36,3,88,58,26,4,81,62,14,5,160,140,18,2,2.82,2.98,2.26,2.71
N00000040,114,76,36,2,43,24,19,0,22,16,6,0,22,16,6,0,27,20,5,2,2.32,2.46,1.92,4.50
N00000041,144,128,16,0,20,14,6,0,33,27,6,0,24,24,0,0,67,63,4,0,3.21,3.33,2.25,0
N00000042,126,90,33,3,18,10,7,1,34,24,10,0,17,14,3,0,57,42,13,2,3.25,3.42,2.82,3.00
N00000043,368,282,78,8,59,34,23,2,80,57,21,2,47,41,5,1,182,150,29,3,3.27,3.43,2.74,2.75
N00000044,108,69,35,4,29,16,12,1,24,15,8,1,21,11,10,0,34,27,5,2,2.89,3.14,2.40,2.75
N00000045,170,18,147,5,21,1,20,0,49,5,42,2,34,5,26,3,66,7,59,0,3.03,3.22,3.02,2.60
N00000046,129,4,119,6,21,0,20,1,38,1,36,1,17,0,16,1,53,3,47,3,3.05,4.75,2.99,3.17
N00000047,138,18,117,3,27,4,23,0,53,5,47,1,28,5,22,1,30,4,25,1,2.56,2.78,2.51,3.00
N00000048,125,20,100,5,35,4,31,0,40,7,31,2,24,4,19,1,26,5,19,2,2.43,2.70,2.35,3.00
N00000049,123,34,85,4,52,17,34,1,31,6,25,0,22,6,16,0,18,5,10,3,2.07,2.03,2.02,3.25
N00000050,135,27,105,3,45,9,35,1,47,9,38,0,19,3,15,1,24,6,17,1,2.21,2.22,2.20,2.67
N00000051,124,100,19,5,35,30,5,0,34,30,3,1,29,20,7,2,26,20,4,2,2.52,2.41,2.79,3.80
N00000052,120,74,40,6,36,22,13,1,31,18,10,3,21,12,9,0,32,22,8,2,2.58,2.64,2.45,2.67
N00000053,108,58,37,13,36,18,14,4,31,17,11,3,21,13,6,2,20,10,6,4,2.33,2.34,2.22,2.62
N00000054,111,19,75,17,30,6,20,4,35,5,27,3,22,5,14,3,24,3,14,7,2.40,2.37,2.32,2.76
N00000055,117,22,89,6,42,6,34,2,34,4,28,2,23,7,16,0,18,5,11,2,2.27,2.64,2.16,2.67
N00000056,119,32,76,11,36,9,24,3,38,9,27,2,28,8,15,5,17,6,10,1,2.27,2.41,2.20,2.36
N00000057,118,26,79,13,43,12,27,4,27,7,18,2,25,1,20,4,23,6,14,3,2.36,2.23,2.38,2.54
N00000058,121,19,94,8,46,6,38,2,31,6,24,1,25,5,16,4,19,2,16,1,2.20,2.21,2.16,2.63
N00000059,110,23,73,14,42,8,30,4,36,8,21,7,20,4,16,0,12,3,6,3,2.05,2.17,1.99,2.21
N00000060,180,47,121,12,65,10,48,7,51,14,35,2,37,13,23,1,27,10,15,2,2.19,2.51,2.08,2.00
N00000061,129,29,90,10,45,11,31,3,48,9,37,2,21,6,11,4,15,3,11,1,2.12,2.17,2.07,2.40
N00000062,130,23,99,8,19,4,15,0,48,7,37,4,31,5,24,2,32,7,23,2,2.70,2.96,2.64,2.75
N00000063,155,33,101,21,47,10,34,3,50,10,30,10,36,9,22,5,22,4,15,3,2.28,2.27,2.26,2.43
N00000064,133,66,53,14,60,28,26,6,31,13,15,3,22,13,7,2,20,12,5,3,2.10,2.26,1.89,2.14
N00000065,146,44,96,6,19,7,11,1,64,13,48,3,26,10,15,1,37,14,22,1,2.66,2.80,2.63,2.33
N00000066,110,43,62,5,19,5,13,1,48,18,29,1,27,10,14,3,16,10,6,0,2.40,2.65,2.23,2.40
N00000067,134,69,54,11,36,17,16,3,47,30,16,1,28,15,10,3,23,7,12,4,2.36,2.22,2.41,3.00
N00000068,124,35,81,8,15,3,12,0,39,14,23,2,19,7,12,0,51,11,34,6,2.99,2.89,2.95,3.88
N00000069,145,78,60,7,50,26,22,2,42,24,15,3,26,13,12,1,27,15,11,1,2.30,2.31,2.32,2.14
N00000070,104,40,60,4,25,11,13,1,43,13,28,2,17,8,9,0,19,8,10,1,2.34,2.38,2.32,2.25
N00000071,136,58,69,9,62,21,38,3,42,20,18,4,19,9,8,2,13,8,5,0,1.90,2.10,1.72,1.89
N00000072,634,213,359,62,121,40,70,11,187,62,107,18,123,51,61,11,203,60,121,22,2.76,2.74,2.77,2.81
N00000073,249,90,134,25,122,49,67,6,84,30,41,13,25,3,17,5,18,8,9,1,1.78,1.71,1.78,2.04
N00000074,386,159,204,23,79,31,45,3,114,42,67,5,76,36,35,5,117,50,57,10,2.71,2.74,2.64,3.17
N00000075,111,53,52,6,25,11,13,1,39,18,19,2,23,12,11,0,24,12,9,3,2.50,2.55,2.40,2.83
N00000076,114,49,61,4,13,4,9,0,30,11,18,1,29,13,16,0,42,21,18,3,3.02,3.14,2.87,3.75
N00000077,98,50,47,1,15,9,6,0,34,16,18,0,19,12,6,1,30,13,17,0,2.81,2.76,2.85,3.00
N00000078,161,65,76,20,25,9,12,4,41,9,27,5,29,12,12,5,66,35,25,6,3.03,3.42,2.72,2.95
N00000079,192,18,168,6,39,3,35,1,44,5,38,1,30,1,28,1,79,9,67,3,2.94,3.22,2.90,3.00
N00000080,146,8,128,10,22,2,19,1,43,2,39,2,27,2,22,3,54,2,48,4,2.90,2.75,2.90,3.10
N00000081,140,7,131,2,46,1,45,0,40,4,36,0,21,2,19,0,33,0,31,2,2.42,2.14,2.40,4.50
N00000082,132,11,120,1,32,7,24,1,42,2,40,0,22,1,21,0,36,1,35,0,2.59,1.82,2.68,1.00
N00000083,208,12,183,13,22,3,18,1,66,1,57,8,37,3,33,1,83,5,75,3,3.13,3.00,3.16,2.69
N00000084,153,6,143,4,19,0,19,0,48,2,44,2,34,3,30,1,52,1,50,1,2.98,3.00,2.99,2.75
N00000085,180,110,62,8,73,43,27,3,47,29,16,2,27,19,8,0,33,19,11,3,2.22,2.23,2.13,2.75
N00000086,142,117,21,4,30,22,8,0,38,35,2,1,31,28,2,1,43,32,9,2,2.78,2.74,2.76,4.00
N00000087,303,199,93,11,48,32,14,2,84,49,29,6,57,37,19,1,114,81,31,2,3.01,3.12,2.85,2.45
N00000088,136,23,109,4,81,11,66,4,38,11,27,0,11,0,11,0,6,1,5,0,1.59,1.61,1.61,1.00
N00000089,164,130,27,7,29,23,5,1,44,37,7,0,34,24,7,3,57,46,8,3,2.91,2.94,2.74,3.14
N00000090,138,107,27,4,29,21,7,1,41,31,9,1,25,19,5,1,43,36,6,1,2.83,2.94,2.44,2.50
N00000091,176,122,48,6,36,25,9,2,59,38,18,3,34,26,8,0,47,33,13,1,2.70,2.75,2.69,2.00
N00000092,168,19,141,8,25,1,23,1,52,5,46,1,32,3,28,1,59,10,44,5,3.00,3.63,2.87,3.75
N00000093,140,57,81,2,35,9,26,0,43,13,28,2,14,6,8,0,48,29,19,0,2.86,3.42,2.48,2.00
N00000094,161,67,92,2,18,10,8,0,59,21,36,2,23,9,14,0,61,27,34,0,3.06,3.09,3.05,2.00
N00000095,152,88,60,4,30,10,19,1,36,20,15,1,25,19,5,1,61,39,21,1,3.08,3.42,2.60,2.75
N00000096,158,23,129,6,22,2,20,0,62,8,50,4,28,4,24,0,46,9,35,2,2.77,3.17,2.70,2.83
N00000097,296,118,155,23,43,21,19,3,85,28,51,6,68,31,34,3,100,38,51,11,2.87,2.86,2.85,3.09
N00000098,446,160,246,40,81,28,48,5,153,51,94,8,103,41,51,11,109,40,53,16,2.65,2.72,2.54,3.00
N00000099,107,57,45,5,28,16,12,0,38,23,14,1,24,11,11,2,17,7,8,2,2.41,2.30,2.44,3.40
N00000100,164,96,53,15,71,41,26,4,46,27,15,4,22,10,6,6,25,18,6,1,2.08,2.14,1.91,2.33
N00000101,122,59,46,17,44,22,15,7,30,15,12,3,28,11,12,5,20,11,7,2,2.31,2.34,2.35,2.12
N00000102,125,47,68,10,36,18,16,2,34,12,19,3,24,8,16,0,31,9,17,5,2.54,2.26,2.63,3.30
N00000103,205,88,103,14,51,28,21,2,51,19,28,4,44,21,21,2,59,20,33,6,2.68,2.52,2.80,2.86
N00000104,130,69,47,14,41,19,18,4,31,22,7,2,28,14,10,4,30,14,12,4,2.48,2.43,2.51,2.57
N00000105,148,29,114,5,61,9,50,2,40,8,32,0,19,4,14,1,28,8,18,2,2.21,2.55,2.09,3.00
N00000106,103,12,79,12,55,6,42,7,23,5,18,0,11,1,8,2,14,0,11,3,1.92,1.58,1.92,2.25
N00000107,120,20,89,11,41,7,27,7,36,3,32,1,22,4,15,3,21,6,15,0,2.24,2.50,2.26,1.64
N00000108,110,24,83,3,37,11,23,3,40,7,33,0,15,2,13,0,18,4,14,0,2.21,2.00,2.31,1.00
N00000109,229,49,164,16,77,16,59,2,65,11,47,7,52,12,36,4,35,10,22,3,2.24,2.35,2.17,2.56
N00000110,122,24,81,17,47,11,32,4,39,6,27,6,18,4,9,5,18,3,13,2,2.11,1.96,2.11,2.35
N00000111,136,52,71,13,32,9,21,2,42,17,21,4,27,7,16,4,35,19,13,3,2.62,2.81,2.45,2.77
N00000112,143,45,88,10,31,7,21,3,37,14,21,2,28,10,16,2,47,14,30,3,2.81,3.00,2.75,2.50
N00000113,122,45,69,8,31,10,19,2,36,15,19,2,23,9,12,2,32,11,19,2,2.53,2.51,2.54,2.63
N00000114,121,57,58,6,20,8,10,2,46,24,20,2,23,12,9,2,32,13,19,0,2.63,2.58,2.74,2.00
N00000115,128,55,61,12,38,16,19,3,44,17,22,5,21,12,7,2,25,10,13,2,2.36,2.44,2.30,2.33
N00000116,119,41,63,15,39,11,23,5,29,13,12,4,28,9,17,2,23,8,11,4,2.41,2.44,2.40,2.40
N00000117,86,24,56,6,46,15,31,0,18,5,12,1,10,3,6,1,12,1,7,4,1.95,1.58,1.91,3.83
N00000118,143,18,112,13,47,7,35,5,56,5,45,6,19,2,17,0,21,4,15,2,2.17,2.28,2.17,2.08
N00000119,125,7,112,6,29,0,27,2,60,3,54,3,13,0,12,1,23,4,19,0,2.31,3.57,2.26,1.83
N00000120,127,17,108,2,29,1,26,2,49,7,42,0,18,2,16,0,31,7,24,0,2.54,3.29,2.45,1.00
N00000121,124,12,102,10,31,6,21,4,47,4,40,3,23,1,21,1,23,1,20,2,2.36,1.75,2.45,2.20
N00000122,199,30,150,19,53,8,38,7,77,8,65,4,23,3,16,4,46,11,31,4,2.42,2.80,2.35,2.37
N00000123,143,17,125,1,33,4,29,0,57,4,53,0,20,3,16,1,33,6,27,0,2.45,3.00,2.38,3.00
N00000124,143,23,112,8,35,6,28,1,63,9,50,4,24,6,17,1,21,2,17,2,2.27,2.26,2.25,2.63
N00000125,148,120,24,4,29,23,4,2,32,28,4,0,25,21,4,0,62,48,12,2,3.14,3.12,3.21,3.25
N00000126,134,126,8,0,20,17,3,0,20,20,0,0,26,24,2,0,68,65,3,0,3.59,3.64,2.75,0
N00000127,130,102,25,3,29,21,7,1,27,21,4,2,19,17,2,0,55,43,12,0,3.12,3.16,3.12,1.67
N00000128,282,259,22,1,40,36,4,0,62,59,3,0,48,42,6,0,132,122,9,1,3.37,3.36,3.36,6.00
N00000129,138,129,7,2,39,35,4,0,44,40,2,2,23,23,0,0,32,31,1,0,2.51,2.55,1.86,2.00
N00000130,152,8,136,8,11,1,10,0,33,1,30,2,38,3,33,2,70,3,63,4,3.28,3.00,3.28,3.50
N00000131,136,8,119,9,22,0,19,3,40,5,32,3,28,1,26,1,46,2,42,2,2.85,2.63,2.89,2.56
N00000132,121,35,79,7,24,4,20,0,31,8,20,3,17,3,11,3,49,20,28,1,3.02,3.63,2.78,2.71
N00000133,139,38,98,3,48,11,36,1,48,15,33,0,16,4,11,1,27,8,18,1,2.32,2.45,2.26,2.67
N00000134,177,13,151,13,51,5,43,3,53,1,49,3,27,4,22,1,46,3,37,6,2.47,2.54,2.44,2.77
N00000135,119,18,94,7,31,3,27,1,34,6,25,3,22,2,20,0,32,7,22,3,2.62,3.28,2.47,3.00
N00000136,188,16,164,8,31,2,28,1,64,7,56,1,46,6,36,4,47,1,44,2,2.70,2.44,2.70,3.13
N00000137,120,6,103,11,30,1,23,6,30,1,29,0,25,1,23,1,35,3,28,4,2.63,3.33,2.60,2.45
N00000138,155,6,140,9,22,2,19,1,40,0,38,2,36,2,31,3,57,2,52,3,2.99,3.00,2.99,3.00
N00000139,133,10,113,10,39,5,33,1,60,1,54,5,17,1,14,2,17,3,12,2,2.17,2.30,2.12,2.50
N00000140,158,19,129,10,53,7,40,6,58,4,53,1,29,3,23,3,18,5,13,0,2.11,2.42,2.09,1.70
N00000141,220,16,194,10,97,5,89,3,67,4,60,3,24,3,20,1,32,4,25,3,2.01,2.44,1.95,2.60
N00000142,96,7,82,7,27,3,23,1,44,2,40,2,14,1,11,2,11,1,8,2,2.14,2.29,2.06,2.86
N00000143,123,12,102,9,69,4,61,4,27,6,20,1,16,2,10,4,11,0,11,0,1.75,1.83,1.72,2.00
N00000144,110,8,87,15,41,4,32,5,35,3,29,3,23,1,16,6,11,0,10,1,2.07,1.63,2.09,2.20
N00000145,75,5,65,5,48,3,42,3,14,1,12,1,6,1,4,1,7,0,7,0,1.65,1.60,1.66,1.60
N00000146,105,9,93,3,23,3,20,0,42,3,38,1,16,2,14,0,24,1,21,2,2.58,2.67,2.54,3.67
N00000147,106,9,86,11,41,5,33,3,31,1,26,4,18,2,16,0,16,1,11,4,2.14,1.89,2.13,2.45
N00000148,279,9,247,23,77,1,69,7,90,3,81,6,53,1,44,8,59,4,53,2,2.42,2.89,2.43,2.22
N00000149,187,3,176,8,58,0,57,1,63,1,58,4,28,1,26,1,38,1,35,2,2.31,3.00,2.29,2.50
N00000150,149,3,140,6,38,1,35,2,51,1,50,0,25,0,24,1,35,1,31,3,2.45,2.33,2.43,3.00
N00000151,131,6,118,7,42,0,41,1,44,2,41,1,30,3,24,3,15,1,12,2,2.16,2.83,2.08,2.86
N00000152,131,4,119,8,48,0,44,4,49,3,45,1,16,0,15,1,18,1,15,2,2.06,2.50,2.04,2.13
N00000153,111,6,96,9,37,2,32,3,37,2,31,4,17,1,15,1,20,1,18,1,2.25,2.17,2.27,2.11
N00000154,108,11,93,4,34,6,27,1,32,2,28,2,20,3,17,0,22,0,21,1,2.40,1.73,2.48,2.25
N00000155,128,14,99,15,27,1,21,5,43,6,31,6,24,3,18,3,34,4,29,1,2.62,3.00,2.66,2.00
N00000156,127,7,116,4,27,2,24,1,58,3,53,2,20,1,18,1,22,1,21,0,2.37,2.14,2.40,2.00
N00000157,139,22,106,11,28,1,25,2,47,13,31,3,27,2,22,3,37,6,28,3,2.65,2.68,2.63,2.73
N00000158,286,17,237,32,61,2,56,3,138,11,114,13,39,0,31,8,48,4,36,8,2.37,2.59,2.30,2.75
N00000159,116,7,101,8,45,1,43,1,48,4,42,2,13,0,9,4,10,2,7,1,1.91,2.43,1.81,2.63
N00000160,124,12,104,8,38,4,30,4,46,4,40,2,15,1,14,0,25,3,20,2,2.28,2.33,2.28,2.25
N00000161,128,8,113,7,11,0,11,0,58,3,52,3,32,2,28,2,27,3,22,2,2.67,3.38,2.60,3.00
N00000162,115,8,96,11,37,1,35,1,51,4,39,8,11,1,9,1,16,2,13,1,2.10,2.63,2.05,2.18
N00000163,155,20,114,21,61,9,43,9,55,6,43,6,22,4,16,2,17,1,12,4,2.01,1.85,2.00,2.19
N00000164,118,3,109,6,22,0,21,1,55,2,51,2,18,1,16,1,23,0,21,2,2.44,2.33,2.43,2.67
N00000165,135,10,122,3,37,4,33,0,49,2,46,1,20,0,20,0,29,4,23,2,2.41,2.70,2.35,3.67
N00000166,122,9,108,5,30,1,29,0,50,4,44,2,28,4,22,2,14,0,13,1,2.24,2.33,2.20,2.80
N00000167,149,8,137,4,33,1,30,2,54,2,51,1,26,4,22,0,36,1,34,1,2.54,3.25,2.52,2.00
N00000168,145,8,130,7,35,5,27,3,55,0,54,1,24,1,21,2,31,2,28,1,2.38,2.00,2.42,2.14
N00000169,279,13,254,12,62,2,54,6,108,6,99,3,43,2,40,1,66,3,61,2,2.52,2.54,2.54,2.17
N00000170,139,2,128,9,22,0,21,1,51,0,50,1,28,0,27,1,38,2,30,6,2.66,4.50,2.58,3.44
N00000171,146,10,126,10,23,2,18,3,51,2,47,2,20,0,20,0,52,6,41,5,2.85,3.20,2.83,2.70
N00000172,307,16,268,23,67,3,58,6,121,7,108,6,50,2,45,3,69,4,57,8,2.51,2.63,2.47,3.00
N00000173,144,1,138,5,33,1,32,0,53,0,51,2,23,0,22,1,35,0,33,2,2.59,1.00,2.57,3.60
N00000174,163,6,144,13,47,1,44,2,55,1,49,5,27,2,22,3,34,2,29,3,2.41,2.83,2.38,2.54
N00000175,140,3,128,9,28,1,25,2,46,1,42,3,27,1,24,2,39,0,37,2,2.66,2.00,2.69,2.56
N00000176,205,20,170,15,57,7,45,5,71,3,63,5,42,5,33,4,35,5,29,1,2.31,2.50,2.31,2.07
N00000177,167,28,126,13,69,13,52,4,61,8,47,6,22,5,16,1,15,2,11,2,1.93,1.86,1.93,2.15
N00000178,355,50,275,30,165,23,130,12,119,14,92,13,35,5,28,2,36,8,25,3,1.88,2.12,1.84,1.87
N00000179,492,52,388,52,257,22,219,16,160,15,125,20,41,7,26,8,34,8,18,8,1.73,2.13,1.62,2.19
N00000180,131,9,112,10,46,4,39,3,46,1,40,5,23,2,20,1,16,2,13,1,2.14,2.33,2.13,2.00
N00000181,168,16,133,19,86,4,70,12,63,8,48,7,15,1,14,0,4,3,1,0,1.63,2.25,1.59,1.37
N00000182,105,1,99,5,29,0,28,1,42,0,41,1,22,0,20,2,12,1,10,1,2.17,4.00,2.13,2.60
N00000183,146,8,116,22,65,4,53,8,43,2,36,5,17,0,14,3,21,2,13,6,2.01,2.13,1.93,2.36
N00000184,184,14,157,13,99,5,91,3,54,5,42,7,20,3,17,0,11,1,7,3,1.71,2.07,1.62,2.38
N00000185,121,3,116,2,63,1,62,0,40,1,38,1,8,0,8,0,10,1,8,1,1.74,2.33,1.70,3.50
N00000186,137,7,119,11,41,0,38,3,56,5,47,4,21,2,16,3,19,0,18,1,2.18,2.29,2.17,2.27
N00000187,126,10,106,10,46,4,39,3,51,4,45,2,15,1,12,2,14,1,10,3,2.02,1.90,1.98,2.60
N00000188,128,5,109,14,27,2,23,2,44,1,39,4,18,2,13,3,39,0,34,5,2.71,2.00,2.72,2.86
N00000189,125,3,114,8,19,0,17,2,45,2,41,2,24,1,22,1,37,0,34,3,2.73,2.33,2.73,2.88
N00000190,119,0,117,2,15,0,15,0,58,0,58,0,21,0,20,1,25,0,24,1,2.55,0,2.54,3.50
N00000191,124,4,115,5,27,3,23,1,52,0,50,2,19,0,17,2,26,1,25,0,2.44,3.25,2.43,2.20
N00000192,120,9,101,10,25,1,22,2,44,3,38,3,26,3,21,2,25,2,20,3,2.52,2.78,2.47,2.80
N00000193,111,5,91,15,33,1,29,3,30,3,25,2,16,0,14,2,32,1,23,8,2.62,3.40,2.45,3.40
N00000194,119,9,105,5,40,1,39,0,44,2,38,4,15,3,12,0,20,3,16,1,2.14,2.89,2.07,2.40
N00000195,123,8,109,6,55,3,49,3,33,2,28,3,18,2,16,0,17,1,16,0,2.00,2.13,2.02,1.50
N00000196,116,7,102,7,46,1,44,1,37,0,35,2,22,3,16,3,11,3,7,1,2.04,3.29,1.90,2.86
N00000197,115,9,100,6,13,1,10,2,37,2,34,1,33,1,29,3,32,5,27,0,2.83,3.33,2.83,2.17
N00000198,110,4,98,8,25,1,23,1,36,1,32,3,17,0,17,0,32,2,26,4,2.61,3.25,2.55,3.00
N00000199,130,10,113,7,20,4,16,0,50,3,41,6,26,2,24,0,34,1,32,1,2.69,2.10,2.73,2.86
N00000200,124,7,111,6,22,0,21,1,39,0,35,4,28,5,23,0,35,2,32,1,2.67,3.29,2.65,2.33
N00000201,143,0,134,9,52,0,47,5,55,0,52,3,15,0,14,1,21,0,21,0,2.06,0,2.09,1.56
N00000202,132,5,122,5,27,1,25,1,67,2,64,1,18,0,16,2,20,2,17,1,2.30,2.60,2.27,2.80
N00000203,134,14,109,11,26,4,21,1,50,5,44,1,36,3,28,5,22,2,16,4,2.49,2.36,2.43,3.27
N00000204,152,2,133,17,36,0,33,3,62,1,56,5,24,1,20,3,30,0,24,6,2.36,2.50,2.31,2.76
N00000205,118,9,100,9,27,2,22,3,36,1,33,2,24,3,21,0,31,3,24,4,2.57,3.00,2.53,2.56
N00000206,212,12,182,18,99,6,85,8,69,1,62,6,28,4,21,3,16,1,14,1,1.84,2.17,1.82,1.83
N00000207,119,7,101,11,38,1,32,5,44,4,35,5,22,2,20,0,15,0,14,1,2.13,2.14,2.17,1.73
N00000208,121,3,111,7,19,0,18,1,48,2,44,2,21,1,18,2,33,0,31,2,2.61,2.33,2.61,2.71
N00000209,122,4,105,13,16,0,14,2,36,2,31,3,25,2,22,1,45,0,38,7,2.92,2.50,2.91,3.08
N00000210,219,17,181,21,120,11,100,9,67,1,58,8,17,3,11,3,15,2,12,1,1.70,2.06,1.65,1.86
N00000211,269,22,230,17,118,10,103,5,90,3,82,5,30,3,26,1,31,6,19,6,1.93,2.32,1.85,2.53
N00000212,85,8,66,11,46,4,37,5,20,4,12,4,5,0,4,1,14,0,13,1,1.95,1.50,2.02,1.91
N00000213,150,8,122,20,69,2,57,10,48,2,41,5,19,1,14,4,14,3,10,1,1.87,2.63,1.84,1.80
N00000214,151,8,130,13,48,2,41,5,61,2,53,6,23,2,20,1,19,2,16,1,2.14,2.63,2.13,1.92
N00000215,151,7,134,10,27,1,23,3,56,0,51,5,31,2,27,2,37,4,33,0,2.65,3.86,2.64,1.90
N00000216,161,11,137,13,30,2,25,3,69,4,61,4,29,3,24,2,33,2,27,4,2.47,2.45,2.46,2.54
N00000217,175,10,159,6,28,2,23,3,78,3,74,1,27,1,24,2,42,4,38,0,2.61,3.20,2.60,1.83
N00000218,148,9,131,8,29,2,26,1,67,1,64,2,23,3,18,2,29,3,23,3,2.44,2.78,2.38,3.00
N00000219,123,6,104,13,52,4,42,6,44,0,40,4,14,1,13,0,13,1,9,3,1.99,2.00,1.93,2.46
N00000220,125,4,110,11,50,1,46,3,29,0,27,2,20,0,18,2,26,3,19,4,2.27,3.75,2.17,2.73
N00000221,115,3,105,7,35,0,32,3,39,1,38,0,22,1,19,2,19,1,16,2,2.28,3.00,2.24,2.57
N00000222,130,3,122,5,37,1,35,1,49,0,47,2,24,1,22,1,20,1,18,1,2.29,2.67,2.26,2.80
